canonical_sku,warehouse,channel_map,qty_end,channel_sales_qty,channel_sales_rev_rub,class,name,do_not_auto_accept,so_t
0-2163A,Склад ИМ,IM,0.0,1.0,192000.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное с принтом ""цветы"", из шелковой тафты, с расшивкой ""Палочк",YES,N
0-2173A,Склад ИМ,IM,1.0,2.0,17200.0,WH_STOCK_AND_CH_SALES,"Футболка женская, черная, из трикотажа, с рукавами из  пайеточной ткани",YES,N
0-2185H,Склад ИМ,IM,0.0,1.0,7600.0,WH_CH_SALES_NO_STOCK,"Брюки женские, белые, из хлопка, расширенные к низу",YES,N
0-2204,Склад ИМ,IM,0.0,2.0,17480.0,WH_CH_SALES_NO_STOCK,"Блуза женская, черная, из трикотажа, с рукавами из пайеточной ткани",YES,N
0-2235A,Склад ИМ,IM,0.0,1.0,56050.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из батиста, с принтом ""арабеска""",YES,N
0-2244,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Рубашка женская, черная с принтом ""девочки"", из шелка",YES,N
0-2245,Склад ИМ,IM,1.0,1.0,87300.0,WH_STOCK_AND_CH_SALES,"Брюки женские, черные с принтом ""девочки"", из шелка",YES,N
0-2246B,Остатки ЦУМ,TSUM,0.0,2.0,132948.03,WH_CH_SALES_NO_STOCK,"Платье женское, розовое с принтом ""желто-черные Y"", из батиста, с поясом",YES,N
0-2246B,Склад оптовых продаж,B2B,0.0,2.0,44454.0,WH_CH_SALES_NO_STOCK,"Платье женское, розовое с принтом ""желто-черные Y"", из батиста, с поясом",YES,N
0-2276B,Склад ИМ,IM,0.0,2.0,78000.0,WH_CH_SALES_NO_STOCK,"Юбка женская, серая с принтом ""дефиле"", из хлопка, с декором ""розовый бант""",YES,N
0-2276C,Склад ИМ,IM,0.0,1.0,35100.0,WH_CH_SALES_NO_STOCK,"Юбка женская, розовая с принтом ""дефиле"", из хлопка",YES,N
0-2280,Склад ИМ,IM,0.0,1.0,57000.0,WH_CH_SALES_NO_STOCK,"Рубашка женская, белая с принтом ""пляж"", из хлопка, с отделкой черным кантом",YES,N
0-2286,Склад ИМ,IM,0.0,1.0,28980.0,WH_CH_SALES_NO_STOCK,"Шорты женские, синие с принтом ""микс"", из батиста",YES,N
0-2290,Склад ИМ,IM,0.0,2.0,88350.0,WH_CH_SALES_NO_STOCK,"Юбка женская, белая с принтом ""пляж"", из хлопка",YES,N
0-2291,Склад ИМ,IM,0.0,1.0,31350.0,WH_CH_SALES_NO_STOCK,"Блуза женская, белая с принтом ""пляж"", из хлопка",YES,N
0-2320A,Склад оптовых продаж,B2B,0.0,1.0,17378.0,WH_CH_SALES_NO_STOCK,"Юбка женская, белая, из фатина, с декором принт ""черные камешки""",YES,N
0-2330,Склад ИМ,IM,0.0,1.0,100000.0,WH_CH_SALES_NO_STOCK,"Платье женское, розовое с принтом ""многоцветные разводы"", из шелка",YES,N
0-2336B,Склад ИМ,IM,0.0,1.0,48240.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из джерси, без подкладки",YES,N
0-2352,Склад ИМ,IM,0.0,1.0,88110.0,WH_CH_SALES_NO_STOCK,"Пальто женское, коричневое, из пальтовой ткани, декорировано бахромой",YES,N
0-2352,Склад оптовых продаж,B2B,0.0,1.0,29348.0,WH_CH_SALES_NO_STOCK,"Пальто женское, коричневое, из пальтовой ткани, декорировано бахромой",YES,N
0-2353,Склад оптовых продаж,B2B,0.0,1.0,16391.0,WH_CH_SALES_NO_STOCK,"Юбка женская, коричневая, из пальтовой ткани, с отделкой бахромой по низу юбки",YES,N
0-2356,Склад ИМ,IM,0.0,2.0,53050.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная, из костюмной ткани, декорирована бахромой по низу",YES,N
0-2359,Склад ИМ,IM,4.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Свитшот женский, черный, из футера, с декором принт ""сердце, Yanina""",YES,N
0-2359A,Склад ИМ,IM,2.0,33.0,969195.0,WH_STOCK_AND_CH_SALES,"Свитшот женский, черный, из футера, с декором принт ""дерево, птица, Yanina""",YES,N
0-2359A,Склад оптовых продаж,B2B,0.0,37.0,562091.0,WH_CH_SALES_NO_STOCK,"Свитшот женский, черный, из футера, с декором принт ""дерево, птица, Yanina""",YES,N
0-2362,Склад оптовых продаж,B2B,0.0,1.0,18985.0,WH_CH_SALES_NO_STOCK,"Юбка женская, коричневая, из шерсти, со складками и отделкой из коричневой тафты",YES,N
0-2364A,Склад ИМ,IM,0.0,4.0,73875.0,WH_CH_SALES_NO_STOCK,"Блуза женская, черная, из бархата, с объемными, декорированными белыми бантами п",YES,N
0-2364B,Склад ИМ,IM,0.0,1.0,15760.0,WH_CH_SALES_NO_STOCK,"Блуза женская, черная, из крепа, с объемным рукавом, декорирована бантом по низу",YES,N
0-2365,Склад ИМ,IM,0.0,1.0,18950.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная, из фатина, с декором принт ""черные цветы"" по передней поло",YES,N
0-2367,Склад ИМ,IM,0.0,1.0,76140.0,WH_CH_SALES_NO_STOCK,"Платье женское, многоцветное, из шелка, декорировано серыми перьями страуса по р",YES,N
0-2368,Склад ИМ,IM,0.0,1.0,168435.0,WH_CH_SALES_NO_STOCK,"Пальто женское, черное, из костюмной ткани, декорировано бахромой",YES,N
0-2384,Склад ИМ,IM,0.0,1.0,66447.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из шелкового бархата, с отделкой белым кантом по бокам",YES,N
0-2393,Склад ИМ,IM,0.0,3.0,1016600.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из шелка, с бахромой и кокеткой расшитой бисером",YES,N
0-2397,Остатки ЦУМ,TSUM,0.0,1.0,199500.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из стрейч бархата, с разрезом и декором из страз",YES,N
0-2397,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, черное, из стрейч бархата, с разрезом и декором из страз",YES,N
0-2400,Склад ИМ,IM,0.0,1.0,244800.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из стрейч бархата, с вышивкой ""Цветы""",YES,N
0-2404,Склад ИМ,IM,0.0,4.0,291060.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, с принтом ""девочки"", из шелка, на тонких бретелях",YES,N
0-2406,Склад ИМ,IM,0.0,6.0,436984.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная, из бархата, средней длины, с поясом",YES,N
0-2419A,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, черные, из шелкового бархата, с отделкой белым кантом",YES,N
0-2420A,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Жакет женский, черный, из шелкового бархата, с вышивкой ""Птицы"" на карманах",YES,N
0-2421,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, розовое, из шелкового бархата, с воротником и манжетами из пайет",YES,N
0-2421,Склад оптовых продаж,B2B,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, розовое, из шелкового бархата, с воротником и манжетами из пайет",YES,N
0-2431A,Склад ИМ,IM,0.0,2.0,42750.0,WH_CH_SALES_NO_STOCK,"Шорты женские, черные, из стрейч бархата, с вышивкой ""Yanina""",YES,N
0-2431B,Склад ИМ,IM,4.0,2.0,33790.0,WH_STOCK_AND_CH_SALES,"Шорты женские, черные с принтом ""цветы, грибы"", из хлопка",YES,N
0-2431B,Склад оптовых продаж,B2B,0.0,8.0,40353.0,WH_CH_SALES_NO_STOCK,"Шорты женские, черные с принтом ""цветы, грибы"", из хлопка",YES,N
0-2455A,Склад ИМ,IM,0.0,2.0,56640.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная, из фатина, с декором принт ""дерево, птицы, Yanina""",YES,N
0-2455A,Склад оптовых продаж,B2B,0.0,12.0,212511.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная, из фатина, с декором принт ""дерево, птицы, Yanina""",YES,N
0-2456A,Остатки ЦУМ,TSUM,0.0,2.0,441508.84,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из крепа, короткое, с вышивкой ""Дерево, птица, Yanina""",YES,N
0-2457A,Склад ИМ,IM,0.0,2.0,352000.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из шерстяного крепа, с вышивкой ""Дерево, птица, Yanina""",YES,N
0-2458,Остатки ЦУМ,TSUM,0.0,1.0,78300.0,WH_CH_SALES_NO_STOCK,"Блуза-боди женская, черная, из стрейч бархата, с белым воротником",YES,N
0-2458,Склад оптовых продаж,B2B,0.0,2.0,68086.0,WH_CH_SALES_NO_STOCK,"Блуза-боди женская, черная, из стрейч бархата, с белым воротником",YES,N
0-2459A,Склад оптовых продаж,B2B,0.0,4.0,55480.0,WH_CH_SALES_NO_STOCK,"Юбка женская, белая, из фатина, с декором принт ""птицы""",YES,N
0-2460A,Склад ИМ,IM,1.0,3.0,343308.0,WH_STOCK_AND_CH_SALES,"Блуза женская, черная, из батиста, декорирована расшивкой кристаллами по воротни",YES,N
0-2461,Склад ИМ,IM,0.0,1.0,172800.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из искусственного шелка, с вышивкой ""Дерево, птица"", с р",YES,N
0-2462A,Остатки ЦУМ,TSUM,0.0,1.0,126000.0,WH_CH_SALES_NO_STOCK,"Жакет женский, черный, из стрейч бархата, с вышивкой ""Птицы и Yanina"" и отделкой",YES,N
0-2462A,Склад ИМ,IM,0.0,3.0,195300.0,WH_CH_SALES_NO_STOCK,"Жакет женский, черный, из стрейч бархата, с вышивкой ""Птицы и Yanina"" и отделкой",YES,N
0-2463A,Склад ИМ,IM,0.0,1.0,48015.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из стрейч бархата, с вышивкой ""Yanina""",YES,N
0-2465A,Склад ИМ,IM,1.0,1.0,31825.0,WH_STOCK_AND_CH_SALES,"Блуза женская, белая, из хлопка, с вышивкой ""Дерево, птицы, Yanina"", с длинным р",YES,N
0-2468A,Остатки ЦУМ,TSUM,0.0,2.0,504000.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное в белый горох, из шелка, со съемным воротником и белыми м",YES,N
0-2469A,Остатки ЦУМ,TSUM,0.0,3.0,558350.17,WH_CH_SALES_NO_STOCK,"Платье женское, черное в белый горох, из шифона, длинное, декорировано брошью ""Б",YES,N
0-2470,Склад ИМ,IM,4.0,22.0,726975.0,WH_STOCK_AND_CH_SALES,"Юбка женская, черная, из футера, с декором принт ""дерево, Yanina"", с отделкой ""л",YES,N
0-2470,Склад оптовых продаж,B2B,0.0,11.0,198985.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная, из футера, с декором принт ""дерево, Yanina"", с отделкой ""л",YES,N
0-2471,Склад ИМ,IM,0.0,4.0,150680.0,WH_CH_SALES_NO_STOCK,"Свитшот женский, черный, из футера, с декором принт ""дерево, птица, Yanina"" и от",YES,N
0-2472,Склад ИМ,IM,4.0,12.0,381435.0,WH_STOCK_AND_CH_SALES,"Брюки женские, черные, из футера, с декором принт ""дерево, Yanina"", отделкой ""ла",YES,N
0-2472,Склад оптовых продаж,B2B,3.0,13.0,242763.0,WH_STOCK_AND_CH_SALES,"Брюки женские, черные, из футера, с декором принт ""дерево, Yanina"", отделкой ""ла",YES,N
0-2473,Склад ИМ,IM,0.0,10.0,600750.0,WH_CH_SALES_NO_STOCK,"Блуза женская, черная, из футера, с декором принт ""птицы"" и белой отделкой",YES,N
0-2475A,Остатки ЦУМ,TSUM,0.0,1.0,60260.0,WH_CH_SALES_NO_STOCK,"Рубашка женская свободного силуэта, белая, из шелка, с вышивкой на кармане YC",YES,N
0-2475B,Остатки ЦУМ,TSUM,0.0,3.0,164378.53,WH_CH_SALES_NO_STOCK,"Рубашка женская свободного силуэта, серая, из батиста, с вышивкой на кармане YC",YES,N
0-2475B,Склад ИМ,IM,0.0,1.0,33695.0,WH_CH_SALES_NO_STOCK,"Рубашка женская свободного силуэта, серая, из батиста, с вышивкой на кармане YC",YES,N
0-2476,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Рубашка женская, белая с принтом ""девочки"", из шелка, с отделкой черным кантом, ",YES,N
0-2477,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Рубашка женская, белая с принтом ""девочки"", из шелка, с отделкой черным кантом, ",YES,N
0-2477A,Остатки ЦУМ,TSUM,0.0,1.0,150000.0,WH_CH_SALES_NO_STOCK,"Рубашка женская, черная с принтом ""девочки"", из шелка, с отделкой белым кантом, ",YES,N
0-2477A,Склад ИМ,IM,0.0,1.0,135171.0,WH_CH_SALES_NO_STOCK,"Рубашка женская, черная с принтом ""девочки"", из шелка, с отделкой белым кантом, ",YES,N
0-2478,Остатки ЦУМ,TSUM,0.0,2.0,95999.97,WH_CH_SALES_NO_STOCK,"Рубашка женская, белая, из хлопка, с отделкой ""YANINA"" спереди",YES,N
0-2478,Склад ИМ,IM,0.0,1.0,51220.0,WH_CH_SALES_NO_STOCK,"Рубашка женская, белая, из хлопка, с отделкой ""YANINA"" спереди",YES,N
0-2479A,Остатки ЦУМ,TSUM,0.0,1.0,114310.0,WH_CH_SALES_NO_STOCK,"Рубашка женская, чёрная с принтом ""белые Y"", из батиста, с отделкой ""лампас"", с ",YES,N
0-2479A,Склад ИМ,IM,1.0,3.0,257194.0,WH_STOCK_AND_CH_SALES,"Рубашка женская, чёрная с принтом ""белые Y"", из батиста, с отделкой ""лампас"", с ",YES,N
0-2480,Остатки ЦУМ,TSUM,0.0,1.0,132250.0,WH_CH_SALES_NO_STOCK,"Блуза женская, белая с принтом ""оранжевые Y"", из шёлка, с отделкой ""лампас""",YES,N
0-2480,Склад ИМ,IM,2.0,5.0,325239.51,WH_STOCK_AND_CH_SALES,"Блуза женская, белая с принтом ""оранжевые Y"", из шёлка, с отделкой ""лампас""",YES,N
0-2480B,Склад ИМ,IM,4.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза женская, белая с принтом ""оранжевые Y"", из батиста, с отделкой ""лампас""",YES,N
0-2480C,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза женская, розовая с принтом ""цветы и грибы"", из батиста, с отделкой ""Лампас",YES,N
0-2481,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, белые с принтом ""черные Y и девочки"", из шёлка, с отделкой чёрным",YES,N
0-2481A,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, чёрные с принтом ""белые Y и девочки"", из шёлка, с отделкой белым ",YES,N
0-2481B,Остатки ЦУМ,TSUM,0.0,2.0,161000.0,WH_CH_SALES_NO_STOCK,"Брюки женские, белые с принтом ""оранжевые Y"", из шёлка, с оранжевым кантом",YES,N
0-2481B,Склад ИМ,IM,0.0,6.0,330353.74,WH_CH_SALES_NO_STOCK,"Брюки женские, белые с принтом ""оранжевые Y"", из шёлка, с оранжевым кантом",YES,N
0-2481C,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, белые с принтом ""серые Y"", из шёлка, с отделкой черным кантом",YES,N
0-2481D,Склад ИМ,IM,3.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, белые с принтом ""оранжево-черные Y"", из батиста, с оранжевым кант",YES,N
0-2481E,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, розовые с принтом "" цветы и грибы"" из батиста, с отделкой ""Лампас",YES,N
0-2481F,Склад ИМ,IM,0.0,1.0,21400.0,WH_CH_SALES_NO_STOCK,"Брюки женские, красные с принтом "" цветы и грибы"" из батиста, с отделкой ""Лампас",YES,N
0-2482A,Остатки ЦУМ,TSUM,0.0,2.0,100859.0,WH_CH_SALES_NO_STOCK,"Брюки женские, чёрные с принтом ""белые Y"", из батиста, с отделкой ""лампас"" по ни",YES,N
0-2482A,Склад ИМ,IM,0.0,1.0,66240.0,WH_CH_SALES_NO_STOCK,"Брюки женские, чёрные с принтом ""белые Y"", из батиста, с отделкой ""лампас"" по ни",YES,N
0-2482A,Склад оптовых продаж,B2B,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, чёрные с принтом ""белые Y"", из батиста, с отделкой ""лампас"" по ни",YES,N
0-2483,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, чёрные с принтом ""девочки"", из шёлка, с отделкой ""лампас""",YES,N
0-2485A,Склад ИМ,IM,0.0,1.0,28980.0,WH_CH_SALES_NO_STOCK,"Шорты женские, чёрные с принтом ""белые Y и девочки"", из батиста, с отделкой ""лам",YES,N
0-2487,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Пальто-халат женское, белое с принтом ""оранжевые буквы Y"", из шелка, с отделкой ",YES,N
0-2487B,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Пальто-халат женское, черное с принтом ""девочки"", из батиста, с отделкой ""лампас",YES,N
0-2487C,Склад ИМ,IM,0.0,1.0,177300.0,WH_CH_SALES_NO_STOCK,"Пальто-халат женское, черное с принтом ""Y, грибы"", из шелка, с отделкой кайма",YES,N
0-2488,Склад ИМ,IM,5.0,3.0,150520.0,WH_STOCK_AND_CH_SALES,"Брюки женские, синие с принтом ""белые Y и грибочки"", из денима",YES,N
0-2489,Остатки ЦУМ,TSUM,0.0,1.0,177100.0,WH_CH_SALES_NO_STOCK,"Куртка женская, синяя, из денима с принтом Грибочки",YES,N
0-2489,Склад ИМ,IM,0.0,1.0,159390.0,WH_CH_SALES_NO_STOCK,"Куртка женская, синяя, из денима с принтом Грибочки",YES,N
0-2490,Остатки ЦУМ,TSUM,0.0,1.0,46690.0,WH_CH_SALES_NO_STOCK,"Юбка женская, синяя с принтом ""белые Y и грибочки"", из денима",YES,N
0-2490,Склад ИМ,IM,4.0,1.0,42021.0,WH_STOCK_AND_CH_SALES,"Юбка женская, синяя с принтом ""белые Y и грибочки"", из денима",YES,N
0-2492,Остатки ЦУМ,TSUM,0.0,2.0,342765.57,WH_CH_SALES_NO_STOCK,"Платье женское, черное с 3D принтом ""Y"", из шелка, длинное",YES,N
0-2493,Остатки ЦУМ,TSUM,0.0,5.0,457645.99,WH_CH_SALES_NO_STOCK,"Платье женское, белое с принтом ""оранжево-черные Y"", из батиста, с широкими брет",YES,N
0-2493,Склад ИМ,IM,0.0,1.0,54050.0,WH_CH_SALES_NO_STOCK,"Платье женское, белое с принтом ""оранжево-черные Y"", из батиста, с широкими брет",YES,N
0-2493,Склад оптовых продаж,B2B,0.0,1.0,10000.0,WH_CH_SALES_NO_STOCK,"Платье женское, белое с принтом ""оранжево-черные Y"", из батиста, с широкими брет",YES,N
0-2493A,Склад оптовых продаж,B2B,1.0,3.0,30000.0,WH_STOCK_AND_CH_SALES,"Платье женское, белое с принтом ""серо-черные Y"", из батиста, с широкими бретелям",YES,N
0-2494,Склад ИМ,IM,0.0,1.0,72740.0,WH_CH_SALES_NO_STOCK,"Платье женское, белое с принтом ""оранжево-черные Y"", из батиста, с поясом",YES,N
0-2494,Склад оптовых продаж,B2B,1.0,1.0,57500.0,WH_STOCK_AND_CH_SALES,"Платье женское, белое с принтом ""оранжево-черные Y"", из батиста, с поясом",YES,N
0-2495,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, чёрное с принтом ""хаотичные буквы Y"", из шёлка, длинное",YES,N
0-2496,Склад оптовых продаж,B2B,0.0,6.0,60000.05,WH_CH_SALES_NO_STOCK,"Платье женское, белое с принтом ""черные Y и девочки"", из батиста, с открытыми пл",YES,N
0-2497,Склад оптовых продаж,B2B,2.0,7.0,70000.04,WH_STOCK_AND_CH_SALES,"Платье женское, белое с принтом ""черные Y и девочки"", из батиста, с длинными рук",YES,N
0-2498,Склад ИМ,IM,3.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, розовое с принтом ""пион"", из штапеля, без рукавов",YES,N
0-2498,Склад оптовых продаж,B2B,0.0,1.0,7000.0,WH_CH_SALES_NO_STOCK,"Платье женское, розовое с принтом ""пион"", из штапеля, без рукавов",YES,N
0-2499,Остатки ЦУМ,TSUM,0.0,4.0,296037.0,WH_CH_SALES_NO_STOCK,"Платье женское, розовое с принтом ""пион"", из батиста, приталенного силуэта",YES,N
0-2499,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, розовое с принтом ""пион"", из батиста, приталенного силуэта",YES,N
0-2499,Склад оптовых продаж,B2B,0.0,1.0,10000.0,WH_CH_SALES_NO_STOCK,"Платье женское, розовое с принтом ""пион"", из батиста, приталенного силуэта",YES,N
0-2500,Склад ИМ,IM,0.0,5.0,206080.0,WH_CH_SALES_NO_STOCK,"Платье-кафтан женское, серое с большим цветком, из штапеля, рукав декорирован па",YES,N
0-2502,Склад ИМ,IM,0.0,1.0,30130.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная с принтом ""девочки"", из шёлка, c отделкой ""лампас""",YES,N
0-2503,Склад ИМ,IM,0.0,3.0,126546.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная с принтом ""девочки"", из хлопка, с лампасами ""YANINA""",YES,N
0-2504,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Юбка женская, серая с принтом ""пион"", из батиста",YES,N
0-2506,Склад ИМ,IM,0.0,1.0,3500.0,WH_CH_SALES_NO_STOCK,"Шорты женские удлиненные, черные, из стрейч бархата",YES,N
0-2511A,Склад ИМ,IM,0.0,1.0,10304.0,WH_CH_SALES_NO_STOCK,"Футболка женская, розовая с принтом ""Y"", из трикотажа",YES,N
0-2512,Склад ИМ,IM,0.0,1.0,18850.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная, из пайеточной ткани, длина мини",YES,N
0-2514,Склад ИМ,IM,0.0,1.0,13850.0,WH_CH_SALES_NO_STOCK,"Брюки женские, белые, из шифона",YES,N
0-2515,Склад ИМ,IM,0.0,2.0,49900.0,WH_CH_SALES_NO_STOCK,"Пальто женское, розовое, из костюмной ткани ""Шанель"", декорировано тесьмой по ни",YES,N
0-2516,Склад ИМ,IM,0.0,1.0,85500.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из костюмной ткани ""шанель"" и шифона, декорировано тесьм",YES,N
0-2516,Склад оптовых продаж,B2B,0.0,2.0,51086.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из костюмной ткани ""шанель"" и шифона, декорировано тесьм",YES,N
0-2517,Склад оптовых продаж,B2B,0.0,1.0,13870.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная, из фатина, с декором принт ""белая Y""",YES,N
0-2518,Склад ИМ,IM,0.0,1.0,28950.0,WH_CH_SALES_NO_STOCK,"Платье женское, розовое, из костюмной ткани ""шанель"", декорировано тесьмой и нит",YES,N
0-2519,Склад ИМ,IM,0.0,2.0,154260.0,WH_CH_SALES_NO_STOCK,"Куртка-бомбер женская, черная, из пайеточной ткани",YES,N
0-2523,Склад оптовых продаж,B2B,0.0,1.0,6986.0,WH_CH_SALES_NO_STOCK,"Брюки женские, белые с принтом ""голубые цветы"", из батиста",YES,N
0-2524,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Рубашка женская, белая с принтом ""голубые цветы"", из батиста, с рукавом ""кимоно""",YES,N
0-2524,Склад оптовых продаж,B2B,0.0,1.0,12909.0,WH_CH_SALES_NO_STOCK,"Рубашка женская, белая с принтом ""голубые цветы"", из батиста, с рукавом ""кимоно""",YES,N
0-2527,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Шорты женские, белые с принтом ""синие цветы"", из батиста",YES,N
0-2532,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза женская, белая с принтом ""голубые цветы"", из батиста",YES,N
0-2533,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, белые с принтом ""голубые цветы"", из батиста, зауженые к низу",YES,N
0-2536,Склад оптовых продаж,B2B,0.0,1.0,20761.0,WH_CH_SALES_NO_STOCK,"Платье женское, белое с принтом ""голубые цветы"", из батиста",YES,N
0-2540,Склад ИМ,IM,0.0,2.0,330840.0,WH_CH_SALES_NO_STOCK,"Блуза женская, голубая с принтом ""большие синие капли"", из шелка",YES,N
0-2541,Склад ИМ,IM,0.0,2.0,203688.0,WH_CH_SALES_NO_STOCK,"Брюки женские, голубые с принтом ""большие синие капли"", из шелка",YES,N
0-2545,Склад ИМ,IM,0.0,3.0,59340.0,WH_CH_SALES_NO_STOCK,"Футболка женская, голубая с принтом ""грибы"", из трикотажа",YES,N
0-2545,Склад оптовых продаж,B2B,0.0,1.0,12000.0,WH_CH_SALES_NO_STOCK,"Футболка женская, голубая с принтом ""грибы"", из трикотажа",YES,N
0-2545A,Склад ИМ,IM,0.0,1.0,16560.0,WH_CH_SALES_NO_STOCK,"Футболка женская, черная с принтом ""грибы"" по горловине, из трикотажа",YES,N
0-2548,Склад ИМ,IM,0.0,1.0,150300.0,WH_CH_SALES_NO_STOCK,"Платье-кафтан женское, черное с принтом ""цветок"", из шелка, с длинным рукавом",YES,N
0-2549,Склад ИМ,IM,1.0,1.0,70200.0,WH_STOCK_AND_CH_SALES,"Блуза женская, розовая с принтом ""девочки, грибы, цветы"", из шелка, декорирована",YES,N
0-2550,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, розовые с принтом ""девочки, грибы, цветы"", из шелка, с отделкой """,YES,N
0-2554A,Склад ИМ,IM,0.0,3.0,234000.0,WH_CH_SALES_NO_STOCK,"Платье-кафтан женское, черное, из хлопка, декорировано тесьмой ""YANINA""",YES,N
0-2556B,Склад ИМ,IM,0.0,1.0,55200.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные с принтом ""белые Y и девочки"", из шелка, с отделкой ""белый",YES,N
0-2558,Склад ИМ,IM,0.0,1.0,64868.1,WH_CH_SALES_NO_STOCK,"Блуза женская, черная с белым принтом ""Y"", из шелка, с поясом",YES,N
0-2560,Склад ИМ,IM,0.0,6.0,534658.0,WH_CH_SALES_NO_STOCK,"Пальто-халат женское, черное с принтом ""балерины"", из батиста",YES,N
0-2560D,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Пальто-халат женское, синее с принтом ""цветы грибы"", из батиста",YES,N
0-2566,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье-рубашка женское, белое, из батиста, с принтом ""черные Y и грибы"" с надпис",YES,N
0-2567A,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье-рубашка женское, белое, из батиста, с принтом ""черные Y и грибы""",YES,N
0-2572,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза женская, черная с принтом ""Y"", из батиста, декорирована контрастной тесьмо",YES,N
0-2572,Склад оптовых продаж,B2B,0.0,1.0,55217.0,WH_CH_SALES_NO_STOCK,"Блуза женская, черная с принтом ""Y"", из батиста, декорирована контрастной тесьмо",YES,N
0-2589,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, черное, из хлопкового кружева, с вышивкой ""Цветы""",YES,N
