fabric_id,name,fabric_code,qty,amount_rub,unit_cost_rub,source_file,source_file_id,as_of,so_t,abc_rank,abc_value_rub,abc_cum_share_pct,abc_band
FAB-495,Х/Б батист девочки Y на черном 4А-035,,32.0,32000.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,270,32000.0,61.98,A
FAB-299,"Органза, черный, принт белые бантики 21-013",21-013,12.6,31500.0,2500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,271,31500.0,62.09,A
FAB-1314,"Шелк, ярко-зеленый 16-034",16-034,21.0,31500.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,272,31500.0,62.19,A
FAB-914,Шифон морская волна 18-023,18-023,24.2,31460.0,1300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,273,31460.0,62.3,A
FAB-926,"Шифон розовый, принт крупный микс 19A-009",,13.5,31050.0,2300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,274,31050.0,62.4,A
FAB-1086,"Шифон синий, принт крупный микс 19A-007",,13.5,31050.0,2300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,275,31050.0,62.51,A
FAB-581,Х/Б Хлопок девочки Y черный 4А-056,,21.4,31030.0,1450.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,276,31030.0,62.61,A
FAB-1181,"Дабл-креп, черный 11-001",11-001,13.4,30820.0,2300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,277,30820.0,62.71,A
FAB-742,"Шелк, кирпичный 16-027",16-027,14.0,30800.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,278,30800.0,62.82,A
FAB-416,"Тафта, темно-бежевый 2-038",2-038,13.95,30690.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,279,30690.0,62.92,A
FAB-773,"Шерсть пальтовая, бордовая 9-023",9-023,10.2,30600.0,3000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,280,30600.0,63.02,A
FAB-141,"Дабл-креп, оранжевый 11-019",11-019,13.3,30590.0,2300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,281,30590.0,63.12,A
FAB-166,"Дюшес, синий с принтом ""акварель"" 5-011",5-011,12.2,30500.0,2500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,282,30500.0,63.23,A
FAB-770,"Шерсть пальтовая, бежевый 9-009",9-009,10.15,30450.0,3000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,283,30450.0,63.33,A
FAB-146,"Дабл-креп, светло-розовый 11-021",11-021,13.15,30245.0,2300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,284,30245.0,63.43,A
FAB-699,"Шелк черный, принт ""Y"" в ряд белые с серым 17A-058",,10.4,30160.0,2900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,285,30160.0,63.53,A
FAB-1014,"Х/Б папайя, черный фон, 4А-095",,24.6,29987.13,1218.99,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,286,29987.13,63.63,A
FAB-913,Шифон морковный 18-035,18-035,33.2,29880.0,900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,287,29880.0,63.73,A
FAB-766,"Шелк, черный в крупный горох 17-001",17-001,14.9,29800.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,288,29800.0,63.83,A
FAB-1011,"Х/Б овощи, голубой фон, 4А-094",,24.6,29766.0,1210.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,289,29766.0,63.93,A
FAB-1012,"Х/Б папайя, бирюзовый фон, 4А-096",,24.6,29766.0,1210.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,290,29766.0,64.03,A
FAB-1013,"Х/Б папайя, светло-голубой фон, 4А-097",,24.6,29766.0,1210.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,291,29766.0,64.13,A
FAB-217,"Кружево, зеленый 13-067",13-067,9.3,29760.0,3200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,292,29760.0,64.23,A
FAB-398,"Тафта, кирпичный 2-037",2-037,13.5,29700.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,293,29700.0,64.33,A
FAB-752,"Шелк, светло-серый 16-003",16-003,14.7,29400.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,294,29400.0,64.43,A
FAB-126,"Дабл-креп, бордовый 11-015",11-015,12.7,29210.0,2300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,295,29210.0,64.53,A
FAB-550,"Х/Б перцы белый фон, 4А-091",,24.0,29197.89,1216.58,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,296,29197.89,64.62,A
FAB-326,"СЕТКА лагатолла, зеленый 22-Л-007",,26.5,29150.0,1100.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,297,29150.0,64.72,A
FAB-789,"Шерсть пальтовая, темно-синий 9-005",9-005,9.7,29100.0,3000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,298,29100.0,64.82,A
FAB-917,Шифон оранжевый креповый 18-043,18-043,16.5,28875.0,1750.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,299,28875.0,64.92,A
FAB-218,"Кружево, зеленый 13-082",13-082,8.2,28864.0,3520.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,300,28864.0,65.01,A
FAB-41,"Бархат шелк, синий 6-032",6-032,22.2,28860.0,1300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,301,28860.0,65.11,A
FAB-1171,"Вечерняя ткань черная сетка с перьями, расшивкой пайетками 12-087",12-087,3.9,28860.0,7400.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,302,28860.0,65.21,A
FAB-807,"Шерсть-кучерелли, коралловый 8-061",8-061,11.5,28750.0,2500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,303,28750.0,65.3,A
FAB-813,"Шерсть-кучерелли, розовый 8-054",8-054,11.5,28750.0,2500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,304,28750.0,65.4,A
FAB-701,"Шелк черный, принт белый ""Y"" + балерины 17A-013",,9.25,28675.0,3100.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,305,28675.0,65.5,A
FAB-142,"Дабл-креп, роза 11-023",11-023,12.4,28520.0,2300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,306,28520.0,65.59,A
FAB-1157,"Бархат х/б, черный 6-001",6-001,11.95,28278.96,2366.44,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,307,28278.96,65.69,A
FAB-803,"Шерсть тонкая, темный хаки 8-068",8-068,14.1,28200.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,308,28200.0,65.78,A
FAB-847,"Шерсть, синяя рогожка 8-034",8-034,14.1,28200.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,309,28200.0,65.87,A
FAB-414,"Тафта, синий 2-026",2-026,12.75,28050.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,310,28050.0,65.97,A
FAB-498,Х/Б батист крупные разводы 4А-003,,28.0,28000.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,311,28000.0,66.06,A
FAB-858,"Шерсть, черная рогожка 8-033",8-033,14.0,28000.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,312,28000.0,66.16,A
FAB-1310,"Шелк, фуксия 16-026",16-026,18.55,27825.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,313,27825.0,66.25,A
FAB-392,"Тафта, голубой 2-003",2-003,12.6,27720.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,314,27720.0,66.34,A
FAB-111,"Вечерняя ткань, трикотаж с квадратиками приклеенные 12-050",12-050,30.7,27630.0,900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,315,27630.0,66.44,A
FAB-138,"Дабл-креп, молочный 11-005",11-005,12.0,27600.0,2300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,316,27600.0,66.53,A
FAB-776,"Шерсть пальтовая, коричневый 9-003",9-003,9.2,27600.0,3000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,317,27600.0,66.62,A
FAB-1049,"Шелк черный, принт микс крупный 17A-026",,9.5,27550.0,2900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,318,27550.0,66.71,A
FAB-386,Синтетическая ткань черный- атлас плотный 20-028,20-028,31.6,27289.35,863.59,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,319,27289.35,66.8,A
FAB-401,"Тафта, коричневый 2-011",2-011,12.4,27280.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,320,27280.0,66.9,A
FAB-649,"Чесуча, синий 1-019",1-019,12.4,27280.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,321,27280.0,66.99,A
FAB-595,"Х/Б цветы,  белый фон, 4А-079",,18.8,27260.0,1450.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,322,27260.0,67.08,A
FAB-1324,Шифон голубой 18-017,18-017,30.2,27180.0,900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,323,27180.0,67.17,A
FAB-1128,"Хлопок молочный, 4-051",4-051,36.0,27000.0,750.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,324,27000.0,67.26,A
FAB-678,"Шелк желтый, принт крупные девочки 17A-003",,7.1,26980.0,3800.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,325,26980.0,67.35,A
FAB-360,Синтетическая ткань белый-атлас  20-031,20-031,41.5,26975.0,650.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,326,26975.0,67.44,A
FAB-799,"Шерсть тонкая, бежевый 8-070",8-070,13.45,26900.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,327,26900.0,67.53,A
FAB-685,Шелк кайма черный-белый-черный 17A-045,,9.2,26680.0,2900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,328,26680.0,67.62,A
FAB-647,"Чесуча, серый 1-036",1-036,12.1,26620.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,329,26620.0,67.71,A
FAB-1121,"Х/Б рубашка-дерево, 4А-110",,21.0,26460.0,1260.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,330,26460.0,67.8,A
FAB-1122,"Х/Б рубашка-цветок, 4А-111",,21.0,26460.0,1260.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,331,26460.0,67.89,A
FAB-674,"Шелк белый, принт черный ""Y"" + балерины 17A-014",,9.05,26245.0,2900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,332,26245.0,67.97,A
FAB-1051,"Шелк черный, принт цветок 17A-047",,9.05,26245.0,2900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,333,26245.0,68.06,A
FAB-1039,"Шелк красный, принт микс средний 17A-023",,9.0,26100.0,2900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,334,26100.0,68.15,A
FAB-1124,"Х/Б цветы, розовый фон, 4А-082",,18.0,26100.0,1450.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,335,26100.0,68.24,A
FAB-199,"Кружево, белый 13-097",13-097,26.05,26050.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,336,26050.0,68.33,A
FAB-208,"Кружево, голубой 13-080",13-080,7.4,26048.0,3520.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,337,26048.0,68.41,A
FAB-510,Х/Б батист цветные капли  4А-025,,26.0,26000.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,338,26000.0,68.5,A
FAB-641,"Чесуча, красный 1-029",1-029,11.75,25850.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,339,25850.0,68.59,A
FAB-1268,"Чесуча, красный 1-029",1-029,11.75,25850.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,340,25850.0,68.67,A
FAB-1178,"Дабл-креп, молочный 11-005",11-005,11.15,25645.0,2300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,341,25645.0,68.76,A
FAB-1308,"Шелк, фиолетовый 16-036",16-036,17.05,25575.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,342,25575.0,68.84,A
FAB-881,"Шифон белый, принт гжель купоны 19A-011",,11.05,25415.0,2300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,343,25415.0,68.93,A
FAB-350,"Сетка, хлопок коричневый 22-014",22-014,50.5,25250.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,344,25250.0,69.01,A
FAB-809,"Шерсть-кучерелли, коричневый 8-052",8-052,10.1,25250.0,2500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,345,25250.0,69.1,A
FAB-279,"Органза, белый 21-008",21-008,10.0,25000.0,2500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,346,25000.0,69.18,A
FAB-812,"Шерсть-кучерелли, розовый 8-053",8-053,10.0,25000.0,2500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,347,25000.0,69.27,A
FAB-816,"Шерсть-шанель, коричневый 8-026",8-026,12.5,25000.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,348,25000.0,69.35,A
FAB-906,"Шифон искусственный, цветы, 18-И-004",,50.0,25000.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,349,25000.0,69.43,A
FAB-400,"Тафта, коричневый 2-010",2-010,11.3,24860.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,350,24860.0,69.52,A
FAB-951,Шифон-туаль зеленый 18-046,18-046,14.1,24816.0,1760.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,351,24816.0,69.6,A
FAB-706,"Шелк черный, принт крупные девочки 17A-030",,8.0,24800.0,3100.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,352,24800.0,69.68,A
FAB-1050,"Шелк черный, принт микс средний 17A-019",,8.5,24650.0,2900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,353,24650.0,69.77,A
FAB-394,"Тафта, зеленый 2-006",2-006,11.2,24640.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,354,24640.0,69.85,A
FAB-374,Синтетическая ткань розовый 20-013,20-013,35.0,24500.0,700.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,355,24500.0,69.93,A
FAB-1065,"Шелк, черный 16-038",16-038,16.0,24326.28,1520.39,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,356,24326.28,70.01,A
FAB-890,Шифон голубой креповый 18-010,18-010,13.8,24288.0,1760.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,357,24288.0,70.09,A
FAB-671,"Шелк белый, принт полоски оранжевые 17A-056",,7.8,24180.0,3100.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,358,24180.0,70.17,A
FAB-183,"Креп тонкий шерсть, розовый 10-012",10-012,12.0,24000.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,359,24000.0,70.26,A
FAB-311,"Парча, коричневый 15-030",15-030,12.0,24000.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,360,24000.0,70.34,A
FAB-857,"Шерсть, хаки в полоску 8-011",8-011,12.0,24000.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,361,24000.0,70.42,A
FAB-1141,"Шелк, черный без стрейча 16-046",16-046,12.0,24000.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,362,24000.0,70.5,A
FAB-234,"Кружево, оранжевый 13-056",13-056,6.8,23936.0,3520.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,363,23936.0,70.58,A
FAB-243,"Кружево, светло-зеленый 13-083",13-083,6.8,23936.0,3520.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,364,23936.0,70.66,A
FAB-1088,"Шифон, белый с принтом ""листья"" 19A-016",,10.35,23805.0,2300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,365,23805.0,70.74,A
FAB-215,"Кружево, зеленый 13-052",13-052,6.75,23760.0,3520.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,366,23760.0,70.82,A
FAB-593,Х/Б цветные  цветы 4П-022,,26.4,23760.0,900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,367,23760.0,70.9,A
FAB-811,"Шерсть-кучерелли, морская волна 8-057",8-057,9.5,23750.0,2500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,368,23750.0,70.98,A
FAB-814,"Шерсть-кучерелли, серый (грибной) 8-059",8-059,9.5,23750.0,2500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,369,23750.0,71.06,A
FAB-645,"Чесуча, серебряный 1-022",1-022,10.65,23430.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,370,23430.0,71.13,A
FAB-306,"Парча, бордовый 15-013",15-013,11.7,23400.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,371,23400.0,71.21,A
FAB-901,"Шифон искусственный, гортензия, 18-И-003",,46.8,23400.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,372,23400.0,71.29,A
FAB-633,"Чесуча, бордовый 1-023",1-023,10.6,23320.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,373,23320.0,71.37,A
FAB-603,Х/Б штапель купон арабеска 4А-016,,15.5,23250.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,374,23250.0,71.45,A
FAB-216,"Кружево, зеленый 13-053",13-053,6.6,23232.0,3520.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,375,23232.0,71.52,A
FAB-1030,"Шелк белый, принт ""Y"" в ряд серые с черным 17A-057",,8.0,23200.0,2900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,376,23200.0,71.6,A
FAB-13,"Бархат стрейч, синий 6-052",6-052,56.5,23165.0,410.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,377,23165.0,71.68,A
FAB-25,"Бархат х/б, зеленый 6-011",6-011,14.0,23100.0,1650.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,378,23100.0,71.76,A
FAB-29,"Бархат х/б, светло-коричневый 6-009",6-009,14.0,23100.0,1650.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,379,23100.0,71.83,A
FAB-804,"Шерсть тонкая, хаки 8-069",8-069,11.55,23100.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,380,23100.0,71.91,A
FAB-873,Шифон баклажановый 18-004,18-004,17.7,23010.0,1300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,381,23010.0,71.99,A
FAB-150,"Дабл-креп, темно-зеленый 11-006",11-006,10.0,23000.0,2300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,382,23000.0,72.07,A
FAB-1176,"Дабл-креп, голубой 11-011",11-011,10.0,23000.0,2300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,383,23000.0,72.14,A
FAB-1016,"Х/Б перцы черный фон, 4А-092",,19.0,22990.0,1210.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,384,22990.0,72.22,A
FAB-597,"Х/Б цветы, розовый фон, 4А-082",,15.8,22910.0,1450.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,385,22910.0,72.3,A
FAB-661,"Шанель искусственная, розовый 8А-002",,26.5,22790.0,860.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,386,22790.0,72.37,A
FAB-808,"Шерсть-кучерелли, коричневый 8-051",8-051,9.1,22750.0,2500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,387,22750.0,72.45,A
FAB-404,"Тафта, молочный 2-002",2-002,10.3,22660.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,388,22660.0,72.53,A
FAB-650,"Чесуча, синий 1-028",1-028,10.3,22660.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,389,22660.0,72.6,A
FAB-702,"Шелк черный, принт белый ""Y"" + девочки 17A-059",,7.8,22620.0,2900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,390,22620.0,72.68,A
FAB-850,"Шерсть, темно-синий 8-049",8-049,11.3,22600.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,391,22600.0,72.75,A
FAB-972,"Вечерняя ткань, черные пайетки на сетке 12-021",12-021,15.0,22500.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,392,22500.0,72.83,A
FAB-1003,"Х/Б горошек, белый фон, 4А-088",,18.5,22385.0,1210.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,393,22385.0,72.9,A
FAB-370,Синтетическая ткань мелкие цветы 20А-002,,44.5,22250.0,500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,394,22250.0,72.98,A
FAB-492,Х/Б батист грибочки на черном 4А-033,,22.2,22200.0,1000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,395,22200.0,73.05,A
FAB-147,"Дабл-креп, светло-серый 11-004",11-004,9.6,22080.0,2300.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,396,22080.0,73.13,A
FAB-907,Шифон коралловый 18-030,18-030,24.5,22050.0,900.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,397,22050.0,73.2,A
FAB-319,"Парча, синий 15-027",15-027,11.0,22000.0,2000.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,398,22000.0,73.27,A
FAB-730,"Шелк, бирюзовый 16-022",16-022,10.0,22000.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,399,22000.0,73.35,A
FAB-763,"Шелк, цикламеновый 16-025",16-025,10.0,22000.0,2200.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,400,22000.0,73.42,A
FAB-717,"Шелк-кади, розовый 16А-003",,8.75,21875.0,2500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,401,21875.0,73.5,A
FAB-1006,"Х/Б горошек, черный фон, 4А-087",,18.0,21780.0,1210.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,402,21780.0,73.57,A
FAB-557,"Х/Б саржа, белый с принтом ""Y и девочки"" 4А-022",,14.5,21750.0,1500.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,403,21750.0,73.64,A
FAB-1022,Х/Б Хлопок девочки Y черный 4А-056,,15.0,21750.0,1450.0,Остатки ткани из 1С на 31.05.2026.xlsx,SRC-7348EDC937A6,2026-05-31,N,404,21750.0,73.71,A
