expense_line_id,period_month,article_name,legal_entity_id,amount_rub,opex_bucket
EX-7e97942f7a0798ed,2024-05,Расходы по эквайрингу,LE-IP-YANINA,71252.85,ACQUIRING_FEE
EX-5990d177d29bb430,2024-05,Расходы по эквайрингу,LE-IP-YANINA,17456.11,ACQUIRING_FEE
EX-7a88db431be7f716,2024-05,"Телефон МГТС, МТС",LE-IP-YANINA,1774.94,OPEX_OTHER
EX-38f6d5cc8203dcd2,2024-05,Электроэнергия,LE-IP-YANINA,15006.0,OPEX_OTHER
EX-804e17a33e3ed010,2024-05,Охрана (в т.ч. автомобиля),LE-IP-YANINA,14880.0,OPEX_OTHER
EX-d84628d3580f32bf,2024-05,Охрана (в т.ч. автомобиля),LE-IP-YANINA,10080.0,OPEX_OTHER
EX-e4349e1beed5354d,2024-05,Интернет,LE-IP-YANINA,3252.17,OPEX_OTHER
EX-a4b3f75471e33aaa,2024-05,Интернет,LE-IP-YANINA,9211.44,OPEX_OTHER
EX-7244f676619bf49c,2024-05,"Комм.платежи, аренда помещения",LE-OOO-DEKOR,19600.0,RENT
EX-c54576f8954b6594,2024-05,"Комм.платежи, аренда помещения",LE-IP-YANINA,49377.21,RENT
EX-eebf5b80655c23f9,2024-05,"Комм.платежи, аренда помещения",LE-IP-YANINA,737784.03,RENT
EX-be242b99e37d48fe,2024-05,Вывоз мусора ТБО,LE-IP-YANINA,8981.68,OPEX_OTHER
EX-aba76e7c4d57780b,2024-05,"Швейное оборудование, в т.ч. Лизинг (Руднева)",LE-IP-YANINA,49776.99,OPEX_OTHER
EX-41ac6f1df837b386,2024-05,"ЭДО, электр.подпись (Общие)",LE-IP-YANINA,4540.0,OPEX_OTHER
EX-b59e1145c89619b0,2024-05,Фурнитура МД,LE-OOO-DEKOR,28261.44,MATERIALS_MEMO
EX-e22e56840eb8b0e9,2024-05,Фурнитура МД,LE-IP-YANINA,23355.0,MATERIALS_MEMO
EX-b576f2e6bba8d0c7,2024-05,Фурнитура ИМ,LE-IP-YANINA,6726.57,MATERIALS_MEMO
EX-e3ffc6e889341b3d,2024-05,Ткани МД,LE-IP-YANINA,23931.0,MATERIALS_MEMO
EX-fae681b7428563f6,2024-05,"Мебель, оборудование Площадки",LE-IP-YANINA,9973.0,OPEX_OTHER
EX-78a16631c71b495c,2024-05,Печатная продукция (Общие),LE-IP-YANINA,75900.0,OPEX_OTHER
EX-d783fefa2a1f965c,2024-05,Этикетки (Дендерина) Общие,LE-IP-YANINA,58161.0,OPEX_OTHER
EX-8b54798506b69707,2024-05,Яндекс 360 Общие,LE-IP-YANINA,29985.0,OPEX_OTHER
EX-1d9cb61cf134ee20,2024-05,Парковка Дмитровка,LE-IP-YANINA,31935.48,OPEX_OTHER
EX-ac8e9e63c2d40472,2024-05,Кейтеринг (ЦУМ),LE-IP-YANINA,76730.0,OPEX_OTHER
EX-a635a9b6b4c4de9b,2024-05,Комиссия банка ИМ Тинькофф,LE-IP-YANINA,36234.36,INTERNAL_TRANSFER_MEMO
EX-0bdc6c10bd374821,2024-05,Расходы по эквайрингу (Альфа),LE-IP-YANINA,5006.11,ACQUIRING_FEE
EX-664c1c12cf20f178,2024-05,Курьерская доставка (Мелисса),LE-IP-YANINA,92913.42,LOGISTICS
EX-9a77c1df9f1039e2,2024-05,"Агентство (реклама), общие",LE-IP-YANINA,57600.0,MARKETING
EX-4d2c02b526471cbb,2024-05,Расходы по вебинару,LE-IP-YANINA,77331.0,MARKETING
EX-a24b5910d2a089ca,2024-05,Крушинский,LE-IP-YANINA,599000.0,OPEX_OTHER
EX-e5a442dda7f2e38c,2024-05,Черепанов,LE-OOO-DEKOR,553850.0,OPEX_OTHER
EX-0a98be56e74a350b,2024-05,Счет в тинькофф,LE-IP-YANINA,583800.0,INTERNAL_TRANSFER_MEMO
EX-cd011f7605fe3ee5,2024-05,Курбанова (Казань),LE-IP-YANINA,2510907.0,COUNTERPARTY_MEMO
EX-16398084c859541c,2024-05,Махачкала (ИП Бекеева),LE-IP-YANINA,371304.5,COUNTERPARTY_MEMO
EX-de77e76480557aef,2024-05,Возврат покупателю,LE-IP-YANINA,-118498.96,OPEX_OTHER
EX-06358931265d2496,2024-05,Вебинары,LE-IP-YANINA,66600.0,MARKETING
EX-9f768774cad1904f,2024-05,расходы по карте май 2024,LE-OOO-DEKOR,392296.61,CARD_EXPENSE
EX-6ee76f1b97d338d2,2024-05,Вода МД,LE-OOO-DEKOR,3996.0,OPEX_OTHER
EX-04c15a3d5f1507f9,2024-05,Вода Площадки,LE-OOO-DEKOR,2040.0,OPEX_OTHER
EX-fe5798c95eb63528,2024-05,Вода Общие,LE-OOO-DEKOR,4080.0,OPEX_OTHER
EX-4713654dd82394e5,2024-05,Картриджи площадки,LE-OOO-DEKOR,27284.0,OPEX_OTHER
EX-0747414c5e028f17,2024-05,Светодиодные панели МД,LE-OOO-DEKOR,19071.0,OPEX_OTHER
EX-6709886d7faee1b8,2024-05,Кофе Общие,LE-OOO-DEKOR,3586.0,OPEX_OTHER
EX-b0719851a883eb2c,2024-05,Билеты Ницца (МД),LE-OOO-DEKOR,273301.0,OPEX_OTHER
EX-711bcc65df727865,2024-05,Туалетная бумага Общие,LE-OOO-DEKOR,5536.0,OPEX_OTHER
EX-cc12e07dc97c182f,2024-05,Ткани (бязь) Общие,LE-OOO-DEKOR,26850.0,MATERIALS_MEMO
EX-ba4e842a99ce5a89,2024-05,Пакеты упак Общие,LE-OOO-DEKOR,10238.0,OPEX_OTHER
EX-e2453ebb488708ec,2024-05,Булавка Общие,LE-OOO-DEKOR,1157.05,OPEX_OTHER
EX-9d8bf685ae9503b6,2024-05,Экран для кондиционера МД,LE-OOO-DEKOR,3285.0,OPEX_OTHER
EX-e35cc7bb2610c38b,2024-05,Хозтовары Общие,LE-OOO-DEKOR,11872.56,OPEX_OTHER
EX-a53aedead5211641,2024-06,"Зарплата, больничный",LE-OOO-DEKOR,770758.48,PAYROLL
EX-4e25d66a96918468,2024-06,"Зарплата, больничный",LE-IP-YANINA,948409.21,PAYROLL
EX-4fe5cb58a4098348,2024-06,"Единый налоговый платеж, НСипЗ",LE-OOO-DEKOR,14178.06,TAX
EX-5eec305371d87d8c,2024-06,"Единый налоговый платеж, НСипЗ",LE-IP-YANINA,428728.87,TAX
EX-be8bd10df24d7619,2024-06,"Штрафы, пени по налогам",LE-IP-YANINA,27.74,TAX
EX-3c93b9e966583ca2,2024-06,Услуги банка,LE-OOO-DEKOR,4776.3,OPEX_OTHER
EX-021f392c911b8158,2024-06,Услуги банка,LE-IP-YANINA,3153.31,OPEX_OTHER
EX-8404f9d9d4cfff09,2024-06,Услуги банка,LE-IP-YANINA,2303.31,OPEX_OTHER
EX-474cfff272d02329,2024-06,Расходы по эквайрингу,LE-OOO-DEKOR,19258.0,ACQUIRING_FEE
EX-4c609eae51b335f9,2024-06,Расходы по эквайрингу,LE-IP-YANINA,44289.95,ACQUIRING_FEE
EX-a1aa184167a24327,2024-06,Расходы по эквайрингу,LE-IP-YANINA,3468.4,ACQUIRING_FEE
EX-3500b3c81218944f,2024-06,"Телефон МГТС, МТС",LE-IP-YANINA,1706.81,OPEX_OTHER
EX-539321effaa40fd5,2024-06,Электроэнергия,LE-IP-YANINA,11857.0,OPEX_OTHER
EX-af52284732041dfa,2024-06,Охрана (в т.ч. автомобиля),LE-IP-YANINA,14400.0,OPEX_OTHER
EX-a4e3363ae3b508ba,2024-06,Охрана (в т.ч. автомобиля),LE-IP-YANINA,9840.0,OPEX_OTHER
EX-9c84a4220486b3c9,2024-06,Пожарная сигнализация,LE-IP-YANINA,5400.0,OPEX_OTHER
EX-0b75667afb62400b,2024-06,Пожарная сигнализация,LE-IP-YANINA,11900.0,OPEX_OTHER
EX-bea7665ef770241d,2024-06,Экспл.электроустановок,LE-IP-YANINA,2880.0,OPEX_OTHER
EX-1361b31eae864050,2024-06,Интернет,LE-IP-YANINA,3639.27,OPEX_OTHER
EX-496ca3483ec9cd1d,2024-06,"Комм.платежи, аренда помещения",LE-OOO-DEKOR,19600.0,RENT
EX-388c4a3c348b4dfc,2024-06,"Комм.платежи, аренда помещения",LE-IP-YANINA,46240.41,RENT
EX-e55dc83e48806923,2024-06,"Комм.платежи, аренда помещения",LE-IP-YANINA,502920.45,RENT
EX-54f1d9f58409eeaf,2024-06,"Комм.платежи, аренда помещения",LE-IP-YANINA,9211.44,RENT
EX-4a5e064166107b35,2024-06,Вывоз мусора ТБО,LE-IP-YANINA,8981.68,OPEX_OTHER
EX-6ae693dec487ddf4,2024-06,"Швейное оборудование, в т.ч. Лизинг (Руднева)",LE-IP-YANINA,49776.99,OPEX_OTHER
EX-472ab06a5a9f86f5,2024-06,Консультант,LE-IP-YANINA,18601.2,OPEX_OTHER
EX-de043824a70229a1,2024-06,сервис ККТ,LE-OOO-DEKOR,1416.0,OPEX_OTHER
EX-0389fc7946132c4b,2024-06,Заточка ножниц,LE-OOO-DEKOR,24250.0,OPEX_OTHER
EX-cdc491ea99c7f4de,2024-06,Фурнитура МД,LE-IP-YANINA,10160.0,MATERIALS_MEMO
EX-de110a50b64b32fd,2024-06,Вода (кулер) Общие,LE-IP-YANINA,2040.0,OPEX_OTHER
EX-702854f31238476b,2024-06,Комиссия банка ИМ Тинькофф,LE-IP-YANINA,86952.9,INTERNAL_TRANSFER_MEMO
EX-72bb95c53f60bff4,2024-06,Расходы по эквайрингу (Альфа),LE-IP-YANINA,9465.97,ACQUIRING_FEE
EX-8ae98299930b44ce,2024-06,Курьерская доставка (Мелисса),LE-IP-YANINA,80040.86,LOGISTICS
EX-d99a0e10a72069d4,2024-06,Сайт,LE-IP-YANINA,81242.0,OPEX_OTHER
EX-d0de74a8699e28c3,2024-06,Доставка ИМ СДЭК,LE-IP-YANINA,8520.0,LOGISTICS
EX-dc97738d1012a978,2024-06,Расходы по вебинару,LE-IP-YANINA,99086.75,MARKETING
EX-e28e55b7414143d2,2024-06,Счет в тинькофф,LE-IP-YANINA,116000.0,INTERNAL_TRANSFER_MEMO
EX-6b502aef0b941053,2024-06,Вебинары,LE-IP-YANINA,105150.0,MARKETING
EX-7c1dd0bd0bde2e8e,2024-06,расходы по карте июнь 2024,LE-OOO-DEKOR,493671.44,CARD_EXPENSE
EX-32e3797d8403625d,2024-06,НАПОЛЬНАЯ ВЕШАЛКА,LE-OOO-DEKOR,3387.0,OPEX_OTHER
EX-b223b0f851135bcd,2024-06,"плечи, булавки",LE-OOO-DEKOR,10087.84,OPEX_OTHER
EX-020ccc702816bfcc,2024-06,билеты в Париж,LE-OOO-DEKOR,219486.0,OPEX_OTHER
EX-4f71bc9cd33cef5b,2024-06,билеты в С-П,LE-OOO-DEKOR,177322.0,OPEX_OTHER
EX-92a6e392a96e7453,2024-06,чемоданы,LE-OOO-DEKOR,11952.0,OPEX_OTHER
EX-f79f1f797fa95b37,2024-06,вода,LE-OOO-DEKOR,2340.0,OPEX_OTHER
EX-2e4dd8fae6441b2f,2024-06,Вода,LE-OOO-DEKOR,2040.0,OPEX_OTHER
EX-b92c2bb879577b07,2024-06,хозтовары,LE-OOO-DEKOR,4907.66,OPEX_OTHER
EX-ef800645b44b0f1b,2024-06,канцтовары Дмитровка,LE-OOO-DEKOR,5467.45,OPEX_OTHER
EX-ba24fd0f8e233fe8,2024-06,Пакеты упак Общие,LE-OOO-DEKOR,21709.0,OPEX_OTHER
EX-f1c0eb7742764375,2024-06,хозтовары,LE-OOO-DEKOR,9704.59,OPEX_OTHER
EX-c460400bdca55206,2024-06,канцтовары,LE-OOO-DEKOR,3767.9,OPEX_OTHER
EX-a69b3a3d52157f2f,2024-06,венок похорон,LE-OOO-DEKOR,21500.0,OPEX_OTHER
EX-dac0581a8c11a305,2024-07,"Зарплата, больничный",LE-OOO-DEKOR,826778.02,PAYROLL
EX-49e519cb224d1ae4,2024-07,"Зарплата, больничный",LE-IP-YANINA,876888.68,PAYROLL
EX-5d8b0145b2d233d4,2024-07,"Единый налоговый платеж, НСипЗ",LE-OOO-DEKOR,731932.64,TAX
EX-57a9d70920105629,2024-07,"Единый налоговый платеж, НСипЗ",LE-IP-YANINA,40200.0,TAX
EX-972380e99d05f625,2024-07,"Единый налоговый платеж, НСипЗ",LE-IP-YANINA,231682.65,TAX
EX-982d3a94a4b4b045,2024-07,"Единый налоговый платеж, НСипЗ",LE-IP-YANINA,1310481.21,TAX
EX-d79610f7181f0da6,2024-07,Услуги банка,LE-OOO-DEKOR,4813.9,OPEX_OTHER
EX-908277d72e1b6080,2024-07,Услуги банка,LE-IP-YANINA,3080.52,OPEX_OTHER
EX-dba026aa34a35f58,2024-07,Услуги банка,LE-IP-YANINA,18182.0,OPEX_OTHER
EX-9c8114fdbb462956,2024-07,Расходы по эквайрингу,LE-OOO-DEKOR,26270.0,ACQUIRING_FEE
EX-f0bd6f13a76ee659,2024-07,Расходы по эквайрингу,LE-IP-YANINA,15691.75,ACQUIRING_FEE
EX-693939559d24d9b6,2024-07,Расходы по эквайрингу,LE-IP-YANINA,7277.66,ACQUIRING_FEE
EX-f9323579bc30813a,2024-07,"Телефон МГТС, МТС",LE-IP-YANINA,1258.74,OPEX_OTHER
EX-a86645ca449b0aa5,2024-07,Телефон межгород Ростелеком,LE-IP-YANINA,64.32,OPEX_OTHER
EX-6f705e1fd6cab121,2024-07,Электроэнергия,LE-IP-YANINA,9120.0,OPEX_OTHER
EX-5d52a1ead5d14c1e,2024-07,Охрана (в т.ч. автомобиля),LE-IP-YANINA,14880.0,OPEX_OTHER
EX-b1740ba69af2dc3a,2024-07,Охрана (в т.ч. автомобиля),LE-IP-YANINA,18960.0,OPEX_OTHER
EX-c0a44edb2b9c1eed,2024-07,Пожарная сигнализация,LE-IP-YANINA,2900.0,OPEX_OTHER
EX-5aef1ca656a649e7,2024-07,Экспл.электроустановок,LE-IP-YANINA,2880.0,OPEX_OTHER
EX-4f794dcccf8abacf,2024-07,Интернет,LE-IP-YANINA,8592.17,OPEX_OTHER
EX-ad420d25260f13eb,2024-07,Интернет,LE-IP-YANINA,9211.44,OPEX_OTHER
EX-770e8363624d9be4,2024-07,"Комм.платежи, аренда помещения",LE-OOO-DEKOR,19600.0,RENT
EX-c2f2449d8b19064d,2024-07,"Комм.платежи, аренда помещения",LE-IP-YANINA,46240.41,RENT
EX-e418cccddc4559d4,2024-07,"Комм.платежи, аренда помещения",LE-IP-YANINA,438469.38,RENT
EX-e1adedcacd8ce6cc,2024-07,Вывоз мусора ТБО,LE-IP-YANINA,8981.68,OPEX_OTHER
EX-9a9fe459e3827a7c,2024-07,"Швейное оборудование, в т.ч. Лизинг (Руднева)",LE-IP-YANINA,50777.01,OPEX_OTHER
EX-6097ff6f0991902e,2024-07,Битрикс МД,LE-IP-YANINA,25355.0,OPEX_OTHER
EX-6d89efd97e4c8700,2024-07,Битрикс МД,LE-IP-YANINA,83700.0,OPEX_OTHER
EX-3f6803ae7c50c4b1,2024-07,ККТ,LE-IP-YANINA,72200.0,OPEX_OTHER
EX-2b5e52275a2f468c,2024-07,охрана труда,LE-OOO-DEKOR,26200.0,OPEX_OTHER
EX-af68fdf7da0b8cbb,2024-07,охрана труда,LE-IP-YANINA,4200.0,OPEX_OTHER
EX-6030986e80b08b5e,2024-07,Фурнитура МД,LE-IP-YANINA,24928.7,MATERIALS_MEMO
EX-86d3adeef5890c7d,2024-07,Ткани МД,LE-IP-YANINA,279969.0,MATERIALS_MEMO
EX-5d11c657103dabe3,2024-07,Чехлы МД,LE-IP-YANINA,47000.0,OPEX_OTHER
EX-c2f6fad647407237,2024-07,Парковка Дмитровка,LE-IP-YANINA,60000.0,OPEX_OTHER
EX-1d4185b39b6a0ebe,2024-07,пакеты площадки,LE-IP-YANINA,3332.0,OPEX_OTHER
EX-c25a8050ce57e6fc,2024-07,Вода (кулер) Общие,LE-IP-YANINA,2040.0,OPEX_OTHER
EX-daa49bef4ec55ae7,2024-07,Вода (кулер) ИМ/Площадки,LE-IP-YANINA,2040.0,OPEX_OTHER
EX-abc7f994dcd11dbb,2024-07,Авито (Общие),LE-IP-YANINA,1500.0,OPEX_OTHER
EX-c7951d053098e61c,2024-07,Комиссия банка ИМ Тинькофф,LE-IP-YANINA,45181.92,INTERNAL_TRANSFER_MEMO
EX-73d333e592dec263,2024-07,Расходы по эквайрингу (Альфа),LE-IP-YANINA,2716.5,ACQUIRING_FEE
EX-e4672eb8013060cf,2024-07,Курьерская доставка (Мелисса),LE-IP-YANINA,38688.79,LOGISTICS
EX-2abbf9032a984b88,2024-07,Доставка ИМ СДЭК,LE-IP-YANINA,6384.0,LOGISTICS
EX-4812242593e89609,2024-07,Счет в тинькофф,LE-IP-YANINA,243400.0,INTERNAL_TRANSFER_MEMO
EX-53bba4eaae7d83d2,2024-07,Альдо,LE-IP-YANINA,119283.0,OPEX_OTHER
EX-6c6b8316c92fed0e,2024-07,Махачкала (ИП Бекеева),LE-IP-YANINA,481828.0,COUNTERPARTY_MEMO
EX-3b1ef6b0ba2ead74,2024-07,расходы по карте июль 2024,LE-OOO-DEKOR,198895.5,CARD_EXPENSE
EX-cf9c638b7be1741d,2024-07,хозтовары,LE-OOO-DEKOR,3943.0,OPEX_OTHER
EX-95b049b8600c0b37,2024-07,Картриджи,LE-OOO-DEKOR,2160.0,OPEX_OTHER
EX-ad166e8438c6044c,2024-07,холлофайбер,LE-OOO-DEKOR,15983.5,OPEX_OTHER
EX-5659652786444194,2024-07,комус тверская,LE-OOO-DEKOR,9822.0,OPEX_OTHER
EX-7a0bf13c4f7384be,2024-07,комус маяковка,LE-OOO-DEKOR,11080.0,OPEX_OTHER
EX-e024fa74c770e30c,2024-07,пятновыводитель,LE-OOO-DEKOR,1900.0,OPEX_OTHER
EX-ad3ebdb8a4f3d5d8,2024-07,Билеты Ницца,LE-OOO-DEKOR,150265.0,OPEX_OTHER
EX-7ac2de784f8b47c6,2024-07,кофе клиенты,LE-OOO-DEKOR,3742.0,OPEX_OTHER
EX-df1bf5b7caa2712b,2024-08,аутсорс (одежда) площадки,LE-IP-YANINA,25750.0,OUTSOURCE
EX-8aa83ceb5d045780,2024-08,доставка,LE-IP-YANINA,25433.81,LOGISTICS
EX-05cfecb48962eeb4,2024-08,комиссия эквайринг,LE-IP-YANINA,10893.95,ACQUIRING_FEE
EX-8ea0ac76c2fe56c9,2024-08,комиссия эквайринг,LE-IP-YANINA,37808.55,ACQUIRING_FEE
EX-7b927e3d6e2a3f9e,2024-08,налоги,LE-OOO-DEKOR,293624.84,TAX
EX-44fd5aaae7fec260,2024-08,налоги,LE-IP-YANINA,297921.38,TAX
EX-47672f37a26089d8,2024-08,налоги,LE-IP-YANINA,120604.61,TAX
EX-00d18f6dc99fbc3d,2024-08,оплата труда,LE-OOO-DEKOR,731356.16,PAYROLL
EX-e11536357a41e054,2024-08,оплата труда,LE-IP-YANINA,941224.7,PAYROLL
EX-5ec99890f0329219,2024-08,"продукты, лекарства",LE-IP-YANINA,8160.0,OPEX_OTHER
EX-575c824b5543259a,2024-08,производственное оборудование МД,LE-IP-YANINA,18200.0,OPEX_OTHER
EX-5d0509a2d8ae1ca1,2024-08,расходники для изделий,LE-IP-YANINA,8015.0,MATERIALS_MEMO
EX-68133ae1260a1326,2024-08,аренда,LE-OOO-DEKOR,19600.0,RENT
EX-6385afdde0d93e8d,2024-08,аренда,LE-IP-YANINA,892631.99,RENT
EX-72f268f01fdd9444,2024-08,коммуналка,LE-IP-YANINA,97517.48,OPEX_OTHER
EX-11d9debec85f405f,2024-08,коммуналка,LE-IP-YANINA,2900.0,OPEX_OTHER
EX-c2e6609baaacd912,2024-08,коммуналка,LE-IP-YANINA,37711.44,OPEX_OTHER
EX-bd4eb549ef5b6778,2024-08,съемка (фото/видео),LE-IP-YANINA,90000.0,OPEX_OTHER
EX-e03c6bf94380732f,2024-08,"ткани, фурнитура МД",LE-IP-YANINA,51536.0,MATERIALS_MEMO
EX-10bbedddd3947b1b,2024-08,"ткани, фурнитура Общие",LE-IP-YANINA,132654.13,MATERIALS_MEMO
EX-eaec1b8c0d39c90d,2024-08,торговое оборудование,LE-OOO-DEKOR,4316.0,OPEX_OTHER
EX-45e9f53a05995e56,2024-08,услуги банка,LE-OOO-DEKOR,4336.78,OPEX_OTHER
EX-f80d1838324cda04,2024-08,услуги банка,LE-IP-YANINA,3326.87,OPEX_OTHER
EX-4e95a0633e32842c,2024-08,услуги банка,LE-IP-YANINA,889.0,OPEX_OTHER
EX-c6dce764aae7f575,2024-08,юридические услуги,LE-IP-YANINA,25300.0,OPEX_OTHER
EX-0d68f1024ee8e847,2024-08,Комиссия банка ИМ Тинькофф,LE-IP-YANINA,23813.94,INTERNAL_TRANSFER_MEMO
EX-e22877675dcf6e89,2024-08,Расходы по эквайрингу (Альфа),LE-IP-YANINA,3696.84,ACQUIRING_FEE
EX-8a1efe98b80e86c6,2024-08,Доставка ИМ СДЭК,LE-IP-YANINA,15132.0,LOGISTICS
EX-f410fd9fc3e849f6,2024-08,Счет в тинькофф,LE-IP-YANINA,1264500.0,INTERNAL_TRANSFER_MEMO
EX-24d069e9ba3468db,2024-08,Альдо,LE-IP-YANINA,316427.0,OPEX_OTHER
EX-9a0b5ca4413f7a63,2024-08,Столешников Марьяна,LE-IP-YANINA,712079.0,OPEX_OTHER
EX-bb3231e435e66fe0,2024-08,Курбанова (Казань),LE-IP-YANINA,689159.0,COUNTERPARTY_MEMO
EX-b81f8b341982c9b0,2024-08,Возврат покупателю,LE-IP-YANINA,-135297.0,OPEX_OTHER
EX-2a2bd4f79ee10fa9,2024-08,расходы по карте август 2024,LE-OOO-DEKOR,83704.09,CARD_EXPENSE
EX-2a3d5f87a2fccc43,2024-08,хозтовары,LE-OOO-DEKOR,9492.0,OPEX_OTHER
EX-2ec5e8b9ed8248fb,2024-08,масло,LE-OOO-DEKOR,334.0,OPEX_OTHER
EX-2396a791ec473195,2024-08,вода,LE-OOO-DEKOR,4680.0,OPEX_OTHER
EX-90cc07ab4276d610,2024-08,вентилятор для ПК,LE-OOO-DEKOR,533.0,OPEX_OTHER
EX-d1838979998b3027,2024-08,картриджи,LE-OOO-DEKOR,1760.0,OPEX_OTHER
EX-fcafef30c8f4e3ee,2024-08,хозтовары,LE-OOO-DEKOR,14461.82,OPEX_OTHER
EX-0ec2ada95edac1cd,2024-08,канцтовары,LE-OOO-DEKOR,16069.4,OPEX_OTHER
EX-c0d5e73acb67283a,2024-08,замок,LE-OOO-DEKOR,813.0,OPEX_OTHER
EX-24f696f25c22d01b,2024-08,тарелки,LE-OOO-DEKOR,29385.0,OPEX_OTHER
EX-28e2cbf8ad3c9351,2024-08,папки,LE-OOO-DEKOR,5979.87,OPEX_OTHER
EX-bcca50b7f6fbfb69,2024-08,жидкое мыло,LE-OOO-DEKOR,196.0,OPEX_OTHER
EX-2dc1a8f500608704,2024-09,аутсорс (одежда) Площадки,LE-IP-YANINA,74184.92,OUTSOURCE
EX-0496ae18761cfd97,2024-09,аутсорс (одежда) Площадки,LE-IP-YANINA,104880.0,OUTSOURCE
EX-38eed366c60f87b9,2024-09,доставка,LE-IP-YANINA,44330.97,LOGISTICS
EX-3ef5b96984f12906,2024-09,комиссия эквайринг,LE-OOO-DEKOR,15232.0,ACQUIRING_FEE
EX-db65a9156c8c2ac8,2024-09,комиссия эквайринг,LE-IP-YANINA,15940.0,ACQUIRING_FEE
EX-7ee859c9aa7bef8f,2024-09,комиссия эквайринг,LE-IP-YANINA,31013.78,ACQUIRING_FEE
EX-46acb75f8da4b1a3,2024-09,агентское вознаграждение,LE-IP-YANINA,142415.8,COMMISSION
EX-4161e7f2c3a1ce7b,2024-09,налоги,LE-OOO-DEKOR,245711.69,TAX
EX-8ddf2a643cb9a603,2024-09,налоги,LE-IP-YANINA,392391.53,TAX
EX-857d31fcbe5af61d,2024-09,оплата труда,LE-OOO-DEKOR,485954.77,PAYROLL
EX-3b6815059175c08a,2024-09,оплата труда,LE-IP-YANINA,525769.69,PAYROLL
EX-9c7e2ad720d00fcc,2024-09,"продукты, лекарства",LE-IP-YANINA,4080.0,OPEX_OTHER
EX-b1e606cd18367ab6,2024-09,расходники для изделий МД,LE-IP-YANINA,35472.0,MATERIALS_MEMO
EX-841d41722c391def,2024-09,аренда,LE-OOO-DEKOR,19600.0,RENT
EX-1280dd58afa00383,2024-09,аренда,LE-IP-YANINA,1319353.96,RENT
EX-f6d47bf637e9deb4,2024-09,коммуналка и пр.,LE-IP-YANINA,89662.28,OPEX_OTHER
EX-4d2b0f521ae0e503,2024-09,коммуналка и пр.,LE-IP-YANINA,99280.0,OPEX_OTHER
EX-2e132d2593755f49,2024-09,коммуналка и пр.,LE-IP-YANINA,7711.44,OPEX_OTHER
EX-ca5c07a0850e3c67,2024-09,"ткани, фурнитура МД",LE-IP-YANINA,268809.88,MATERIALS_MEMO
EX-270af08323f8fde1,2024-09,"ткани, фурнитура ИМ",LE-IP-YANINA,80629.21,MATERIALS_MEMO
EX-79407689ca050c77,2024-09,"ткани, фурнитура Площадки",LE-IP-YANINA,82088.5,MATERIALS_MEMO
EX-7291269cbe1913c1,2024-09,услуги банка,LE-OOO-DEKOR,3109.77,OPEX_OTHER
EX-a17639fe41912fc5,2024-09,услуги банка,LE-IP-YANINA,8643.6,OPEX_OTHER
EX-35ae27d091cc260c,2024-09,услуги банка,LE-IP-YANINA,2695.32,OPEX_OTHER
EX-eda9a7ad4e30c3a9,2024-09,Комиссия банка ИМ Тинькофф,LE-IP-YANINA,44815.27,INTERNAL_TRANSFER_MEMO
EX-089e6385f810c433,2024-09,Расходы по эквайрингу (Альфа),LE-IP-YANINA,14980.06,ACQUIRING_FEE
EX-fbd0e14544a8c85e,2024-09,Доставка ИМ СДЭК,LE-IP-YANINA,1554.0,LOGISTICS
EX-79f399fc119c209a,2024-09,Счет в тинькофф,LE-IP-YANINA,1037250.0,INTERNAL_TRANSFER_MEMO
EX-62610694973e5bf1,2024-09,Столешников Марьяна,LE-IP-YANINA,55000.0,OPEX_OTHER
EX-5bef471b2eb298e5,2024-09,Столешников Марьяна,LE-IP-YANINA,213606.0,OPEX_OTHER
EX-c933b55f8e6109a2,2024-09,Возврат покупателю,LE-IP-YANINA,-80815.0,OPEX_OTHER
EX-6e2753ae3ef23d43,2024-09,расходы по карте сентябрь 2024,LE-OOO-DEKOR,133693.42,CARD_EXPENSE
EX-94b611c3e3c95e2b,2024-09,Канцтовары,LE-OOO-DEKOR,4738.0,OPEX_OTHER
EX-e0c5457edb10feb2,2024-09,Фурнитура,LE-OOO-DEKOR,11344.6,MATERIALS_MEMO
EX-33e10f8ff1612c61,2024-09,Картриджи,LE-OOO-DEKOR,7528.0,OPEX_OTHER
EX-4f7d36f954fa801b,2024-09,жидкое мыло,LE-OOO-DEKOR,1664.0,OPEX_OTHER
EX-f3a5c6798fa6743e,2024-09,молы для швабры,LE-OOO-DEKOR,2720.0,OPEX_OTHER
EX-5897181047fd856f,2024-09,Хозтовары,LE-OOO-DEKOR,9914.2,OPEX_OTHER
EX-31d3943b9d9d018c,2024-09,ершики,LE-OOO-DEKOR,396.0,OPEX_OTHER
EX-75a48a639fd9f32d,2024-09,билеты в Баку,LE-OOO-DEKOR,46851.0,OPEX_OTHER
EX-57d039604c4f99e6,2024-09,иглы,LE-OOO-DEKOR,2235.0,OPEX_OTHER
EX-21165ec003f2c8a8,2024-09,иглы,LE-OOO-DEKOR,1165.0,OPEX_OTHER
EX-9c625ffccc8c5d6e,2024-09,иглы,LE-OOO-DEKOR,1778.0,OPEX_OTHER
EX-953476be7aa94b42,2024-09,канцтовары,LE-OOO-DEKOR,22465.9,OPEX_OTHER
EX-6d7629aa5e8a8b99,2024-09,фурнитура,LE-OOO-DEKOR,12506.52,MATERIALS_MEMO
