material_id,name,article_hint,warehouse,qty,amount_rub,unit_cost_rub,snapshot_date,rank,share_pct,cum_share_pct,abc_class,so_t,method,warning
MAT-4dd97e93287b4744,"Дабл-креп, роза 11-023",11-023,Основной склад,12.4,28520.0,2300.0,2026-05-31,306,0.096,65.59,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-83b83544008ae983,"Бархат х/б, черный 6-001",6-001,Основной склад,11.95,28278.96,2366.44,2026-05-31,307,0.095,65.69,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-4a3174f053d87076,"Шерсть тонкая, темный хаки 8-068",8-068,Основной склад,14.1,28200.0,2000.0,2026-05-31,308,0.095,65.78,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-53cd3ba1a2140f6d,"Шерсть, синяя рогожка 8-034",8-034,Основной склад,14.1,28200.0,2000.0,2026-05-31,309,0.095,65.87,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-d39ecffac1d12452,"Тафта, синий 2-026",2-026,Основной склад,12.75,28050.0,2200.0,2026-05-31,310,0.094,65.97,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-2b8fab7ada05a242,Х/Б батист крупные разводы 4А-003,,Основной склад,28.0,28000.0,1000.0,2026-05-31,311,0.094,66.06,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-08152bc7fce3ed93,"Шерсть, черная рогожка 8-033",8-033,Основной склад,14.0,28000.0,2000.0,2026-05-31,312,0.094,66.16,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-09c7ecd62b727a88,"Шелк, фуксия 16-026",16-026,Основной склад,18.55,27825.0,1500.0,2026-05-31,313,0.093,66.25,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-a9051480cadb2642,"Тафта, голубой 2-003",2-003,Основной склад,12.6,27720.0,2200.0,2026-05-31,314,0.093,66.34,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-302e6c738360348a,"Вечерняя ткань, трикотаж с квадратиками приклеенные 12-050",12-050,Основной склад,30.7,27630.0,900.0,2026-05-31,315,0.093,66.44,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-0c76de0af7903f0e,"Дабл-креп, молочный 11-005",11-005,Основной склад,12.0,27600.0,2300.0,2026-05-31,316,0.093,66.53,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-3aec743f09672806,"Шерсть пальтовая, коричневый 9-003",9-003,Основной склад,9.2,27600.0,3000.0,2026-05-31,317,0.093,66.62,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-5144478acb5ec73f,"Шелк черный, принт микс крупный 17A-026",,Основной склад,9.5,27550.0,2900.0,2026-05-31,318,0.092,66.71,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-63d2a29fc40d679a,Синтетическая ткань черный- атлас плотный 20-028,20-028,Основной склад,31.6,27289.35,863.59,2026-05-31,319,0.091,66.8,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-db6a4b554427ce5b,"Тафта, коричневый 2-011",2-011,Основной склад,12.4,27280.0,2200.0,2026-05-31,320,0.091,66.9,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-504e9b3687269655,"Чесуча, синий 1-019",1-019,Основной склад,12.4,27280.0,2200.0,2026-05-31,321,0.091,66.99,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-ffc99f80dc800c6b,"Х/Б цветы,  белый фон, 4А-079",,Основной склад,18.8,27260.0,1450.0,2026-05-31,322,0.091,67.08,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-a9c56e73d376941c,Шифон голубой 18-017,18-017,Основной склад,30.2,27180.0,900.0,2026-05-31,323,0.091,67.17,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-4486e77a23146616,"Хлопок молочный, 4-051",4-051,Основной склад,36.0,27000.0,750.0,2026-05-31,324,0.09,67.26,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-5234e6e928faeaa4,"Шелк желтый, принт крупные девочки 17A-003",,Основной склад,7.1,26980.0,3800.0,2026-05-31,325,0.09,67.35,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-07ecd06382b8eea1,Синтетическая ткань белый-атлас  20-031,20-031,Основной склад,41.5,26975.0,650.0,2026-05-31,326,0.09,67.44,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-0dbedc63ebbc6148,"Шерсть тонкая, бежевый 8-070",8-070,Основной склад,13.45,26900.0,2000.0,2026-05-31,327,0.09,67.53,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-c01fe54170677c4c,Шелк кайма черный-белый-черный 17A-045,,Основной склад,9.2,26680.0,2900.0,2026-05-31,328,0.089,67.62,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-be8f6fded54688cc,"Чесуча, серый 1-036",1-036,Основной склад,12.1,26620.0,2200.0,2026-05-31,329,0.089,67.71,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-3f14ef06256de537,"Х/Б рубашка-дерево, 4А-110",,Основной склад,21.0,26460.0,1260.0,2026-05-31,330,0.089,67.8,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-564f2dedc00702ef,"Х/Б рубашка-цветок, 4А-111",,Основной склад,21.0,26460.0,1260.0,2026-05-31,331,0.089,67.89,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-c033928f170b4501,"Шелк белый, принт черный ""Y"" + балерины 17A-014",,Основной склад,9.05,26245.0,2900.0,2026-05-31,332,0.088,67.97,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-d2b303d9fb0fa75e,"Шелк черный, принт цветок 17A-047",,Основной склад,9.05,26245.0,2900.0,2026-05-31,333,0.088,68.06,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-3103b5eff0dd2b28,"Шелк красный, принт микс средний 17A-023",,Основной склад,9.0,26100.0,2900.0,2026-05-31,334,0.087,68.15,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-b7f73f93190de73e,"Х/Б цветы, розовый фон, 4А-082",,Основной склад,18.0,26100.0,1450.0,2026-05-31,335,0.087,68.24,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-9bad00d3a53a50cc,"Кружево, белый 13-097",13-097,Основной склад,26.05,26050.0,1000.0,2026-05-31,336,0.087,68.33,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-cb28c03d8dda8156,"Кружево, голубой 13-080",13-080,Основной склад,7.4,26048.0,3520.0,2026-05-31,337,0.087,68.41,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-268c29291bd369f7,Х/Б батист цветные капли  4А-025,,Основной склад,26.0,26000.0,1000.0,2026-05-31,338,0.087,68.5,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-414fc29334a65a1d,"Чесуча, красный 1-029",1-029,Основной склад,11.75,25850.0,2200.0,2026-05-31,339,0.087,68.59,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-414fc29334a65a1d,"Чесуча, красный 1-029",1-029,Основной склад,11.75,25850.0,2200.0,2026-05-31,340,0.087,68.67,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-0c76de0af7903f0e,"Дабл-креп, молочный 11-005",11-005,Основной склад,11.15,25645.0,2300.0,2026-05-31,341,0.086,68.76,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-9abdc37089300cc3,"Шелк, фиолетовый 16-036",16-036,Основной склад,17.05,25575.0,1500.0,2026-05-31,342,0.086,68.84,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-b573d51417957117,"Шифон белый, принт гжель купоны 19A-011",,Основной склад,11.05,25415.0,2300.0,2026-05-31,343,0.085,68.93,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-0abb6c16d9b41941,"Сетка, хлопок коричневый 22-014",22-014,Основной склад,50.5,25250.0,500.0,2026-05-31,344,0.085,69.01,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-0e4b8f1ad185831b,"Шерсть-кучерелли, коричневый 8-052",8-052,Основной склад,10.1,25250.0,2500.0,2026-05-31,345,0.085,69.1,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-747a85f9866258fa,"Органза, белый 21-008",21-008,Основной склад,10.0,25000.0,2500.0,2026-05-31,346,0.084,69.18,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-b5c2b698171c4678,"Шерсть-кучерелли, розовый 8-053",8-053,Основной склад,10.0,25000.0,2500.0,2026-05-31,347,0.084,69.27,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-1fc4f1fa44adf511,"Шерсть-шанель, коричневый 8-026",8-026,Основной склад,12.5,25000.0,2000.0,2026-05-31,348,0.084,69.35,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-d7945f027df81d52,"Шифон искусственный, цветы, 18-И-004",,Основной склад,50.0,25000.0,500.0,2026-05-31,349,0.084,69.43,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-230eefcc81d08a55,"Тафта, коричневый 2-010",2-010,Основной склад,11.3,24860.0,2200.0,2026-05-31,350,0.083,69.52,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-c2304f35b9cca730,Шифон-туаль зеленый 18-046,18-046,Основной склад,14.1,24816.0,1760.0,2026-05-31,351,0.083,69.6,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-3d832d21e8643555,"Шелк черный, принт крупные девочки 17A-030",,Основной склад,8.0,24800.0,3100.0,2026-05-31,352,0.083,69.68,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-65dbfeb3a6372323,"Шелк черный, принт микс средний 17A-019",,Основной склад,8.5,24650.0,2900.0,2026-05-31,353,0.083,69.77,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-0e25ef9e815f77d3,"Тафта, зеленый 2-006",2-006,Основной склад,11.2,24640.0,2200.0,2026-05-31,354,0.083,69.85,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-16934bd50c50f6f8,Синтетическая ткань розовый 20-013,20-013,Основной склад,35.0,24500.0,700.0,2026-05-31,355,0.082,69.93,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-6ed2dca42737533d,"Шелк, черный 16-038",16-038,Основной склад,16.0,24326.28,1520.39,2026-05-31,356,0.082,70.01,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-f406362ed60e5b26,Шифон голубой креповый 18-010,18-010,Основной склад,13.8,24288.0,1760.0,2026-05-31,357,0.081,70.09,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-fbecc2ab0103efba,"Шелк белый, принт полоски оранжевые 17A-056",,Основной склад,7.8,24180.0,3100.0,2026-05-31,358,0.081,70.17,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-508ba677c0a29d36,"Креп тонкий шерсть, розовый 10-012",10-012,Основной склад,12.0,24000.0,2000.0,2026-05-31,359,0.08,70.26,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-233d43e67d79ac9c,"Парча, коричневый 15-030",15-030,Основной склад,12.0,24000.0,2000.0,2026-05-31,360,0.08,70.34,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-e6701986e9a7510a,"Шерсть, хаки в полоску 8-011",8-011,Основной склад,12.0,24000.0,2000.0,2026-05-31,361,0.08,70.42,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-b8dd3a1eec49b149,"Шелк, черный без стрейча 16-046",16-046,Основной склад,12.0,24000.0,2000.0,2026-05-31,362,0.08,70.5,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-35375f110846acf3,"Кружево, оранжевый 13-056",13-056,Основной склад,6.8,23936.0,3520.0,2026-05-31,363,0.08,70.58,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-c689987228fc8717,"Кружево, светло-зеленый 13-083",13-083,Основной склад,6.8,23936.0,3520.0,2026-05-31,364,0.08,70.66,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-4a869e1a07c3633b,"Шифон, белый с принтом ""листья"" 19A-016",,Основной склад,10.35,23805.0,2300.0,2026-05-31,365,0.08,70.74,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-9706ea3ae39578ef,"Кружево, зеленый 13-052",13-052,Основной склад,6.75,23760.0,3520.0,2026-05-31,366,0.08,70.82,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-0007f76d75c613bb,Х/Б цветные  цветы 4П-022,,Основной склад,26.4,23760.0,900.0,2026-05-31,367,0.08,70.9,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-2eb3e3bb7b18fa9c,"Шерсть-кучерелли, морская волна 8-057",8-057,Основной склад,9.5,23750.0,2500.0,2026-05-31,368,0.08,70.98,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-6c303b99ca11e56a,"Шерсть-кучерелли, серый (грибной) 8-059",8-059,Основной склад,9.5,23750.0,2500.0,2026-05-31,369,0.08,71.06,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-16eb895e22fa9830,"Чесуча, серебряный 1-022",1-022,Основной склад,10.65,23430.0,2200.0,2026-05-31,370,0.079,71.13,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-f60e359c934ca835,"Парча, бордовый 15-013",15-013,Основной склад,11.7,23400.0,2000.0,2026-05-31,371,0.078,71.21,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-091b731aacda9863,"Шифон искусственный, гортензия, 18-И-003",,Основной склад,46.8,23400.0,500.0,2026-05-31,372,0.078,71.29,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-6b008adf907799ae,"Чесуча, бордовый 1-023",1-023,Основной склад,10.6,23320.0,2200.0,2026-05-31,373,0.078,71.37,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-e68312fac7114a8e,Х/Б штапель купон арабеска 4А-016,,Основной склад,15.5,23250.0,1500.0,2026-05-31,374,0.078,71.45,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-0f3349824f602832,"Кружево, зеленый 13-053",13-053,Основной склад,6.6,23232.0,3520.0,2026-05-31,375,0.078,71.52,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-21e8cf42f3f9612d,"Шелк белый, принт ""Y"" в ряд серые с черным 17A-057",,Основной склад,8.0,23200.0,2900.0,2026-05-31,376,0.078,71.6,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-0a9fd7fd98863084,"Бархат стрейч, синий 6-052",6-052,Основной склад,56.5,23165.0,410.0,2026-05-31,377,0.078,71.68,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-b4eb76f70141d427,"Бархат х/б, зеленый 6-011",6-011,Основной склад,14.0,23100.0,1650.0,2026-05-31,378,0.077,71.76,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-f12c47ca7fe90da3,"Бархат х/б, светло-коричневый 6-009",6-009,Основной склад,14.0,23100.0,1650.0,2026-05-31,379,0.077,71.83,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-17a28f495e122854,"Шерсть тонкая, хаки 8-069",8-069,Основной склад,11.55,23100.0,2000.0,2026-05-31,380,0.077,71.91,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-5c0094b85a23f404,Шифон баклажановый 18-004,18-004,Основной склад,17.7,23010.0,1300.0,2026-05-31,381,0.077,71.99,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-5bbdd6ada489f5d3,"Дабл-креп, темно-зеленый 11-006",11-006,Основной склад,10.0,23000.0,2300.0,2026-05-31,382,0.077,72.07,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-8ad8c9c22d57e30f,"Дабл-креп, голубой 11-011",11-011,Основной склад,10.0,23000.0,2300.0,2026-05-31,383,0.077,72.14,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-5c936baa3c13d782,"Х/Б перцы черный фон, 4А-092",,Основной склад,19.0,22990.0,1210.0,2026-05-31,384,0.077,72.22,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-b7f73f93190de73e,"Х/Б цветы, розовый фон, 4А-082",,Основной склад,15.8,22910.0,1450.0,2026-05-31,385,0.077,72.3,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-a211c73106cf0883,"Шанель искусственная, розовый 8А-002",,Основной склад,26.5,22790.0,860.0,2026-05-31,386,0.076,72.37,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-e2e86d89607269f8,"Шерсть-кучерелли, коричневый 8-051",8-051,Основной склад,9.1,22750.0,2500.0,2026-05-31,387,0.076,72.45,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-0c4ccf504c6ba0b1,"Тафта, молочный 2-002",2-002,Основной склад,10.3,22660.0,2200.0,2026-05-31,388,0.076,72.53,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-74b833ddbe313cd0,"Чесуча, синий 1-028",1-028,Основной склад,10.3,22660.0,2200.0,2026-05-31,389,0.076,72.6,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-cb403acc8fd9aa30,"Шелк черный, принт белый ""Y"" + девочки 17A-059",,Основной склад,7.8,22620.0,2900.0,2026-05-31,390,0.076,72.68,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-3accb86ee383959b,"Шерсть, темно-синий 8-049",8-049,Основной склад,11.3,22600.0,2000.0,2026-05-31,391,0.076,72.75,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-8cadf70205d3594f,"Вечерняя ткань, черные пайетки на сетке 12-021",12-021,Основной склад,15.0,22500.0,1500.0,2026-05-31,392,0.075,72.83,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-0dacdc48d817d9d2,"Х/Б горошек, белый фон, 4А-088",,Основной склад,18.5,22385.0,1210.0,2026-05-31,393,0.075,72.9,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-813e7b9898bb9e6e,Синтетическая ткань мелкие цветы 20А-002,,Основной склад,44.5,22250.0,500.0,2026-05-31,394,0.075,72.98,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-296a312efe581cc5,Х/Б батист грибочки на черном 4А-033,,Основной склад,22.2,22200.0,1000.0,2026-05-31,395,0.074,73.05,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-09eaee7c7768a0d3,"Дабл-креп, светло-серый 11-004",11-004,Основной склад,9.6,22080.0,2300.0,2026-05-31,396,0.074,73.13,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-62ac806c732852ab,Шифон коралловый 18-030,18-030,Основной склад,24.5,22050.0,900.0,2026-05-31,397,0.074,73.2,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-f4b03b6a316b7ebe,"Парча, синий 15-027",15-027,Основной склад,11.0,22000.0,2000.0,2026-05-31,398,0.074,73.27,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-28e1875b2d9e069e,"Шелк, бирюзовый 16-022",16-022,Основной склад,10.0,22000.0,2200.0,2026-05-31,399,0.074,73.35,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-6c2c300aabf83096,"Шелк, цикламеновый 16-025",16-025,Основной склад,10.0,22000.0,2200.0,2026-05-31,400,0.074,73.42,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-32f5c119e7b1fb71,"Шелк-кади, розовый 16А-003",,Основной склад,8.75,21875.0,2500.0,2026-05-31,401,0.073,73.5,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-1b1874b66e2a8ec9,"Х/Б горошек, черный фон, 4А-087",,Основной склад,18.0,21780.0,1210.0,2026-05-31,402,0.073,73.57,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
