article_norm,article_family,person_sources,person_lines_n,person_years,clients_sample,products_sample,cost_rub_sum_indicative,cost_lines_n,hours_sum,in_collection_sales,collection_sale_eur,collection_link_coverage,collection_priority,in_sku_master,in_stock_cost,bridge_value,so_t,do_not_auto_accept
0-2983,GOODS_STYLE,embroidery|mokeeva|zhukova,17,2024|2024-2026|2025|2026,Александрова|Моисеева|Шишкина,ПЛАТЬЕ|платье,104544.1,5,26.1,N,,,,N,N,ORPHAN_COST,N,YES
0-3113,GOODS_STYLE,embroidery|mokeeva|zhukova,17,2024-2026|2025|2026,Вита|Ищеева|Майорова,ЖАКЕТ|КОСТЮМ|жакет,94450.0,6,57.5,Y,8450.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3258,GOODS_STYLE,embroidery|mokeeva|zhukova,17,2024-2026|2025,Гонтова|Кулишова|Кулишова М,ЮБКА|юбка|юбка (черн ромбы),79938.0,7,83.0,Y,12050.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3267,GOODS_STYLE,embroidery|zhukova,17,2024-2026|2025,Капсула,ПАЛАНТИН|палантин,8039.0,1,103.0,Y,4620.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
45-11,COLLECTION_STYLE,embroidery|mokeeva,17,2024-2026|2025,Казьмина|Казьмина А|Карасева,платье|сарафан|чалма,117257.0,8,68.5,Y,26514.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
46-20,COLLECTION_STYLE,embroidery|mokeeva,17,2024-2026|2025,Коллекция|коллекция 46,пальто,18440.0,1,121.5,N,,,,N,N,ORPHAN_COST,N,YES
47-03,COLLECTION_STYLE,embroidery|mokeeva,17,2024-2026|2025,Коллекция|Коллекция 47,блузон|броши|брюки,36205.0,2,654.5,N,,,,N,N,ORPHAN_COST,N,YES
48-28,COLLECTION_STYLE,embroidery|mokeeva,17,2024-2026|2026,Коллекция|Коллекция 48,брюки|перчатки|платье,1000.0,1,168.5,N,,,,N,N,ORPHAN_COST,N,YES
Т-2933,GOODS_STYLE,embroidery,17,2024-2026,ЦУМ,блуза|блузон,,0,96.0,N,,,,N,N,ORPHAN_COST,N,YES
47-28,COLLECTION_STYLE,embroidery|mokeeva|zhukova,16,2024-2026|2025|2026,Коллекция|Коллекция 47|Литвинюк,БОДИ|КОМБЕНИЗОН|ЮБКА,191302.0,7,137.0,Y,15520.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3286,GOODS_STYLE,mokeeva|zhukova,16,2025|2026,Гонтова|Ефремова Н|Казьмина А,БРЮКИ|ЮБКА-БРЮКИ|юбка брюки,149145.5,16,,Y,12986.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
34-08,COLLECTION_STYLE,embroidery|mokeeva,16,2024-2026|2025,Мустафаева|Насобина,"жакет|жакет""звезды""|юбка",63505.0,3,196.5,N,,,,N,N,ORPHAN_COST,N,YES
36-12,COLLECTION_STYLE,embroidery|mokeeva,16,2024-2026|2025|2026,Camilla|Camille|Бурая,"жакет ""белый барс""|жакет барс|жакет""барс""",192579.0,4,253.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3263,GOODS_STYLE,embroidery|mokeeva,16,2024-2026|2025,Казьмина|Казьмина А|Капсула,бант-стойка|бант-стойка (кожа бел)|платье,15800.0,1,40.5,Y,727.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
47-04,COLLECTION_STYLE,embroidery|mokeeva,16,2024-2026|2025,Коллекция|Коллекция 47,платье|чокер,26200.0,1,125.5,N,,,,N,N,ORPHAN_COST,N,YES
47-13,COLLECTION_STYLE,embroidery|mokeeva,16,2024-2026|2025|2026,Коллекция|Коллекция 47|Семилетова,Браслет|платье,97536.0,2,109.0,Y,12860.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
47-26,COLLECTION_STYLE,embroidery|mokeeva,16,2024-2026|2025|2026,Вита|Коллекция 47,брошь|жакет|платье,155165.1,2,144.0,Y,12150.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3371,GOODS_STYLE,embroidery|mokeeva,16,2024-2026|2026,Владимирова|МД|Меркушина Т,Y|Yc|рубашка,10304.0,1,15.5,Y,1455.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
48-08,COLLECTION_STYLE,embroidery|mokeeva,16,2024-2026|2026,Коллекция|Коллекция 48,платье|фата,,0,161.5,N,,,,N,N,ORPHAN_COST,N,YES
43-34,COLLECTION_STYLE,embroidery,16,2024-2026,МД|Навка,"кейп|ободок|платье ""Золотой феникс""",,0,165.0,N,,,,N,N,ORPHAN_COST,N,YES
48-22,COLLECTION_STYLE,embroidery|mokeeva|zhukova,15,2024-2026|2026,Коллекция|Коллекция 48,ВЫШИВКА|брюки|колье,1350.0,1,31.0,N,,,,N,N,ORPHAN_COST,N,YES
45-29,COLLECTION_STYLE,embroidery|zhukova,15,2024-2026|2025,Архив|Коллекция,БЛУЗА|Головной убор|платье,900.0,1,91.2,N,,,,N,N,ORPHAN_COST,N,YES
0-3116,GOODS_STYLE,embroidery|mokeeva|zhukova,15,2024-2026|2025,Гонтова|Ершова,ЖАКЕТ|КОСТЮМ|жакет,50265.0,4,46.5,Y,4827.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3140,GOODS_STYLE,embroidery|mokeeva|zhukova,15,2024-2026|2025,Ершова|Жукова|Магдалина,ПЛАТЬЕ|платье|платье н/п,139378.0,6,29.5,Y,10400.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3199,GOODS_STYLE,embroidery|zhukova,15,2024-2026|2025,Капсула,ПАЛЬТО|пальто|пальто(кожа),296754.0,2,89.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3262,GOODS_STYLE,embroidery|mokeeva|zhukova,15,2024-2026|2025,Казьмина|Казьмина А|Капсула,"СТОЙКА,МАНЖЕТЫ|бант-стойка|бант-стойка (кожа черн)",27427.0,2,28.5,Y,727.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
47-25,COLLECTION_STYLE,embroidery|mokeeva,15,2024-2026|2025,Коллекция|Коллекция 47,Браслет|корсет|юбка,32078.0,2,257.5,N,,,,N,N,ORPHAN_COST,N,YES
45-25,COLLECTION_STYLE,embroidery,15,2024-2026,Коллекция,головной убор|платье,,0,82.5,N,,,,N,N,ORPHAN_COST,N,YES
45-16,COLLECTION_STYLE,embroidery,15,2024-2026,Архив|Коллекция,накидка|платье,,0,155.5,N,,,,N,N,ORPHAN_COST,N,YES
45-24,COLLECTION_STYLE,embroidery,15,2024-2026,Коллекция,платье,,0,171.0,N,,,,N,N,ORPHAN_COST,N,YES
48-24,COLLECTION_STYLE,embroidery|mokeeva|zhukova,14,2024-2026|2026,Жукова|Коллекция|Коллекция 48,БРЮКИ|ЖАКЕТ|ТОП,40368.0,5,46.0,N,,,,N,N,ORPHAN_COST,N,YES
43-25,COLLECTION_STYLE,mokeeva|zhukova,14,2024|2025|2026,Амина|Енгибарян Марине|Кулишова М,БОДИ|ВЫШИВКА|КОЛЬЕ,295035.3,13,,Y,111556.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3114,GOODS_STYLE,embroidery|mokeeva|zhukova,14,2024-2026|2025,Вита|Крушинская|Майорова,БРЮКИ|брюки|брюки выш,37568.0,5,62.5,Y,6820.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
33-26,COLLECTION_STYLE,embroidery|mokeeva,14,2024-2026|2025|2026,Svaetichin|Svaetichin Irina|Москова,платье,97676.0,3,106.5,N,,,,N,N,ORPHAN_COST,N,YES
45-12,COLLECTION_STYLE,embroidery|mokeeva,14,2024-2026|2025,Коллекция|Маганова,головной убор|кейп|платье,35806.0,2,167.5,Y,7800.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
46-19,COLLECTION_STYLE,embroidery|mokeeva,14,2024-2026|2025|2026,Казьмина|Коллекция|коллекция 46,блуза|блузон|платье,94721.0,2,75.0,Y,9700.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3277,GOODS_STYLE,embroidery|mokeeva,14,2024-2026|2025,Казьмина|Капсула|осен.капсула 25,платье,16208.0,1,125.5,N,,,,N,N,ORPHAN_COST,N,YES
27-08,COLLECTION_STYLE,embroidery|mokeeva,14,2024-2026|2026,Крушинская,жакет|жакет н/п,128793.0,1,203.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3233,GOODS_STYLE,embroidery|mokeeva|zhukova,13,2024-2026|2025|2026,Болотова|Ефремова|Ефремова Н,ЮБКА|юбка|юбка (шампань),105377.0,8,22.0,Y,8646.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3398,GOODS_STYLE,embroidery|zhukova,13,2024-2026|2026,Жукова|МД,ПЛАТЬЕ|платье,22526.0,2,71.5,Y,0.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
45-27,COLLECTION_STYLE,embroidery|zhukova,13,2024|2024-2026|2025,Коллекция,БЛУЗА|ЮБКА|блузон,6672.0,2,66.0,N,,,,N,N,ORPHAN_COST,N,YES
0-2673,GOODS_STYLE,embroidery|merkushina|zhukova,13,2024|2024-2026|ИМ,ИМ|ЦУМ,БЛУЗОН|Блузка бархатная с вышивкой|блуза,7084.52,2,49.0,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
34-09,COLLECTION_STYLE,embroidery|mokeeva,13,2024-2026|2025|2026,19|Вита|Кузнецова,152|брюки|жакет,278284.0,7,338.5,N,,,,N,N,ORPHAN_COST,N,YES
45-08,COLLECTION_STYLE,embroidery|mokeeva,13,2024-2026|2025,Вита|Коллекция,жакет|платье(чокер)|чокер,40120.0,1,107.0,Y,0.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
46-24,COLLECTION_STYLE,embroidery|mokeeva,13,2024-2026|2025,Коллекция|Харитонова|коллекция 46,боди|жакет|платье,63606.0,4,123.0,Y,9525.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
46-06,COLLECTION_STYLE,embroidery|mokeeva,13,2024-2026|2025,Коллекция|Кузьмич,боди|платье,7790.0,1,223.0,Y,3360.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
48-04,COLLECTION_STYLE,embroidery|mokeeva,13,2024-2026|2026,Коллекция|Коллекция 48,жакет|комбинезон|шорты,,0,91.5,N,,,,N,N,ORPHAN_COST,N,YES
48-20,COLLECTION_STYLE,embroidery|mokeeva,13,2024-2026|2026,Коллекция|Коллекция 48,платье,,0,99.0,N,,,,N,N,ORPHAN_COST,N,YES
43-03,COLLECTION_STYLE,embroidery,13,2024-2026,Влада|Воронина|Коллекция,платье,,0,101.0,Y,40760.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
45-21,COLLECTION_STYLE,embroidery,13,2024-2026,Коллекция,головной убор|платье,,0,142.1,N,,,,N,N,ORPHAN_COST,N,YES
47-33,COLLECTION_STYLE,embroidery|zhukova,12,2024-2026|2026,Коллекция,ТОП|ЮБКА|аксесуары,92439.0,4,14.0,N,,,,N,N,ORPHAN_COST,N,YES
0-2779,GOODS_STYLE,embroidery|mokeeva|zhukova,12,2024-2026|2025|2026,Влада|Кокунова|МД повтор НГ,КЕЙП|кейп,47857.0,3,40.0,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3167,GOODS_STYLE,mokeeva|zhukova,12,2025,Маганова|Мадина|Майорова,ЖИЛЕТ|накидка,196498.0,12,,N,,,,N,N,ORPHAN_COST,N,YES
0-3202,GOODS_STYLE,embroidery|mokeeva|zhukova,12,2024-2026|2025,Баткаева|Баткаева Н|Капсула,КУРТКА|куртка парка|куртка-парка,119188.0,4,77.0,Y,14950.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3339,GOODS_STYLE,embroidery|merkushina,12,2024-2026|ИМ,Меркушина Т,Платье Комбинация|Платье из шифона без подклада|Платье из шифона без подклада с вышитым ,10806.5,3,42.5,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
46-13,COLLECTION_STYLE,embroidery|mokeeva,12,2024-2026|2025,Коллекция|коллекция 46,платье,19230.0,1,56.0,N,,,,N,N,ORPHAN_COST,N,YES
33-24,COLLECTION_STYLE,embroidery|mokeeva,12,2024-2026|2025,Вера Влада|Влада(Вера)|Влада(Дара),платье,58326.0,1,89.5,N,,,,N,N,ORPHAN_COST,N,YES
47-09,COLLECTION_STYLE,embroidery|mokeeva,12,2024-2026|2025,Коллекция|Коллекция 47,брюки|кимоно|пояс,42000.0,3,226.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3393,GOODS_STYLE,embroidery|mokeeva,12,2024-2026|2026,Круиз|Круиз 26|Кулишова,"рубашка|рубашка, ю-ш",21941.0,1,44.0,Y,1968.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
30-23,COLLECTION_STYLE,embroidery|mokeeva,12,2024-2026|2026,Харитонова,платье|платье н/п,110324.0,1,129.0,N,,,,N,N,ORPHAN_COST,N,YES
33-31,COLLECTION_STYLE,embroidery|mokeeva,12,2024-2026|2026,Кислова,платье,114895.0,1,96.5,N,,,,N,N,ORPHAN_COST,N,YES
48-02,COLLECTION_STYLE,embroidery|mokeeva,12,2024-2026|2026,Коллекция|Коллекция 48,платье,,0,81.0,N,,,,N,N,ORPHAN_COST,N,YES
44-17,COLLECTION_STYLE,embroidery,12,2024-2026,Влада,"накидка ""пионы""|топ""пионы",,0,98.3,Y,15600.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3414,GOODS_STYLE,embroidery|mokeeva|zhukova,11,2024-2026|2026,Баткаева|Гонтова|Кулишова,БЛУЗА|ВЫШИВКА|блуза,32265.0,6,1.5,Y,6192.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3401,GOODS_STYLE,embroidery|zhukova,11,2024-2026|2026,Жукова,ПЛАТЬЕ|платье бел|платье черн,8889.0,1,28.0,N,,,,N,N,ORPHAN_COST,N,YES
48-11,COLLECTION_STYLE,embroidery|mokeeva|zhukova,11,2024-2026|2026,Коллекция|Коллекция 48,ШОРТЫ|платье|трусы,4504.0,2,20.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3152,GOODS_STYLE,embroidery|merkushina|zhukova,11,2024-2026|2025|ИМ,Жукова|ЦУМ горох,"КАФТАН|кафтан длинный, батист с авторским принт|накидка",35086.59,7,13.5,Y,2032.0,SKU_ONLY,MED,Y,N,SUPPORTS_COLLECTION,N,YES
0-3225,GOODS_STYLE,mokeeva|zhukova,11,2025|2026,Вита|Ершова|ИМ /Олейник,БРЮКИ|брюки|брюки М,136867.0,11,,Y,3000.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3014,GOODS_STYLE,embroidery|zhukova,11,2024|2024-2026,Жукова,"СВИТЕР|свитер ""жучки""",68642.0,6,24.0,Y,23327.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
46-17,COLLECTION_STYLE,embroidery|mokeeva,11,2024-2026|2025,Коллекция|коллекция 46,блузон|жакет|юбка,35620.0,2,45.0,N,,,,N,N,ORPHAN_COST,N,YES
46-27,COLLECTION_STYLE,embroidery|mokeeva,11,2024-2026|2025,Коллекция|коллекция 46,платье,17528.0,1,94.0,N,,,,N,N,ORPHAN_COST,N,YES
36-06,COLLECTION_STYLE,embroidery|mokeeva,11,2024-2026|2026,21.25|Бурая|Уланова,"170|бомбер|бомбер ""бел тигр""",238201.0,2,231.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3383,GOODS_STYLE,embroidery|mokeeva,11,2024-2026|2026,Круиз|Круиз 26|МД,платье,84033.5,1,47.5,Y,5580.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
21-21,COLLECTION_STYLE,embroidery,11,2024-2026,Кузнецова,платье,,0,139.0,N,,,,N,N,ORPHAN_COST,N,YES
Т-2945,GOODS_STYLE,embroidery,11,2024-2026,ЦУМ,платье,,0,144.0,N,,,,N,N,ORPHAN_COST,N,YES
43-33,COLLECTION_STYLE,embroidery,11,2024-2026,Повтор,ободок(стразы на сером)|ободок(стразы на черном),,0,48.5,N,,,,N,N,ORPHAN_COST,N,YES
47-32,COLLECTION_STYLE,embroidery|mokeeva|zhukova,10,2024-2026|2025|2026,Жукова А.|Коллекция 47,ЖАКЕТ|ТОП|брошь,38136.0,6,14.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3396,GOODS_STYLE,embroidery|mokeeva|zhukova,10,2024-2026|2026,Владимирова|Жукова А|Резеда,ЛЕКАЛА|ПЛАТЬЕ|платье,44012.0,4,9.0,Y,3381.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3385,GOODS_STYLE,embroidery|mokeeva|zhukova,10,2024-2026|2026,Гонтова|Кулишова|Майорова,БЛУЗА|ЛЕКАЛА|блуза,28648.0,5,5.5,Y,3265.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3094,GOODS_STYLE,zhukova,10,2024|2025|2026,,СТОЙКА|ЧОКЕР,6136.0,10,,Y,3448.0,FULL,MED,Y,Y,SUPPORTS_COLLECTION,N,YES
0-3052,GOODS_STYLE,zhukova,10,2024|2025,,ЮБКА,7021.0,10,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3032,GOODS_STYLE,embroidery|zhukova,10,2024-2026|2025,Жукова,"ЮБКА|юбка|юбка""Герда""",1638.0,1,21.5,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3297,GOODS_STYLE,embroidery|mokeeva|zhukova,10,2024-2026|2025,Влада|МД|НГ капсула,"ПЛАТЬЕ|брошь ""Цветок""|платье",104421.0,6,11.0,Y,5850.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
43-17,COLLECTION_STYLE,embroidery|mokeeva,10,2024-2026|2025,Казьмина|Кулишова Н,платье|платье гол,25255.0,1,46.5,Y,10950.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
42-11,COLLECTION_STYLE,embroidery|mokeeva,10,2024-2026|2026,Шарлин,платье,94993.0,1,45.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3319,GOODS_STYLE,embroidery|mokeeva,10,2024-2026|2026,ИМ|Казьмина|МД,платье,148196.8,3,81.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3318,GOODS_STYLE,embroidery|mokeeva,10,2024-2026|2026,МД|МД запуск Канны,платье,146729.0,1,152.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3382,GOODS_STYLE,embroidery|mokeeva,10,2024-2026|2026,Круиз|Круиз 26,платье|платье роз|платье син,135114.0,2,91.0,N,,,,N,N,ORPHAN_COST,N,YES
29-14,COLLECTION_STYLE,embroidery|mokeeva,10,2024-2026|2026,Кислова,платье,36338.0,1,88.0,N,,,,N,N,ORPHAN_COST,N,YES
48-23,COLLECTION_STYLE,embroidery|mokeeva,10,2024-2026|2026,Коллекция|Коллекция 48,колье|платье|шорты,,0,32.0,N,,,,N,N,ORPHAN_COST,N,YES
48-26,COLLECTION_STYLE,embroidery|mokeeva,10,2024-2026|2026,Коллекция|Коллекция 48,колье|платье|турнюр,,0,75.0,N,,,,N,N,ORPHAN_COST,N,YES
44-15,COLLECTION_STYLE,embroidery,10,2024-2026,Владимирова,юбка,,0,72.0,Y,20770.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
45-10,COLLECTION_STYLE,embroidery,10,2024-2026,Запас|Коллекция|Москова,платье|платье(колье),,0,193.0,N,,,,N,N,ORPHAN_COST,N,YES
47-29,COLLECTION_STYLE,embroidery|mokeeva|zhukova,9,2024-2026|2025|2026,Жукова А.|Коллекция 47|МД,ПЛАТЬЕ|платье,120963.0,4,27.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3407,GOODS_STYLE,embroidery|zhukova,9,2024-2026|2026,Жукова|Нуряева,ЛЕКАЛА|ПЛАТЬЕ|блузон,31256.0,3,50.5,Y,8550.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3043,GOODS_STYLE,embroidery|zhukova,9,2024|2024-2026|2026,Жукова,БЛУЗА|поло,5091.0,2,8.0,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
48-30,COLLECTION_STYLE,embroidery|mokeeva|zhukova,9,2024-2026|2026,Жукова|Коллекция 48,ПЛАТЬЕ|ТРУСЫ|платье,11869.0,2,117.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3049,GOODS_STYLE,embroidery|zhukova,9,2024-2026|2025,ЦУМ,БОМБЕР|бомбер,6181.0,2,34.5,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3078,GOODS_STYLE,zhukova,9,2024|2025,,ЮБКА|ЮБКИ,20313.0,9,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-2604,GOODS_STYLE,mokeeva|zhukova,9,2024|2025,Влада|Ершова|Кузьмич,ЮБКА|юбка,75965.0,9,,Y,4006.0,FULL,MED,Y,Y,SUPPORTS_COLLECTION,N,YES
0-2548,GOODS_STYLE,zhukova,9,2025,,КАФТАН,44328.0,9,,Y,0.0,SKU_ONLY,LOW,Y,N,SUPPORTS_COLLECTION,N,YES
0-3167А,GOODS_STYLE,mokeeva|zhukova,9,2025,Svaetichin|Мадина,ЖИЛЕТ|накидка,110550.0,9,,N,,,,N,N,ORPHAN_COST,N,YES
38-07,COLLECTION_STYLE,embroidery|mokeeva|zhukova,9,2024-2026|2025,Мустафаева,БРЮКИ|брюки|жакет,45735.0,3,92.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3230,GOODS_STYLE,mokeeva|zhukova,9,2025|2026,Вита|Владимирова|МД (Элисо),БРЮКИ|брюки|брюки + переделка,303654.4,9,,Y,5670.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3205,GOODS_STYLE,embroidery|mokeeva|zhukova,9,2024-2026|2025,Батурина|Батурина Е|Майорова,КУРТКА|куртка парка с выш|куртка-парка + переделка,119739.0,3,38.5,Y,9870.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
Т-3001,GOODS_STYLE,embroidery|merkushina,9,2024-2026|ИМ|Площадки,ЦУМ,Куртка из шелкового бархата с расшитыми |Куртка черная из шелкого бархата с вышив|куртка,98717.57,4,101.0,N,,,,N,N,ORPHAN_COST,N,YES
Т-2703,GOODS_STYLE,embroidery|merkushina,9,2024-2026|ИМ|Площадки,ЦУМ,Блузка шелковая с вышивкой|блуза,37108.5,4,29.5,N,,,,N,N,ORPHAN_COST,N,YES
Т-1672F,GOODS_STYLE,embroidery|merkushina,9,2024-2026|ИМ,ЦУМ,"Рубашка в белом цвете,  надпись|Рубашка в белом цвете, новая надпись|Рубашка в черном цвете, надпись",36745.83,4,12.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3337,GOODS_STYLE,embroidery|merkushina|mokeeva,9,2024-2026|2026|ИМ,ИМ|Круиз|Меркушина Т,Блуза из искусственной органзы с вышитым|блуза,39882.6,5,13.0,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
46-23,COLLECTION_STYLE,embroidery|mokeeva,9,2024-2026|2025,Коллекция|коллекция 46,платье,24370.0,1,23.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3350,GOODS_STYLE,embroidery|mokeeva,9,2024-2026|2026,МД Chanel|Сазонова|Фомина,жакет н/п|камелия,318616.6,5,23.5,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3023,GOODS_STYLE,embroidery,9,2024-2026,Резеда|ЦУМ|Чилингарова,платье,,0,118.0,Y,5120.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
Т-2948,GOODS_STYLE,embroidery,9,2024-2026,ЦУМ,юбка,,0,131.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3223С,GOODS_STYLE,embroidery,9,2024-2026,Запас|Капсула,свитер,,0,109.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3082,GOODS_STYLE,zhukova,8,2024|2025|2026,,КЕЙП,261664.0,6,,Y,29380.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
48-25,COLLECTION_STYLE,embroidery|mokeeva|zhukova,8,2024-2026|2026,Коллекция|Коллекция 48,ШОРТЫ|платье|турнюр,16764.0,1,34.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3031А,GOODS_STYLE,embroidery|zhukova,8,2024|2024-2026|2025,Жукова,БРЮКИ|ДЖОГГЕРЫ|шорты,7236.0,6,2.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3039,GOODS_STYLE,embroidery|zhukova,8,2024|2024-2026|2025,Жукова,БЛУЗА|свитшот,2226.0,2,6.0,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3144,GOODS_STYLE,embroidery|mokeeva|zhukova,8,2024-2026|2025,Батурина,"ПЛАТЬЕ|туника гжель|туника""гжель""",26705.0,3,55.0,Y,1496.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3157,GOODS_STYLE,embroidery|zhukova,8,2024-2026|2025,Жукова|Круиз,ВЫШИВКА|КЕЙП|кейп,38381.0,4,32.5,Y,5280.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3159,GOODS_STYLE,mokeeva|zhukova,8,2025,Крушинская|Мадина|Сазонова,ЮБКА|юбка,56098.0,8,,Y,5822.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-2703,GOODS_STYLE,embroidery|zhukova,8,2024-2026|2025,Жукова|ЦУМ,БЛУЗА|блуза,14975.0,1,29.5,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3223,GOODS_STYLE,embroidery|zhukova,8,2024-2026|2025,Запас|Капсула|МД,СВИТЕР|свитер,2000.0,1,80.5,Y,0.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3197,GOODS_STYLE,embroidery|mokeeva|zhukova,8,2024|2024-2026|2025,Капсула|Сазонова,КИМОНО|ЮБКА|брюки,18192.0,2,8.5,Y,1760.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3266,GOODS_STYLE,embroidery|mokeeva|zhukova,8,2024-2026|2025,Капсула|Маганова|Филимонова,ШАРФИК|горжетка|шарф,14697.0,4,19.0,Y,5200.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3042С,GOODS_STYLE,embroidery|zhukova,8,2024|2024-2026,Запас|Хоба,БЛУЗА|блуза,1109.0,1,15.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3042А,GOODS_STYLE,embroidery|mokeeva,8,2024-2026|2025,Кулишова|Кулишова М,блуза|блуза с цветк,10632.0,1,10.5,N,,,,N,N,ORPHAN_COST,N,YES
46-26,COLLECTION_STYLE,embroidery|mokeeva,8,2024-2026|2025,Коллекция|коллекция 46,платье,20715.0,1,48.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3277А,GOODS_STYLE,embroidery|mokeeva,8,2024-2026|2025,Казьмина А|Капсула|осен.капсула 25,ПЕРЕДЕЛКА платье|платье,20814.0,2,57.0,Y,7275.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3265А,GOODS_STYLE,embroidery|mokeeva,8,2024-2026|2025|2026,Белла|МД повтор|Маганова,"платок|платок шейный, шелк белый|шейн платок",40570.0,7,1.5,Y,997.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
