sku_row_id,name,article,article_norm,code_1c,unit,composition,source_file,source_file_id,so_t
SKU-343,"Платье женское, белое с принтом ""черные треугольники"", из батиста, на резинке в области бедер",0-1749,0-1749,00-00000225,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-344,"Платье женское, многоцветное, из батиста, короткое",0-1749А,0-1749А,00-00000742,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-345,"Платье женское, белое, из батиста, с длинными рукавами с принтом ""черные треугольники""",0-1750,0-1750,00-00000222,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-346,"Платье женское, синее в полоску, из хлопка",0-1751,0-1751,00-00000565,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-347,"Платье женское, голубое, из хлопка, 2-х ярусное",0-1752,0-1752,00-00000248,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-348,"Платье женское, розовое с белым, из хлопка, многоярусное",0-1753,0-1753,00-00000215,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-349,"Платье женское, белое с принтом ""черные треугольники"", из батиста, длинное, свободного силуэта",0-1755,0-1755,00-00000216,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-350,"Пальто женское, темно-бежевое, из хлопка, с декором ""Цветы"" по рукавам",0-1756,0-1756,00-00000217,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-351,"Платье женское, черное, из хлопка, с декором ""Цветы""",0-1757,0-1757,00-00000207,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-352,"Платье женское, белое в черный горох, из хлопка с карманами",0-1757А,0-1757А,00-00000412,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-353,"Блуза женская, белая, из хлопка, с кружевом ""Круг""",0-1758,0-1758,00-00000223,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-354,"Юбка женская, розовая, из пайеток и кружева",0-1763,0-1763,00-00000355,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-355,"Юбка женская, розовая, из пайеток и кружева, с преобладанием кружевной ткани",0-1763А,0-1763А,00-00000356,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-356,"Платье женское, голубое, из хлопка с цветочным рисунком",0-1766,0-1766,00-00000385,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-357,"Платье женское, белое в горох, из хлопка, с декором ""Цветы""",0-1769,0-1769,00-00000236,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-358,"Платье женское, белое в горох, из хлопка, прямого силуэта",0-1771,0-1771,00-00000235,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-359,"Платье женское, красное, из хлопка, с вышивкой 3Д",0-1773,0-1773,00-00000211,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-360,"Платье женское, белое в горох, из хлопка, с контрастной окантовкой по карманам и рукавам",0-1774,0-1774,00-00000234,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-361,"Платье женское, серое с горох, из хлопка, с декором ""Цветы""",0-1775,0-1775,00-00000233,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-362,"Футболка женская, белая, из трикотажа, ""Королева Дома""",0-1779,0-1779,00-00000201,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-363,"Футболка женская, розовая, из хлопка с надписью ""I LOVE MY YANINA T-SHIRT""",0-1779А,0-1779А,00-00000390,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-364,"Пальто женское, черное, из шифона, с отделкой пайетками на рукавах",0-1780,0-1780,00-00000251,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-365,"Халат женский, розовый, из шифона, манжеты декорированы розовыми пайетками",0-1780F,0-1780F,00-00000770,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-366,"Пальто женское, серое с рисунком, из шифона, с контрастными манжетами",0-1780А,0-1780А,00-00000268,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-367,"Халат женский, синий, из шифона, манжеты декорированы синими пайетками",0-1780В,0-1780В,00-00000771,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-368,"Халат женский, розовый, из шифона, манжеты декорированы серыми пайетками",0-1780Д,0-1780Д,00-00000773,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-369,"Халат женский, светло-зеленый, из шифона, манжеты декорированы серыми пайетками",0-1780Е,0-1780Е,00-00000774,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-370,"Халат женский, белый, из шифона, манжеты декорированы белыми пайетками",0-1780С,0-1780С,00-00000772,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-371,"Платье женское, черное, из хлопка. с вышивкой 3Д",0-1788 А,0-1788А,00-00000237,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-372,"Платье-рубашка женское, голубое, из хлопка",0-1789,0-1789,00-00000210,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-373,"Юбка женская, черная, из пайеточной ткани, свышивкой ""ЦВЕТЫ""",0-1793,0-1793,00-00000533,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-374,"Юбка женская, серая, из пайеточной ткани, с васшитым розовым цветком",0-1793А,0-1793А,00-00000805,шт,"100% полиэстер, подкладка: 100% шелк",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-375,"Юбка женская, черная, из пайеточной ткани, с расшитым белым цветком",0-1793В,0-1793В,00-00000860,шт,"100% полиэстер, подкладка: 100% шелк",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-376,"Юбка женская, черная, из шерсти, с аппликационной вышивкой бархатом",0-1793С,0-1793С,00-00000862,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-377,"Юбка женская, серая, из пайеточной ткани, с вышивкой ""ЦВЕТЫ""",0-1794,0-1794,00-00000528,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-378,"Пальто женское, черное, из фатина, с декором ""Снегири""",0-1802,0-1802,00-00000301,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-379,"Платье женское, черное, из сетки, с вышитыми птицами ""снегири""",0-1810,0-1810,00-00000317,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-380,"Платье женское, серое, из сетки, с вышитым декором ""Снегири""",0-1810А,0-1810А,00-00000318,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-381,"Платье женское, бежевое, из фатина, с вышивкой ""Цветы""",0-1811,0-1811,00-00000319,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-382,"Платье женское, бежевое, из фатина, с вышивкой ""Листья"", с объемными ракавами",0-1812,0-1812,00-00000320,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-383,"Платье женское, бежевое, из фатина, с вышивкой ""Листья""",0-1813,0-1813,00-00000321,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-384,"Платье вечернее женское, черное, из бархата, с вышивкой по лифу",0-1814,0-1814,00-00000322,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-385,"Блуза женская, черная, из фатина, с вышивкой ""Птицы""",0-1816,0-1816,00-00000324,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-386,"Платье женское, светло-зеленое, из хлопка, с вышивкой ""Цветы""",0-1817,0-1817,00-00000242,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-387,"Блуза женская, белая, из трикотажа, с декором из сетки",0-1818,0-1818,00-00000240,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-388,"Блуза женская, черная, из трикотажа, с декором из сетки",0-1818А,0-1818А,00-00000239,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-389,"Салфетка белая, из хлопка, с вышивкой ""снегирь""",0-1819,0-1819,00-00000244,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-390,"Салфетка белая, из хлопка, с вышивкой ""трава""",0-1820,0-1820,00-00000245,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-391,"Комбинезон женский, черный, из шифона, декорирован перьями страуса",0-1821,0-1821,00-00000330,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-392,"Комбинезон женский, бежевый, из шифона, декорирован перьями страуса",0-1821А,0-1821А,00-00000329,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-393,"Комбинезон женский, розовый, из шифона, по горловине стойка, переходящая в бант",0-1821В,0-1821В,00-00000441,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-394,"Брюки женские, черные, из крепа, зауженные к низу",0-1823А,0-1823А,00-00000335,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-395,"Юбка женская, черная, из крепа",0-1823В,0-1823В,00-00000334,шт,100% шерсть,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-396,"Жакет женский, черный, из шерсти, декорирован расшитыми ""птицами""",0-1823С,0-1823С,00-00000333,шт,"100% шерсть, подкладка: 100% полиэстер",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-397,"Юбка женская, черная, из дюшеса, с вышивкой и декором из перьев страуса",0-1831,0-1831,00-00000347,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-398,"Пальто женское, серое, из фатина, с декором ""Снегири""",0-1832,0-1832,00-00000348,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-399,Прихватка для кухни,0-1838,0-1838,00-00000263,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-400,"Брюки-джоггеры женские, черные, из крепа",0-1840А,0-1840А,00-00000288,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-401,"Блуза женская, черная, из бархата и фатина, с декоративными деталями на рукавах",0-1841,0-1841,00-00000296,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-402,"Юбка женская, черная, из трикотажа, с отделкой из тафты",0-1842,0-1842,00-00000297,шт,"97% полиэстер, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-403,"Сумка ""ШОПИНГБЭК"" с вышивкой SUMAN",0-1845,0-1845,00-00000257,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-404,"Брюки женские, черные, из футера, с аппликационным рисунком ""зебра""",0-1846,0-1846,00-00001235,шт,"97% хлопок, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-405,ободок на металлической основе,0-1847,0-1847,00-00000294,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-406,повязка для волос,0-1848,0-1848,00-00000298,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-407,"Заколка для волос женская, черная, из шелка в виде банта",0-1849,0-1849,00-00000423,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-408,"Резинка для волос женская, черная, со сборкой по окружности",0-1850,0-1850,00-00000424,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-409,"Куртка женская, черная, из эко-кожи, с рукавом ""реглан""",0-1853А,0-1853А,00-00000554,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-410,"Платье женское, белое, из футера, с асимметричной аппликационной вышивкой",0-1855,0-1855,00-00000497,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-411,"Платье женское, черное с оранжевым, из крепа, с вышивкой ""ФЕЯ""",0-1860,0-1860,00-00000541,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-412,"Юбка женская, черная, из футера, с вышивкой на боковом шве",0-1862,0-1862,00-00001218,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-413,"Юбка женская, черная, из крепа, с принтом ""Цветок""",0-1864,0-1864,00-00000283,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-414,"Пальто женское, черное, из плащевой ткани, с принтом ""Цветок""",0-1865,0-1865,00-00000279,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-415,"Свитшот женский, белый, из футера, с черным лампасом",0-1866,0-1866,00-00001219,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-416,"Рубашка женская, черная с принтом "" белая Y"", из шелка, с рукавом ""кимоно""",0-1868A,0-1868A,00-00000714,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-417,"Рубашка женская, черная с принтом ""цветные капли"", из батиста, с рукавом ""кимоно""",0-1868B,0-1868B,00-00000708,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-418,"Рубашка женская, голубая с принтом ""птицы"", из штапеля, с рукавом ""кимоно""",0-1868C,0-1868C,00-00000662,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-419,"Брюки женские, черные с принтом ""белая Y"", из шелка, с отделкой ""лампас"", широкие",0-1869A,0-1869A,00-00000713,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-420,"Брюки женские, черные с принтом ""цветные капли"", из батиста, расклешенные к низу",0-1869B,0-1869B,00-00000709,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-421,"Брюки женские, голубые с принтом ""птицы"", из штапеля",0-1869C,0-1869C,00-00000663,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-422,"Платье женское, черное, из эко-кожи и бархата, декорировано белым воротником",0-1870,0-1870,00-00000270,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-423,"Юбка женская, бежевая, из фатина, с принтом ""листья""",0-1871,0-1871,00-00000271,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-424,"Юбка женская, белая, из фатина, с принтом ""листья""",0-1871А,0-1871А,00-00000272,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-425,"Юбка женская, черная, из фатина, с принтом ""листья""",0-1871В,0-1871В,00-00000274,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-426,"Юбка женская, серая, из сетки, с розовым принтом ""листья""",0-1871Г,0-1871Г,00-00000766,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-427,"Юбка женская, розовая, из фатина, с принтом ""листья""",0-1871Д,0-1871Д,00-00000767,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-428,"Куртка женская, черная, из эко-кожи, с вышивкой ""Цветок""",0-1873,0-1873,00-00000275,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-429,"Куртка женская, розовая, из эко-кожи, с асимметричной застежкой ""молния""",0-1873А,0-1873А,00-00000478,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-430,"Пальто женское, черное, из кашемира с принтом ""Цветок""",0-1874,0-1874,00-00000276,шт,100% кашемир,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-431,"Пальто женское, розовое, из кашемира с принтом ""Цветок""",0-1874А,0-1874А,00-00000277,шт,100% кашемир,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-432,"Платье женское, синее, из джерси, с кружевной вставкой по лифу",0-1875,0-1875,00-00000278,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-433,"Платье женское, черное, из стрейч бархата, с белым кружевным воротником, приталенное",0-1876,0-1876,00-00000284,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-434,"Блуза женская, черная, из трикотажа, свободного силуэта",0-1877,0-1877,00-00000287,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-435,"Блуза женская, оранжевая, из трикотажа, свободного силуэта",0-1877B,0-1877B,00-00000285,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-436,"Блуза женская, белая, из трикотажа, свободного силуэта",0-1877А,0-1877А,00-00000286,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-437,"Жакет женский, темно-синий, из джерси, с принтом ""Цветок""",0-1878,0-1878,00-00000290,шт,"97% полиэстер, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-438,"Жакет женский, черный, из джерси, декорирован вышитыми листьями из кожи",0-1878А,0-1878А,00-00000879,шт,97% Полиэстер 3% Эластан,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-439,"Юбка женская, темно-синяя, из джерси, с принтом ""цветок""",0-1879,0-1879,00-00000273,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-440,"Юбка женская, черная, из джерси, декорирована вышитыми листьями из кожи",0-1879А,0-1879А,00-00000880,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-441,"Юбка женская, черная, из бархата, средней длины, без декора",0-1879В,0-1879В,00-00000899,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-442,"Брюки женские, черные, из крепа, укороченные и зауженные к низу",0-1881,0-1881,00-00000289,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-443,"Юбка женская, черная, из фатина, с шелковой отделкой по низу юбки",0-1882,0-1882,00-00000516,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-444,"Юбка женская, белая, из фатина, с шелковой отделкой по низу юбки",0-1882А,0-1882А,00-00000517,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-445,"Свитшот женский, белый, из футера, с черным принтом ""Цветок""",0-1896,0-1896,00-00000299,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-446,"Брюки женские, черные, из футера, с поясом ""рибана""",0-1899,0-1899,00-00000300,шт,"97% хлопок, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-447,"Брюки женские, бежевые, из футера, с поясом ""рибана""",0-1899A,0-1899A,00-00001631,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-448,"Брюки женские, голубые, из футера, с поясом ""рибана""",0-1899B,0-1899B,00-00001633,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-449,"Брюки женские, розовые, из футера, с поясом ""рибана""",0-1899C,0-1899C,00-00001634,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-450,"Платье вечернее женское, розовое, из фатина, декорировано вышитыми цветами",0-1905А,0-1905А,00-00000479,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-451,"Платье женское, белое, из фатина, с белым принтом ""листья""",0-1906,0-1906,00-00001415,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-452,"Платье женское, черное, из фатина, с принтом ""листья""",0-1906А,0-1906А,00-00000489,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-453,"Платье женское, белое, из фатина, с черным принтом ""листья""",0-1906В,0-1906В,00-00000700,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-454,"Платье женское, белое, из фатина, с черным принтом ""горох""",0-1911,0-1911,00-00000588,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-455,"Платье женское, черное, из фатина, с белым принтом ""горох""",0-1911А,0-1911А,00-00000589,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-456,"Платье женское, белое, из шерсти, c аппликацией ""Цветки"" на рукавах",0-1928,0-1928,00-00000484,шт,"80% шерсть, 20% полиэстер",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-457,"Платье женское, темно-серое, из трикотажа, асимметричное, по рукаву-бархатный лампас",0-1929А,0-1929А,00-00000442,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-458,"Платье женское, черное, из трикотажа, с мягкой драпировкой",0-1933А,0-1933А,00-00000443,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-459,Маска защитная белая с черным принтом,0-1937,0-1937,00-00000337,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-460,Маска защитная черная с белым принтом,0-1937А,0-1937А,00-00000338,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-461,"Свитшот женский, черный, из бархата, с вышивкой ""Панда"" с ""молнией""",0-1939,0-1939,00-00000492,шт,97% Полиэстер 3% Эластан,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-462,"Брюки-джоггеры женские, черные, из стрейч бархата",0-1940,0-1940,00-00000491,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-463,"Свитшот женский, черный, из бархата и футера, с вышивкой ""Панда""",0-1941,0-1941,00-00000493,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-464,"Шорты женские, черные, из бархата, удлиненные",0-1942,0-1942,00-00000490,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-465,"Брюки женские, черные, из крепа, с карманами",0-1944,0-1944,00-00000511,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-466,"Свитшот женский, черный, из бархата, с аппликационной вышивкой ""Панда""",0-1945,0-1945,00-00000496,шт,"95% полиэстер, 5% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-467,"Комбинезон женский, черный в мелкий горох, из атласа, декорирован вставкой из кружева",0-1947,0-1947,00-00000444,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-468,"Платье женское, черное, из бархата, с белой вставкой из кружева",0-1948,0-1948,00-00000445,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-469,"Платье женское, черное, из бархата, с декором ""Цветы"" на рукавах",0-1949,0-1949,00-00000446,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-470,"Платье женское, черное, из бархата, с белыми рукавами из шифона",0-1950,0-1950,00-00000447,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-471,"Платье женское, черное, из бархата, декорировано белыми манжетами и черным бантом",0-1950А,0-1950А,00-00000494,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-472,"Платье женское, черное в горох, из атласа, по лифу вставка из белого кружева",0-1951,0-1951,00-00000449,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-473,"Платье женское, черное, из бархата, с рукавами из черного фатина",0-1951А,0-1951А,00-00000448,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-474,"Юбка женская, розовая, из кружевной ткани, декорирована перьями страуса",0-1952,0-1952,00-00000450,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-475,"Блуза женская, розовая, из шифона, декорирована помпонами в тон основной ткани",0-1953,0-1953,00-00000451,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-476,"Жакет женский, белый, из хлопка, декорирован кружевом и вышитыми цветами",0-1954,0-1954,00-00000452,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-477,"Жакет женский, черный, из хлопка, декорирован вставкой из кружева и вышитыми цветами",0-1954А,0-1954А,00-00000453,шт,"100% хлопок, подкладка: 100% хлопок",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-478,"Жакет женский, многоцветный, из хлопка, классического силуэта",0-1954А1,0-1954А1,00-00000755,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-479,"Жакет женский, темно-синий, из хлопка, с принтом ""туканы""",0-1954В,0-1954В,00-00000733,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-480,"Шорты женские, белые, из хлопка, с карманами",0-1955,0-1955,00-00000454,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-481,"Шорты женские, темно-синие, из хлопка, с принтом ""туканы""",0-1955B,0-1955B,00-00000734,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-482,"Шорты женские, красные, из костюмной ткани ""шанель""",0-1955K,0-1955K,00-00001004,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-483,"Шорты женские, светло-розовые, из костюмной ткани ""шанель""",0-1955P,0-1955P,00-00001003,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-484,"Шорты женские, черные, из хлопка, с карманами",0-1955А,0-1955А,00-00000455,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-485,"Шорты женские, многоцветные, из хлопка",0-1955А1,0-1955А1,00-00000754,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-486,"Юбка женская, белая, из шифона, завязывающаяся на тонкую бейку",0-1956,0-1956,00-00000456,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-487,"Юбка женская, черная, из шифона, завязывающаяся на тонкую бейку",0-1956А,0-1956А,00-00000457,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-488,"Комбинезон женский, серый с рисунком, из атласа, декорирован белым воротником и бантом",0-1957,0-1957,00-00000458,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-489,"Платье женское, фиолетово-черное, из пайеточной ткани, с расшитой тесьмой по горловине",0-1958,0-1958,00-00000459,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
