lineage_id,link_config_id,edge_id,domain,from_file,from_source_file_ids,target_token,from_field_candidates,to_file,to_source_file_ids,to_field_candidates,availability,current_status,current_join,target_join,missing_for_execution,transformation_rule,owner_role,integration_test_id,approval_status
LIN-0140,LCFG-041,TAX-EDGE-041,Налоги/ФОТ,ЗП за май 2025.xlsx,FILE-033,tax_code,,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-067,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-041,Draft
LIN-0141,LCFG-042,TAX-EDGE-042,Налоги/ФОТ,ЗП за май 2025.xlsx,FILE-033,employer_id,FLD-1019 Распределение!О score=70,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-067,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-042,Draft
LIN-0142,LCFG-042,TAX-EDGE-042,Налоги/ФОТ,ЗП за май 2025.xlsx,FILE-033,employee_id,FLD-1019 Распределение!О score=70 | FLD-1023 Распределение!С score=70,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-067,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-042,Draft
LIN-0143,LCFG-042,TAX-EDGE-042,Налоги/ФОТ,ЗП за май 2025.xlsx,FILE-033,accrual_period,FLD-1019 Распределение!О score=70 | FLD-1022 Распределение!П score=70,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-067,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-042,Draft
LIN-0144,LCFG-042,TAX-EDGE-042,Налоги/ФОТ,ЗП за май 2025.xlsx,FILE-033,tax_code,,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-067,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-042,Draft
LIN-0145,LCFG-043,TAX-EDGE-043,Налоги/ФОТ,ЗП за май 2025.xlsx,FILE-033,employer_id,FLD-1019 Распределение!О score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-043,Draft
LIN-0146,LCFG-043,TAX-EDGE-043,Налоги/ФОТ,ЗП за май 2025.xlsx,FILE-033,employee_id,FLD-1019 Распределение!О score=70 | FLD-1023 Распределение!С score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-043,Draft
LIN-0147,LCFG-043,TAX-EDGE-043,Налоги/ФОТ,ЗП за май 2025.xlsx,FILE-033,accrual_period,FLD-1019 Распределение!О score=70 | FLD-1022 Распределение!П score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-043,Draft
LIN-0148,LCFG-043,TAX-EDGE-043,Налоги/ФОТ,ЗП за май 2025.xlsx,FILE-033,tax_code,,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-043,Draft
LIN-0149,LCFG-044,TAX-EDGE-044,Налоги/ФОТ,ЗП за май 2025.xlsx,FILE-033,employer_id,FLD-1019 Распределение!О score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-044,Draft
LIN-0150,LCFG-044,TAX-EDGE-044,Налоги/ФОТ,ЗП за май 2025.xlsx,FILE-033,employee_id,FLD-1019 Распределение!О score=70 | FLD-1023 Распределение!С score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-044,Draft
LIN-0151,LCFG-044,TAX-EDGE-044,Налоги/ФОТ,ЗП за май 2025.xlsx,FILE-033,accrual_period,FLD-1019 Распределение!О score=70 | FLD-1022 Распределение!П score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-044,Draft
LIN-0152,LCFG-044,TAX-EDGE-044,Налоги/ФОТ,ЗП за май 2025.xlsx,FILE-033,tax_code,,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-044,Draft
LIN-0153,LCFG-045,TAX-EDGE-045,Налоги/ФОТ,ЗП за май 2026.xlsx,FILE-034,payroll_batch_id,,ДДС 2026.xlxs.xlsx,FILE-019,,Neither side,Частично,month + displayed control total,payroll_batch_id + payment_date + employer_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-045,Draft
LIN-0154,LCFG-045,TAX-EDGE-045,Налоги/ФОТ,ЗП за май 2026.xlsx,FILE-034,payment_date,,ДДС 2026.xlxs.xlsx,FILE-019,,Neither side,Частично,month + displayed control total,payroll_batch_id + payment_date + employer_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-045,Draft
LIN-0155,LCFG-045,TAX-EDGE-045,Налоги/ФОТ,ЗП за май 2026.xlsx,FILE-034,employer_id,,ДДС 2026.xlxs.xlsx,FILE-019,,Neither side,Частично,month + displayed control total,payroll_batch_id + payment_date + employer_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-045,Draft
LIN-0156,LCFG-046,TAX-EDGE-046,Налоги/ФОТ,ЗП за май 2026.xlsx,FILE-034,employee_id,FLD-1146 Распределение!С score=70 | FLD-1163 вышивальщицы!2026-05-01 00:00:00 / ФИО score=70,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,,From only,Частично,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-046,Draft
LIN-0157,LCFG-046,TAX-EDGE-046,Налоги/ФОТ,ЗП за май 2026.xlsx,FILE-034,payroll_batch_id,,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,,Neither side,Частично,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-046,Draft
LIN-0158,LCFG-046,TAX-EDGE-046,Налоги/ФОТ,ЗП за май 2026.xlsx,FILE-034,bank_payment_id,FLD-1141 Распределение!ИТОГО ЗП за май score=70 | FLD-1145 Распределение!П score=70,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,,From only,Частично,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-046,Draft
LIN-0159,LCFG-047,TAX-EDGE-047,Налоги/ФОТ,ЗП за май 2026.xlsx,FILE-034,employee_id,FLD-1146 Распределение!С score=70 | FLD-1163 вышивальщицы!2026-05-01 00:00:00 / ФИО score=70,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,FILE-008,,From only,Частично,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-047,Draft
LIN-0160,LCFG-047,TAX-EDGE-047,Налоги/ФОТ,ЗП за май 2026.xlsx,FILE-034,payroll_batch_id,,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,FILE-008,,Neither side,Частично,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-047,Draft
LIN-0161,LCFG-047,TAX-EDGE-047,Налоги/ФОТ,ЗП за май 2026.xlsx,FILE-034,bank_payment_id,FLD-1141 Распределение!ИТОГО ЗП за май score=70 | FLD-1145 Распределение!П score=70,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,FILE-008,,From only,Частично,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-047,Draft
LIN-0162,LCFG-048,TAX-EDGE-048,Налоги/ФОТ,ЗП за май 2026.xlsx,FILE-034,employer_id,,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-048,Draft
LIN-0163,LCFG-048,TAX-EDGE-048,Налоги/ФОТ,ЗП за май 2026.xlsx,FILE-034,employee_id,FLD-1146 Распределение!С score=70 | FLD-1163 вышивальщицы!2026-05-01 00:00:00 / ФИО score=70,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-048,Draft
LIN-0164,LCFG-048,TAX-EDGE-048,Налоги/ФОТ,ЗП за май 2026.xlsx,FILE-034,accrual_period,FLD-1145 Распределение!П score=70 | FLD-1146 Распределение!С score=70,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-048,Draft
LIN-0165,LCFG-048,TAX-EDGE-048,Налоги/ФОТ,ЗП за май 2026.xlsx,FILE-034,tax_code,,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-048,Draft
LIN-0166,LCFG-049,TAX-EDGE-049,Налоги/ФОТ,ЗП за май 2026.xlsx,FILE-034,employer_id,,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-049,Draft
LIN-0167,LCFG-049,TAX-EDGE-049,Налоги/ФОТ,ЗП за май 2026.xlsx,FILE-034,employee_id,FLD-1146 Распределение!С score=70 | FLD-1163 вышивальщицы!2026-05-01 00:00:00 / ФИО score=70,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-049,Draft
LIN-0168,LCFG-049,TAX-EDGE-049,Налоги/ФОТ,ЗП за май 2026.xlsx,FILE-034,accrual_period,FLD-1145 Распределение!П score=70 | FLD-1146 Распределение!С score=70,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-049,Draft
LIN-0169,LCFG-049,TAX-EDGE-049,Налоги/ФОТ,ЗП за май 2026.xlsx,FILE-034,tax_code,,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-049,Draft
LIN-0170,LCFG-050,TAX-EDGE-050,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,payroll_batch_id,,ДДС 2025.xlsx,FILE-018,,Neither side,Подтверждено,month + displayed control total,payroll_batch_id + payment_date + employer_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-050,Draft
LIN-0171,LCFG-050,TAX-EDGE-050,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,payment_date,,ДДС 2025.xlsx,FILE-018,,Neither side,Подтверждено,month + displayed control total,payroll_batch_id + payment_date + employer_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-050,Draft
LIN-0172,LCFG-050,TAX-EDGE-050,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,employer_id,FLD-1279 Распределение!О score=70,ДДС 2025.xlsx,FILE-018,,From only,Подтверждено,month + displayed control total,payroll_batch_id + payment_date + employer_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-050,Draft
LIN-0173,LCFG-051,TAX-EDGE-051,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,employee_id,FLD-1279 Распределение!О score=70 | FLD-1283 Распределение!С score=70,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,,From only,Подтверждено,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-051,Draft
LIN-0174,LCFG-051,TAX-EDGE-051,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,payroll_batch_id,,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,,Neither side,Подтверждено,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-051,Draft
LIN-0175,LCFG-051,TAX-EDGE-051,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,bank_payment_id,FLD-1279 Распределение!О score=70 | FLD-1282 Распределение!П score=70,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,,From only,Подтверждено,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-051,Draft
LIN-0176,LCFG-052,TAX-EDGE-052,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,employee_id,FLD-1279 Распределение!О score=70 | FLD-1283 Распределение!С score=70,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,FILE-008,,From only,Подтверждено,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-052,Draft
LIN-0177,LCFG-052,TAX-EDGE-052,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,payroll_batch_id,,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,FILE-008,,Neither side,Подтверждено,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-052,Draft
LIN-0178,LCFG-052,TAX-EDGE-052,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,bank_payment_id,FLD-1279 Распределение!О score=70 | FLD-1282 Распределение!П score=70,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,FILE-008,,From only,Подтверждено,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-052,Draft
LIN-0179,LCFG-053,TAX-EDGE-053,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,employer_id,FLD-1279 Распределение!О score=70,6-НДФЛ (с 2021 года) за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-005,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-053,Draft
LIN-0180,LCFG-053,TAX-EDGE-053,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,employee_id,FLD-1279 Распределение!О score=70 | FLD-1283 Распределение!С score=70,6-НДФЛ (с 2021 года) за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-005,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-053,Draft
LIN-0181,LCFG-053,TAX-EDGE-053,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,accrual_period,FLD-1279 Распределение!О score=70 | FLD-1282 Распределение!П score=70,6-НДФЛ (с 2021 года) за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-005,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-053,Draft
LIN-0182,LCFG-053,TAX-EDGE-053,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,tax_code,,6-НДФЛ (с 2021 года) за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-005,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-053,Draft
LIN-0183,LCFG-054,TAX-EDGE-054,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,employer_id,FLD-1279 Распределение!О score=70,6-НДФЛ (с 2021 года) за 2025 г. (ДЕКОР ООО).pdf,FILE-003,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-054,Draft
LIN-0184,LCFG-054,TAX-EDGE-054,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,employee_id,FLD-1279 Распределение!О score=70 | FLD-1283 Распределение!С score=70,6-НДФЛ (с 2021 года) за 2025 г. (ДЕКОР ООО).pdf,FILE-003,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-054,Draft
LIN-0185,LCFG-054,TAX-EDGE-054,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,accrual_period,FLD-1279 Распределение!О score=70 | FLD-1282 Распределение!П score=70,6-НДФЛ (с 2021 года) за 2025 г. (ДЕКОР ООО).pdf,FILE-003,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-054,Draft
LIN-0186,LCFG-054,TAX-EDGE-054,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,tax_code,,6-НДФЛ (с 2021 года) за 2025 г. (ДЕКОР ООО).pdf,FILE-003,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-054,Draft
LIN-0187,LCFG-055,TAX-EDGE-055,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,employer_id,FLD-1279 Распределение!О score=70,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-067,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-055,Draft
LIN-0188,LCFG-055,TAX-EDGE-055,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,employee_id,FLD-1279 Распределение!О score=70 | FLD-1283 Распределение!С score=70,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-067,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-055,Draft
LIN-0189,LCFG-055,TAX-EDGE-055,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,accrual_period,FLD-1279 Распределение!О score=70 | FLD-1282 Распределение!П score=70,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-067,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-055,Draft
LIN-0190,LCFG-055,TAX-EDGE-055,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,tax_code,,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-067,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-055,Draft
LIN-0191,LCFG-056,TAX-EDGE-056,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,employer_id,FLD-1279 Распределение!О score=70,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-067,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-056,Draft
LIN-0192,LCFG-056,TAX-EDGE-056,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,employee_id,FLD-1279 Распределение!О score=70 | FLD-1283 Распределение!С score=70,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-067,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-056,Draft
LIN-0193,LCFG-056,TAX-EDGE-056,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,accrual_period,FLD-1279 Распределение!О score=70 | FLD-1282 Распределение!П score=70,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-067,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-056,Draft
LIN-0194,LCFG-056,TAX-EDGE-056,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,tax_code,,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,FILE-067,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-056,Draft
LIN-0195,LCFG-057,TAX-EDGE-057,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,employer_id,FLD-1279 Распределение!О score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-057,Draft
LIN-0196,LCFG-057,TAX-EDGE-057,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,employee_id,FLD-1279 Распределение!О score=70 | FLD-1283 Распределение!С score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-057,Draft
LIN-0197,LCFG-057,TAX-EDGE-057,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,accrual_period,FLD-1279 Распределение!О score=70 | FLD-1282 Распределение!П score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-057,Draft
LIN-0198,LCFG-057,TAX-EDGE-057,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,tax_code,,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-057,Draft
LIN-0199,LCFG-058,TAX-EDGE-058,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,employer_id,FLD-1279 Распределение!О score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-058,Draft
LIN-0200,LCFG-058,TAX-EDGE-058,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,employee_id,FLD-1279 Распределение!О score=70 | FLD-1283 Распределение!С score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-058,Draft
LIN-0201,LCFG-058,TAX-EDGE-058,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,accrual_period,FLD-1279 Распределение!О score=70 | FLD-1282 Распределение!П score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-058,Draft
LIN-0202,LCFG-058,TAX-EDGE-058,Налоги/ФОТ,ЗП за март 2025.xlsx,FILE-035,tax_code,,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-058,Draft
LIN-0203,LCFG-059,TAX-EDGE-059,Налоги/ФОТ,ЗП за март 2026.xlsx,FILE-036,payroll_batch_id,,ДДС 2026.xlxs.xlsx,FILE-019,,Neither side,Частично,month + displayed control total,payroll_batch_id + payment_date + employer_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-059,Draft
