sales_line_id,period_month,canonical_sku,qty,revenue_rub,unit_price_rub,cogs_reported_rub,cogs_source,product_cogs_rub,commission_proxy_rub,agency_comm_at_net_rate_rub,reported_margin_rub,product_margin_rub,commission_proxy_share_of_rev,split_method,net_rate_policy,agency_take_policy
SL-7d9130014c7cf36a,2025-07,T-2750C,-1.0,-44271.05,44271.05,-28671.75,FILE,-5400.7,-23271.05,-23605.32,-15599.3,-38870.35,0.5256,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-08ebb8c40d59147f,2025-09,T-2750C,1.0,48300.0,48300.0,5400.7,W3_BOM_H9,5400.7,0.0,25753.56,42899.3,42899.3,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-4baf782a5a5da536,2025-12,T-2750C,1.0,48300.0,48300.0,5400.7,W3_BOM_H9,5400.7,0.0,25753.56,42899.3,42899.3,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-37324a1ef1f71fee,2026-06,T-2750C,1.0,21000.0,21000.0,5400.7,FILE,5400.7,0.0,11197.2,15599.3,15599.3,0.0,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-c3a6d039358c62b9,2024-04,T-2750B,1.0,47150.0,47150.0,5350.27,W3_BOM_H9,5350.27,0.0,25140.38,41799.73,41799.73,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-e9e571c58c4c70b2,2024-05,T-2750B,1.0,39950.0,39950.0,5350.27,W3_BOM_H9,5350.27,0.0,21301.34,34599.73,34599.73,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-31f4c0eef3c95e39,2024-06,T-2750B,4.0,188600.0,47150.0,21401.09,W3_BOM_H9,21401.09,0.0,100561.52,167198.91,167198.91,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-887c957d373dff71,2024-07,T-2750B,1.0,42435.0,42435.0,5350.27,W3_BOM_H9,5350.27,0.0,22626.34,37084.73,37084.73,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-173f8bc144387f37,2024-08,T-2750B,1.0,47150.0,47150.0,5350.27,W3_BOM_H9,5350.27,0.0,25140.38,41799.73,41799.73,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-f039f11b978ac735,2024-10,T-2750B,1.0,47150.0,47150.0,5350.27,W3_BOM_H9,5350.27,0.0,25140.38,41799.73,41799.73,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-ec762e3ab0625e6d,2025-12,T-3091D,2.0,194120.0,97060.0,21759.37,W3_BOM_H9,21759.37,0.0,103504.78,172360.63,172360.63,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-204b6949b9cba36b,2025-09,T-3062,1.0,50830.0,50830.0,35277.77,FILE,6547.77,28730.0,27102.56,15552.23,44282.23,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-143d919e8c6844ff,2025-12,T-3062,2.0,92541.73,46270.86,61437.27,FILE,13095.54,48341.73,49343.25,31104.46,79446.19,0.5224,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-78187e1d650593b2,2026-01,T-3062,1.0,50830.0,50830.0,35277.77,FILE,6547.77,28730.0,27102.56,15552.23,44282.23,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-8a3bea5b7e81aefa,2026-02,T-3062,1.0,46391.15,46391.15,30838.92,FILE,6547.77,24291.15,24735.76,15552.23,39843.38,0.5236,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-f909368db690d2be,2026-03,T-3062,2.0,101660.0,50830.0,70555.54,FILE,13095.54,57460.0,54205.11,31104.46,88564.46,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-0b2f4d121523726e,2024-05,T-2750B,3.0,136947.21,45649.07,16050.82,W3_BOM_H9,16050.82,0.0,73020.25,120896.39,120896.39,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-0a2a7e9dcb744630,2024-07,T-2750B,1.0,37720.0,37720.0,5350.27,W3_BOM_H9,5350.27,0.0,20112.3,32369.73,32369.73,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-51f61e82443a7092,2024-10,T-2750B,1.0,43468.3,43468.3,5350.27,W3_BOM_H9,5350.27,0.0,23177.3,38118.03,38118.03,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-26e0552036a38226,2024-11,T-2750B,3.0,141450.0,47150.0,16050.82,W3_BOM_H9,16050.82,0.0,75421.14,125399.18,125399.18,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-1f02e32112bbfce6,2025-07,T-2750B,1.0,48300.0,48300.0,5350.27,W3_BOM_H9,5350.27,0.0,25753.56,42949.73,42949.73,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-8b4450b76ae7e8ac,2025-08,T-2750B,1.0,48300.0,48300.0,5350.27,W3_BOM_H9,5350.27,0.0,25753.56,42949.73,42949.73,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-6640e4105121de24,2025-11,T-2750B,1.0,48300.0,48300.0,5350.27,W3_BOM_H9,5350.27,0.0,25753.56,42949.73,42949.73,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-5f7624f8c1b66c85,2025-12,T-2750B,1.0,44487.82,44487.82,5350.27,W3_BOM_H9,5350.27,0.0,23720.91,39137.55,39137.55,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-1ba0b1b6a8d3daea,2026-04,T-2750B,1.0,48300.0,48300.0,5350.27,W3_BOM_H9,5350.27,0.0,25753.56,42949.73,42949.73,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-378223d8815cada0,2025-01,T-2381,2.0,92000.0,46000.0,63200.72,FILE,10740.14,52460.58,49054.4,28799.28,81259.86,0.5702,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-387c21189edc7149,2025-02,T-2381,2.0,96600.0,48300.0,65663.02,FILE,10740.14,54922.88,51507.12,30936.98,85859.86,0.5686,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-ddd56533db67f06b,2025-04,T-2381,1.0,48300.0,48300.0,32832.25,FILE,5370.07,27462.18,25753.56,15467.75,42929.93,0.5686,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-3bc3776efe5b235e,2025-06,T-2381,1.0,47809.32,47809.32,32477.78,FILE,5370.07,27107.71,25491.93,15331.54,42439.25,0.567,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-a69f0fb0c6ad2bc0,2025-08,T-2381,1.0,50830.0,50830.0,34164.94,FILE,5370.07,28794.87,27102.56,16665.06,45459.93,0.5665,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-a5c55765aa022ad7,2025-10,T-2381,1.0,21000.0,21000.0,5378.24,FILE,5370.07,8.17,11197.2,15621.76,15629.93,0.0004,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-363ea2b128475702,2025-11,T-2381,1.0,22100.0,22100.0,5434.94,FILE,5370.07,64.87,11783.72,16665.06,16729.93,0.0029,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-f1f2a9aca2e7ce3d,2026-01,T-2381,1.0,48300.0,48300.0,32729.75,FILE,5370.07,27359.68,25753.56,15570.25,42929.93,0.5665,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-c8099d43f8a6e67f,2026-02,T-2381,1.0,48300.0,48300.0,32734.95,FILE,5370.07,27364.88,25753.56,15565.05,42929.93,0.5666,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-b6eee91b16573e7f,2026-05,T-2381,1.0,48300.0,48300.0,32734.94,FILE,5370.07,27364.87,25753.56,15565.06,42929.93,0.5666,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-9b7fb915a780c0f4,2025-07,T-2910,1.0,133350.0,133350.0,15849.93,W3_BOM_H9,15849.93,0.0,71102.22,117500.07,117500.07,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-e9e8fb21da841433,2025-08,T-2910,1.0,133350.0,133350.0,15849.93,W3_BOM_H9,15849.93,0.0,71102.22,117500.07,117500.07,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-cf6e8a15ba49edee,2025-10,T-2910,1.0,113171.96,113171.96,15849.93,W3_BOM_H9,15849.93,0.0,60343.29,97322.03,97322.03,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-97d90ef9e4c56c46,2025-06,T-2923,1.0,128572.73,128572.73,15498.52,W3_BOM_H9,15498.52,0.0,68554.98,113074.21,113074.21,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-97754fa8693f24e8,2025-07,T-2923,1.0,133350.0,133350.0,15498.52,W3_BOM_H9,15498.52,0.0,71102.22,117851.48,117851.48,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-e6d4f9d628d4f7bd,2025-09,T-2923,1.0,133350.0,133350.0,15498.52,W3_BOM_H9,15498.52,0.0,71102.22,117851.48,117851.48,0.0,W3_AS_PRODUCT,0.4668,0.5332
SL-104acb22ddd925c7,2024-01,0-2397B,1.0,238050.0,238050.0,140980.0,FILE,6430.0,134550.0,126928.26,97070.0,231620.0,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-fba89e8977ccf7b1,2025-06,T-2873C,1.0,86066.55,86066.55,42751.81,FILE,11468.26,31283.55,45890.68,43314.74,74598.29,0.3635,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-4acef726a69413b3,2025-07,T-2873C,1.0,126000.0,126000.0,82685.26,FILE,11468.26,71217.0,67183.2,43314.74,114531.74,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-fdeb16cca7956f14,2026-01,T-2873C,1.0,88666.63,88666.63,45351.89,FILE,11468.26,33883.63,47277.05,43314.74,77198.37,0.3821,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-fcd6048704944943,2026-03,T-3110B,1.0,120060.0,120060.0,77613.85,FILE,9753.85,67860.0,64015.99,42446.15,110306.15,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-368b4689527d8b45,2026-05,T-3110B,2.0,192985.43,96492.71,108093.13,FILE,19507.69,88585.44,102899.83,84892.3,173477.74,0.459,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-0903df79cf361241,2026-06,T-3110B,1.0,113568.0,113568.0,71121.85,FILE,9753.85,61368.0,60554.46,42446.15,103814.15,0.5404,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-36b733f9f818ccfe,2024-04,0-2481B,1.0,73600.0,73600.0,51238.84,FILE,13734.68,37504.16,39243.52,22361.16,59865.32,0.5096,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-ffeff7122249c420,2024-04,T-2401B,1.0,110400.0,110400.0,73919.08,FILE,11519.08,62400.0,58865.28,36480.92,98880.92,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-66bb8be5f6d491b3,2024-06,T-2401B,1.0,110500.0,110500.0,74019.08,FILE,11519.08,62500.0,58918.6,36480.92,98980.92,0.5656,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-ebe16a82a44a2bca,2025-01,T-2401B,1.0,110400.0,110400.0,73919.08,FILE,11519.08,62400.0,58865.28,36480.92,98880.92,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-3fbc3e60f0d4c07e,2025-05,T-2401B,1.0,116000.0,116000.0,77119.08,FILE,11519.08,65600.0,61851.2,38880.92,104480.92,0.5655,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-949550e882110e2c,2024-05,T-2401B,2.0,220800.0,110400.0,150413.2,FILE,23038.16,127375.04,117730.56,70386.8,197761.84,0.5769,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-ea34cee306b8cef7,2024-06,T-2401B,1.0,110400.0,110400.0,75206.6,FILE,11519.08,63687.52,58865.28,35193.4,98880.92,0.5769,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-31a610f0f5842bf0,2025-06,T-2401B,1.0,110400.0,110400.0,72806.6,FILE,11519.08,61287.52,58865.28,37593.4,98880.92,0.5551,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-d565881ad071e374,2025-06,T-3108,1.0,101850.0,101850.0,68820.76,FILE,11253.76,57567.0,54306.42,33029.24,90596.24,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-445a1d188b76752e,2024-05,T-2541,1.0,110400.0,110400.0,74275.24,FILE,14130.0,60145.24,58865.28,36124.76,96270.0,0.5448,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-537e61cd476be6af,2024-06,T-2541,2.0,158400.0,79200.0,86150.48,FILE,28260.0,57890.48,84458.88,72249.52,130140.0,0.3655,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-e2781319911aa130,2025-01,T-2541,1.0,74383.72,74383.72,38258.96,FILE,14130.0,24128.96,39661.4,36124.76,60253.72,0.3244,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-6d47c273b20f66e6,2026-03,T-3110B,2.0,227426.76,113713.38,135729.88,FILE,19507.69,116222.19,121263.95,91696.88,207919.07,0.511,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-5393782ef5b93aa7,2026-06,T-3110B,1.0,120060.0,120060.0,74211.56,FILE,9753.85,64457.71,64015.99,45848.44,110306.15,0.5369,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-04f8050a07058382,2025-06,T-2037E,1.0,101850.0,101850.0,65376.14,FILE,8510.52,56865.62,54306.42,36473.86,93339.48,0.5583,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-a27e822a0aa035e0,2025-07,T-2037E,1.0,101850.0,101850.0,65376.14,FILE,8510.52,56865.62,54306.42,36473.86,93339.48,0.5583,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-31a81c595ba2d60c,2024-09,T-2757,1.0,130857.73,130857.73,86696.73,FILE,16939.0,69757.73,69773.34,44161.0,113918.73,0.5331,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-2d95b02a5546ca3e,2024-10,T-2757,1.0,124530.0,124530.0,80369.0,FILE,16939.0,63430.0,66399.4,44161.0,107591.0,0.5094,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-b560c3d90baec3fd,2024-11,T-2757,2.0,281060.0,140530.0,192738.0,FILE,33878.0,158860.0,149861.19,88322.0,247182.0,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-2dc75267d349ac23,2025-04,T-2757,2.0,288976.64,144488.32,194544.64,FILE,33878.0,160666.64,154082.34,94432.0,255098.64,0.556,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-358858a4a5cc9d46,2025-07,T-2909,1.0,101850.0,101850.0,64641.66,FILE,7074.66,57567.0,54306.42,37208.34,94775.34,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-47569e95dc46d9ba,2025-12,T-2909,1.0,101850.0,101850.0,64641.66,FILE,7074.66,57567.0,54306.42,37208.34,94775.34,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-fc94f59fe2693beb,2026-01,T-2909,-1.0,-101850.0,101850.0,-64641.66,FILE,-7074.66,-57567.0,-54306.42,-37208.34,-94775.34,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-8e0f47440ced30d2,2024-06,T-2547,1.0,110500.0,110500.0,74011.55,FILE,11511.55,62500.0,58918.6,36488.45,98988.45,0.5656,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-72d216a7986c8cc7,2024-07,T-2547,1.0,81790.94,81790.94,45302.49,FILE,11511.55,33790.94,43610.93,36488.45,70279.39,0.4131,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-0bd4b1c6ec4c7db0,2024-09,T-2708,3.0,342240.0,114080.0,223646.91,FILE,30206.91,193440.0,182482.37,118593.09,312033.09,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-6ef34f184a60040d,2024-12,T-2708,2.0,200393.16,100196.58,121331.1,FILE,20137.94,101193.16,106849.63,79062.06,180255.22,0.505,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-6bdff84e0314be8d,2025-12,T-2708,1.0,119780.0,119780.0,77768.97,FILE,10068.97,67700.0,63866.7,42011.03,109711.03,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-abf8b71f768b420b,2024-04,T-2556B,4.0,416107.31,104026.83,271832.27,FILE,47724.96,224107.31,221868.42,144275.04,368382.35,0.5386,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-53efc0f71cd11a86,2024-05,T-2556B,1.0,110400.0,110400.0,74331.24,FILE,11931.24,62400.0,58865.28,36068.76,98468.76,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-40fbb00e9d830dee,2024-06,T-2556B,2.0,220800.0,110400.0,148662.48,FILE,23862.48,124800.0,117730.56,72137.52,196937.52,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-bd64dcf1721c00f7,2024-07,T-2556B,4.0,379017.43,94754.36,234742.39,FILE,47724.96,187017.43,202092.09,144275.04,331292.47,0.4934,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-33b89d31ca7e32c6,2024-08,T-2556B,1.0,96400.0,96400.0,60331.24,FILE,11931.24,48400.0,51400.48,36068.76,84468.76,0.5021,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-29cccdedf54c6c9e,2025-04,T-2556B,1.0,115920.0,115920.0,77451.24,FILE,11931.24,65520.0,61808.54,38468.76,103988.76,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-860e30fc305537d9,2024-03,0-2481B,1.0,87400.0,87400.0,63832.28,FILE,13734.68,50097.6,46601.68,23567.72,73665.32,0.5732,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-c68136f9b27b71ad,2024-02,0-2482A,1.0,73600.0,73600.0,48911.34,FILE,2570.34,46341.0,39243.52,24688.66,71029.66,0.6296,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-67be6047aac636ca,2024-07,0-2482A,1.0,27259.0,27259.0,2570.34,FILE,2570.34,0.0,14534.5,24688.66,24688.66,0.0,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-f9ce47cf640d2ffc,2024-04,T-2401B,1.0,102882.06,102882.06,67688.66,FILE,11519.08,56169.58,54856.71,35193.4,91362.98,0.546,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-9126b5486ebc64c5,2024-05,T-2401B,2.0,218438.23,109219.12,148051.43,FILE,23038.16,125013.27,116471.26,70386.8,195400.07,0.5723,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-e1aa4ac34ec251ea,2024-06,T-2401B,4.0,421095.48,105273.87,280321.88,FILE,46076.32,234245.56,224528.11,140773.6,375019.16,0.5563,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-5993a2df836b33ad,2024-07,T-2401B,2.0,187680.0,93840.0,117293.2,FILE,23038.16,94255.04,100070.98,70386.8,164641.84,0.5022,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-44505bb4c5c7123f,2024-09,T-2401B,1.0,110400.0,110400.0,75206.6,FILE,11519.08,63687.52,58865.28,35193.4,98880.92,0.5769,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-6d14183e3b4ff703,2025-01,T-2401B,1.0,110400.0,110400.0,75206.6,FILE,11519.08,63687.52,58865.28,35193.4,98880.92,0.5769,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-1da4260ce71083cb,2025-04,T-2401B,1.0,115920.0,115920.0,78326.6,FILE,11519.08,66807.52,61808.54,37593.4,104400.92,0.5763,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-2556b4076641763a,2026-02,T-3136A,2.0,172260.0,86130.0,87614.28,FILE,19754.27,67860.01,91849.03,84645.72,152505.73,0.3939,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-f9c0bee1b0ee9593,2026-05,T-3136A,1.0,120060.0,120060.0,77737.14,FILE,9877.14,67860.0,64015.99,42322.86,110182.86,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-46277010856ca897,2025-06,T-2893,1.0,84487.0,84487.0,37523.91,FILE,7819.91,29704.0,45048.47,46963.09,76667.09,0.3516,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-9ab1e247d96ec692,2025-07,T-2893,1.0,126000.0,126000.0,76236.91,FILE,7819.91,68417.0,67183.2,49763.09,118180.09,0.543,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-05101368393f7115,2025-09,T-2893,1.0,126000.0,126000.0,79036.91,FILE,7819.91,71217.0,67183.2,46963.09,118180.09,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-d64edc6d63980a57,2025-05,T-2806,1.0,126000.0,126000.0,78810.3,FILE,7593.3,71217.0,67183.2,47189.7,118406.7,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-aa57dcb2a0abeac2,2025-06,T-2806,1.0,126000.0,126000.0,78810.3,FILE,7593.3,71217.0,67183.2,47189.7,118406.7,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-aa256adc694d530a,2026-02,T-2806,1.0,118993.64,118993.64,71803.94,FILE,7593.3,64210.64,63447.41,47189.7,111400.34,0.5396,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-a5562b7051bbd6f0,2026-03,T-2806,1.0,126000.0,126000.0,78810.3,FILE,7593.3,71217.0,67183.2,47189.7,118406.7,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-900a70d2f4ee4eb2,2026-05,T-2806,1.0,111425.0,111425.0,64235.3,FILE,7593.3,56642.0,59411.81,47189.7,103831.7,0.5083,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-ae38e75849fe7841,2024-04,T-2541,2.0,220800.0,110400.0,148550.48,FILE,28260.0,120290.48,117730.56,72249.52,192540.0,0.5448,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-a56b372cdab0e2ea,2024-05,T-2541,2.0,220800.0,110400.0,148550.48,FILE,28260.0,120290.48,117730.56,72249.52,192540.0,0.5448,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-8473eb676f1b51f5,2024-06,T-2541,2.0,220900.0,110450.0,148650.48,FILE,28260.0,120390.48,117783.88,72249.52,192640.0,0.545,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-ff4539c8444b5d52,2024-07,T-2541,2.0,148221.54,74110.77,75972.02,FILE,28260.0,47712.02,79031.73,72249.52,119961.54,0.3219,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-022e8b443f38e859,2025-04,T-2541,1.0,115920.0,115920.0,77395.24,FILE,14130.0,63265.24,61808.54,38524.76,101790.0,0.5458,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-d92f77ae947006a4,2026-06,T-2541,1.0,89879.0,89879.0,51354.24,FILE,14130.0,37224.24,47923.48,38524.76,75749.0,0.4142,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-ee1156ee3588ee69,2024-04,T-2547,1.0,110400.0,110400.0,73911.55,FILE,11511.55,62400.0,58865.28,36488.45,98888.45,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-0fb269449fd36636,2024-05,T-2547,1.0,110400.0,110400.0,73911.55,FILE,11511.55,62400.0,58865.28,36488.45,98888.45,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-d034e87695c2cc87,2024-06,T-2547,1.0,110400.0,110400.0,73911.55,FILE,11511.55,62400.0,58865.28,36488.45,98888.45,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-57d02a7753e0d59d,2024-09,T-2547,1.0,48000.0,48000.0,11511.55,FILE,11511.55,0.0,25593.6,36488.45,36488.45,0.0,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-7c588cb3b1f9fd5f,2025-02,T-2547,1.0,115920.0,115920.0,77031.55,FILE,11511.55,65520.0,61808.54,38888.45,104408.45,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-b11dcf857b97b31b,2025-04,T-2547,1.0,115920.0,115920.0,77031.55,FILE,11511.55,65520.0,61808.54,38888.45,104408.45,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-78a8b8c01af4f161,2025-06,T-2873,4.0,406474.06,101618.51,231896.98,FILE,43354.91,188542.07,216731.97,174577.08,363119.15,0.4638,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-49c9cf344347a0b5,2025-07,T-2873,1.0,126000.0,126000.0,82355.73,FILE,10838.73,71517.0,67183.2,43644.27,115161.27,0.5676,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-9aa8d0fef230d312,2026-05,T-2873,2.0,245268.3,122634.15,157979.76,FILE,21677.45,136302.31,130777.06,87288.54,223590.85,0.5557,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-a72eb25252156133,2026-06,T-2873,1.0,122342.0,122342.0,78697.73,FILE,10838.73,67859.0,65232.75,43644.27,111503.27,0.5547,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-6fdc9d0dbbc697af,2024-01,0-2691,1.0,92150.0,92150.0,58384.0,FILE,6299.0,52085.0,49134.38,33766.0,85851.0,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-bb306c37d343c96d,2025-01,0-2691,1.0,90408.94,90408.94,54639.69,FILE,6299.0,48340.69,48206.05,35769.25,84109.94,0.5347,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-c33722bfbf0253ff,2025-10,0-2691,1.0,96760.0,96760.0,60990.75,FILE,6299.0,54691.75,51592.43,35769.25,90461.0,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-d66edcf77fc90491,2024-02,0-2674,1.0,40065.0,40065.0,5318.52,FILE,5318.52,0.0,21362.66,34746.48,34746.48,0.0,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-0d58915b2be8f5a0,2024-01,0-2676,3.0,323033.0,107677.67,214075.97,FILE,39737.97,174338.0,172241.2,108957.03,283295.03,0.5397,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-05562853a5f0b4c9,2024-12,0-2676,1.0,114000.0,114000.0,77680.99,FILE,13245.99,64435.0,60784.8,36319.01,100754.01,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-799894f1e1836214,2025-03,0-2676,1.0,119700.0,119700.0,80901.99,FILE,13245.99,67656.0,63824.04,38798.01,106454.01,0.5652,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-e42bc11145f11cd7,2025-10,T-2964,1.0,115898.63,115898.63,67601.01,FILE,6485.38,61115.63,61797.15,48297.62,109413.25,0.5273,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-5094553f81f79a07,2025-11,T-2964,2.0,171939.02,85969.51,75343.78,FILE,12970.76,62373.02,91677.89,96595.24,158968.26,0.3628,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-e307a8253825d28a,2025-12,T-2964,1.0,123328.9,123328.9,75031.28,FILE,6485.38,68545.9,65758.97,48297.62,116843.52,0.5558,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
SL-dbd384b89de90433,2026-06,T-2964,1.0,54783.0,54783.0,6485.38,FILE,6485.38,0.0,29210.3,48297.62,48297.62,0.0,FILE_MINUS_W3_MEDIAN,0.4668,0.5332
