cost_version_id,canonical_sku,article_raw,name,unit_cost_rub,completeness,source_file_id,channel_hint,owner_file,unit_cost_source
CV-H5-9b3c7d7d647171bd,T-2754A,T-2754A,"Платье женское, черное с принтом ""белые балерины"", из шелка, на бретелях",14306.33,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-88736186de233820,T-2756,T-2756/1,"Платье женское, белое с принтом ""черные балерины"", из шелка, на бретелях",16650.0,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-4ce6adf397a24311,T-2756A,T-2756A,"Свитер женский, черный, из кашемира, с расшивкой ""Россыпь""",22500.0,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-ddac374b33287dcd,T-2756B,T-2756B,"Свитер женский, серый, из кашемира, с расшивкой ""Колье""",22330.0,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-bafa2b09170c2fee,T-2756C,T-2756C,"Свитер женский, белый, из кашемира, с расшивкой ""Колье""",18080.0,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-55e48dde2a187541,T-2756D,T-2756D,"Свитер женский, черный, из кашемира, с расшивкой на манжетах",20400.0,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-23e64dfdd7dd1fdf,T-2757,T-2757,"Свитер женский, фуксия, из кашемира, с расшивкой ""Ласточка""",16939.0,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-513aaafb474acd57,T-2758,T-2758,"Брюки женские, коричневые, из натуральной замши",12795.0,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-112283f933925c77,T-2759,T-2759,"Юбка женская, черная, из шелка, зауженная в области колена и расширенная к низу",11365.0,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-be87bd394d2a59cf,T-2760,T-2760,"Юбка женская, коричневая, из натуральной замши, мини",20428.0,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-011f086090603df9,T-2788,T-2788,"Юбка женская, черная, из натуральной кожи",38600.98,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-db5ad8680bf2c791,T-2792,T-2792,"Платье женское, белое с принтом ""черный горох"", из шифона, с коротким рукавом",38483.44,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-d4809c6be91169f7,T-2792A,T-2792A,"Платье женское, белое с принтом ""черный горох"", из шифона, с поясом",39521.58,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-86fc82ab391427dd,T-2804,T-2804,"Платья женское, серое с принтом ""белый горох"", из шифона, с поясом",17754.44,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-ca75722205398935,T-2805,T-2805,"Жакет женский, черный с принтом ""белый горох"", из шелка, с кливанте",13194.78,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-965cead31551702b,T-2806,T-2806,"Жилет женский, черный в белый горох, из шифона",7593.3,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-cdb746282fa5c9ac,T-2846,T-2846/1,"Брюки женские, черные с принтом ""белый горох"", из шелка, широкие",24020.6,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-cbd8a5202063a06e,T-2847,T-2847,"Платье женское, черное, из хлопчатобумажного бархата, с вышивкой ""Ласточки""",25589.33,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-34a6ce5cf45feb62,T-2861,T-2861,"Платье женское, черное, из дабл-крепа, с кружевным воротником",3548.67,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-52c7b578e096d8dc,T-2861A,T-2861A,"Футболка женская, белая с принтом ""цветы"", из трикотажа",3059.78,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-17bf02dfd49ea9dd,T-2862,T-2862,"Футболка женская, белая с принтом ""дерево"", из трикотажа",9433.61,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-27ee777832d65439,T-2865,T-2865,"Рубашка женская, белая  из хлопка, с декором принт ""дерево""",17270.0,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-e7c78304bc233256,T-2865A,T-2865A,"Платье женское, белое с принтом ""черные Y и балерины"", из хлопка",35609.58,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-c1b839d676727a92,T-2871,T-2871,"Платье женское, черное с принтом ""белый горох"", из хлопка, с пелериной",6005.5,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-b622dfd6fcfb8d7e,T-2871A,T-2871A,"Блуза женская, желтая, из хлопка, с коротким рукавом и декором ""Бант""",5535.45,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-829a64c36259e731,T-2872,T-2872,"Блуза женская, белая, из хлопка, с коротким рукавом и декором ""Бант""",15559.53,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-d778374b30da52ae,T-2873,T-2873,"Блуза женская, черная с принтом ""хаотичные Y"", из шелка",11105.4,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-382ba1251f6931e5,T-2873C,T-2873C,"Брюки женские, черные с принтом ""хаотичные Y"", из шелка",11468.26,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-d1b98040bd16e61d,T-2885,T-2885,"Брюки женские, бежевые с принтом ""голубые капли"", из шелка",11300.34,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-8b7bcce01e18dd57,T-2888,T-2888,"Пальто-халат женское, розовое с принтом ""цветы"", из хлопка",16779.91,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-04da43299c15bd40,T-2892,T-2892,"Платье женское, белое с принтом ""Y и балерины"", из хлопка, без рукавов",15842.97,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-554c050a9d9fa9d6,T-2893,T-2893,"Жакет женский, черный с принтом ""белый горох"", из шелка",6699.91,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-e1bf7134809b5161,T-2894,T-2894,"Брюки женские, черные с принтом ""белый горох"", из шелка",17957.35,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-4b0aa3bbc4fe75b6,T-2909,T-2909,"Платье женское, белое с принтом ""цветы"", из хлопка, с рукавом ""фонарик""",7074.66,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-8cda204f0e680a96,T-2910,T-2910,"Брюки женские, розовые, из шелка",15849.93,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-ec2e2c04fdc5d30c,T-2911,T-2911,"Блуза-топ женский, розовый, из шелка, с декором ""сетка с камнями""",19554.75,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-1a0fab1bf38aad86,T-2921,T-2921,"Пальто-халат женское, розовое, из сетки со стразами",5813.02,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-23dd9872f66023f1,T-2923,T-2923,"Шорты женские, черные, из шелка, с закруглением по боковому шву",15498.52,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-80aca185a0dd0a3c,T-2924,T-2924,"Блуза-топ женский, черный, из шелка, с декором ""сетка с камнями""",18770.3,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-222da80e434cd190,T-2928,T-2928,"Пальто-халат женское, черное, из шифона",19862.03,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-eb77226921226dee,T-2933,T-2933,"Блуза женская, бежевая с принтом ""голубые капли"", из шелка, с камнями по планке",16800.0,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-216a168f9dcd111f,T-2938,T-2938,"Блуза женская, черная, из шелка, с бантом и апликацией ""Цветок""",9346.67,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-6f724990be52034c,T-2940,T-2940/1,"Блуза женская, белая, с вышивкой гладью ""Цветы""",20296.37,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-7b846747acc090cb,T-2941,T-2941,"Жакет женский,черный, из шелка, с вышивкой ""Ласточки"", с поясом",9133.0,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-1d0abf60cff18b3e,T-2945,T-2945,"Брюки женские, черные, из шелкового бархата, с белым кантом",43082.3,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-d3c3d15ec5e1cab9,T-2949,T-2949,"Платье женское, черное, из дабл крепа, с вышивкой ""Птица""",31232.15,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-c23cfb5594e29744,T-2956,T-2956,"Платье женское, черное, из хлопкового бархата, с вышивками ""Птица""",12879.71,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-be2c6c507a1d2801,T-2960,T-2960,"Платье женское, черное, из стрейч бархата с апликацией ""Цветы""",8316.92,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-1840702bf67ce2bd,T-2963,T-2963,"Юбка женская, черная  из стрейч-бархата, длина макси",27145.48,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-4695fad8618664c2,T-2964,T-2964,"Платье женское, черное, из пайеточной ткани, с вышивкой ""Цветок""",6485.38,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-b80134c7e88b6c6c,T-2966A,T-2966A,"Брюки женские, черные, из стрейч-бархата, расклешённые",14656.61,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-17266cdccf22a9df,T-2967,T-2967,"Платье женское, черное, из стрейч-бархата, на одно плечо, с вышивкой ""Ласточка""",27121.0,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-047153f864de5159,T-2973,T-2973,"Платье женское, черное, из стрейч бархата, с объемными рукавами",5919.43,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-89ef4309bcc4bb6d,T-2973A,T-2973A,"Блуза женская, белая, из хлопка, с вышивкой ""YC"" на кармане",5977.61,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-dcc7f0d81a81ae40,T-2973B,T-2973B,"Блуза женская, розовая, из хлопка, с вышивкой ""YC"" на кармане",6757.47,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-6cb235dc2bd37a5b,T-2974A,T-2974A,"Блуза женская, голубая, из хлопка, с вышивкой ""YC"" на кармане",9083.61,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-aef8cfa871efbbab,T-2975,T-2975,"Рубашка женская, белая, из хлопка, с декором принт ""цветы""",4664.14,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-08b4e92d190768b6,T-2984,T-2984,"Шорты женские, голубые с принтом ""цветы"", из хлопка",77050.56,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-3dc484a01c3409ce,T-2985,T-2985,"Дубленка женская, черная, из овчины, с аппликацией ""Y"" на рукаве",22627.17,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-43e971aa56588d16,T-2987,T-2987,"Юбка женская, розовая, из натурального шелка, с аппликацией ""Листья""",34385.91,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-ba0ece62beffe5f9,T-2988,T-2988,"Куртка женская, черная, из натуральной кожи, со съемным декором ""Бант""",13866.78,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-ea51a2a6be9f9f1c,T-3001,T-3001,"Брюки-палаццо женские, черные, из шерсти",42491.19,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-751933556365c49d,T-3013,T-3013,"Куртка женская, черная, из шелкового бархата, с вышитым декором ""Цветы""",20695.78,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-2d4ec3ee9fa5143e,T-3014A,T-3014A,"Жакет женский, коричневый с принтом ""леопард"", из джерси",16680.0,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-2d9371c3979b0880,T-3014B,T-3014B,"Свитер женский, серый, из кашемира, с вышивкой ""Фантазийная""",34682.75,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-607af7d773dc1819,T-3014C,T-3014C,"Свитер женский, черный, из кашемира, с расшивкой камнями на рукавах",16680.0,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-3ec5bfb14cdb4ad8,T-3017,T-3017,"Свитер женский, розовый, из кашемира, с вышивкой ""Гортензии""",8334.72,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-f7fbad4a09285327,T-3023,T-3023,"Юбка женская, коричневая с принтом ""леопард"", из джерси",29317.07,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-47781533a4889377,T-3049,T-3049,"Платье женское, черное, из шелкового бархата, с кружевом и аппликацией ""Цветы""",17038.76,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-d10e62de8ce4c104,T-3062,T-3062,"Куртка-бомбер женская, черная, из стрейч бархата, с вышивкой ""Мушка""",6547.77,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-b4dbdac63bb911b6,T-3069A,T-3069A,"Блуза-топ женская, черная, из шелка, без рукавов",6972.92,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-b6f7223d0b3f6cc9,T-3069B,T-3069B,"Блуза-топ женская, белая, из шелка, на тонких бретелях c вытачками",5346.6,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-0f765a9ab8143ded,T-3079,T-3079,"Блуза-топ женская, голубая, из шелка, на тонких бретелях с вытачками",34196.71,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-cf04c5ca5d996471,T-3086,T-3086,"Платье женское, черное, из стрейч бархата, длинное",26928.1,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-0dc1ecf85c6de538,T-3088,T-3088,"Кейп-накидка женская, черная, из шелкового бархата, с вышивкой ""Цветы""",28417.9,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-ac974af4cfa9ce06,T-3090,T-3090,"Кейп-накидка женская, черная, из шелкового бархата, с завязкой на вортнике, длин",66183.99,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-e0b88eb3cae62ef5,T-3091D,T-3091D,"Кейп-накидка женская, черная, из тафты, с вышивкой и бахромой",10879.52,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-e510ec2c12bc500b,T-3092A,T-3092A,"Блуза-топ женская, черная, из бисерной ткани",28040.44,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-4c16cf2d0aadfdf3,T-3092B,T-3092B,"Кейп-накидка женская, черная, из х/б бархата, с вышивкой ""Цветы"" и бахромой",41223.67,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-b2a96d7fb6599e24,T-3102,T-3102,"Кейп-накидка женская, голубая, из стрейч бархата, с вышивкой ""Цветы"" и бахромой",37448.52,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-cb2f02984fa0f955,T-3108,T-3108,"Пальто женское, темно-синее, из шелкового бархата, с декором ""Перья"" на рукавах",11253.76,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-24431c939cefce90,T-3109,T-3109,"Брюки женские, белые, из хлопка, прямого кроя",12262.85,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-95781b5855574540,T-3109B,T-3109B,"Жилет женский, голубой с принтом ""крупный микс"", из шифона",11940.99,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-fa3f9d7f2c1a8830,T-3110,T-3110,"Жилет женский, белый с принтом ""крупный микс"", из шифона",6351.56,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-549846546eca47b8,T-3110B,T-3110B,"Брюки женские, голубые с принтом ""крупный микс"", из шелка",9753.85,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-eb4df3c53608b72b,T-3118A,T-3118A,"Брюки женские, белые с принтом ""крупный микс"", из шелка",15937.34,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-4d61bddb7b497ba1,T-3120A,T-3120A,"Платье-кафтан, женское, синее с принтом ""белые Y, грибы"", из шелка, декорировано",18821.59,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-42865e85a1029068,T-3122,T-3122,"Платье женское, синее с принтом "" маленькие девочки"", из шелка, длина миди",13701.0,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-d4b4bb8077392d7a,T-3133A,T-3133A,"Блуза женская, синяя с принтом ""маленькие девочки"", из шелка, с декором ""Попугай",7155.86,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-a7ba4c8cb99030c3,T-3133C,T-3133C,"Платье женское, черное с принтом ""зеленый горох"", из батиста, длина мини",6522.77,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-8596e68c5ea49386,T-3134C,T-3134C,"Платье женское, голубое с принтом ""белый горох"", из батиста, длина мини",2729.5,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-0ff6a6f176785c79,T-3136A,T-3136A,"Шорты женские, голубые с принтом ""белый горох"", из батиста",9877.14,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-447e7a24bbda4a5b,T-3137A,T-3137A,"Брюки женские, черные с принтом ""белые ласточки"", из шелка, с отделкой ""лампас",15937.34,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-7390f23172c3e724,T-3140,T-3140,"Пальто-халат женское, черное с принтом ""белые ласточки"", из шелка, с рукавами ""к",42834.92,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-ac308676b0726d49,T-3140A,T-3140A,"Платье женское, черное с принтом ""белые листья"" из шифона, декорировано объемной",38216.72,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-b394aba8d0779a7a,T-3152,T-3152,"Платье женское, белое с принтом ""черные листья"", из шифона, декорировано объемно",10386.4,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-819b056b278f0f6b,T-3152A,T-3152A,"Платье-кафтан женское, розовое с принтом ""зеленый горох"", из батиста, с вышивкой",10439.33,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-878cd8f458312361,T-3152B,T-3152B,"Платье-кафтан, женское, белое с принтом ""перцы"", из батиста, с вышивкой",10753.52,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-9b36602f3fac5c7d,T-3156,T-3156,"Платье-кафтан женское, голубое с принтом ""папайя"", из батиста, с вышивкой",5434.26,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-8e0b5f7ae1c1947d,T-3156D,T-3156D,"Брюки-капри женские, белые с принтом ""зеленый горох"", из батиста, с отделкой бел",5381.26,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-b9d98d296a0f24b4,T-3168,T-3168,"Брюки-капри женские, черные с принтом ""зеленый горох"", из батиста, с отделкой че",8823.18,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-a06c09a165b57923,T-3168A,T-3168A,"Рубашка женская, белая с принтом ""перец"", из батиста, удлиненная",8722.76,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-52aa57121e8e5b84,T-3168B,T-3168B,"Рубашка женская, белая с принтом ""зеленый горох"", из батиста, удлиненная",8033.76,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-7f6e329f15416f5e,T-3178,T-3178,"Рубашка женская, розовая с принтом ""зеленый горох"", из батиста, удлиненная",16532.2,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-35aa6daa597bee1b,T-3179,T-3179,"Майка женская, белая, из трикотажа, с вышивкой ""Перец""",5060.35,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-c65e499958184c96,T-3179A,T-3179A,"Футболка женская, черная, из трикотажа, декорирована вышивкой ""Папайя""",3412.96,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-267a849fe27843fb,T-3186,T-3186,"Футболка женская, белая, из трикотажа, декорирована вышивкой ""Горох",7200.69,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-4bcf486864ccc119,T-3187,T-3187,"Юбка женская, черная, из стрейч бархата, длинная",23815.22,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-0c28a9a7f6768672,T-3187A,T-3187A,"Платье женское, голубое, из стрейч бархата, длина миди",22462.05,DERIVED_STOCK_MOVEMENT,FILE-099,ДЕМИ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-4ab84a6bf77dd8ea,0-1187A,0-1187А,Подарки (Основное подразделение),3484.0,DERIVED_STOCK_MOVEMENT,FILE-099,Остатки ЦУМ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-b80e2c35a8890067,0-1187B,0-1187В,"Брюки женские, голубые с принтом ""Птицы"", из штапеля, зауженные",6979.0,DERIVED_STOCK_MOVEMENT,FILE-099,Остатки ЦУМ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-bc487495944e2ef5,0-1189A,0-1189A,"Рубашка женская, голубая с принтом ""Птицы"", из штапеля",6910.0,DERIVED_STOCK_MOVEMENT,FILE-099,Остатки ЦУМ (Основное подразделение),Движение товаров с себестоимостью,IN
CV-H5-034d82ef5a088b6e,0-1239,0-1239,"Юбка женская, черная, из шерсти, состоящая из четырех ярусов",12500.0,DERIVED_STOCK_MOVEMENT,FILE-099,Остатки ЦУМ (Основное подразделение),Движение товаров с себестоимостью,IN
