period_month,year,metric,label_raw,amount_eur_like,sheet,warning,source_file,so_t
2026-01,2026,cash_costs_total,расходы общ,146872.38,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-02,2026,cash_costs_total,расходы общ,101814.0,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-03,2026,cash_costs_total,расходы общ,84984.96,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-04,2026,cash_costs_total,расходы общ,126780.57,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-05,2026,cash_costs_total,расходы общ,106512.0,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-01,2026,payroll_cards_or_rub,зп карты,11733.62,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-02,2026,payroll_cards_or_rub,зп карты,31567.0,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-03,2026,payroll_cards_or_rub,зп карты,29437.04,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-04,2026,payroll_cards_or_rub,зп карты,31076.43,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-05,2026,payroll_cards_or_rub,зп карты,32784.0,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-02,2026,payroll_cash,зп нал,62907.0,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-03,2026,payroll_cash,зп нал,52161.0,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-04,2026,payroll_cash,зп нал,56755.0,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-05,2026,payroll_cash,зп нал,50970.0,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-01,2026,cash_total_net_like,TOTAL,7028.81,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-02,2026,cash_total_net_like,TOTAL,18182.99,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-03,2026,cash_total_net_like,TOTAL,-17469.07,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-04,2026,cash_total_net_like,TOTAL,53968.34,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-05,2026,cash_total_net_like,TOTAL,-58400.6,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-01,2026,payroll_cards_or_rub,"зп, охрана в рублях нал",0.0,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-02,2026,payroll_cards_or_rub,"зп, охрана в рублях нал",6592100.0,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-03,2026,payroll_cards_or_rub,"зп, охрана в рублях нал",5544500.0,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-04,2026,payroll_cards_or_rub,"зп, охрана в рублях нал",5990600.0,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
2026-05,2026,payroll_cards_or_rub,"зп, охрана в рублях нал",5913600.0,доходы-расходы,NOT_COMPANY_PL_SANITY_ONLY,SALES 2024-2026.xlsx,N
