from_family,to_family,from_reg,to_reg,spine_hops,spine_path,tier,asis_edges,n_files_a,n_files_b,potential_file_pairs
FAM-LEGAL,FAM-TAX-RSV,REG-LEGAL,REG-TAX,2,REG-LEGAL → REG-BANK → REG-TAX,T3_SPINE_2HOP,0,3,6,18
FAM-LEGAL,FAM-TAX-USN,REG-LEGAL,REG-TAX,2,REG-LEGAL → REG-BANK → REG-TAX,T3_SPINE_2HOP,0,3,4,12
FAM-LEGAL,FAM-TSUM,REG-LEGAL,REG-SALES,3,REG-LEGAL → REG-BANK → REG-SETTLE → REG-SALES,T4_SPINE_3HOP,0,3,3,9
FAM-LEGAL,FAM-ZP,REG-LEGAL,REG-PAYROLL,2,REG-LEGAL → REG-BANK → REG-PAYROLL,T3_SPINE_2HOP,0,3,11,33
FAM-LEGAL,FAM-ZP-DES,REG-LEGAL,REG-PAYROLL,2,REG-LEGAL → REG-BANK → REG-PAYROLL,T3_SPINE_2HOP,0,3,5,15
FAM-LEGAL,FAM-ZP-SHOP,REG-LEGAL,REG-PAYROLL,2,REG-LEGAL → REG-BANK → REG-PAYROLL,T3_SPINE_2HOP,0,3,5,15
FAM-MAT,FAM-MAT,REG-MAT,REG-MAT,0,REG-MAT,T1_SAME_REG,0,1,1,0
FAM-MAT,FAM-MD,REG-MAT,REG-SKU,2,REG-MAT → REG-COST → REG-SKU,T3_SPINE_2HOP,0,1,1,1
FAM-MAT,FAM-SALES,REG-MAT,REG-SALES,2,REG-MAT → REG-COST → REG-SALES,T3_SPINE_2HOP,0,1,1,1
FAM-MAT,FAM-SUP,REG-MAT,REG-SUP,5,REG-MAT → REG-COST → REG-PAYROLL → REG-BANK → REG-EXP → REG-SUP,T4_SPINE_5HOP,1,1,1,1
FAM-MAT,FAM-TAX-6NDFL,REG-MAT,REG-TAX,3,REG-MAT → REG-COST → REG-PAYROLL → REG-TAX,T4_SPINE_3HOP,0,1,5,5
FAM-MAT,FAM-TAX-ENS,REG-MAT,REG-TAX,3,REG-MAT → REG-COST → REG-PAYROLL → REG-TAX,T4_SPINE_3HOP,0,1,5,5
FAM-MAT,FAM-TAX-NDS,REG-MAT,REG-TAX,3,REG-MAT → REG-COST → REG-PAYROLL → REG-TAX,T4_SPINE_3HOP,0,1,5,5
FAM-MAT,FAM-TAX-RSV,REG-MAT,REG-TAX,3,REG-MAT → REG-COST → REG-PAYROLL → REG-TAX,T4_SPINE_3HOP,0,1,6,6
FAM-MAT,FAM-TAX-USN,REG-MAT,REG-TAX,3,REG-MAT → REG-COST → REG-PAYROLL → REG-TAX,T4_SPINE_3HOP,0,1,4,4
FAM-MAT,FAM-TSUM,REG-MAT,REG-SALES,2,REG-MAT → REG-COST → REG-SALES,T3_SPINE_2HOP,0,1,3,3
FAM-MAT,FAM-ZP,REG-MAT,REG-PAYROLL,2,REG-MAT → REG-COST → REG-PAYROLL,T3_SPINE_2HOP,0,1,11,11
FAM-MAT,FAM-ZP-DES,REG-MAT,REG-PAYROLL,2,REG-MAT → REG-COST → REG-PAYROLL,T3_SPINE_2HOP,0,1,5,5
FAM-MAT,FAM-ZP-SHOP,REG-MAT,REG-PAYROLL,2,REG-MAT → REG-COST → REG-PAYROLL,T3_SPINE_2HOP,0,1,5,5
FAM-MD,FAM-MD,REG-SKU,REG-SKU,0,REG-SKU,T1_SAME_REG,0,1,1,0
FAM-MD,FAM-SALES,REG-SKU,REG-SALES,1,REG-SKU → REG-SALES,T2_SPINE_1HOP,0,1,1,1
FAM-MD,FAM-SUP,REG-SKU,REG-SUP,4,REG-SKU → REG-SALES → REG-CASH → REG-EXP → REG-SUP,T4_SPINE_4HOP,0,1,1,1
FAM-MD,FAM-TAX-6NDFL,REG-SKU,REG-TAX,3,REG-SKU → REG-COST → REG-PAYROLL → REG-TAX,T4_SPINE_3HOP,0,1,5,5
FAM-MD,FAM-TAX-ENS,REG-SKU,REG-TAX,3,REG-SKU → REG-COST → REG-PAYROLL → REG-TAX,T4_SPINE_3HOP,0,1,5,5
FAM-MD,FAM-TAX-NDS,REG-SKU,REG-TAX,3,REG-SKU → REG-COST → REG-PAYROLL → REG-TAX,T4_SPINE_3HOP,0,1,5,5
FAM-MD,FAM-TAX-RSV,REG-SKU,REG-TAX,3,REG-SKU → REG-COST → REG-PAYROLL → REG-TAX,T4_SPINE_3HOP,0,1,6,6
FAM-MD,FAM-TAX-USN,REG-SKU,REG-TAX,3,REG-SKU → REG-COST → REG-PAYROLL → REG-TAX,T4_SPINE_3HOP,0,1,4,4
FAM-MD,FAM-TSUM,REG-SKU,REG-SALES,1,REG-SKU → REG-SALES,T2_SPINE_1HOP,0,1,3,3
FAM-MD,FAM-ZP,REG-SKU,REG-PAYROLL,2,REG-SKU → REG-COST → REG-PAYROLL,T3_SPINE_2HOP,0,1,11,11
FAM-MD,FAM-ZP-DES,REG-SKU,REG-PAYROLL,2,REG-SKU → REG-COST → REG-PAYROLL,T3_SPINE_2HOP,0,1,5,5
FAM-MD,FAM-ZP-SHOP,REG-SKU,REG-PAYROLL,2,REG-SKU → REG-COST → REG-PAYROLL,T3_SPINE_2HOP,0,1,5,5
FAM-SALES,FAM-SALES,REG-SALES,REG-SALES,0,REG-SALES,T1_SAME_REG,0,1,1,0
FAM-SALES,FAM-SUP,REG-SALES,REG-SUP,3,REG-SALES → REG-CASH → REG-EXP → REG-SUP,T4_SPINE_3HOP,0,1,1,1
FAM-SALES,FAM-TAX-6NDFL,REG-SALES,REG-TAX,3,REG-SALES → REG-SETTLE → REG-BANK → REG-TAX,T4_SPINE_3HOP,0,1,5,5
FAM-SALES,FAM-TAX-ENS,REG-SALES,REG-TAX,3,REG-SALES → REG-SETTLE → REG-BANK → REG-TAX,T4_SPINE_3HOP,0,1,5,5
FAM-SALES,FAM-TAX-NDS,REG-SALES,REG-TAX,3,REG-SALES → REG-SETTLE → REG-BANK → REG-TAX,T4_SPINE_3HOP,0,1,5,5
FAM-SALES,FAM-TAX-RSV,REG-SALES,REG-TAX,3,REG-SALES → REG-SETTLE → REG-BANK → REG-TAX,T4_SPINE_3HOP,0,1,6,6
FAM-SALES,FAM-TAX-USN,REG-SALES,REG-TAX,3,REG-SALES → REG-SETTLE → REG-BANK → REG-TAX,T4_SPINE_3HOP,0,1,4,4
FAM-SALES,FAM-TSUM,REG-SALES,REG-SALES,0,REG-SALES,T1_SAME_REG,0,1,3,3
FAM-SALES,FAM-ZP,REG-SALES,REG-PAYROLL,2,REG-SALES → REG-COST → REG-PAYROLL,T3_SPINE_2HOP,0,1,11,11
FAM-SALES,FAM-ZP-DES,REG-SALES,REG-PAYROLL,2,REG-SALES → REG-COST → REG-PAYROLL,T3_SPINE_2HOP,0,1,5,5
FAM-SALES,FAM-ZP-SHOP,REG-SALES,REG-PAYROLL,2,REG-SALES → REG-COST → REG-PAYROLL,T3_SPINE_2HOP,0,1,5,5
FAM-SUP,FAM-SUP,REG-SUP,REG-SUP,0,REG-SUP,T1_SAME_REG,0,1,1,0
FAM-SUP,FAM-TAX-6NDFL,REG-SUP,REG-TAX,3,REG-SUP → REG-EXP → REG-BANK → REG-TAX,T4_SPINE_3HOP,0,1,5,5
FAM-SUP,FAM-TAX-ENS,REG-SUP,REG-TAX,3,REG-SUP → REG-EXP → REG-BANK → REG-TAX,T4_SPINE_3HOP,0,1,5,5
FAM-SUP,FAM-TAX-NDS,REG-SUP,REG-TAX,3,REG-SUP → REG-EXP → REG-BANK → REG-TAX,T4_SPINE_3HOP,0,1,5,5
FAM-SUP,FAM-TAX-RSV,REG-SUP,REG-TAX,3,REG-SUP → REG-EXP → REG-BANK → REG-TAX,T4_SPINE_3HOP,0,1,6,6
FAM-SUP,FAM-TAX-USN,REG-SUP,REG-TAX,3,REG-SUP → REG-EXP → REG-BANK → REG-TAX,T4_SPINE_3HOP,0,1,4,4
FAM-SUP,FAM-TSUM,REG-SUP,REG-SALES,3,REG-SUP → REG-EXP → REG-CASH → REG-SALES,T4_SPINE_3HOP,0,1,3,3
FAM-SUP,FAM-ZP,REG-SUP,REG-PAYROLL,3,REG-SUP → REG-EXP → REG-CASH → REG-PAYROLL,T4_SPINE_3HOP,0,1,11,11
FAM-SUP,FAM-ZP-DES,REG-SUP,REG-PAYROLL,3,REG-SUP → REG-EXP → REG-CASH → REG-PAYROLL,T4_SPINE_3HOP,0,1,5,5
FAM-SUP,FAM-ZP-SHOP,REG-SUP,REG-PAYROLL,3,REG-SUP → REG-EXP → REG-CASH → REG-PAYROLL,T4_SPINE_3HOP,0,1,5,5
FAM-TAX-6NDFL,FAM-TAX-6NDFL,REG-TAX,REG-TAX,0,REG-TAX,T1_SAME_REG,0,5,5,20
FAM-TAX-6NDFL,FAM-TAX-ENS,REG-TAX,REG-TAX,0,REG-TAX,T1_SAME_REG,0,5,5,25
FAM-TAX-6NDFL,FAM-TAX-NDS,REG-TAX,REG-TAX,0,REG-TAX,T1_SAME_REG,0,5,5,25
FAM-TAX-6NDFL,FAM-TAX-RSV,REG-TAX,REG-TAX,0,REG-TAX,T1_SAME_REG,4,5,6,30
FAM-TAX-6NDFL,FAM-TAX-USN,REG-TAX,REG-TAX,0,REG-TAX,T1_SAME_REG,0,5,4,20
FAM-TAX-6NDFL,FAM-TSUM,REG-TAX,REG-SALES,3,REG-TAX → REG-BANK → REG-SETTLE → REG-SALES,T4_SPINE_3HOP,0,5,3,15
FAM-TAX-6NDFL,FAM-ZP,REG-TAX,REG-PAYROLL,1,REG-TAX → REG-PAYROLL,T2_SPINE_1HOP,12,5,11,55
FAM-TAX-6NDFL,FAM-ZP-DES,REG-TAX,REG-PAYROLL,1,REG-TAX → REG-PAYROLL,T2_SPINE_1HOP,0,5,5,25
FAM-TAX-6NDFL,FAM-ZP-SHOP,REG-TAX,REG-PAYROLL,1,REG-TAX → REG-PAYROLL,T2_SPINE_1HOP,0,5,5,25
FAM-TAX-ENS,FAM-TAX-ENS,REG-TAX,REG-TAX,0,REG-TAX,T1_SAME_REG,0,5,5,20
FAM-TAX-ENS,FAM-TAX-NDS,REG-TAX,REG-TAX,0,REG-TAX,T1_SAME_REG,0,5,5,25
FAM-TAX-ENS,FAM-TAX-RSV,REG-TAX,REG-TAX,0,REG-TAX,T1_SAME_REG,0,5,6,30
FAM-TAX-ENS,FAM-TAX-USN,REG-TAX,REG-TAX,0,REG-TAX,T1_SAME_REG,0,5,4,20
FAM-TAX-ENS,FAM-TSUM,REG-TAX,REG-SALES,3,REG-TAX → REG-BANK → REG-SETTLE → REG-SALES,T4_SPINE_3HOP,0,5,3,15
FAM-TAX-ENS,FAM-ZP,REG-TAX,REG-PAYROLL,1,REG-TAX → REG-PAYROLL,T2_SPINE_1HOP,0,5,11,55
FAM-TAX-ENS,FAM-ZP-DES,REG-TAX,REG-PAYROLL,1,REG-TAX → REG-PAYROLL,T2_SPINE_1HOP,0,5,5,25
FAM-TAX-ENS,FAM-ZP-SHOP,REG-TAX,REG-PAYROLL,1,REG-TAX → REG-PAYROLL,T2_SPINE_1HOP,0,5,5,25
FAM-TAX-NDS,FAM-TAX-NDS,REG-TAX,REG-TAX,0,REG-TAX,T1_SAME_REG,0,5,5,20
FAM-TAX-NDS,FAM-TAX-RSV,REG-TAX,REG-TAX,0,REG-TAX,T1_SAME_REG,0,5,6,30
FAM-TAX-NDS,FAM-TAX-USN,REG-TAX,REG-TAX,0,REG-TAX,T1_SAME_REG,0,5,4,20
FAM-TAX-NDS,FAM-TSUM,REG-TAX,REG-SALES,3,REG-TAX → REG-BANK → REG-SETTLE → REG-SALES,T4_SPINE_3HOP,0,5,3,15
FAM-TAX-NDS,FAM-ZP,REG-TAX,REG-PAYROLL,1,REG-TAX → REG-PAYROLL,T2_SPINE_1HOP,0,5,11,55
FAM-TAX-NDS,FAM-ZP-DES,REG-TAX,REG-PAYROLL,1,REG-TAX → REG-PAYROLL,T2_SPINE_1HOP,0,5,5,25
FAM-TAX-NDS,FAM-ZP-SHOP,REG-TAX,REG-PAYROLL,1,REG-TAX → REG-PAYROLL,T2_SPINE_1HOP,0,5,5,25
FAM-TAX-RSV,FAM-TAX-RSV,REG-TAX,REG-TAX,0,REG-TAX,T1_SAME_REG,0,6,6,30
FAM-TAX-RSV,FAM-TAX-USN,REG-TAX,REG-TAX,0,REG-TAX,T1_SAME_REG,0,6,4,24
FAM-TAX-RSV,FAM-TSUM,REG-TAX,REG-SALES,3,REG-TAX → REG-BANK → REG-SETTLE → REG-SALES,T4_SPINE_3HOP,0,6,3,18
FAM-TAX-RSV,FAM-ZP,REG-TAX,REG-PAYROLL,1,REG-TAX → REG-PAYROLL,T2_SPINE_1HOP,34,6,11,66
FAM-TAX-RSV,FAM-ZP-DES,REG-TAX,REG-PAYROLL,1,REG-TAX → REG-PAYROLL,T2_SPINE_1HOP,0,6,5,30
FAM-TAX-RSV,FAM-ZP-SHOP,REG-TAX,REG-PAYROLL,1,REG-TAX → REG-PAYROLL,T2_SPINE_1HOP,0,6,5,30
FAM-TAX-USN,FAM-TAX-USN,REG-TAX,REG-TAX,0,REG-TAX,T1_SAME_REG,0,4,4,12
FAM-TAX-USN,FAM-TSUM,REG-TAX,REG-SALES,3,REG-TAX → REG-BANK → REG-SETTLE → REG-SALES,T4_SPINE_3HOP,0,4,3,12
FAM-TAX-USN,FAM-ZP,REG-TAX,REG-PAYROLL,1,REG-TAX → REG-PAYROLL,T2_SPINE_1HOP,0,4,11,44
FAM-TAX-USN,FAM-ZP-DES,REG-TAX,REG-PAYROLL,1,REG-TAX → REG-PAYROLL,T2_SPINE_1HOP,0,4,5,20
FAM-TAX-USN,FAM-ZP-SHOP,REG-TAX,REG-PAYROLL,1,REG-TAX → REG-PAYROLL,T2_SPINE_1HOP,0,4,5,20
FAM-TSUM,FAM-TSUM,REG-SALES,REG-SALES,0,REG-SALES,T1_SAME_REG,0,3,3,6
FAM-TSUM,FAM-ZP,REG-SALES,REG-PAYROLL,2,REG-SALES → REG-COST → REG-PAYROLL,T3_SPINE_2HOP,0,3,11,33
FAM-TSUM,FAM-ZP-DES,REG-SALES,REG-PAYROLL,2,REG-SALES → REG-COST → REG-PAYROLL,T3_SPINE_2HOP,0,3,5,15
FAM-TSUM,FAM-ZP-SHOP,REG-SALES,REG-PAYROLL,2,REG-SALES → REG-COST → REG-PAYROLL,T3_SPINE_2HOP,0,3,5,15
FAM-ZP,FAM-ZP,REG-PAYROLL,REG-PAYROLL,0,REG-PAYROLL,T1_SAME_REG,0,11,11,110
FAM-ZP,FAM-ZP-DES,REG-PAYROLL,REG-PAYROLL,0,REG-PAYROLL,T1_SAME_REG,5,11,5,55
FAM-ZP,FAM-ZP-SHOP,REG-PAYROLL,REG-PAYROLL,0,REG-PAYROLL,T1_SAME_REG,5,11,5,55
FAM-ZP-DES,FAM-ZP-DES,REG-PAYROLL,REG-PAYROLL,0,REG-PAYROLL,T1_SAME_REG,0,5,5,20
FAM-ZP-DES,FAM-ZP-SHOP,REG-PAYROLL,REG-PAYROLL,0,REG-PAYROLL,T1_SAME_REG,0,5,5,25
FAM-ZP-SHOP,FAM-ZP-SHOP,REG-PAYROLL,REG-PAYROLL,0,REG-PAYROLL,T1_SAME_REG,0,5,5,20
