warehouse,name,article_hint,docs_n,docs_in_n,docs_out_n,first_move_date,last_move_date,last_in_date,last_out_date,days_since_last_move,aging_band,last_doc,inv_match,inv_qty,inv_amount_rub,inv_abc_band,inv_as_of,risk_flag,move_end_leaf_ambiguous,as_of_analysis,do_not_auto_accept,so_t
Основной склад,Трикотаж масло крупные горохи 23-043,23-043,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,19.0,9500.0,B,2026-05-31,DEAD_STOCK,9500.0,2026-07-29,YES,N
Основной склад,Трикотаж масло пшенка 23-044,23-044,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,17.4,8700.0,B,2026-05-31,DEAD_STOCK,8700.0,2026-07-29,YES,N
Основной склад,Трикотаж масло разные горохи 23-045,23-045,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,14.1,7050.0,B,2026-05-31,DEAD_STOCK,7050.0,2026-07-29,YES,N
Основной склад,Трикотаж молочный 23-039,23-039,2,1,1,2024-12-09,2025-09-08,2024-12-09,2025-09-08,324,181_365_COOL,Перемещение запасов 280 от 08.09.2025,WH_ART,2.9,2610.0,C,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Основной склад,Трикотаж розовый футболочный 23-058,23-058,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,33.9,16950.0,B,2026-05-31,DEAD_STOCK,16950.0,2026-07-29,YES,N
Основной склад,"Трикотаж серый, под шерсть 23-016",23-016,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,26.5,17225.0,B,2026-05-31,DEAD_STOCK,17225.0,2026-07-29,YES,N
Основной склад,Трикотаж синий джерси 23-041,23-041,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,5.0,4500.0,C,2026-05-31,DEAD_STOCK,4500.0,2026-07-29,YES,N
Основной склад,Трикотаж темно-синий 23-034,23-034,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,5.0,4000.0,C,2026-05-31,DEAD_STOCK,4000.0,2026-07-29,YES,N
Основной склад,Трикотаж темно-синий 23-035,23-035,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,6.7,5360.0,C,2026-05-31,DEAD_STOCK,5360.0,2026-07-29,YES,N
Основной склад,Трикотаж темно-синий с ворсом 23-046,23-046,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,9.0,5850.0,C,2026-05-31,DEAD_STOCK,5850.0,2026-07-29,YES,N
Основной склад,Трикотаж фуксия футболочный 23-059,23-059,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,40.3,20150.0,A,2026-05-31,DEAD_STOCK,20150.0,2026-07-29,YES,N
Основной склад,Трикотаж футболочный серый 23-047,23-047,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,30.2,15100.0,B,2026-05-31,DEAD_STOCK,15100.0,2026-07-29,YES,N
Основной склад,Трикотаж футер белый 23-018,23-018,2,1,1,2025-07-04,2025-07-29,2025-07-04,2025-07-29,365,181_365_COOL,Перемещение запасов 217 от 29.07.2025,NO_INV,0,0,,,REVIEW,,2026-07-29,YES,N
Основной склад,Трикотаж футер серый 23-019,23-019,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,6.9,4140.0,C,2026-05-31,DEAD_STOCK,4140.0,2026-07-29,YES,N
Основной склад,Трикотаж футер черный 23-017,23-017,7,2,5,2024-12-09,2025-08-04,2025-07-04,2025-08-04,359,181_365_COOL,Перемещение запасов 226 от 04.08.2025,WH_ART,22.3,13380.0,B,2026-05-31,AGING_WATCH,114822.13,2026-07-29,YES,N
Основной склад,Трикотаж цветной 23-003,23-003,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,6.5,3250.0,C,2026-05-31,DEAD_STOCK,3250.0,2026-07-29,YES,N
Основной склад,Трикотаж цветной 23-051,23-051,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,6.0,4800.0,C,2026-05-31,DEAD_STOCK,4800.0,2026-07-29,YES,N
Основной склад,Трикотаж черный 23-032,23-032,3,2,1,2024-12-09,2026-04-02,2026-04-02,2026-01-12,118,91_180_WARM,Перемещение запасов 124 от 02.04.2026,WH_ART,9.0,7200.0,B,2026-05-31,OK_ACTIVE,4400.0,2026-07-29,YES,N
Основной склад,Трикотаж черный 23-049,23-049,2,1,1,2024-12-09,2025-10-16,2024-12-09,2025-10-16,286,181_365_COOL,Перемещение запасов 349 от 16.10.2025,WH_ART,76.0,38000.0,A,2026-05-31,AGING_WATCH,37500.0,2026-07-29,YES,N
Основной склад,"Трикотаж, бежевый ""кожа ангела"" 23-012",23-012,9,4,5,2025-04-09,2026-05-20,2026-05-20,2026-05-20,70,0_90_HOT,Перемещение запасов 211 от 20.05.2026,NO_INV,0,0,,,OK_ACTIVE,,2026-07-29,YES,N
Основной склад,"Трикотаж, белый, лапша тонкая 23-061",23-061,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,64.5,41925.0,A,2026-05-31,DEAD_STOCK,41925.0,2026-07-29,YES,N
Основной склад,"Трикотаж, бифлекс серый 23-025",23-025,2,1,1,2025-07-04,2025-09-08,2025-07-04,2025-09-08,324,181_365_COOL,Перемещение запасов 280 от 08.09.2025,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,26700.0,2026-07-29,YES,N
Основной склад,"Трикотаж, бифлекс серый 23-074",23-074,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,6.0,6000.0,C,2026-05-31,DEAD_STOCK,6000.0,2026-07-29,YES,N
Основной склад,"Трикотаж, бифлекс серый 23-081",23-081,2,1,1,2026-06-23,2026-06-23,2026-06-23,2026-06-23,36,0_90_HOT,Перемещение запасов 275 от 23.06.2026,NO_INV,0,0,,,OK_ACTIVE,,2026-07-29,YES,N
Основной склад,"Трикотаж, бифлекс фиолетовый 23-080",23-080,2,1,1,2026-06-04,2026-06-04,2026-06-04,2026-06-04,55,0_90_HOT,Перемещение запасов 247 от 04.06.2026,NO_INV,0,0,,,OK_ACTIVE,,2026-07-29,YES,N
Основной склад,"Трикотаж, голубой 23-023",23-023,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,14.8,7400.0,B,2026-05-31,DEAD_STOCK,7400.0,2026-07-29,YES,N
Основной склад,"Трикотаж, голубой футболочный 23-026",23-026,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,6.0,3000.0,C,2026-05-31,DEAD_STOCK,3000.0,2026-07-29,YES,N
Основной склад,"Трикотаж, джерси графит 23-071",23-071,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,6.2,3100.0,C,2026-05-31,DEAD_STOCK,3100.0,2026-07-29,YES,N
Основной склад,"Трикотаж, молочный ""кожа ангела"" 23-013",23-013,2,1,1,2025-04-09,2025-04-09,2025-04-09,2025-04-09,476,365PLUS_STALE,Перемещение запасов 73 от 09.04.2025,NO_INV,0,0,,,CLEARED_OLD,,2026-07-29,YES,N
Основной склад,"Трикотаж, оранжевый футболочный 23-028",23-028,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,4.0,2000.0,C,2026-05-31,DEAD_STOCK,2000.0,2026-07-29,YES,N
Основной склад,"Трикотаж, рибана, бежевый 23-068",23-068,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,3.6,1800.0,C,2026-05-31,DEAD_STOCK,1800.0,2026-07-29,YES,N
Основной склад,"Трикотаж, рибана, бежевый 23-076",23-076,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,5.0,2500.0,C,2026-05-31,DEAD_STOCK,2500.0,2026-07-29,YES,N
Основной склад,"Трикотаж, рибана, белый 23-063",23-063,2,1,1,2024-12-09,2025-07-23,2024-12-09,2025-07-23,371,365PLUS_STALE,Перемещение запасов 213 от 23.07.2025,WH_ART,1.0,500.0,C,2026-05-31,DEAD_STOCK,,2026-07-29,YES,N
Основной склад,"Трикотаж, рибана, голубой 23-069",23-069,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,5.3,2650.0,C,2026-05-31,DEAD_STOCK,2650.0,2026-07-29,YES,N
Основной склад,"Трикотаж, рибана, розовый 23-070",23-070,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,9.8,4900.0,C,2026-05-31,DEAD_STOCK,4900.0,2026-07-29,YES,N
Основной склад,"Трикотаж, рибана, серая 23-065",23-065,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,5.0,2500.0,C,2026-05-31,DEAD_STOCK,2500.0,2026-07-29,YES,N
Основной склад,"Трикотаж, рибана, серый 23-067",23-067,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,7.3,3650.0,C,2026-05-31,DEAD_STOCK,3650.0,2026-07-29,YES,N
Основной склад,"Трикотаж, рибана, фуксия 23-075",23-075,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,7.5,3750.0,C,2026-05-31,DEAD_STOCK,3750.0,2026-07-29,YES,N
Основной склад,"Трикотаж, рибана, черный 23-064",23-064,2,1,1,2024-12-09,2025-07-23,2024-12-09,2025-07-23,371,365PLUS_STALE,Перемещение запасов 213 от 23.07.2025,WH_ART,10.2,5100.0,C,2026-05-31,DEAD_STOCK,2200.0,2026-07-29,YES,N
Основной склад,"Трикотаж, серый 23-072",23-072,3,2,1,2024-12-09,2025-09-15,2025-09-15,2025-09-09,317,181_365_COOL,Перемещение запасов 289 от 15.09.2025,WH_ART,5.0,2500.0,C,2026-05-31,AGING_WATCH,1600.0,2026-07-29,YES,N
Основной склад,"Трикотаж, темно-серый 23-073",23-073,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,3.0,1500.0,C,2026-05-31,DEAD_STOCK,1500.0,2026-07-29,YES,N
Основной склад,"Трикотаж, темно-синий 23-029",23-029,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,5.0,4000.0,C,2026-05-31,DEAD_STOCK,4000.0,2026-07-29,YES,N
Основной склад,"Трикотаж, фуксия футболочный 23-027",23-027,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,23.0,11500.0,B,2026-05-31,DEAD_STOCK,11500.0,2026-07-29,YES,N
Основной склад,"Трикотаж, футер бежевый 23-077",23-077,1,1,0,2024-12-09,2024-12-09,2024-12-09,,597,365PLUS_STALE,Оприходование запасов 25 от 09.12.2024,WH_ART,16.5,9900.0,B,2026-05-31,DEAD_STOCK,9900.0,2026-07-29,YES,N
Основной склад,"Трикотаж, футер голубой 23-078",23-078,1,1,0,2025-07-04,2025-07-04,2025-07-04,,390,365PLUS_STALE,Оприходование запасов 11 от 04.07.2025,NO_INV,0,0,,,CLEARED_OLD,12513.5,2026-07-29,YES,N
Основной склад,"Трикотаж, футер розовый 23-079",23-079,1,1,0,2025-07-04,2025-07-04,2025-07-04,,390,365PLUS_STALE,Оприходование запасов 11 от 04.07.2025,NO_INV,0,0,,,CLEARED_OLD,16560.0,2026-07-29,YES,N
Основной склад,"Трикотаж, черный 23-022",23-022,2,1,1,2024-12-09,2024-12-11,2024-12-09,2024-12-11,595,365PLUS_STALE,Перемещение запасов 13 от 11.12.2024,WH_ART,14.2,9230.0,B,2026-05-31,DEAD_STOCK,9230.0,2026-07-29,YES,N
Основной склад,"Трикотаж, черный, лапша тонкая 23-062",23-062,2,1,1,2024-12-09,2025-02-25,2024-12-09,2025-02-25,519,365PLUS_STALE,Перемещение запасов 10 от 25.02.2025,WH_ART,75.0,48750.0,A,2026-05-31,DEAD_STOCK,48750.0,2026-07-29,YES,N
Основной склад,Флизелин белый  28-013,28-013,3,1,2,2026-03-31,2026-04-23,2026-03-31,2026-04-23,97,91_180_WARM,Перемещение запасов 162 от 23.04.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,5057.6,2026-07-29,YES,N
Основной склад,Флизелин черный  28-012,28-012,2,1,1,2026-03-31,2026-03-31,2026-03-31,2026-03-31,120,91_180_WARM,Перемещение запасов 121 от 31.03.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,6195.56,2026-07-29,YES,N
Основной склад,Х/Б астры 4П-027,,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_NAME,42.0,37800.0,A,2026-05-31,DEAD_STOCK,37800.0,2026-07-29,YES,N
Основной склад,Х/Б бабочки на голубом 4П-002,,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_NAME,3.5,3150.0,C,2026-05-31,DEAD_STOCK,3150.0,2026-07-29,YES,N
Основной склад,Х/Б бабочки на голубом 4П-024,,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_NAME,12.6,8820.0,B,2026-05-31,DEAD_STOCK,8820.0,2026-07-29,YES,N
Основной склад,Х/Б батист  купоны арабеска 4А-013,,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,4.5,6750.0,B,2026-05-31,DEAD_STOCK,6750.0,2026-07-29,YES,N
Основной склад,"Х/Б батист ""гжель"" капли 4А-023",,2,1,1,2025-01-10,2025-04-22,2025-01-10,2025-04-22,463,365PLUS_STALE,Перемещение запасов 90 от 22.04.2025,WH_NAME,46.3,46300.0,A,2026-05-31,DEAD_STOCK,46300.0,2026-07-29,YES,N
Основной склад,Х/Б батист балет на белом 4А-032,,4,2,2,2025-01-10,2025-03-12,2025-02-11,2025-03-12,504,365PLUS_STALE,Перемещение запасов 37 от 12.03.2025,WH_NAME,18.2,21428.04,A,2026-05-31,DEAD_STOCK,21428.04,2026-07-29,YES,N
Основной склад,Х/Б батист балет на черном 4А-031,,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,4.8,4800.0,C,2026-05-31,DEAD_STOCK,4800.0,2026-07-29,YES,N
Основной склад,"Х/Б батист белый,  принт вишня 4А-116",,5,3,2,2026-03-17,2026-05-27,2026-05-27,2026-04-28,63,0_90_HOT,Перемещение запасов 227 от 27.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,18109.8,2026-07-29,YES,N
Основной склад,Х/Б батист гжель цветы купоны 4А-053,,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,34.5,34500.0,A,2026-05-31,DEAD_STOCK,34500.0,2026-07-29,YES,N
Основной склад,"Х/Б батист голубой, принт вишня 4А-117",,5,2,3,2026-03-17,2026-05-27,2026-05-27,2026-05-15,63,0_90_HOT,Перемещение запасов 227 от 27.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,3933.0,2026-07-29,YES,N
Основной склад,Х/Б батист грибочки на белом 4А-034,,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,14.9,14900.0,B,2026-05-31,DEAD_STOCK,14900.0,2026-07-29,YES,N
Основной склад,Х/Б батист грибочки на черном 4А-033,,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,22.2,22200.0,A,2026-05-31,DEAD_STOCK,22200.0,2026-07-29,YES,N
Основной склад,Х/Б батист девочки Y на белом 4А-037,,3,1,2,2025-01-10,2025-05-30,2025-01-10,2025-05-30,425,365PLUS_STALE,Перемещение запасов 144 от 30.05.2025,WH_NAME,11.6,11600.0,B,2026-05-31,DEAD_STOCK,11600.0,2026-07-29,YES,N
Основной склад,Х/Б батист девочки Y на синем 4А-036,,3,1,2,2025-01-10,2025-08-12,2025-01-10,2025-08-12,351,181_365_COOL,Перемещение запасов 239 от 12.08.2025,WH_NAME,4.0,4000.0,C,2026-05-31,AGING_WATCH,3000.0,2026-07-29,YES,N
Основной склад,Х/Б батист девочки Y на черном 4А-035,,2,1,1,2025-01-10,2025-02-19,2025-01-10,2025-02-19,525,365PLUS_STALE,Перемещение запасов 12 от 19.02.2025,WH_NAME,32.0,32000.0,A,2026-05-31,DEAD_STOCK,32000.0,2026-07-29,YES,N
Основной склад,Х/Б батист зеленые капли 4А-029,,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,67.0,67000.0,A,2026-05-31,DEAD_STOCK,67000.0,2026-07-29,YES,N
Основной склад,Х/Б батист кайма Ynina синяя 4А-045,,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,6.4,6400.0,C,2026-05-31,DEAD_STOCK,6400.0,2026-07-29,YES,N
Основной склад,Х/Б батист крупные разводы 4А-003,,2,1,1,2025-01-10,2025-05-30,2025-01-10,2025-05-30,425,365PLUS_STALE,Перемещение запасов 144 от 30.05.2025,WH_NAME,28.0,28000.0,A,2026-05-31,DEAD_STOCK,28000.0,2026-07-29,YES,N
Основной склад,Х/Б батист мелкие разводы с черным проблеском 4А-002,,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,13.0,13000.0,B,2026-05-31,DEAD_STOCK,13000.0,2026-07-29,YES,N
Основной склад,Х/Б батист микс крупный белый 4А-039,,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,5.1,5100.0,C,2026-05-31,DEAD_STOCK,5100.0,2026-07-29,YES,N
Основной склад,Х/Б батист микс крупный синий 4А-041,,3,1,2,2025-01-10,2025-04-18,2025-01-10,2025-04-18,467,365PLUS_STALE,Перемещение запасов 88 от 18.04.2025,WH_NAME,1.8,1800.0,C,2026-05-31,DEAD_STOCK,1800.0,2026-07-29,YES,N
Основной склад,Х/Б батист микс крупный черный 4А-040,,2,1,1,2025-01-10,2025-01-13,2025-01-10,2025-01-13,562,365PLUS_STALE,Перемещение запасов 5 от 13.01.2025,WH_NAME,5.0,5000.0,C,2026-05-31,DEAD_STOCK,5000.0,2026-07-29,YES,N
Основной склад,Х/Б батист оранжевый двойная YY 4А-085,,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,13.55,13550.0,B,2026-05-31,DEAD_STOCK,13550.0,2026-07-29,YES,N
Основной склад,"Х/Б батист полоска бел/синяя/белая 1,2/2/1,2 4А-048",,2,1,1,2025-01-10,2025-05-26,2025-01-10,2025-05-26,429,365PLUS_STALE,Перемещение запасов 136 от 26.05.2025,WH_NAME,4.65,4650.0,C,2026-05-31,DEAD_STOCK,4650.0,2026-07-29,YES,N
Основной склад,Х/Б батист полоски к зеленым каплям 4А-030,,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,47.0,47000.0,A,2026-05-31,DEAD_STOCK,47000.0,2026-07-29,YES,N
Основной склад,Х/Б батист полоски к синим каплям  4А-024,,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,1.5,1500.0,C,2026-05-31,DEAD_STOCK,1500.0,2026-07-29,YES,N
Основной склад,Х/Б батист полоски к синим каплям  4А-028,,2,1,1,2025-01-10,2025-08-12,2025-01-10,2025-08-12,351,181_365_COOL,Перемещение запасов 239 от 12.08.2025,WH_NAME,3.2,4800.0,C,2026-05-31,AGING_WATCH,1050.0,2026-07-29,YES,N
Основной склад,"Х/Б батист розовый, принт вишня 4А-118",,5,2,3,2026-03-17,2026-05-27,2026-05-27,2026-05-15,63,0_90_HOT,Перемещение запасов 227 от 27.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,9919.9,2026-07-29,YES,N
Основной склад,Х/Б батист синие капли  4А-027,,2,1,1,2025-01-10,2025-08-12,2025-01-10,2025-08-12,351,181_365_COOL,Перемещение запасов 239 от 12.08.2025,WH_NAME,18.0,18000.0,A,2026-05-31,AGING_WATCH,17000.0,2026-07-29,YES,N
Основной склад,Х/Б батист солнечная 4А-004,,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,6.6,6600.0,B,2026-05-31,DEAD_STOCK,6600.0,2026-07-29,YES,N
Основной склад,Х/Б батист цветные капли  4А-025,,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,26.0,26000.0,A,2026-05-31,DEAD_STOCK,26000.0,2026-07-29,YES,N
Основной склад,Х/Б батист черные спинки без принта 4А-014,,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,38.0,57000.0,A,2026-05-31,DEAD_STOCK,57000.0,2026-07-29,YES,N
Основной склад,Х/Б батист черный двойная YY 4А-086,,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,15.2,15200.0,B,2026-05-31,DEAD_STOCK,15200.0,2026-07-29,YES,N
Основной склад,Х/Б батист черный хаотичный Y 4А-043,,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,17.5,17500.0,B,2026-05-31,DEAD_STOCK,17500.0,2026-07-29,YES,N
Основной склад,"Х/Б батист черный, принт вишня 4А-115",,7,2,5,2026-03-17,2026-05-19,2026-05-15,2026-05-19,71,0_90_HOT,Перемещение запасов 208 от 19.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,24679.13,2026-07-29,YES,N
Основной склад,"Х/Б бежевый с вышитыми сотами, 4-001",4-001,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_ART,15.6,10920.0,B,2026-05-31,DEAD_STOCK,10920.0,2026-07-29,YES,N
Основной склад,"Х/Б бежевый с мелкими цветами вышитый, 4-002",4-002,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_ART,3.4,2380.0,C,2026-05-31,DEAD_STOCK,2380.0,2026-07-29,YES,N
Основной склад,"Х/Б белая атласная, 4-004",4-004,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_ART,10.6,6360.0,C,2026-05-31,DEAD_STOCK,6360.0,2026-07-29,YES,N
Основной склад,"Х/Б белая со складками, 4-009",4-009,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_ART,9.2,6440.0,C,2026-05-31,DEAD_STOCK,6440.0,2026-07-29,YES,N
Основной склад,"Х/Б белый в мелкий рисунок ромбики, 4-005",4-005,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_ART,9.8,5880.0,C,2026-05-31,DEAD_STOCK,5880.0,2026-07-29,YES,N
Основной склад,"Х/Б белый в полоску 0,3, 4-012",4-012,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_ART,3.5,1400.0,C,2026-05-31,DEAD_STOCK,1400.0,2026-07-29,YES,N
Основной склад,"Х/Б белый, вышивка с одной стороны 4-013",4-013,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_ART,3.3,2310.0,C,2026-05-31,DEAD_STOCK,2310.0,2026-07-29,YES,N
Основной склад,"Х/Б белый, девочки, 4А-109",,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,21.4,32100.0,A,2026-05-31,DEAD_STOCK,32100.0,2026-07-29,YES,N
Основной склад,Х/Б большие цветы голубые 4П-009,,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_NAME,6.0,5400.0,C,2026-05-31,DEAD_STOCK,5400.0,2026-07-29,YES,N
Основной склад,Х/Б большие цветы оранжевый 4П-010,,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_NAME,4.1,3690.0,C,2026-05-31,DEAD_STOCK,3690.0,2026-07-29,YES,N
Основной склад,Х/Б большие цветы цветные 4П-011,,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_NAME,6.0,5400.0,C,2026-05-31,DEAD_STOCK,5400.0,2026-07-29,YES,N
Основной склад,"Х/Б вышитый  мелкими ромбиками, 4-011",4-011,2,1,1,2024-12-16,2025-05-22,2024-12-16,2025-05-22,433,365PLUS_STALE,Перемещение запасов 126 от 22.05.2025,WH_ART,4.8,3360.0,C,2026-05-31,DEAD_STOCK,3360.0,2026-07-29,YES,N
Основной склад,"Х/Б вышитый с рисунком по одной стороне, 4-010",4-010,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_ART,12.0,7200.0,B,2026-05-31,DEAD_STOCK,7200.0,2026-07-29,YES,N
