source_file_id_master,file_name_master,domain,period,entity_scope,lifecycle_status,risk,match_type,file_name_local,sha256_local,source_file_id_local,category_local
FILE-053,Остатки ткани из 1С на 31.05.2026.xlsx,Закупки и запасы,2026,ИП Янина / операционный контур (требует подтверждения по части файлов),Active source candidate,Низкий,EXACT,Остатки ткани из 1С на 31.05.2026.xlsx,7348edc937a61c525b04495a1c2868073ac6868d54d6667cc949b977c90e4379,SRC-7348EDC937A6,inventory
FILE-054,план работы.docx,Договоры и проектные документы,Не определён из названия,Не указано в названии,Active source candidate,Низкий,EXACT,план работы.docx,f5394740b494cb40eeb5ff8f5df7d8958b7440d57e3d64543dfd663d45a410ec,SRC-F5394740B494,contracts
FILE-055,Положение об оплате труда и премировании в ИП Янина.doc,Персонал и оплата труда,Не определён из названия,ИП Янина / операционный контур (требует подтверждения по части файлов),Active source candidate,Низкий,EXACT,Положение об оплате труда и премировании в ИП Янина.doc,270aeff96e0f38e6e8eade841de53dee04dda71115217f3a070ae9c60b0dbf51,SRC-270AEFF96E0F,hr_policy
FILE-056,Приложение 1 к положению.docx,Персонал и оплата труда,Не определён из названия,Не указано в названии,Active source candidate,Низкий,EXACT,Приложение 1 к положению.docx,a594e1f3e73e5513f1cf3ff237b877b190404fe33c8223c8f3f4630266175674,SRC-A594E1F3E73E,hr_policy
FILE-080,Сведения о наличии отрицательного сальдо ЕНС.pdf,Налоги и обязательная отчётность,Не определён из названия,Не указано в названии,Active source candidate,Средний,EXACT,Сведения о наличии отрицательного сальдо ЕНС.pdf,74b267159f9036a828700385d64c92975abf17c79021e5532b3a9134698f959c,SRC-74B267159F90,tax_ens
FILE-081,Себестоимость Жукова.xlsx,Себестоимость и производство,Не определён из названия,ИП Янина / операционный контур (требует подтверждения по части файлов),Quarantine — исправить до использования,Высокий,EXACT,Себестоимость Жукова.xlsx,ccfa8b9574eb8479608de30194fcff84fc91272a453fb10656f4fca644376286,SRC-CCFA8B9574EB,cost_person
FILE-082,Себестоимость Меркушина.xlsx,Себестоимость и производство,Не определён из названия,ИП Янина / операционный контур (требует подтверждения по части файлов),Quarantine — исправить до использования,Средний,EXACT,Себестоимость Меркушина.xlsx,823ce027153ee9e66da2b5c18295147e430a2b7535175ace89f2749448ba7a31,SRC-823CE027153E,cost_person
FILE-085,Список контрагентов по закупке.xlsx,Закупки и запасы,Не определён из названия,Не указано в названии,Active source candidate,Низкий,EXACT,Список контрагентов по закупке.xlsx,11f7b2d33f442889faf07fce5092f043008799fdd622b7f65a1dea11a906460b,SRC-11F7B2D33F44,procurement
FILE-086,Список представленной отчетности за 2024.pdf,Налоги и обязательная отчётность,2024,Не указано в названии,Active source candidate,Средний,EXACT,Список представленной отчетности за 2024.pdf,0a59904dd2d1c14c64b73e3e86935e07aa75bf1bc8e665820dda11f7cc1afecb,SRC-0A59904DD2D1,tax_list
FILE-087,Список представленной отчетности за 2025.pdf,Налоги и обязательная отчётность,2025,Не указано в названии,Active source candidate,Средний,EXACT,Список представленной отчетности за 2025.pdf,446e4dda8aa45a3e2a5b952aef2f4e89845630a2446b087742464f581e9c7152,SRC-446E4DDA8AA4,tax_list
FILE-088,Список представленной отчетности за 2026.pdf,Налоги и обязательная отчётность,2026,Не указано в названии,Active source candidate,Средний,EXACT,Список представленной отчетности за 2026.pdf,48b008b303e010265150317b93a3b961f298b65240bca5e776221ccac1bb9c77,SRC-48B008B303E0,tax_list
FILE-089,Справка о расчетах по взносам на несч.сл на 25.06.2026.pdf,Налоги и обязательная отчётность,2026,Не указано в названии,Active source candidate,Средний,EXACT,Справка о расчетах по взносам на несч.сл на 25.06.2026.pdf,52671eb999e4ce9e26af9b964002a4274bbfe5c4caf90b0325169b0a7f89aca1,SRC-52671EB999E4,tax_insurance
FILE-090,Справка об исполнении обязанности по налогам.pdf,Налоги и обязательная отчётность,Не определён из названия,Не указано в названии,Active source candidate,Средний,EXACT,Справка об исполнении обязанности по налогам.pdf,90040ae0af419cf1c2e7a18bf614e16481c5714fd14b1b3e79cd35f03f7fa050,SRC-90040AE0AF41,tax_ens
FILE-093,Штатка ИП.xlsx,Персонал и оплата труда,Не определён из названия,ИП Янина / операционный контур (требует подтверждения по части файлов),Active source candidate,Низкий,EXACT,Штатка ИП.xlsx,500393dd127fa501f8e78895f5fb7e37a8e647d1e57f622f61ccecab74dd6765,SRC-500393DD127F,org
