formula_error_id,source_file_id,version_id,file_name,sheet,cell,error_type,formula,shared_formula_si,shared_anchor,shared_anchor_formula,shared_ref,classification,referenced_error_cells,proposed_patch,patch_confidence,application_status,owner_role,required_evidence,analysis_impact
FERR-0108,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2457,#DIV/0!,SUM(T2457:T2466)/G2457,,,,,Root denominator error,,"=IF(G2457=0,"""",SUM(T2457:T2466)/G2457)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0109,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2467,#DIV/0!,SUM(T2467:T2476)/G2467,,,,,Root denominator error,,"=IF(G2467=0,"""",SUM(T2467:T2476)/G2467)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0110,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2477,#DIV/0!,SUM(T2477:T2486)/G2477,,,,,Root denominator error,,"=IF(G2477=0,"""",SUM(T2477:T2486)/G2477)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0111,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2487,#DIV/0!,SUM(T2487:T2496)/G2487,,,,,Root denominator error,,"=IF(G2487=0,"""",SUM(T2487:T2496)/G2487)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0112,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2497,#DIV/0!,SUM(T2497:T2506)/G2497,,,,,Root denominator error,,"=IF(G2497=0,"""",SUM(T2497:T2506)/G2497)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0113,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2507,#DIV/0!,SUM(T2507:T2516)/G2507,,,,,Root denominator error,,"=IF(G2507=0,"""",SUM(T2507:T2516)/G2507)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0114,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2517,#DIV/0!,SUM(T2517:T2526)/G2517,,,,,Root denominator error,,"=IF(G2517=0,"""",SUM(T2517:T2526)/G2517)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0115,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2527,#DIV/0!,SUM(T2527:T2536)/G2527,,,,,Root denominator error,,"=IF(G2527=0,"""",SUM(T2527:T2536)/G2527)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0116,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2537,#DIV/0!,SUM(T2537:T2546)/G2537,,,,,Root denominator error,,"=IF(G2537=0,"""",SUM(T2537:T2546)/G2537)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0117,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2547,#DIV/0!,SUM(T2547:T2556)/G2547,,,,,Root denominator error,,"=IF(G2547=0,"""",SUM(T2547:T2556)/G2547)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0118,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2557,#DIV/0!,SUM(T2557:T2566)/G2557,,,,,Root denominator error,,"=IF(G2557=0,"""",SUM(T2557:T2566)/G2557)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0119,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2567,#DIV/0!,SUM(T2567:T2576)/G2567,,,,,Root denominator error,,"=IF(G2567=0,"""",SUM(T2567:T2576)/G2567)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0120,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2577,#DIV/0!,SUM(T2577:T2586)/G2577,,,,,Root denominator error,,"=IF(G2577=0,"""",SUM(T2577:T2586)/G2577)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0121,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I275,#DIV/0!,,16,I235,SUM(T235:T242)/G235,I235:I291,Root denominator error,,"=IF(G235=0,"""",SUM(T235:T242)/G235)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0122,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I291,#DIV/0!,,16,I235,SUM(T235:T242)/G235,I235:I291,Root denominator error,,"=IF(G235=0,"""",SUM(T235:T242)/G235)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0123,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I659,#DIV/0!,,40,I619,SUM(T619:T626)/G619,I619:I675,Root denominator error,,"=IF(G619=0,"""",SUM(T619:T626)/G619)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0124,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J1927,#DIV/0!,SUM(H1927:I1927),,,,,Propagated from upstream error,I1927,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0125,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J1937,#DIV/0!,SUM(H1937:I1937),,,,,Propagated from upstream error,I1937,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0126,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J1947,#DIV/0!,SUM(H1947:I1947),,,,,Propagated from upstream error,I1947,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0127,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J1957,#DIV/0!,SUM(H1957:I1957),,,,,Propagated from upstream error,I1957,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0128,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J1967,#DIV/0!,SUM(H1967:I1967),,,,,Propagated from upstream error,I1967,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0129,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J1977,#DIV/0!,SUM(H1977:I1977),,,,,Propagated from upstream error,I1977,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0130,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J1987,#DIV/0!,SUM(H1987:I1987),,,,,Propagated from upstream error,I1987,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0131,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J1997,#DIV/0!,SUM(H1997:I1997),,,,,Propagated from upstream error,I1997,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0132,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2007,#DIV/0!,SUM(H2007:I2007),,,,,Propagated from upstream error,I2007,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0133,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2017,#DIV/0!,SUM(H2017:I2017),,,,,Propagated from upstream error,I2017,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0134,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2027,#DIV/0!,SUM(H2027:I2027),,,,,Propagated from upstream error,I2027,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0135,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2037,#DIV/0!,SUM(H2037:I2037),,,,,Propagated from upstream error,I2037,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0136,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2047,#DIV/0!,SUM(H2047:I2047),,,,,Propagated from upstream error,I2047,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0137,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2057,#DIV/0!,SUM(H2057:I2057),,,,,Propagated from upstream error,I2057,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0138,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2067,#DIV/0!,SUM(H2067:I2067),,,,,Propagated from upstream error,I2067,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0139,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2077,#DIV/0!,SUM(H2077:I2077),,,,,Propagated from upstream error,I2077,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0140,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2087,#DIV/0!,SUM(H2087:I2087),,,,,Propagated from upstream error,I2087,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0141,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2097,#DIV/0!,SUM(H2097:I2097),,,,,Propagated from upstream error,I2097,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0142,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2107,#DIV/0!,SUM(H2107:I2107),,,,,Propagated from upstream error,I2107,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0143,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2117,#DIV/0!,SUM(H2117:I2117),,,,,Propagated from upstream error,I2117,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0144,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2127,#DIV/0!,SUM(H2127:I2127),,,,,Propagated from upstream error,I2127,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0145,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2137,#DIV/0!,SUM(H2137:I2137),,,,,Propagated from upstream error,I2137,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0146,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2147,#DIV/0!,SUM(H2147:I2147),,,,,Propagated from upstream error,I2147,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0147,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2157,#DIV/0!,SUM(H2157:I2157),,,,,Propagated from upstream error,I2157,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0148,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2167,#DIV/0!,SUM(H2167:I2167),,,,,Propagated from upstream error,I2167,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0149,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2177,#DIV/0!,SUM(H2177:I2177),,,,,Propagated from upstream error,I2177,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0150,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2187,#DIV/0!,SUM(H2187:I2187),,,,,Propagated from upstream error,I2187,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0151,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2197,#DIV/0!,SUM(H2197:I2197),,,,,Propagated from upstream error,I2197,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0152,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2207,#DIV/0!,SUM(H2207:I2207),,,,,Propagated from upstream error,I2207,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0153,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2217,#DIV/0!,SUM(H2217:I2217),,,,,Propagated from upstream error,I2217,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0154,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2227,#DIV/0!,SUM(H2227:I2227),,,,,Propagated from upstream error,I2227,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0155,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2237,#DIV/0!,SUM(H2237:I2237),,,,,Propagated from upstream error,I2237,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0156,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2247,#DIV/0!,SUM(H2247:I2247),,,,,Propagated from upstream error,I2247,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0157,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2257,#DIV/0!,SUM(H2257:I2257),,,,,Propagated from upstream error,I2257,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0158,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2267,#DIV/0!,SUM(H2267:I2267),,,,,Propagated from upstream error,I2267,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0159,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2277,#DIV/0!,SUM(H2277:I2277),,,,,Propagated from upstream error,I2277,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0160,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2287,#DIV/0!,SUM(H2287:I2287),,,,,Propagated from upstream error,I2287,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0161,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2297,#DIV/0!,SUM(H2297:I2297),,,,,Propagated from upstream error,I2297,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0162,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2307,#DIV/0!,SUM(H2307:I2307),,,,,Propagated from upstream error,I2307,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0163,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2317,#DIV/0!,SUM(H2317:I2317),,,,,Propagated from upstream error,I2317,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0164,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2327,#DIV/0!,SUM(H2327:I2327),,,,,Propagated from upstream error,I2327,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0165,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2337,#DIV/0!,SUM(H2337:I2337),,,,,Propagated from upstream error,I2337,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0166,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2347,#DIV/0!,SUM(H2347:I2347),,,,,Propagated from upstream error,I2347,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0167,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2357,#DIV/0!,SUM(H2357:I2357),,,,,Propagated from upstream error,I2357,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0168,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2367,#DIV/0!,SUM(H2367:I2367),,,,,Propagated from upstream error,I2367,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0169,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2377,#DIV/0!,SUM(H2377:I2377),,,,,Propagated from upstream error,I2377,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0170,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2387,#DIV/0!,SUM(H2387:I2387),,,,,Propagated from upstream error,I2387,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0171,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2397,#DIV/0!,SUM(H2397:I2397),,,,,Propagated from upstream error,I2397,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0172,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2407,#DIV/0!,SUM(H2407:I2407),,,,,Propagated from upstream error,I2407,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0173,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2417,#DIV/0!,SUM(H2417:I2417),,,,,Propagated from upstream error,I2417,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0174,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2427,#DIV/0!,SUM(H2427:I2427),,,,,Propagated from upstream error,I2427,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0175,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2437,#DIV/0!,SUM(H2437:I2437),,,,,Propagated from upstream error,I2437,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0176,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2447,#DIV/0!,SUM(H2447:I2447),,,,,Propagated from upstream error,I2447,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0177,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2457,#DIV/0!,SUM(H2457:I2457),,,,,Propagated from upstream error,I2457,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0178,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2467,#DIV/0!,SUM(H2467:I2467),,,,,Propagated from upstream error,I2467,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0179,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2477,#DIV/0!,SUM(H2477:I2477),,,,,Propagated from upstream error,I2477,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0180,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2487,#DIV/0!,SUM(H2487:I2487),,,,,Propagated from upstream error,I2487,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0181,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2497,#DIV/0!,SUM(H2497:I2497),,,,,Propagated from upstream error,I2497,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
