field_id,source_file_id,version_id,file_name,domain,sheet,sheet_state,header_row,header_confidence,source_column,source_field,normalized_field,tags,entity,data_type,nonempty,estimated_rows,completeness_pct,sample_unique,uniqueness_pct,key_candidate,formula_count,error_count,min_date,max_date,min_number,max_number,sensitivity,current_target_system,target_system,target_register,target_primary_key,proposed_target_field,mapping_rule,join_role,mapping_status,quality_risk,missing_for_production_use,owner_role,approval_status
FLD-0678,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,ведомость конструкторы,visible,3,Высокая,11,Карта,карта,unclassified,Не классифицировано,number,8,11,72.7,3,37.5,Нет,0,0,,,44694,226200,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,карта,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0679,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,ведомость конструкторы,visible,3,Высокая,12,Итого на руки,итого_на_руки,amount,Финансовая операция,number,9,11,81.8,8,88.9,Нет,6,0,,,67306,521800,Обычные внутренние,ERP / финансовый регистр,ERP / финансовый регистр,data_quarantine,,итого_на_руки,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0680,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,ведомость конструкторы,visible,3,Высокая,13,Итого на руки по факту,итого_на_руки_по_факту,amount; budget_actual,Бюджет; Финансовая операция,number,9,11,81.8,8,88.9,Нет,3,0,,,67500,590500,Обычные внутренние,ERP / финансовый регистр; FP&A / BI,ERP / финансовый регистр; FP&A / BI,data_quarantine,,итого_на_руки_по_факту,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0681,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,ведомость конструкторы,visible,3,Высокая,14,Примечание,примечание,comment,Комментарий,text,1,11,9.1,1,100,Нет,0,0,,,,,Обычные внутренние,В контексте первичного регистра,В контексте первичного регистра,data_quarantine,,примечание,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0682,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,1,2025-04-01 00:00:00 / Мастера,2025_04_01_00_00_00_мастера,unclassified,Не классифицировано,text,14,16,87.5,14,100,Да,0,0,,,,,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,2025_04_01_00_00_00_мастера,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0683,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,2,СДЕЛКА МАСТЕРА / Оклад,сделка_мастера_оклад,salary,ФОТ,number,13,16,81.2,3,23.1,Нет,0,0,,,0,70000,Персональные/финансовые,ЗУП / ERP,ЗУП / ERP,data_quarantine,,сделка_мастера_оклад,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0684,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,3,Сдельная оплата,сдельная_оплата,unclassified,Не классифицировано,number,14,16,87.5,14,100,Да,1,0,,,33383,1046630,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,сдельная_оплата,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0685,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,4,Мотивационные выплаты,мотивационные_выплаты,unclassified,Не классифицировано,number,1,16,6.2,1,100,Нет,1,0,,,0,0,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,мотивационные_выплаты,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0686,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,5,Оплата больничного исходя из оклада,оплата_больничного_исходя_из_оклада,salary,ФОТ,number,1,16,6.2,1,100,Нет,1,0,,,0,0,Персональные/финансовые,ЗУП / ERP,ЗУП / ERP,data_quarantine,,оплата_больничного_исходя_из_оклада,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0687,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,6,"Отшито изделий, шт./акссесуаров, часы",отшито_изделий_шт_акссесуаров_часы,quantity; hours,Операционная строка; Производственная операция,text,13,16,81.2,9,69.2,Нет,0,0,,,,,Обычные внутренние,MES / ERP; В первичном регистре,MES / ERP; В первичном регистре,data_quarantine,,отшито_изделий_шт_акссесуаров_часы,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0688,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,7,"Переделки, часы",переделки_часы,hours; defect_qty,Брак/переделка; Производственная операция,number,13,16,81.2,8,61.5,Нет,1,0,,,0,129.5,Обычные внутренние,MES / ERP,MES / ERP,data_quarantine,,переделки_часы,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0689,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,8,Проезд,проезд,unclassified,Не классифицировано,number,13,16,81.2,3,23.1,Нет,1,0,,,0,16000,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,проезд,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0690,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,9,Выслуга,выслуга,unclassified,Не классифицировано,number,13,16,81.2,3,23.1,Нет,0,0,,,0,28000,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,выслуга,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0691,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,10,"Итого, без бонуса",итого_без_бонуса,amount,Финансовая операция,number,14,16,87.5,14,100,Да,2,0,,,39383,1090630,Обычные внутренние,ERP / финансовый регистр,ERP / финансовый регистр,data_quarantine,,итого_без_бонуса,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0692,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,11,Бонус,бонус,unclassified,Не классифицировано,number,14,16,87.5,4,28.6,Нет,0,0,,,0,52500,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,бонус,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0693,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,12,Итого к выплате,итого_к_выплате,amount; salary,ФОТ; Финансовая операция,number,14,16,87.5,14,100,Да,4,0,,,39383,1143130,Персональные/финансовые,ERP / финансовый регистр; ЗУП / ERP,ERP / финансовый регистр; ЗУП / ERP,data_quarantine,,итого_к_выплате,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0694,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,13,Премия от Юлии,премия_от_юлии,salary,ФОТ,number,6,16,37.5,2,33.3,Нет,1,0,,,10000,50000,Персональные/финансовые,ЗУП / ERP,ЗУП / ERP,data_quarantine,,премия_от_юлии,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness | key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0695,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,14,Карта,карта,unclassified,Не классифицировано,number,14,16,87.5,4,28.6,Нет,0,0,,,0,408204,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,карта,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0696,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,15,Итого на руки,итого_на_руки,amount,Финансовая операция,number,15,16,93.8,15,100,Да,2,0,,,8493,784926,Обычные внутренние,ERP / финансовый регистр,ERP / финансовый регистр,data_quarantine,,итого_на_руки,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0697,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,16,На руки по факту,на_руки_по_факту,budget_actual,Бюджет,number,15,16,93.8,14,93.3,Нет,0,0,,,8500,787000,Обычные внутренние,FP&A / BI,FP&A / BI,data_quarantine,,на_руки_по_факту,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0698,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,ведомость мастера,visible,4,Высокая,17,Примечание,примечание,comment,Комментарий,empty,0,16,0,0,,Нет,0,0,,,,,Обычные внутренние,В контексте первичного регистра,В контексте первичного регистра,data_quarantine,,примечание,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness | key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0699,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,1,2025-04-01 00:00:00,2025_04_01_00_00_00,unclassified,Не классифицировано,number,56,56,100,56,100,Да,0,0,,,1,55,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,2025_04_01_00_00_00,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0700,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,3,График,график,unclassified,Не классифицировано,text,53,56,94.6,12,22.6,Нет,0,0,,,,,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,график,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0701,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,4,отпуск с нач.года,отпуск_с_нач_года,unclassified,Не классифицировано,empty,0,56,0,0,,Нет,0,0,,,,,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,отпуск_с_нач_года,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0702,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,5,ВТ,вт,unclassified,Не классифицировано,number,53,56,94.6,11,20.8,Нет,0,0,,,1,11,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,вт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0703,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,6,СР,ср,unclassified,Не классифицировано,number,52,56,92.9,9,17.3,Нет,0,0,,,2,10,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,ср,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0704,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,7,ЧТ,чт,unclassified,Не классифицировано,number,52,56,92.9,12,23.1,Нет,0,0,,,3,12,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,чт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0705,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,8,ПТ,пт,unclassified,Не классифицировано,number,53,56,94.6,16,30.2,Нет,0,0,,,4,15,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,пт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0706,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,9,СБ,сб,unclassified,Не классифицировано,number,3,56,5.4,3,100,Нет,0,0,,,5,11,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,сб,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0707,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,10,ВСК,вск,unclassified,Не классифицировано,number,8,56,14.3,5,62.5,Нет,0,0,,,6,14,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,вск,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0708,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,11,ПН,пн,unclassified,Не классифицировано,number,53,56,94.6,11,20.8,Нет,0,0,,,7,12,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,пн,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0709,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,12,ВТ,вт,unclassified,Не классифицировано,number,53,56,94.6,11,20.8,Нет,0,0,,,4,13,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,вт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0710,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,13,СР,ср,unclassified,Не классифицировано,number,53,56,94.6,13,24.5,Нет,0,0,,,6.5,14.5,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,ср,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0711,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,14,ЧТ,чт,unclassified,Не классифицировано,number,52,56,92.9,11,21.2,Нет,0,0,,,6,10.5,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,чт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0712,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,15,ПТ,пт,unclassified,Не классифицировано,number,53,56,94.6,11,20.8,Нет,0,0,,,6.5,11.5,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,пт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0713,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,16,СБ,сб,unclassified,Не классифицировано,number,3,56,5.4,3,100,Нет,0,0,,,6.5,12,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,сб,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0714,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,17,ВСК,вск,unclassified,Не классифицировано,number,3,56,5.4,3,100,Нет,0,0,,,5.5,13,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,вск,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0715,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,18,ПН,пн,unclassified,Не классифицировано,number,54,56,96.4,9,16.7,Нет,0,0,,,7,14,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,пн,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0716,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,19,ВТ,вт,unclassified,Не классифицировано,number,54,56,96.4,8,14.8,Нет,0,0,,,8,15,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,вт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0717,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,20,СР,ср,unclassified,Не классифицировано,number,53,56,94.6,7,13.2,Нет,0,0,,,8,16,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,ср,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0718,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,21,ЧТ,чт,unclassified,Не классифицировано,number,53,56,94.6,9,17,Нет,0,0,,,7,17,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,чт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0719,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,22,ПТ,пт,unclassified,Не классифицировано,number,54,56,96.4,9,16.7,Нет,0,0,,,5,18,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,пт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0720,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,23,СБ,сб,unclassified,Не классифицировано,number,2,56,3.6,2,100,Нет,0,0,,,11,19,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,сб,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0721,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,24,ВСК,вск,unclassified,Не классифицировано,number,1,56,1.8,1,100,Нет,0,0,,,20,20,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,вск,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0722,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,25,ПН,пн,unclassified,Не классифицировано,number,53,56,94.6,10,18.9,Нет,0,0,,,7,21,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,пн,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0723,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,26,ВТ,вт,unclassified,Не классифицировано,number,54,56,96.4,10,18.5,Нет,0,0,,,8,22,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,вт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0724,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,27,СР,ср,unclassified,Не классифицировано,number,54,56,96.4,11,20.4,Нет,0,0,,,4,23,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,ср,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0725,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,28,ЧТ,чт,unclassified,Не классифицировано,number,55,56,98.2,10,18.2,Нет,0,0,,,8,24,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,чт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0726,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,29,ПТ,пт,unclassified,Не классифицировано,number,54,56,96.4,8,14.8,Нет,0,0,,,7,25,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,пт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0727,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,30,СБ,сб,unclassified,Не классифицировано,number,2,56,3.6,2,100,Нет,0,0,,,9,26,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,сб,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0728,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,31,ВСК,вск,unclassified,Не классифицировано,number,3,56,5.4,3,100,Нет,0,0,,,6,27,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,вск,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0729,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,32,ПН,пн,unclassified,Не классифицировано,number,55,56,98.2,9,16.4,Нет,0,0,,,8,28,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,пн,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0730,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,33,ВТ,вт,unclassified,Не классифицировано,number,55,56,98.2,9,16.4,Нет,0,0,,,6,29,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,вт,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0731,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,34,СР,ср,unclassified,Не классифицировано,number,55,56,98.2,7,12.7,Нет,0,0,,,6,30,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,ср,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0732,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,35,ИТОГО,итого,amount,Финансовая операция,number,56,56,100,38,67.9,Нет,6,0,,,0,253,Обычные внутренние,ERP / финансовый регистр,ERP / финансовый регистр,data_quarantine,,итого,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0733,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,36,Примечание,примечание,comment,Комментарий,text,2,56,3.6,2,100,Нет,0,0,,,,,Обычные внутренние,В контексте первичного регистра,В контексте первичного регистра,data_quarantine,,примечание,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0734,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,отчет Олейник,visible,1,Средняя,1,Дата,дата,operation_date,Платёж,date,18,20,90,18,100,Нет,0,0,2025-04-01,2025-04-29,,,Обычные внутренние,Клиент-банк / ERP,Клиент-банк / ERP,data_quarantine,,дата,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,,owner approval + uniqueness test | canonical key mapping,,Draft
