pc_line_id,source_person,source_year,client,product_name,article_raw,article_norm,fabric_note,cost_rub_indicative,source_file,source_file_id,so_t,hours
ZHU2025-1717,zhukova,2025,,БРЮКИ,0-3156,0-3156,МД ЗАКАЗ,2935.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1723,zhukova,2025,,РУБАШКА,0-1672В/1,0-1672В,ИМ ЗАКАЗ,1647.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1729,zhukova,2025,,ФУТБОЛКИ,0-3179        0-3178,0-3179,МД ТИРАЖ,974.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1735,zhukova,2025,,ЖИЛЕТ,0-3167А,0-3167А,МД ЗАКАЗ,13427.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1741,zhukova,2025,,ЖИЛЕТ,0-3133А,0-3133А,МД ЗАКАЗ,2857.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1747,zhukova,2025,,БРЮКИ,0-3156Д,0-3156Д,МД ЗАКАЗ,2935.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1753,zhukova,2025,,БРЮКИ,0-1416,0-1416,ИМ ЗАКАЗ,1544.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1759,zhukova,2025,,КИМОНО,0-2028,0-2028,ИМ ЗАКАЗ,9289.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1765,zhukova,2025,,РУБАШКА,0-1672В,0-1672В,ИМ ЗАКАЗ,1647.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1771,zhukova,2025,,РУБАШКА,0-1672С/1,0-1672С,ИМ ТИРАЖ,1647.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1777,zhukova,2025,,ВЫШИВКА,0-3157,0-3157,МД ЗАКАЗ,12427.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1783,zhukova,2025,,ЮБКА,0-3052,0-3052,ИМ ЗАКАЗ,640.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1789,zhukova,2025,,ПЛАТЬЕ,0-2983,0-2983,КАНН,15907.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1797,zhukova,2025,,БРЮКИ,0-3156,0-3156,СОБСТВЕННИК,2935.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1805,zhukova,2025,,ПЛАТЬЕ,0-3160А,0-3160А,МД ТИРАЖ,2377.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1813,zhukova,2025,,КЕЙП,0-3157,0-3157,МД ТИРАЖ,12427.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1821,zhukova,2025,,КЕЙП,0-3157А,0-3157А,МД ТИРАЖ,12427.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1829,zhukova,2025,,КАФТАН,0-3152В,0-3152В,СОБСТВЕННИК,4712.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1845,zhukova,2025,,БРЮКИ,0-3040,0-3040,ИМ ЗАКАЗ,1596.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1853,zhukova,2025,,БЛУЗА,0-3039,0-3039,ИМ ЗАКАЗ,1113.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1861,zhukova,2025,,БЛУЗА,0-3055В,0-3055В,ИМ ЗАКАЗ,6487.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1877,zhukova,2025,,ЮБКА,0-3032,0-3032,МД ЗАКАЗ,1638.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1885,zhukova,2025,,ДЖОГГЕРЫ,0-1416,0-1416,ИМ ЗАКАЗ,1544.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1893,zhukova,2025,,БЛУЗА,0-1418,0-1418,ИМ ЗАКАЗ,2937.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1901,zhukova,2025,,МАЙКА,0-3178,0-3178,МД КРУИЗ 2,749.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1909,zhukova,2025,,ВЫШИВКА,0-3141,0-3141,МД КРУИЗ 2,3000.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1917,zhukova,2025,,ПЛАТЬЕ,0-3120,0-3120,МД КРУИЗ 2,7401.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1925,zhukova,2025,,ПЛАТЬЕ,0-3160,0-3160,МД КРУИЗ 2,2377.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1933,zhukova,2025,,ЮБКА,0-3159,0-3159,МД КРУИЗ 2,6066.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1941,zhukova,2025,,ФРЕНЧ,0-3143,0-3143,МД КРУИЗ 2,4951.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1949,zhukova,2025,,ЖИЛЕТ,0-3167,0-3167,МД КРУИЗ 2,19227.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1957,zhukova,2025,,ЖИЛЕТ,0-3167А,0-3167А,МД КРУИЗ 2,13427.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1965,zhukova,2025,,КАФТАН,0-3141,0-3141,МД КРУИЗ 2,9543.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1973,zhukova,2025,,БОМБЕР,0-3126,0-3126,МД КРУИЗ,11637.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1981,zhukova,2025,,ШОРТЫ,0-3117А,0-3117А,МД КРУИЗ,776.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1989,zhukova,2025,,КАФТАН,0-3141,0-3141,МД КРУИЗ 2,15629.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-1997,zhukova,2025,,ПЛАТЬЕ,0-3140,0-3140,МД КРУИЗ 2,27115.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2013,zhukova,2025,,ЖИЛЕТ,0-3153,0-3153,МД КРУИЗ ТИРАЖ,5220.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2021,zhukova,2025,,КИМОНО,0-3137А,0-3137А,МД КРУИЗ ТИРАЖ,12441.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2029,zhukova,2025,,КИМОНО,0-3137,0-3137,МД КРУИЗ ТИРАЖ,12441.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2037,zhukova,2025,,КАФТАН,0-2548/1,0-2548,МД ЗАКАЗ,6998.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2045,zhukova,2025,,КАФТАН,0-3152,0-3152,МД ТИРАЖ,4294.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2053,zhukova,2025,,ПЛАТЬЕ,0-3140,0-3140,МД КРУИЗ 2,27115.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2069,zhukova,2025,,КАФТАН,0-3141,0-3141,МД КРУИЗ 2,15629.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2077,zhukova,2025,,ПЛАТЬЕ,0-3212,0-3212,МД ТИРАЖ,19700.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2085,zhukova,2025,,ЖИЛЕТ,0-3167/2,0-3167,МД ЗАКАЗ,19227.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2093,zhukova,2025,,БРЮКИ,0-3156Д,0-3156Д,МД ЗАКАЗ,2935.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2101,zhukova,2025,,ЖИЛЕТ,0-3133А,0-3133А,МД ЗАКАЗ,2857.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2109,zhukova,2025,,СВИТШОТ,0-3182,0-3182,ИМ КАПСУЛА,4422.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2117,zhukova,2025,,БЛУЗА,0-3185,0-3185,ИМ КАПСУЛА,6195.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2133,zhukova,2025,,ЮБКА,0-3183,0-3183,ИМ КАПСУЛА,8452.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2141,zhukova,2025,,ПЛАТЬЕ,0-3210,0-3210,ИМ КАПСУЛА,5631.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2165,zhukova,2025,,ФУТБОЛКА,0-3179,0-3179,МД КРУИЗ 2,974.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2181,zhukova,2025,,КАФТАН,0-3141А,0-3141А,МД КРУИЗ 2,15629.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2189,zhukova,2025,,ЖАКЕТ,0-3229,0-3229,МД КАП ОС25,9787.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2197,zhukova,2025,,ЖИЛЕТ,0-3167/1,0-3167,МД ЗАКАЗ,19227.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2205,zhukova,2025,,ЖИЛЕТ,0-3167/1,0-3167,МД ЗАКАЗ,19227.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2213,zhukova,2025,,ПЛАТЬЕ,0-3160,0-3160,МД ЗАКАЗ,2377.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2229,zhukova,2025,,РУБАШКА,0-3168,0-3168,МД КРУИЗ 2,5500.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2245,zhukova,2025,,ПЛАТЬЕ,0-2983,0-2983,МД ЗАКАЗ,7720.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2253,zhukova,2025,,КАФТАН,0-2854,0-2854,МД КРУИЗ 2,8600.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2261,zhukova,2025,,РУБАШКА,0-3168,0-3168,МД КРУИЗ 2,5500.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2277,zhukova,2025,,ПОЯС,0-3165,0-3165,МД ЗАКАЗ,2350.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2285,zhukova,2025,,БЛУЗА,0-3154С,0-3154С,МД ЗАКАЗ,2468.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2293,zhukova,2025,,БРЮКИ,0-3156С,0-3156С,МД ЗАКАЗ,2935.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2309,zhukova,2025,,ПЛАТЬЕ,41-16,41-16,МД ЗАКАЗ,2625.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2317,zhukova,2025,,ЖИЛЕТ,0-3167/2,0-3167,МД ЗАКАЗ,19227.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2325,zhukova,2025,,КАФТАН,0-2548,0-2548,МД ЗАКАЗ,4712.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2333,zhukova,2025,,КОСТЮМ,"0-3116,17",0-3116,МД ПЕРЕДЕЛКА,3100.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2341,zhukova,2025,,КАФТАН,0-3152,0-3152,МД ПЕРЕДЕЛКА,1400.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2349,zhukova,2025,,БРЮКИ,0-3110В,0-3110В,МД ЗАКАЗ,4303.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2373,zhukova,2025,,ЮБКА,0-1486С,0-1486С,ИМ ЗАКАЗ,8165.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2381,zhukova,2025,,СВИТЕР,0-3223Д,0-3223Д,МД КАП ОС25,10800.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2389,zhukova,2025,,ПЛАТЬЕ,46-21,46-21,МД КУТЮР,11465.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2397,zhukova,2025,,ДЖОГГЕРЫ,0-1416,0-1416,ИМ ЗАКАЗ,1544.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2405,zhukova,2025,,ДЖОГГЕРЫ,0-3031А,0-3031А,ИМ ЗАКАЗ,1206.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2413,zhukova,2025,,БЛУЗА,0-3030А,0-3030А,ИМ ЗАКАЗ,2070.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2421,zhukova,2025,,ШОРТЫ,0-3117А,0-3117А,ИМ КАПСУЛА,776.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2429,zhukova,2025,,СВИТШОТ,0-3182A,0-3182A,ИМ КАПСУЛА,4422.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2437,zhukova,2025,,ЮБКА,0-3183А,0-3183А,ИМ КАПСУЛА,8452.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2445,zhukova,2025,,СВИТЕР,0-3221Е,0-3221Е,МД КАП ОС25,13260.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2453,zhukova,2025,,КИМОНО,0-2560,0-2560,МД ЗАКАЗ,8230.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2461,zhukova,2025,,СВИТЕР,0-3222Е,0-3222Е,МД КАП ОС25,16327.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2469,zhukova,2025,,КУРТКА,0-2319,0-2319,ИМ ЗАКАЗ,4180.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2477,zhukova,2025,,СВИТЕР,0-3222,0-3222,МД КАП ОС25,12750.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2485,zhukova,2025,,СВИТЕР,0-3222F,0-3222F,МД КАП ОС25,16327.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2493,zhukova,2025,,ЮБКА,0-3036,0-3036,ИМ ТИРАЖ,2055.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2501,zhukova,2025,,БРЮКИ,0-2873,0-2873,МД ЗАКАЗ,4303.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2509,zhukova,2025,,ДУБЛЕНКА,0-3189,0-3189,МД КАП ОС25,81276.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2517,zhukova,2025,,КУРТКА,0-3193,0-3193,МД КАП ОС25,24847.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2525,zhukova,2025,,НАКИДКА,46-21,46-21,МД КУТЮР,8749.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2533,zhukova,2025,,ПЛАТЬЕ,Т-2234А,Т-2234А,ИМ ЗАКАЗ,5777.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2541,zhukova,2025,,ПАЛЬТО,0-3190,0-3190,МД КАП ОС25,3200.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2549,zhukova,2025,,БЛУЗОН,0-3191,0-3191,МД КАП ОС25,19395.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2557,zhukova,2025,,ЮБКА,0-3138,0-3138,ИМ КАПСУЛА,1000.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2565,zhukova,2025,,ПЛАТЬЕ,0-3210,0-3210,ИМ КАПСУЛА,2100.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2573,zhukova,2025,,БЛУЗА,0-3185,0-3185,ИМ КАПСУЛА,1200.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2581,zhukova,2025,,СВИТШОТ,0-3182,0-3182,ИМ КАПСУЛА,1600.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2589,zhukova,2025,,ДУБЛЕНКА,0-3188,0-3188,МД КАП ОС25,21900.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2597,zhukova,2025,,ДУБЛЕНКА,0-3201,0-3201,МД КАП ОС25,9550.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2605,zhukova,2025,,БЛУЗА,0-3232,0-3232,МД КАП ОС25,8968.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2613,zhukova,2025,,ЮБКА,0-3233,0-3233,МД КАП ОС25,8023.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2621,zhukova,2025,,КУРТКА,0-3231,0-3231,МД КАП ОС25,16002.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2629,zhukova,2025,,ЮБКА,0-3227,0-3227,МД КАП ОС25,8200.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2637,zhukova,2025,,БЛУЗОН,0-3025,0-3025,ИМ ЗАКАЗ,2190.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2645,zhukova,2025,,КУРТКА,0-3205,0-3205,МД КАП ОС25,46422.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2653,zhukova,2025,,КУРТКА,0-3204,0-3204,МД КАП ОС25,47652.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2693,zhukova,2025,,ЮБКА,0-3112,0-3112,МД ЗАКАЗ,2747.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2701,zhukova,2025,,ПАЛЬТО,0-3097,0-3097,МД ЗАКАЗ,5600.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2717,zhukova,2025,,КАФТАН,0-2854А,0-2854А,ИМ ЗАКАЗ,8600.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2725,zhukova,2025,,КАФТАН,0-2854А,0-2854А,ИМ ЗАКАЗ,8600.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2733,zhukova,2025,,КУРТКА,0-3195,0-3195,МД КАП ОС25,10019.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2741,zhukova,2025,,ЮБКА,0-3207,0-3207,МД КАП ОС25,10802.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2749,zhukova,2025,,ЖАКЕТ,0-3206,0-3206,МД КАП ОС25,11209.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2757,zhukova,2025,,ПАЛЬТО,0-3200,0-3200,МД КАП ОС25,58622.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2765,zhukova,2025,,БРЮКИ,0-3225,0-3225,МД КАП ОС25,7843.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2773,zhukova,2025,,ЖАКЕТ,0-3274,0-3274,МД КАП ОС25,13390.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2781,zhukova,2025,,СВИТЕР,0-3223,0-3223,МД КАП ОС25,2000.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2797,zhukova,2025,,ЮБКА,0-3112,0-3112,МД ЗАКАЗ,2747.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2805,zhukova,2025,,ПЛАТЬЕ,0-3160,0-3160,МД ЗАКАЗ,4500.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2813,zhukova,2025,,СВИТЕР,0-3222Д/1,0-3222Д,МД КАП ОС25,5500.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2821,zhukova,2025,,СВИТЕР,0-3222Д,0-3222Д,МД КАП ОС25,5500.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2837,zhukova,2025,,БЛУЗА,0-3185,0-3185,ИМ ЗАКАЗ,6195.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2845,zhukova,2025,,ПЛАТЬЕ,0-3038,0-3038,ИМ ЗАКАЗ,5440.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2853,zhukova,2025,,НАКИДКА,46-21,46-21,МД КУТЮР,1500.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2861,zhukova,2025,,ПЛАТЬЕ,46-21,46-21,МД КУТЮР,2100.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2869,zhukova,2025,,ПЛАТЬЕ,0-3234,0-3234,МД КАП ОС25,7735.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2877,zhukova,2025,,ЮБКА,0-2781,0-2781,ПЛОЩАДКИ,1000.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2885,zhukova,2025,,ПАЛЬТО,0-3198,0-3198,МД КАП ОС25,16305.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2893,zhukova,2025,,КУРТКА,0-3196,0-3196,МД КАП ОС25,11250.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2901,zhukova,2025,,ЮБКА,0-3197,0-3197,МД КАП ОС25,6957.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2909,zhukova,2025,,ЮБКА,0-3257,0-3257,МД КАП ОС25,3708.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2917,zhukova,2025,,ЮБКА,0-3258,0-3258,МД КАП ОС25,10395.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2925,zhukova,2025,,КАФТАН,0-2854А,0-2854А,ИМ ЗАКАЗ,8600.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2941,zhukova,2025,,ЮБКА,0-3226,0-3226,МД КАП ОС25,10091.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2949,zhukova,2025,,БЛУЗОН,0-3276,0-3276,МД КАП ОС25,10363.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2957,zhukova,2025,,КУРТКА,0-3203,0-3203,МД КАП ОС25,40918.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2965,zhukova,2025,,КЕЙП,0-3192,0-3192,МД КАП ОС25,31487.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2973,zhukova,2025,,ПАЛЬТО,0-3199,0-3199,МД КАП ОС25,158577.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2981,zhukova,2025,,ПАЛЬТО,0-3198А,0-3198А,МД КАП ОС25,21060.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2989,zhukova,2025,,КУРТКА,0-3202,0-3202,МД КАП ОС25,18737.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-2997,zhukova,2025,,"СТОЙКА,МАНЖЕТЫ","0-3262,64",0-3262,МД КАП ОС25,10877.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-3005,zhukova,2025,,ПЛАТОК,0-3265,0-3265,МД КАП ОС25,747.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-3013,zhukova,2025,,ШАРФИК,0-3266,0-3266,МД КАП ОС25,7697.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-3021,zhukova,2025,,ПЛАТОК,0-3259,0-3259,МД КАП ОС25,872.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-3029,zhukova,2025,,ТОП,0-3260,0-3260,МД КАП ОС25,4147.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-3037,zhukova,2025,,ГАРЖЕТКА,0-3261,0-3261,МД КАП ОС25,8710.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-3045,zhukova,2025,,БЛУЗОН,0-3278,0-3278,МД КАП ОС25,5320.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-3053,zhukova,2025,,БЛУЗОН,0-3278А,0-3278А,МД КАП ОС25,23350.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-3061,zhukova,2025,,ЮБКА,0-3228,0-3228,МД КАП ОС25,727.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-3069,zhukova,2025,,БРЮКИ,0-3275,0-3275,МД КАП ОС25,16559.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-3077,zhukova,2025,,ЖАКЕТ,0-3224,0-3224,МД КАП ОС25,3563.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-3085,zhukova,2025,,ПАЛАНТИН,0-3267В,0-3267В,МД КАП ОС25,8987.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-3093,zhukova,2025,,ПАЛАНТИН,0-3267,0-3267,МД КАП ОС25,8039.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-3101,zhukova,2025,,ПЛАТЬЕ,0-3270,0-3270,МД КАП ОС25,17700.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
ZHU2025-3109,zhukova,2025,,ПЛАТЬЕ,0-3273,0-3273,МД КАП ОС25,12010.0,Себестоимость Жукова.xlsx,SRC-CCFA8B9574EB,N,
