source_file_id,file_name,group,sheet_name,sheet_state,max_row,max_column,category,domain
SRC-ED89CA0F5ABF,Расходы 2026.xlsx,G2,04-26,visible,108,12,expenses,Финансы и денежные потоки
SRC-ED89CA0F5ABF,Расходы 2026.xlsx,G2,05-26,visible,104,12,expenses,Финансы и денежные потоки
SRC-ED89CA0F5ABF,Расходы 2026.xlsx,G2,06-26,visible,105,12,expenses,Финансы и денежные потоки
SRC-CCFA8B9574EB,Себестоимость Жукова.xlsx,G4,2026,visible,2586,24,cost_person,Себестоимость и производство
SRC-CCFA8B9574EB,Себестоимость Жукова.xlsx,G4,2025,visible,4820,29,cost_person,Себестоимость и производство
SRC-CCFA8B9574EB,Себестоимость Жукова.xlsx,G4,2024,visible,954,20,cost_person,Себестоимость и производство
SRC-CCFA8B9574EB,Себестоимость Жукова.xlsx,G4,вышивка индия,visible,140,10,cost_person,Себестоимость и производство
SRC-CCFA8B9574EB,Себестоимость Жукова.xlsx,G4,На аванс,visible,8,2,cost_person,Себестоимость и производство
SRC-CCFA8B9574EB,Себестоимость Жукова.xlsx,G4,РАСШИФРОВКА,visible,18,2,cost_person,Себестоимость и производство
SRC-823CE027153E,Себестоимость Меркушина.xlsx,G4,Площадки,visible,,,cost_person,Себестоимость и производство
SRC-823CE027153E,Себестоимость Меркушина.xlsx,G4,ИМ,visible,,,cost_person,Себестоимость и производство
SRC-823CE027153E,Себестоимость Меркушина.xlsx,G4,Капсульные коллекции ,visible,,,cost_person,Себестоимость и производство
SRC-823CE027153E,Себестоимость Меркушина.xlsx,G4,Разработки 2025,visible,,,cost_person,Себестоимость и производство
SRC-11F7B2D33F44,Список контрагентов по закупке.xlsx,G6,Лист_1,visible,64,3,procurement,Закупки и запасы
SRC-758F1723B3D6,Факт анализ продаж B2B 2025.xlsx,G3,Лист1,visible,113,18,sales_b2b,Продажи и каналы
SRC-758F1723B3D6,Факт анализ продаж B2B 2025.xlsx,G3,Итоги,visible,50,14,sales_b2b,Продажи и каналы
SRC-758F1723B3D6,Факт анализ продаж B2B 2025.xlsx,G3,Лист2,visible,17,5,sales_b2b,Продажи и каналы
SRC-8CD1B3A3570F,Факт анализ продаж B2B 2026.xlsx,G3,Лист1,visible,101,18,sales_b2b,Продажи и каналы
SRC-8CD1B3A3570F,Факт анализ продаж B2B 2026.xlsx,G3,Итоги,visible,43,14,sales_b2b,Продажи и каналы
SRC-8CD1B3A3570F,Факт анализ продаж B2B 2026.xlsx,G3,прибыль,visible,26,10,sales_b2b,Продажи и каналы
SRC-500393DD127F,Штатка ИП.xlsx,G7,Лист1,visible,91,4,org,Персонал и оплата труда
SRC-D0AA6A1A6383,зп_конструкторы_01.26.xlsx,G7,констр 09.24 старый,visible,14,18,payroll_designers,Персонал и оплата труда
SRC-D0AA6A1A6383,зп_конструкторы_01.26.xlsx,G7,констр 01.25 KPI,visible,107,17,payroll_designers,Персонал и оплата труда
SRC-D0AA6A1A6383,зп_конструкторы_01.26.xlsx,G7,сметк 01.25,visible,57,20,payroll_designers,Персонал и оплата труда
SRC-D0AA6A1A6383,зп_конструкторы_01.26.xlsx,G7,Лист1,visible,102,11,payroll_designers,Персонал и оплата труда
SRC-1D6289FEF8A4,зп_конструкторы_02.26.xlsx,G7,констр 09.24 старый,visible,14,18,payroll_designers,Персонал и оплата труда
SRC-1D6289FEF8A4,зп_конструкторы_02.26.xlsx,G7,констр 01.25 KPI,visible,107,17,payroll_designers,Персонал и оплата труда
SRC-1D6289FEF8A4,зп_конструкторы_02.26.xlsx,G7,сметк 01.25,visible,57,20,payroll_designers,Персонал и оплата труда
SRC-1D6289FEF8A4,зп_конструкторы_02.26.xlsx,G7,Лист1,visible,102,11,payroll_designers,Персонал и оплата труда
SRC-17CBBBF54CF2,зп_конструкторы_03.26.xlsx,G7,констр 09.24 старый,visible,14,18,payroll_designers,Персонал и оплата труда
SRC-17CBBBF54CF2,зп_конструкторы_03.26.xlsx,G7,констр 01.25 KPI,visible,107,17,payroll_designers,Персонал и оплата труда
SRC-17CBBBF54CF2,зп_конструкторы_03.26.xlsx,G7,сметк 01.25,visible,57,20,payroll_designers,Персонал и оплата труда
SRC-17CBBBF54CF2,зп_конструкторы_03.26.xlsx,G7,Лист1,visible,102,11,payroll_designers,Персонал и оплата труда
SRC-098D5B89E567,зп_конструкторы_04.26.xlsx,G7,констр 09.24 старый,visible,14,18,payroll_designers,Персонал и оплата труда
SRC-098D5B89E567,зп_конструкторы_04.26.xlsx,G7,констр 01.25 KPI,visible,107,17,payroll_designers,Персонал и оплата труда
SRC-098D5B89E567,зп_конструкторы_04.26.xlsx,G7,сметк 01.25,visible,57,20,payroll_designers,Персонал и оплата труда
SRC-098D5B89E567,зп_конструкторы_04.26.xlsx,G7,Лист1,visible,102,11,payroll_designers,Персонал и оплата труда
SRC-D2207EE54FBE,зп_конструкторы_05.26.xlsx,G7,констр 09.24 старый,visible,14,18,payroll_designers,Персонал и оплата труда
SRC-D2207EE54FBE,зп_конструкторы_05.26.xlsx,G7,констр 01.25 KPI,visible,107,17,payroll_designers,Персонал и оплата труда
SRC-D2207EE54FBE,зп_конструкторы_05.26.xlsx,G7,сметк 01.25,visible,57,20,payroll_designers,Персонал и оплата труда
SRC-D2207EE54FBE,зп_конструкторы_05.26.xlsx,G7,Лист1,visible,118,11,payroll_designers,Персонал и оплата труда
SRC-A7421E474C22,результат НГ 2024.xlsx,G5,Гости ,visible,37,5,collection_result,Коллекции и продукт
SRC-A7421E474C22,результат НГ 2024.xlsx,G5,прайс,visible,767,12,collection_result,Коллекции и продукт
SRC-FF307568DB94,результат НГ 24.11.25.xlsx,G5,прайс,visible,446,13,collection_result,Коллекции и продукт
SRC-FF307568DB94,результат НГ 24.11.25.xlsx,G5,расчет прибыли,visible,1,1,collection_result,Коллекции и продукт
SRC-0DB64A857C29,результат капсула 2024.xlsx,G5,Гости ,visible,37,5,collection_result,Коллекции и продукт
SRC-0DB64A857C29,результат капсула 2024.xlsx,G5,прайс,visible,427,13,collection_result,Коллекции и продукт
SRC-2E85F06F7FA4,результат капсула 2025.xlsx,G5,Гости ,visible,37,5,collection_result,Коллекции и продукт
SRC-2E85F06F7FA4,результат капсула 2025.xlsx,G5,прайс,visible,626,12,collection_result,Коллекции и продукт
SRC-E677B0690075,результат кол-я 43 (янв 2024).xlsx,G5,прайс,visible,458,10,collection_result,Коллекции и продукт
SRC-E677B0690075,результат кол-я 43 (янв 2024).xlsx,G5,Лист2,visible,1,1,collection_result,Коллекции и продукт
SRC-E677B0690075,результат кол-я 43 (янв 2024).xlsx,G5,гистограмма,visible,1,1,collection_result,Коллекции и продукт
SRC-7E1258EE5D2D,результат кол-я 44 (июнь 2024).xlsx,G5,прайс,visible,344,10,collection_result,Коллекции и продукт
SRC-7E1258EE5D2D,результат кол-я 44 (июнь 2024).xlsx,G5,Лист2,visible,1,1,collection_result,Коллекции и продукт
SRC-7E1258EE5D2D,результат кол-я 44 (июнь 2024).xlsx,G5,гистограмма,visible,1,1,collection_result,Коллекции и продукт
SRC-A05546F621AB,результат кол-я 45 (янв 2025).xlsx,G5,прайс,visible,381,10,collection_result,Коллекции и продукт
SRC-A05546F621AB,результат кол-я 45 (янв 2025).xlsx,G5,Лист2,visible,1,1,collection_result,Коллекции и продукт
SRC-A05546F621AB,результат кол-я 45 (янв 2025).xlsx,G5,гистограмма,visible,1,1,collection_result,Коллекции и продукт
SRC-975A4D4C055D,результат кол-я 46 (июль 2025).xlsx,G5,прайс,visible,251,10,collection_result,Коллекции и продукт
SRC-975A4D4C055D,результат кол-я 46 (июль 2025).xlsx,G5,Лист2,visible,1,1,collection_result,Коллекции и продукт
SRC-975A4D4C055D,результат кол-я 46 (июль 2025).xlsx,G5,гистограмма,visible,1,1,collection_result,Коллекции и продукт
SRC-D215DA62070C,результат кол-я 47 (янв 2026).xlsx,G5,прайс,visible,344,10,collection_result,Коллекции и продукт
SRC-D215DA62070C,результат кол-я 47 (янв 2026).xlsx,G5,Лист2,visible,1,1,collection_result,Коллекции и продукт
SRC-D215DA62070C,результат кол-я 47 (янв 2026).xlsx,G5,гистограмма,visible,1,1,collection_result,Коллекции и продукт
SRC-25BCD1E70D4C,результат круиз 09.04.25.xlsx,G5,прайс,visible,1558,13,collection_result,Коллекции и продукт
SRC-964463AEE601,результат круиз 14.04.26.xlsx,G5,прайс,visible,928,12,collection_result,Коллекции и продукт
SRC-964463AEE601,результат круиз 14.04.26.xlsx,G5,с производства,visible,522,18,collection_result,Коллекции и продукт
SRC-655D54FE7533,результат круиз 22.04.24.xlsx,G5,прайс,visible,1070,13,collection_result,Коллекции и продукт
SRC-5AE5AEA8B202,себестоимость Мокеева 2025.xlsx,G4,себестоимость 2025,visible,1111,28,cost_person,Себестоимость и производство
SRC-064CDEDD5BF7,себестоимость Мокеева 2026.xlsx,G4,2026,visible,,,cost_person,Себестоимость и производство
SRC-503171CC87B0,Движение тканей.xlsx,G6,Лист_1,visible,19937,5,mat_movement,Материалы / ткани
SRC-764CA2B82D8F,Движение товара по складам.xlsx,G6,Лист_1,visible,7471,42,stock_movement,Склад / товар
SRC-CF84AB121369,Движение товаров с себестоимостью.xlsx,G6,Лист_1,visible,5935,51,stock_cost_movement,Склад / себестоимость
SRC-72223003EB59,Продажи B2B 2024-06.2026.xlsx,G3,Лист_1,visible,644,12,sales_b2b,Продажи B2B
SRC-211EE1D5C5C3,Продажи ИМ 2024-06.2026.xlsx,G3,Лист_1,visible,3551,12,sales_im,Продажи ИМ
SRC-A82BC039C07C,Продажи ЦУМ 2024-06.2026.xlsx,G3,Лист_1,visible,1245,12,sales_tsum,Продажи ЦУМ
SRC-373EC9658D44,СберБизнес. Выписка за 2024.01.01-2024.12.31 счёт 40702810638040103938.xlsx,G1,40702810638040103938,visible,1,1,bank_sber,Банк / Сбер
SRC-454CD0923D1B,СберБизнес. Выписка за 2025.01.01-2025.12.31 счёт 40702810638040103938.xlsx,G1,40702810638040103938,visible,1,1,bank_sber,Банк / Сбер
SRC-777ADAFAAF01,СберБизнес. Выписка за 2026.01.01-2026.06.30 счёт 40702810638040103938.xlsx,G1,40702810638040103938,visible,1,1,bank_sber,Банк / Сбер
