decision_id,object_type,object_id,issue,evidence,recommended_decision,owner,priority,analysis_unlocked,source_ref,decision,comment,status,due_date,source_stage,priority_score,wave
DEC-00411,Production order,PO-DRAFT-0135,canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"09-04-26/2 | 0-3400 | платье с вышит рукавами, батист олив (С ИЗМЕНЕН)","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 224,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00412,Production order,PO-DRAFT-0136,canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"01-05-26/1 | 45 | тюрбан с узлом, бархат стр черн","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 225,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00413,Production order,PO-DRAFT-0137,canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"01-05-26/2 | 45 | тюрбан с узлом, чесуча сер","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 226,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00414,Production order,PO-DRAFT-0138,canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"12-03-26/1 | 47-05 | платье с вышит пелериной, темно-син стр бархат","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 229,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00415,Production order,PO-DRAFT-0139,canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"12-03-26/5 | 13-28 | платье длин, черн ленты на черн сетке","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 230,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00416,Production order,PO-DRAFT-0140,model_code; canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"12-03-26/6 |  | пояс-бусы, жемчуг","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 231,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00417,Production order,PO-DRAFT-0141,due_date; canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"10-03-26 | 47-14 | платье с измен длины, выш меньше - черная, креп черн","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 234,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00418,Production order,PO-DRAFT-0142,canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"03-05-26/1 | 0-3368А | блузон, шелк феи ч/б","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 237,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00419,Production order,PO-DRAFT-0143,canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"03-05-26/2 | 0-3369А | брюки, шелк феи ч/б","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 238,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00420,Production order,PO-DRAFT-0144,canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"03-05-26/3 | 0-3370 | топ, шелк черн + кружево черн","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 239,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00421,Production order,PO-DRAFT-0145,due_date; canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"13-06-26 | 47-20 | корсет ""золот колосья"" с изменен, с пелериной, бархат черн х/б+шифон","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 242,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00422,Production order,PO-DRAFT-0146,qty; production_status; actual_completion_date; production_order_owner,"27-04-26/1 | 0-2894 | платье со съемными рук, хлопок зелен микс","Подтвердить модель/SKU, количество, сроки и статус",Производство,Высокий,Lead time; WIP; order cost,План сдач row 245,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00423,Production order,PO-DRAFT-0147,canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"08-04-26/1 | 0-1141 | платье-трапеция, корот, с рукав-крыльями и бахромой, кружево коралл","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 248,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00424,Production order,PO-DRAFT-0148,qty; production_status; actual_completion_date; production_order_owner,"08-04-26/2 | 0-2540 | блузон с выш на рук, шелк черн ""цветн капли"" 17А-032","Подтвердить модель/SKU, количество, сроки и статус",Производство,Высокий,Lead time; WIP; order cost,План сдач row 249,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00425,Production order,PO-DRAFT-0149,qty; production_status; actual_completion_date; production_order_owner,"08-04-26/3 | 0-2541 | брюки, шелк черн ""цветн капли"" 17А-033","Подтвердить модель/SKU, количество, сроки и статус",Производство,Высокий,Lead time; WIP; order cost,План сдач row 250,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00426,Production order,PO-DRAFT-0150,canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"08-04-26/4 | 0-3371А | рубашка, батист вишни черн","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 251,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00427,Production order,PO-DRAFT-0151,canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"08-04-26/5 | 0-3372А | брюки, батист вишни черн","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 252,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00428,Production order,PO-DRAFT-0152,canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"08-04-26/6 | 0-3373А | шорты, батист вишни черн","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 253,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00429,Production order,PO-DRAFT-0153,model_code; canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"08-04-26/7 |  | платок-парео, шифон черн","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 254,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00430,Production order,PO-DRAFT-0154,canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"11-06-26 | 0-3400 | платье с выш рукавами, батист олив (добавить длину по полочке)","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 255,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00431,Production order,PO-DRAFT-0155,canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"07-04-26/1 | 0-3400 | платье с вышит рукавами, батист олив (С ИЗМЕНЕН)","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 258,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00432,Production order,PO-DRAFT-0156,due_date; canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"07-04-26/2 | 0-2352 | пальто с бахромой и вышит рук, Шанель табачно-золот 8-028","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 259,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00433,Production order,PO-DRAFT-0157,canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"05-05-26 | 0-3384 | кафтан, с изменениями, хлопок беж + рафия беж","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 260,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00434,Production order,PO-DRAFT-0158,canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"01-02-26/1 | 44-22 | платье, зелен шифон, вышивка по 40-18 красные цветы","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 263,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00435,Production order,PO-DRAFT-0159,canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"01-02-26/2 | эскиз | брюки, зелен шифон, подкладка - шортики, зелен шелк","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 264,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00436,Production order,PO-DRAFT-0160,canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"08-05-26 | 0-3120 | платье с рукавами, шелк черный с принтом микс","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 265,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00437,Production order,PO-DRAFT-0161,due_date; canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"09-07-24/1 | 21-29 | платье длин ""черн перья"" на черн сетке","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 268,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00438,Production order,PO-DRAFT-0162,canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"15-10-25/1 | 38-20 | платье длин, с сереб вышивкой, бархат шелков синий","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 269,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00439,Production order,PO-DRAFT-0163,canonical_sku; qty; production_status; actual_completion_date; production_order_owner,"02-01-26 | 28-07 | пальто с выш, бархат х/б черн, мех - норка черн","Подтвердить модель/SKU, количество, сроки и статус",Производство,Критический,Lead time; WIP; order cost,План сдач row 270,,,Не рассмотрено,,17,4,Wave 1 (0–30 дней)
DEC-00440,Operation,OP-DRAFT-00001,model_id/canonical_sku; production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,ЦУМ,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование C4,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00441,Operation,OP-DRAFT-00002,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-30,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование O4,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00442,Operation,OP-DRAFT-00003,model_id/canonical_sku; production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,РЕМОНТ,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование R4,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00443,Operation,OP-DRAFT-00004,model_id/canonical_sku; production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,РЕМОНТ,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование S4,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00444,Operation,OP-DRAFT-00005,model_id/canonical_sku; production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,РЕМОНТ,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование V4,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00445,Operation,OP-DRAFT-00006,model_id/canonical_sku; production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,РЕМОНТ,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование W4,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00446,Operation,OP-DRAFT-00007,model_id/canonical_sku; production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,РЕМОНТ,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование X4,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00447,Operation,OP-DRAFT-00008,model_id/canonical_sku; production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,РЕМОНТ,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование Y4,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00448,Operation,OP-DRAFT-00009,model_id/canonical_sku; production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,РЕМОНТ вырезка,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AC4,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00449,Operation,OP-DRAFT-00010,model_id/canonical_sku; production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,РЕМОНТ вырезка,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AD4,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00450,Operation,OP-DRAFT-00011,model_id/canonical_sku; production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,РЕМОНТ вырезка,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AE4,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00451,Operation,OP-DRAFT-00012,model_id/canonical_sku; production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,РЕМОНТ вырезка,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AF4,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00452,Operation,OP-DRAFT-00013,model_id/canonical_sku; production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,РЕМОНТ сметка кржева,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AG4,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00453,Operation,OP-DRAFT-00015,model_id/canonical_sku; production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,ПРИОСТАНОВЛЕНО,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование I5,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00454,Operation,OP-DRAFT-00017,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-25 вырезка,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование R5,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00455,Operation,OP-DRAFT-00018,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-25 белое кружево,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование S5,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00456,Operation,OP-DRAFT-00019,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-02 черн кружево,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование V5,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00457,Operation,OP-DRAFT-00020,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-25 бел кружево,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование X5,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00458,Operation,OP-DRAFT-00021,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-25 бел кружево,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование Y5,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00459,Operation,OP-DRAFT-00022,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-25 бел кружево,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование Z5,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00460,Operation,OP-DRAFT-00023,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-08 веточки,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AC5,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00461,Operation,OP-DRAFT-00024,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,"Вырезка цветочков 48-10 и 48-09,","Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AD5,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00462,Operation,OP-DRAFT-00025,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,Кулишова 0-3400 3 элемента,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AE5,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00463,Operation,OP-DRAFT-00026,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-02 лиф,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AG5,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00464,Operation,OP-DRAFT-00027,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-15 Казьмина 75д сд 29.05,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование I6,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00465,Operation,OP-DRAFT-00028,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,Элисо 0-3384 2д сд3.06 + 3 дет на Гонтову юбка 0-3354,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование J7,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00466,Operation,OP-DRAFT-00029,model_id/canonical_sku; production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48 букетики розочки мулине,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование K8,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00467,Operation,OP-DRAFT-00031,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,0-3400 Уланова и 44-28 Казьмна,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование F9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00468,Operation,OP-DRAFT-00032,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-30 Уланова сд 1.06,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование H9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00469,Operation,OP-DRAFT-00034,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-20 крылышки,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование L9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00470,Operation,OP-DRAFT-00035,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-24 (Жукова),"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование P9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00471,Operation,OP-DRAFT-00036,model_id/canonical_sku; production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,ПЕРЕДАЛА,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование Q9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00472,Operation,OP-DRAFT-00037,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-20,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование R9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00473,Operation,OP-DRAFT-00038,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-17 желт кружево,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование V9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00474,Operation,OP-DRAFT-00039,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-17 желт кружево,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование W9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00475,Operation,OP-DRAFT-00040,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-17 желт кружево,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование X9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00476,Operation,OP-DRAFT-00041,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-04 лиф комбинезона,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование Y9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00477,Operation,OP-DRAFT-00042,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-26,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование Z9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00478,Operation,OP-DRAFT-00043,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-26,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AA9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00479,Operation,OP-DRAFT-00044,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-26 кружево на юбку,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AC9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00480,Operation,OP-DRAFT-00045,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-26 кружево на юбку,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AD9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00481,Operation,OP-DRAFT-00046,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-26 кружево на юбку,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AE9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00482,Operation,OP-DRAFT-00047,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-26 кружево на юбку,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AF9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00483,Operation,OP-DRAFT-00048,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-26 кружево на юбку,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AG9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00484,Operation,OP-DRAFT-00049,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-30 Марианна,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование CG9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00485,Operation,OP-DRAFT-00050,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-30 Марианна,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование CH9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00486,Operation,OP-DRAFT-00051,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-30 Марианна,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование CI9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00487,Operation,OP-DRAFT-00052,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-30 Марианна,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование CJ9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00488,Operation,OP-DRAFT-00053,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-30 Марианна,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование CK9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00489,Operation,OP-DRAFT-00054,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-30 Марианна,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование CN9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00490,Operation,OP-DRAFT-00055,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-30 Марианна,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование CO9,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00491,Operation,OP-DRAFT-00056,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-19,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование O10,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00492,Operation,OP-DRAFT-00057,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,"48-26, 27, 28, 29, 31, 32","Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование P11,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
