file_id,file_name,type,size_mb,domain,period,entity_scope,technical_content,machine_readability,risk,quality_flags,current_state,current_use,confidentiality,target_system,target_register,required_action,sha256,source
FILE-043,зп_конструкторы_03.26.xlsx,Excel,0.043,Персонал и оплата труда,03.2026,ИП Янина / операционный контур (требует подтверждения по части файлов),4 лист(ов); 1 291 непустых ячеек; 167 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,HRIS/ЗУП + Payroll ledger,"Сотрудники, начисления, реестры выплат",Карантин → исправление → контрольная загрузка,17cbbbf54cf2909d71a4e254aa34fedfede6700865d35c4c5ab352ee2c243d46,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-044,зп_конструкторы_04.26.xlsx,Excel,0.043,Персонал и оплата труда,04.2026,ИП Янина / операционный контур (требует подтверждения по части файлов),4 лист(ов); 1 288 непустых ячеек; 167 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,HRIS/ЗУП + Payroll ledger,"Сотрудники, начисления, реестры выплат",Карантин → исправление → контрольная загрузка,098d5b89e567506fa9b002b41339c2e428abe702c31c7af5f948a73f79bbca1b,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-045,зп_конструкторы_05.26.xlsx,Excel,0.044,Персонал и оплата труда,05.2026,ИП Янина / операционный контур (требует подтверждения по части файлов),4 лист(ов); 1 355 непустых ячеек; 180 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,HRIS/ЗУП + Payroll ledger,"Сотрудники, начисления, реестры выплат",Карантин → исправление → контрольная загрузка,d2207ee54fbefd9fa34f8a21b6b30ba7010a60206989506a3bda6a55cb2e15d2,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-046,ЗП_ЦЕХ 01.26.xlsx,Excel,0.09,Персонал и оплата труда,01.2026,ИП Янина / операционный контур (требует подтверждения по части файлов),2 лист(ов); 2 706 непустых ячеек; 248 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,HRIS/ЗУП + Payroll ledger,"Сотрудники, начисления, реестры выплат",Карантин → исправление → контрольная загрузка,baf7bff99489bf3b33d0214d5a29a9f333b2dd9a0fa290032d74abdfc46a32d2,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-047,ЗП_ЦЕХ 02.26.xlsx,Excel,0.086,Персонал и оплата труда,02.2026,ИП Янина / операционный контур (требует подтверждения по части файлов),2 лист(ов); 2 543 непустых ячеек; 250 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,HRIS/ЗУП + Payroll ledger,"Сотрудники, начисления, реестры выплат",Карантин → исправление → контрольная загрузка,bd500a7bc88ce62a53382c9ba4a8401878125fcbda24b7695cac35ff0aa11b09,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-048,ЗП_ЦЕХ 03.26.xlsx,Excel,0.096,Персонал и оплата труда,03.2026,ИП Янина / операционный контур (требует подтверждения по части файлов),2 лист(ов); 3 128 непустых ячеек; 302 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,HRIS/ЗУП + Payroll ledger,"Сотрудники, начисления, реестры выплат",Карантин → исправление → контрольная загрузка,dc5e6177775f710e5326359751f2e30e75ee628d0a1aafe4a084384d4246155c,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-049,ЗП_ЦЕХ 04.26.xlsx,Excel,0.094,Персонал и оплата труда,04.2026,ИП Янина / операционный контур (требует подтверждения по части файлов),2 лист(ов); 3 023 непустых ячеек; 288 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,HRIS/ЗУП + Payroll ledger,"Сотрудники, начисления, реестры выплат",Карантин → исправление → контрольная загрузка,400d80f1258c2081bf06559290a7c34f2000c571944dd0bd2aef00b601989c2e,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-050,ЗП_ЦЕХ 05.26.xlsx,Excel,0.091,Персонал и оплата труда,05.2026,ИП Янина / операционный контур (требует подтверждения по части файлов),2 лист(ов); 2 956 непустых ячеек; 248 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,HRIS/ЗУП + Payroll ledger,"Сотрудники, начисления, реестры выплат",Карантин → исправление → контрольная загрузка,83e3de58784856c6dd0ddb810d1ac32a35998b734490c8b55e8e263020644ba3,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-051,МД — копия.xlsx,Excel,2.177,Себестоимость и производство,Не определён из названия,Не указано в названии,3 лист(ов); 182 964 непустых ячеек; 4 271 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,PLM/ERP/MES,"BOM, production order, операции, cost version",Карантин → исправление → контрольная загрузка,47d5b18b8e3a5494d32af6b38a6f4b6ba6adb6abd590cbf131e36d37eec60c1c,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-052,Орг. структура на 28.05.2026.pdf,PDF,0.389,Персонал и оплата труда,2026,Не указано в названии,1 стр.; текстовый слой 1/1,Полная: текст извлечён,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,HRIS/ЗУП + Payroll ledger,"Сотрудники, начисления, реестры выплат",Карантин → исправление → контрольная загрузка,6ff053438e3246cabc00f86470b834f07b3aa3270ce031bcbf1f4b1f3db71e91,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-053,Остатки ткани из 1С на 31.05.2026.xlsx,Excel,0.049,Закупки и запасы,2026,ИП Янина / операционный контур (требует подтверждения по части файлов),1 лист(ов); 5 372 непустых ячеек; 0 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,ERP/1С + WMS,"Поставщики, PO, приёмка, материалы, партии",Карантин → исправление → контрольная загрузка,7348edc937a61c525b04495a1c2868073ac6868d54d6667cc949b977c90e4379,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-054,план работы.docx,Word DOCX,0.017,Договоры и проектные документы,Не определён из названия,Не указано в названии,Извлечение: complete,Полная: текст/таблицы извлечены,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,DMS/GRC,"Договоры, NDA, регламенты, approvals",Карантин → исправление → контрольная загрузка,f5394740b494cb40eeb5ff8f5df7d8958b7440d57e3d64543dfd663d45a410ec,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-055,Положение об оплате труда и премировании в ИП Янина.doc,Word DOC,0.12,Персонал и оплата труда,Не определён из названия,ИП Янина / операционный контур (требует подтверждения по части файлов),Извлечение: complete,Полная: текст/таблицы извлечены,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,HRIS/ЗУП + Payroll ledger,"Сотрудники, начисления, реестры выплат",Карантин → исправление → контрольная загрузка,270aeff96e0f38e6e8eade841de53dee04dda71115217f3a070ae9c60b0dbf51,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-056,Приложение 1 к положению.docx,Word DOCX,0.739,Персонал и оплата труда,Не определён из названия,Не указано в названии,Извлечение: complete,Полная: текст/таблицы извлечены,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,HRIS/ЗУП + Payroll ledger,"Сотрудники, начисления, реестры выплат",Карантин → исправление → контрольная загрузка,a594e1f3e73e5513f1cf3ff237b877b190404fe33c8223c8f3f4630266175674,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-057,Продажи ЦУМ 2024.xlsx,Excel,0.09,Продажи и каналы,2024,ИП Янина / операционный контур (требует подтверждения по части файлов),1 лист(ов); 3 223 непустых ячеек; 0 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,CRM/POS/CMS + ERP,"Заказы, строки продаж, возвраты, settlement",Карантин → исправление → контрольная загрузка,cc75592daf4117c0cde38741cf8cb62b185cb381096e8e715973bb4a4c961235,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-058,Продажи ЦУМ 2025.xlsx,Excel,0.092,Продажи и каналы,2025,ИП Янина / операционный контур (требует подтверждения по части файлов),1 лист(ов); 3 057 непустых ячеек; 0 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,CRM/POS/CMS + ERP,"Заказы, строки продаж, возвраты, settlement",Карантин → исправление → контрольная загрузка,a2b1d2b1ed4e71dbd5bfe584489bbc74dc82fb0f966c7d6cfaf84abe717e6658,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-059,Продажи ЦУМ 2026.xlsx,Excel,0.073,Продажи и каналы,2026,ИП Янина / операционный контур (требует подтверждения по части файлов),1 лист(ов); 1 360 непустых ячеек; 0 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,CRM/POS/CMS + ERP,"Заказы, строки продаж, возвраты, settlement",Карантин → исправление → контрольная загрузка,463526e0fbb41a8edf0e3adcbb788351067d1b79c40769f04d05be9150937b1a,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-060,Расходы 2024.xlsx,Excel,0.141,Финансы и денежные потоки,2024,ИП Янина / операционный контур (требует подтверждения по части файлов),16 лист(ов); 4 477 непустых ячеек; 892 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,ERP/1С + Bank hub + DWH,"Платежи, ДДС, бюджеты, остатки, AR/AP",Карантин → исправление → контрольная загрузка,2caa0acfd98b050a349b20d4374e9d2c872d4f8f89ee681f15f69494fabfd43b,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-061,Расходы 2025.xlsx,Excel,0.102,Финансы и денежные потоки,2025,ИП Янина / операционный контур (требует подтверждения по части файлов),12 лист(ов); 3 714 непустых ячеек; 931 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,ERP/1С + Bank hub + DWH,"Платежи, ДДС, бюджеты, остатки, AR/AP",Карантин → исправление → контрольная загрузка,9838a6cf583edc16a36b02ec374bc55fa8b4c032331632f9ad78f178322d017a,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-062,Расходы 2026.xlsx,Excel,0.058,Финансы и денежные потоки,2026,ИП Янина / операционный контур (требует подтверждения по части файлов),6 лист(ов); 1 775 непустых ячеек; 441 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,ERP/1С + Bank hub + DWH,"Платежи, ДДС, бюджеты, остатки, AR/AP",Карантин → исправление → контрольная загрузка,ed89ca0f5abf1e2db44255b4cff99d82460c1dfd2978834ea9941a07e84a0a05,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-063,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,PDF,2.642,Налоги и обязательная отчётность,1 кв. 2026,ИП Янина / операционный контур (требует подтверждения по части файлов),112 стр.; текстовый слой 112/112,Полная: текст извлечён,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,Tax ledger + ENS register + DMS,"Декларации, обязательства, уведомления, ЕНС",Карантин → исправление → контрольная загрузка,65decad2cb32bd2381bcd501f125a712db98fc2c099b67823d5bd6af06479e91,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-064,Расчет по страховым взносам за 2024 г. (ДЕКОР ООО).pdf,PDF,1.447,Налоги и обязательная отчётность,2024,ООО «ДЕКОР»,61 стр.; текстовый слой 61/61,Полная: текст извлечён,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,Tax ledger + ENS register + DMS,"Декларации, обязательства, уведомления, ЕНС",Карантин → исправление → контрольная загрузка,8b2e6e29f3b1354bc1951d33d0041877f841cfde506c041422d18fe0d439c827,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-065,Расчет по страховым взносам за 2024 г. (Янина Ю. Ф. ИП).pdf,PDF,0.983,Налоги и обязательная отчётность,2024,ИП Янина / операционный контур (требует подтверждения по части файлов),40 стр.; текстовый слой 40/40,Полная: текст извлечён,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,Tax ledger + ENS register + DMS,"Декларации, обязательства, уведомления, ЕНС",Карантин → исправление → контрольная загрузка,db643e47a4e75326e6db7c23c36f5cb9c70549034f873fc7b993474a363ba9fd,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-066,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,PDF,1.342,Налоги и обязательная отчётность,2025,ООО «ДЕКОР»,56 стр.; текстовый слой 56/56,Полная: текст извлечён,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,Tax ledger + ENS register + DMS,"Декларации, обязательства, уведомления, ЕНС",Карантин → исправление → контрольная загрузка,011873cc74e26353685e937c2e0e18356ab318b5befea9ca07fdcf3115c977c5,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-067,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,PDF,1.898,Налоги и обязательная отчётность,2025,ИП Янина / операционный контур (требует подтверждения по части файлов),80 стр.; текстовый слой 80/80,Полная: текст извлечён,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,Tax ledger + ENS register + DMS,"Декларации, обязательства, уведомления, ЕНС",Карантин → исправление → контрольная загрузка,8dbbd4be38b074b5ef437b0c010204e59150d1d267eb610eba554a908427842e,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-068,результат капсула 2024.xlsx,Excel,1.189,Коллекции и продукт,2024,ИП Янина / операционный контур (требует подтверждения по части файлов),2 лист(ов); 1 238 непустых ячеек; 9 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Встроенных медиафайлов: 46,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,PLM/MDM,"Коллекции, модели, SKU, версии",Мигрировать данные в целевой регистр; файл оставить read-only выгрузкой/архивом,0db64a857c29ffe11f7098f246ab3204ed07a8842fc401f7abe4c22232e2e629,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-069,результат капсула 2025.xlsx,Excel,1.819,Коллекции и продукт,2025,ИП Янина / операционный контур (требует подтверждения по части файлов),2 лист(ов); 1 708 непустых ячеек; 72 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Встроенных медиафайлов: 67,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,PLM/MDM,"Коллекции, модели, SKU, версии",Мигрировать данные в целевой регистр; файл оставить read-only выгрузкой/архивом,2e85f06f7fa424c61cb0a9a73986d9f0a03841164c71f38023bdb4c5863cdd81,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-070,результат кол-я 43 (янв 2024).xlsx,Excel,1.002,Коллекции и продукт,2024,ИП Янина / операционный контур (требует подтверждения по части файлов),3 лист(ов); 1 051 непустых ячеек; 59 формул,Полная: значения и формулы извлечены по всем листам,Средний,Внешние ссылки на локальные пути: 1 | Встроенных медиафайлов: 43,Есть частично/с ограничениями,Можно использовать как источник после содержательной сверки. Перед обновлением ссылок заменить локальные пути или зафиксировать значения.,Обычный внутренний,PLM/MDM,"Коллекции, модели, SKU, версии",Карантин → исправление → контрольная загрузка,e677b0690075db9bc51a202b337963d0f988f700e9f50ef0651a393e74f5f050,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-071,результат кол-я 44 (июнь 2024).xlsx,Excel,0.838,Коллекции и продукт,2024,ИП Янина / операционный контур (требует подтверждения по части файлов),3 лист(ов); 614 непустых ячеек; 61 формул,Полная: значения и формулы извлечены по всем листам,Средний,Внешние ссылки на локальные пути: 1 | Встроенных медиафайлов: 31,Есть частично/с ограничениями,Можно использовать как источник после содержательной сверки. Перед обновлением ссылок заменить локальные пути или зафиксировать значения.,Обычный внутренний,PLM/MDM,"Коллекции, модели, SKU, версии",Карантин → исправление → контрольная загрузка,7e1258ee5d2dc92632370a1961179104474a9fc319322e6d5a56f9ee9b95d345,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-072,результат кол-я 45 (янв 2025).xlsx,Excel,0.701,Коллекции и продукт,2025,ИП Янина / операционный контур (требует подтверждения по части файлов),3 лист(ов); 574 непустых ячеек; 9 формул,Полная: значения и формулы извлечены по всем листам,Средний,Внешние ссылки на локальные пути: 1 | Встроенных медиафайлов: 33,Есть частично/с ограничениями,Можно использовать как источник после содержательной сверки. Перед обновлением ссылок заменить локальные пути или зафиксировать значения.,Обычный внутренний,PLM/MDM,"Коллекции, модели, SKU, версии",Карантин → исправление → контрольная загрузка,a05546f621ab5af9fb57e96a698d6ab7660a104c5489538f22157a4cef812e46,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-073,результат кол-я 46 (июль 2025).xlsx,Excel,0.447,Коллекции и продукт,2025,ИП Янина / операционный контур (требует подтверждения по части файлов),3 лист(ов); 396 непустых ячеек; 1 формул,Полная: значения и формулы извлечены по всем листам,Средний,Внешние ссылки на локальные пути: 1 | Встроенных медиафайлов: 25,Есть частично/с ограничениями,Можно использовать как источник после содержательной сверки. Перед обновлением ссылок заменить локальные пути или зафиксировать значения.,Обычный внутренний,PLM/MDM,"Коллекции, модели, SKU, версии",Карантин → исправление → контрольная загрузка,975a4d4c055dfdf68d5c34b274c88a023c1cc6fdcbb3201c5e3d1e8a1a9e6753,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-074,результат кол-я 47 (янв 2026).xlsx,Excel,1.403,Коллекции и продукт,2026,ИП Янина / операционный контур (требует подтверждения по части файлов),3 лист(ов); 673 непустых ячеек; 4 формул,Полная: значения и формулы извлечены по всем листам,Средний,Внешние ссылки на локальные пути: 1 | Встроенных медиафайлов: 32,Есть частично/с ограничениями,Можно использовать как источник после содержательной сверки. Перед обновлением ссылок заменить локальные пути или зафиксировать значения.,Обычный внутренний,PLM/MDM,"Коллекции, модели, SKU, версии",Карантин → исправление → контрольная загрузка,d215da62070cbc794e73360ed6fc47d1b1ae64a2fe416cc261cdf6eaa9a9f631,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-075,результат круиз 09.04.25.xlsx,Excel,5.025,Коллекции и продукт,Не определён из названия,ИП Янина / операционный контур (требует подтверждения по части файлов),1 лист(ов); 2 905 непустых ячеек; 310 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Встроенных медиафайлов: 176,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,PLM/MDM,"Коллекции, модели, SKU, версии",Мигрировать данные в целевой регистр; файл оставить read-only выгрузкой/архивом,25bcd1e70d4cffc8a59e4608daf1b493be408dd4b78fcf1f0e009d12af6a0ffe,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-076,результат круиз 14.04.26.xlsx,Excel,9.661,Коллекции и продукт,Не определён из названия,ИП Янина / операционный контур (требует подтверждения по части файлов),2 лист(ов); 3 035 непустых ячеек; 60 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Встроенных медиафайлов: 110,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,PLM/MDM,"Коллекции, модели, SKU, версии",Мигрировать данные в целевой регистр; файл оставить read-only выгрузкой/архивом,964463aee6013779a0e7991b2d15f994eabce8edcae5c2ccb9f4de97275f1168,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-077,результат круиз 22.04.24.xlsx,Excel,6.287,Коллекции и продукт,Не определён из названия,ИП Янина / операционный контур (требует подтверждения по части файлов),1 лист(ов); 2 735 непустых ячеек; 169 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Встроенных медиафайлов: 108,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,PLM/MDM,"Коллекции, модели, SKU, версии",Мигрировать данные в целевой регистр; файл оставить read-only выгрузкой/архивом,655d54fe75333d8102a2326ba7b881dc9876838227150fa36de078637a59d637,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-078,результат НГ 2024.xlsx,Excel,2.053,Коллекции и продукт,2024,ИП Янина / операционный контур (требует подтверждения по части файлов),2 лист(ов); 1 481 непустых ячеек; 123 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Встроенных медиафайлов: 80,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,PLM/MDM,"Коллекции, модели, SKU, версии",Мигрировать данные в целевой регистр; файл оставить read-only выгрузкой/архивом,a7421e474c22789b11de4e4714f07ff84708a279af575d01eb6dffcdd6c29fe2,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-079,результат НГ 24.11.25.xlsx,Excel,1.082,Коллекции и продукт,Не определён из названия,ИП Янина / операционный контур (требует подтверждения по части файлов),2 лист(ов); 1 028 непустых ячеек; 4 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Встроенных медиафайлов: 36,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,PLM/MDM,"Коллекции, модели, SKU, версии",Мигрировать данные в целевой регистр; файл оставить read-only выгрузкой/архивом,ff307568db942231ef7e9639463d49c8bc00e6e017211d344b492377ba50e710,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-080,Сведения о наличии отрицательного сальдо ЕНС.pdf,PDF,0.136,Налоги и обязательная отчётность,Не определён из названия,Не указано в названии,1 стр.; текстовый слой 0/1,Только изображение; проверено визуально,Средний,Нет текстового слоя | Визуально проверено: по состоянию на 25.06.2026 неисполненной обязанности нет.,Есть частично/с ограничениями,Можно использовать как подтверждающий документ; автоматический поиск и сверка ограничены.,Обычный внутренний,Tax ledger + ENS register + DMS,"Декларации, обязательства, уведомления, ЕНС",Хранить как первичный/официальный документ в DMS; метаданные связать с регистром,74b267159f9036a828700385d64c92975abf17c79021e5532b3a9134698f959c,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-081,Себестоимость Жукова.xlsx,Excel,2.162,Себестоимость и производство,Не определён из названия,ИП Янина / операционный контур (требует подтверждения по части файлов),6 лист(ов); 32 384 непустых ячеек; 3 939 формул,Полная: значения и формулы извлечены по всем листам,Высокий,488 × #DIV/0! | Встроенных медиафайлов: 5,Есть частично/с ограничениями,Использовать только строки без ошибок; расчёты себестоимости с #DIV/0! исключить до заполнения знаменателя.,Обычный внутренний,PLM/ERP/MES,"BOM, production order, операции, cost version",Карантин → исправление → контрольная загрузка,ccfa8b9574eb8479608de30194fcff84fc91272a453fb10656f4fca644376286,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-082,Себестоимость Меркушина.xlsx,Excel,0.302,Себестоимость и производство,Не определён из названия,ИП Янина / операционный контур (требует подтверждения по части файлов),4 лист(ов); 12 880 непустых ячеек; 2 430 формул,Полная: значения и формулы извлечены по всем листам,Средний,15 × #DIV/0!,Есть частично/с ограничениями,Использовать только строки без ошибок; проверить нулевые количества в ошибочных блоках.,Обычный внутренний,PLM/ERP/MES,"BOM, production order, операции, cost version",Карантин → исправление → контрольная загрузка,823ce027153ee9e66da2b5c18295147e430a2b7535175ace89f2749448ba7a31,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-083,себестоимость Мокеева 2025.xlsx,Excel,0.188,Себестоимость и производство,2025,ИП Янина / операционный контур (требует подтверждения по части файлов),1 лист(ов); 16 217 непустых ячеек; 82 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,PLM/ERP/MES,"BOM, production order, операции, cost version",Карантин → исправление → контрольная загрузка,5ae5aea8b2021895480f3ae743e1eb4a3bb5d1f62cdf41a4ad34c0a5a9647105,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-084,себестоимость Мокеева 2026.xlsx,Excel,0.081,Себестоимость и производство,2026,ИП Янина / операционный контур (требует подтверждения по части файлов),1 лист(ов); 8 158 непустых ячеек; 76 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,PLM/ERP/MES,"BOM, production order, операции, cost version",Карантин → исправление → контрольная загрузка,064cdedd5bf73212cd556b4554cda27096f3ad9515753876d10f68a503e9c5c2,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
FILE-085,Список контрагентов по закупке.xlsx,Excel,0.014,Закупки и запасы,Не определён из названия,Не указано в названии,1 лист(ов); 132 непустых ячеек; 0 формул,Полная: значения и формулы извлечены по всем листам,Низкий,Технических ошибок при извлечении не обнаружено; бизнес-корректность не подтверждена,Есть,Можно использовать как источник после содержательной сверки.,Обычный внутренний,ERP/1С + WMS,"Поставщики, PO, приёмка, материалы, партии",Карантин → исправление → контрольная загрузка,11f7b2d33f442889faf07fce5092f043008799fdd622b7f65a1dea11a906460b,Google Drive: папка аудита (точное имя файла указано в колонке «Файл»)
