edge_id,domain,from_file,to_file,relation,period,current_join,current_status,status_class,evidence,missing_key_or_control,target_join,analysis_enabled,owner,false_join_risk
TAX-EDGE-064,Налоги/ФОТ,ЗП за февраль 2025.xlsx,ДДС 2025.xlsx,Payroll calculation ↔ ДДС payroll cash,2025-02,month + displayed control total,Не проверено построчно,Частично,"Файл имеется, но batch-level сверка не выполнена",payroll_batch_id / payment_type,payroll_batch_id + payment_date + employer_id,Ежемесячная выплата ФОТ,HR/Финансы,Высокий без obligation/ENS ID
TAX-EDGE-065,Налоги/ФОТ,ЗП за февраль 2025.xlsx,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,Payroll rows ↔ bank registry,2025-02,date + amount + account,Не проверено построчно,Частично,"Файл имеется, но batch-level сверка не выполнена",employee_id / payroll_batch_id,employee_id + payroll_batch_id + bank_payment_id,Employee-level выплата ФОТ,HR/Финансы,Высокий без obligation/ENS ID
TAX-EDGE-066,Налоги/ФОТ,ЗП за февраль 2025.xlsx,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,Payroll rows ↔ bank registry,2025-02,date + amount + account,Не проверено построчно,Частично,"Файл имеется, но batch-level сверка не выполнена",employee_id / payroll_batch_id,employee_id + payroll_batch_id + bank_payment_id,Employee-level выплата ФОТ,HR/Финансы,Высокий без obligation/ENS ID
TAX-EDGE-067,Налоги/ФОТ,ЗП за февраль 2025.xlsx,6-НДФЛ (с 2021 года) за 2025 г. (Янина Ю. Ф. ИП).pdf,Payroll accrual ↔ tax form,2025-02,month/year aggregate,Частично,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,Employee-level НДФЛ/РСВ — заблокировано,HR/Бухгалтерия,Высокий без obligation/ENS ID
TAX-EDGE-068,Налоги/ФОТ,ЗП за февраль 2025.xlsx,6-НДФЛ (с 2021 года) за 2025 г. (ДЕКОР ООО).pdf,Payroll accrual ↔ tax form,2025-02,month/year aggregate,Частично,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,Employee-level НДФЛ/РСВ — заблокировано,HR/Бухгалтерия,Высокий без obligation/ENS ID
TAX-EDGE-069,Налоги/ФОТ,ЗП за февраль 2025.xlsx,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,Payroll accrual ↔ tax form,2025-02,month/year aggregate,Частично,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,Employee-level НДФЛ/РСВ — заблокировано,HR/Бухгалтерия,Высокий без obligation/ENS ID
TAX-EDGE-070,Налоги/ФОТ,ЗП за февраль 2025.xlsx,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,Payroll accrual ↔ tax form,2025-02,month/year aggregate,Частично,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,Employee-level НДФЛ/РСВ — заблокировано,HR/Бухгалтерия,Высокий без obligation/ENS ID
TAX-EDGE-071,Налоги/ФОТ,ЗП за февраль 2025.xlsx,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,Payroll accrual ↔ tax form,2025-02,month/year aggregate,Частично,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,Employee-level НДФЛ/РСВ — заблокировано,HR/Бухгалтерия,Высокий без obligation/ENS ID
TAX-EDGE-072,Налоги/ФОТ,ЗП за февраль 2025.xlsx,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,Payroll accrual ↔ tax form,2025-02,month/year aggregate,Частично,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,Employee-level НДФЛ/РСВ — заблокировано,HR/Бухгалтерия,Высокий без obligation/ENS ID
TAX-EDGE-073,Налоги/ФОТ,ЗП за февраль 2026.xlsx,ДДС 2026.xlxs.xlsx,Payroll calculation ↔ ДДС payroll cash,2026-02,month + displayed control total,Не проверено построчно,Частично,"Файл имеется, но batch-level сверка не выполнена",payroll_batch_id / payment_type,payroll_batch_id + payment_date + employer_id,Ежемесячная выплата ФОТ,HR/Финансы,Высокий без obligation/ENS ID
TAX-EDGE-074,Налоги/ФОТ,ЗП за февраль 2026.xlsx,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,Payroll rows ↔ bank registry,2026-02,date + amount + account,Не проверено построчно,Частично,"Файл имеется, но batch-level сверка не выполнена",employee_id / payroll_batch_id,employee_id + payroll_batch_id + bank_payment_id,Employee-level выплата ФОТ,HR/Финансы,Высокий без obligation/ENS ID
TAX-EDGE-075,Налоги/ФОТ,ЗП за февраль 2026.xlsx,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,Payroll rows ↔ bank registry,2026-02,date + amount + account,Не проверено построчно,Частично,"Файл имеется, но batch-level сверка не выполнена",employee_id / payroll_batch_id,employee_id + payroll_batch_id + bank_payment_id,Employee-level выплата ФОТ,HR/Финансы,Высокий без obligation/ENS ID
TAX-EDGE-076,Налоги/ФОТ,ЗП за февраль 2026.xlsx,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,Payroll accrual ↔ tax form,2026-02,month/year aggregate,Частично,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,Employee-level НДФЛ/РСВ — заблокировано,HR/Бухгалтерия,Высокий без obligation/ENS ID
TAX-EDGE-077,Налоги/ФОТ,ЗП за февраль 2026.xlsx,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,Payroll accrual ↔ tax form,2026-02,month/year aggregate,Частично,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,Employee-level НДФЛ/РСВ — заблокировано,HR/Бухгалтерия,Высокий без obligation/ENS ID
TAX-EDGE-078,Налоги/ФОТ,ЗП за январь 2025.xlsx,ДДС 2025.xlsx,Payroll calculation ↔ ДДС payroll cash,2025-01,month + displayed control total,Подтверждено,Подтверждено,Сверка восстановлена до нулевой агрегатной разницы,payroll_batch_id / payment_type,payroll_batch_id + payment_date + employer_id,Ежемесячная выплата ФОТ,HR/Финансы,Высокий без obligation/ENS ID
TAX-EDGE-079,Налоги/ФОТ,ЗП за январь 2025.xlsx,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,Payroll rows ↔ bank registry,2025-01,date + amount + account,Подтверждено,Подтверждено,Сверка восстановлена до нулевой агрегатной разницы,employee_id / payroll_batch_id,employee_id + payroll_batch_id + bank_payment_id,Employee-level выплата ФОТ,HR/Финансы,Высокий без obligation/ENS ID
TAX-EDGE-080,Налоги/ФОТ,ЗП за январь 2025.xlsx,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,Payroll rows ↔ bank registry,2025-01,date + amount + account,Подтверждено,Подтверждено,Сверка восстановлена до нулевой агрегатной разницы,employee_id / payroll_batch_id,employee_id + payroll_batch_id + bank_payment_id,Employee-level выплата ФОТ,HR/Финансы,Высокий без obligation/ENS ID
TAX-EDGE-081,Налоги/ФОТ,ЗП за январь 2025.xlsx,6-НДФЛ (с 2021 года) за 2025 г. (Янина Ю. Ф. ИП).pdf,Payroll accrual ↔ tax form,2025-01,month/year aggregate,Частично,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,Employee-level НДФЛ/РСВ — заблокировано,HR/Бухгалтерия,Высокий без obligation/ENS ID
TAX-EDGE-082,Налоги/ФОТ,ЗП за январь 2025.xlsx,6-НДФЛ (с 2021 года) за 2025 г. (ДЕКОР ООО).pdf,Payroll accrual ↔ tax form,2025-01,month/year aggregate,Частично,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,Employee-level НДФЛ/РСВ — заблокировано,HR/Бухгалтерия,Высокий без obligation/ENS ID
TAX-EDGE-083,Налоги/ФОТ,ЗП за январь 2025.xlsx,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,Payroll accrual ↔ tax form,2025-01,month/year aggregate,Частично,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,Employee-level НДФЛ/РСВ — заблокировано,HR/Бухгалтерия,Высокий без obligation/ENS ID
TAX-EDGE-084,Налоги/ФОТ,ЗП за январь 2025.xlsx,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,Payroll accrual ↔ tax form,2025-01,month/year aggregate,Частично,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,Employee-level НДФЛ/РСВ — заблокировано,HR/Бухгалтерия,Высокий без obligation/ENS ID
TAX-EDGE-085,Налоги/ФОТ,ЗП за январь 2025.xlsx,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,Payroll accrual ↔ tax form,2025-01,month/year aggregate,Частично,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,Employee-level НДФЛ/РСВ — заблокировано,HR/Бухгалтерия,Высокий без obligation/ENS ID
TAX-EDGE-086,Налоги/ФОТ,ЗП за январь 2025.xlsx,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,Payroll accrual ↔ tax form,2025-01,month/year aggregate,Частично,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,Employee-level НДФЛ/РСВ — заблокировано,HR/Бухгалтерия,Высокий без obligation/ENS ID
TAX-EDGE-087,Налоги/ФОТ,ЗП за январь 2026.xlsx,ДДС 2026.xlxs.xlsx,Payroll calculation ↔ ДДС payroll cash,2026-01,month + displayed control total,Не проверено построчно,Частично,"Файл имеется, но batch-level сверка не выполнена",payroll_batch_id / payment_type,payroll_batch_id + payment_date + employer_id,Ежемесячная выплата ФОТ,HR/Финансы,Высокий без obligation/ENS ID
TAX-EDGE-088,Налоги/ФОТ,ЗП за январь 2026.xlsx,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,Payroll rows ↔ bank registry,2026-01,date + amount + account,Не проверено построчно,Частично,"Файл имеется, но batch-level сверка не выполнена",employee_id / payroll_batch_id,employee_id + payroll_batch_id + bank_payment_id,Employee-level выплата ФОТ,HR/Финансы,Высокий без obligation/ENS ID
TAX-EDGE-089,Налоги/ФОТ,ЗП за январь 2026.xlsx,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,Payroll rows ↔ bank registry,2026-01,date + amount + account,Не проверено построчно,Частично,"Файл имеется, но batch-level сверка не выполнена",employee_id / payroll_batch_id,employee_id + payroll_batch_id + bank_payment_id,Employee-level выплата ФОТ,HR/Финансы,Высокий без obligation/ENS ID
TAX-EDGE-090,Налоги/ФОТ,ЗП за январь 2026.xlsx,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,Payroll accrual ↔ tax form,2026-01,month/year aggregate,Частично,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,Employee-level НДФЛ/РСВ — заблокировано,HR/Бухгалтерия,Высокий без obligation/ENS ID
TAX-EDGE-091,Налоги/ФОТ,ЗП за январь 2026.xlsx,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,Payroll accrual ↔ tax form,2026-01,month/year aggregate,Частично,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,Employee-level НДФЛ/РСВ — заблокировано,HR/Бухгалтерия,Высокий без obligation/ENS ID
TAX-EDGE-092,Налоги/ФОТ,ЗП_ЦЕХ 05.26.xlsx,ЗП за май 2026.xlsx,Вспомогательная ведомость ↔ основной payroll,2026-05,month + employee name/manual total,Частично,Частично,Оба файла существуют в одном месяце,employee_id + payroll_component_id,employee_id + accrual_period + component_code,Полная стоимость ФОТ по сотруднику,HR,Высокий без obligation/ENS ID
TAX-EDGE-093,Налоги/ФОТ,ЗП_ЦЕХ 03.26.xlsx,ЗП за март 2026.xlsx,Вспомогательная ведомость ↔ основной payroll,2026-03,month + employee name/manual total,Частично,Частично,Оба файла существуют в одном месяце,employee_id + payroll_component_id,employee_id + accrual_period + component_code,Полная стоимость ФОТ по сотруднику,HR,Высокий без obligation/ENS ID
TAX-EDGE-094,Налоги/ФОТ,ЗП_ЦЕХ 04.26.xlsx,ЗП за апрель 2026.xlsx,Вспомогательная ведомость ↔ основной payroll,2026-04,month + employee name/manual total,Частично,Частично,Оба файла существуют в одном месяце,employee_id + payroll_component_id,employee_id + accrual_period + component_code,Полная стоимость ФОТ по сотруднику,HR,Высокий без obligation/ENS ID
TAX-EDGE-095,Налоги/ФОТ,ЗП_ЦЕХ 01.26.xlsx,ЗП за январь 2026.xlsx,Вспомогательная ведомость ↔ основной payroll,2026-01,month + employee name/manual total,Частично,Частично,Оба файла существуют в одном месяце,employee_id + payroll_component_id,employee_id + accrual_period + component_code,Полная стоимость ФОТ по сотруднику,HR,Высокий без obligation/ENS ID
TAX-EDGE-096,Налоги/ФОТ,ЗП_ЦЕХ 02.26.xlsx,ЗП за февраль 2026.xlsx,Вспомогательная ведомость ↔ основной payroll,2026-02,month + employee name/manual total,Частично,Частично,Оба файла существуют в одном месяце,employee_id + payroll_component_id,employee_id + accrual_period + component_code,Полная стоимость ФОТ по сотруднику,HR,Высокий без obligation/ENS ID
TAX-EDGE-097,Налоги/ФОТ,зп_конструкторы_05.26.xlsx,ЗП за май 2026.xlsx,Вспомогательная ведомость ↔ основной payroll,2026-05,month + employee name/manual total,Частично,Частично,Оба файла существуют в одном месяце,employee_id + payroll_component_id,employee_id + accrual_period + component_code,Полная стоимость ФОТ по сотруднику,HR,Высокий без obligation/ENS ID
TAX-EDGE-098,Налоги/ФОТ,зп_конструкторы_04.26.xlsx,ЗП за апрель 2026.xlsx,Вспомогательная ведомость ↔ основной payroll,2026-04,month + employee name/manual total,Частично,Частично,Оба файла существуют в одном месяце,employee_id + payroll_component_id,employee_id + accrual_period + component_code,Полная стоимость ФОТ по сотруднику,HR,Высокий без obligation/ENS ID
TAX-EDGE-099,Налоги/ФОТ,зп_конструкторы_03.26.xlsx,ЗП за март 2026.xlsx,Вспомогательная ведомость ↔ основной payroll,2026-03,month + employee name/manual total,Частично,Частично,Оба файла существуют в одном месяце,employee_id + payroll_component_id,employee_id + accrual_period + component_code,Полная стоимость ФОТ по сотруднику,HR,Высокий без obligation/ENS ID
TAX-EDGE-100,Налоги/ФОТ,зп_конструкторы_02.26.xlsx,ЗП за февраль 2026.xlsx,Вспомогательная ведомость ↔ основной payroll,2026-02,month + employee name/manual total,Частично,Частично,Оба файла существуют в одном месяце,employee_id + payroll_component_id,employee_id + accrual_period + component_code,Полная стоимость ФОТ по сотруднику,HR,Высокий без obligation/ENS ID
TAX-EDGE-101,Налоги/ФОТ,зп_конструкторы_01.26.xlsx,ЗП за январь 2026.xlsx,Вспомогательная ведомость ↔ основной payroll,2026-01,month + employee name/manual total,Частично,Частично,Оба файла существуют в одном месяце,employee_id + payroll_component_id,employee_id + accrual_period + component_code,Полная стоимость ФОТ по сотруднику,HR,Высокий без obligation/ENS ID
TAX-EDGE-102,Налоги/ФОТ,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,ДДС 2024.xlsx,Bank tax payment ↔ ДДС tax article,2024,date + amount + account + description,Частично,Частично,Налоговые операции классифицированы в банке; полная строковая сверка ДДС не выполнена,bank_payment_id в ДДС,bank_payment_id,Cash-flow tax classification,Финансы,Высокий без obligation/ENS ID
TAX-EDGE-103,Налоги/ФОТ,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,ДДС 2025.xlsx,Bank tax payment ↔ ДДС tax article,2025,date + amount + account + description,Частично,Частично,Налоговые операции классифицированы в банке; полная строковая сверка ДДС не выполнена,bank_payment_id в ДДС,bank_payment_id,Cash-flow tax classification,Финансы,Высокий без obligation/ENS ID
TAX-EDGE-104,Налоги/ФОТ,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,ДДС 2026.xlxs.xlsx,Bank tax payment ↔ ДДС tax article,2026,date + amount + account + description,Частично,Частично,Налоговые операции классифицированы в банке; полная строковая сверка ДДС не выполнена,bank_payment_id в ДДС,bank_payment_id,Cash-flow tax classification,Финансы,Высокий без obligation/ENS ID
TAX-EDGE-105,Налоги/ФОТ,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,Сведения о наличии отрицательного сальдо ЕНС.pdf,Исторические платежи ↔ point-in-time status,2024–25.06.2026,entity only,Частично,Частично,"Справка подтверждает статус на одну дату, не lineage платежей",ens_allocation_id / operations ENS,bank_payment_id → ens_allocation_id → status_date,Текущая задолженность — только ИП,Бухгалтерия,Высокий без obligation/ENS ID
TAX-EDGE-106,Налоги/ФОТ,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,Справка о расчетах по взносам на несч.сл на 25.06.2026.pdf,Исторические платежи ↔ point-in-time status,2024–25.06.2026,entity only,Частично,Частично,"Справка подтверждает статус на одну дату, не lineage платежей",ens_allocation_id / operations ENS,bank_payment_id → ens_allocation_id → status_date,Текущая задолженность — только ИП,Бухгалтерия,Высокий без obligation/ENS ID
TAX-EDGE-107,Налоги/ФОТ,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,Справка об исполнении обязанности по налогам.pdf,Исторические платежи ↔ point-in-time status,2024–25.06.2026,entity only,Частично,Частично,"Справка подтверждает статус на одну дату, не lineage платежей",ens_allocation_id / operations ENS,bank_payment_id → ens_allocation_id → status_date,Текущая задолженность — только ИП,Бухгалтерия,Высокий без obligation/ENS ID
TAX-EDGE-108,Налоги/ФОТ,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,ДДС 2024.xlsx,Bank tax payment ↔ ДДС tax article,2024,date + amount + account + description,Частично,Частично,Налоговые операции классифицированы в банке; полная строковая сверка ДДС не выполнена,bank_payment_id в ДДС,bank_payment_id,Cash-flow tax classification,Финансы,Высокий без obligation/ENS ID
TAX-EDGE-109,Налоги/ФОТ,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,ДДС 2025.xlsx,Bank tax payment ↔ ДДС tax article,2025,date + amount + account + description,Частично,Частично,Налоговые операции классифицированы в банке; полная строковая сверка ДДС не выполнена,bank_payment_id в ДДС,bank_payment_id,Cash-flow tax classification,Финансы,Высокий без obligation/ENS ID
TAX-EDGE-110,Налоги/ФОТ,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,ДДС 2026.xlxs.xlsx,Bank tax payment ↔ ДДС tax article,2026,date + amount + account + description,Частично,Частично,Налоговые операции классифицированы в банке; полная строковая сверка ДДС не выполнена,bank_payment_id в ДДС,bank_payment_id,Cash-flow tax classification,Финансы,Высокий без obligation/ENS ID
TAX-EDGE-111,Налоги/ФОТ,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,6-НДФЛ за 1 квартал 2026 — отсутствует,Cross-form Q1 2026,2026-Q1,entity + quarter,Отсутствует,Отсутствует/не доказано,"РСВ Q1 имеется, сопоставимой формы 6-НДФЛ нет",source document,employer_id + reporting_period,Cross-form Q1 2026 заблокировано,Бухгалтерия,Высокий без obligation/ENS ID
PROD-EDGE-001,Продукт/операции,Продажи ЦУМ 2024.xlsx,MASTER_SKU,Продажи → canonical SKU,2024,нормализованный артикул,Подтверждено,Подтверждено,Строки продаж сформировали 234 preliminary SKU,Официальный alias mapping,sales_line.article → sku_alias → canonical_sku,SKU продажи и ассортимент,Коммерция,Высокий при текстовом/агрегатном join
PROD-EDGE-002,Продукт/операции,Продажи ЦУМ 2024.xlsx,COST_FILES,SKU → полная себестоимость,2024,точное совпадение артикула,Частично,Частично,Покрытие выручки: 11.8%,cost_version_id и правило выбора,canonical_sku + sale_date → approved cost_version,Маржа SKU,Финансы + производство,Высокий при текстовом/агрегатном join
PROD-EDGE-003,Продукт/операции,Продажи ЦУМ 2024.xlsx,COLLECTION_FILES,SKU → коллекция,2024,точное/кандидатное совпадение кода,Частично,Частично,Прямых артикулов: 6 из 121,model alias history,canonical_sku → model_id → collection_id,Маржа коллекций,Продуктовый блок,Высокий при текстовом/агрегатном join
PROD-EDGE-004,Продукт/операции,Продажи ЦУМ 2025.xlsx,MASTER_SKU,Продажи → canonical SKU,2025,нормализованный артикул,Подтверждено,Подтверждено,Строки продаж сформировали 234 preliminary SKU,Официальный alias mapping,sales_line.article → sku_alias → canonical_sku,SKU продажи и ассортимент,Коммерция,Высокий при текстовом/агрегатном join
PROD-EDGE-005,Продукт/операции,Продажи ЦУМ 2025.xlsx,COST_FILES,SKU → полная себестоимость,2025,точное совпадение артикула,Частично,Частично,Покрытие выручки: 63.0%,cost_version_id и правило выбора,canonical_sku + sale_date → approved cost_version,Маржа SKU,Финансы + производство,Высокий при текстовом/агрегатном join
PROD-EDGE-006,Продукт/операции,Продажи ЦУМ 2025.xlsx,COLLECTION_FILES,SKU → коллекция,2025,точное/кандидатное совпадение кода,Частично,Частично,Прямых артикулов: 2 из 136,model alias history,canonical_sku → model_id → collection_id,Маржа коллекций,Продуктовый блок,Высокий при текстовом/агрегатном join
PROD-EDGE-007,Продукт/операции,Продажи ЦУМ 2026.xlsx,MASTER_SKU,Продажи → canonical SKU,2026,нормализованный артикул,Подтверждено,Подтверждено,Строки продаж сформировали 234 preliminary SKU,Официальный alias mapping,sales_line.article → sku_alias → canonical_sku,SKU продажи и ассортимент,Коммерция,Высокий при текстовом/агрегатном join
PROD-EDGE-008,Продукт/операции,Продажи ЦУМ 2026.xlsx,COST_FILES,SKU → полная себестоимость,2026,точное совпадение артикула,Частично,Частично,Покрытие выручки: 81.1%,cost_version_id и правило выбора,canonical_sku + sale_date → approved cost_version,Маржа SKU,Финансы + производство,Высокий при текстовом/агрегатном join
PROD-EDGE-009,Продукт/операции,Продажи ЦУМ 2026.xlsx,COLLECTION_FILES,SKU → коллекция,2026,точное/кандидатное совпадение кода,Частично,Частично,Прямых артикулов: 1 из 86,model alias history,canonical_sku → model_id → collection_id,Маржа коллекций,Продуктовый блок,Высокий при текстовом/агрегатном join
PROD-EDGE-010,Продукт/операции,результат НГ 2024.xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Подтверждено частично,Частично,exact=1; candidates=13,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Принадлежность SKU к коллекции,Продуктовый блок,Высокий при текстовом/агрегатном join
PROD-EDGE-011,Продукт/операции,результат НГ 24.11.25.xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Связь не найдена,Отсутствует/не доказано,exact=0; candidates=0,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Принадлежность SKU к коллекции,Продуктовый блок,Высокий при текстовом/агрегатном join
PROD-EDGE-012,Продукт/операции,результат капсула 2024.xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Только кандидаты,Частично,exact=0; candidates=12,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Принадлежность SKU к коллекции,Продуктовый блок,Высокий при текстовом/агрегатном join
PROD-EDGE-013,Продукт/операции,результат капсула 2025.xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Подтверждено частично,Частично,exact=1; candidates=1,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Принадлежность SKU к коллекции,Продуктовый блок,Высокий при текстовом/агрегатном join
PROD-EDGE-014,Продукт/операции,результат кол-я 43 (янв 2024).xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Связь не найдена,Отсутствует/не доказано,exact=0; candidates=0,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Принадлежность SKU к коллекции,Продуктовый блок,Высокий при текстовом/агрегатном join
PROD-EDGE-015,Продукт/операции,результат кол-я 44 (июнь 2024).xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Связь не найдена,Отсутствует/не доказано,exact=0; candidates=0,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Принадлежность SKU к коллекции,Продуктовый блок,Высокий при текстовом/агрегатном join
PROD-EDGE-016,Продукт/операции,результат кол-я 45 (янв 2025).xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Связь не найдена,Отсутствует/не доказано,exact=0; candidates=0,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Принадлежность SKU к коллекции,Продуктовый блок,Высокий при текстовом/агрегатном join
PROD-EDGE-017,Продукт/операции,результат кол-я 46 (июль 2025).xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Связь не найдена,Отсутствует/не доказано,exact=0; candidates=0,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Принадлежность SKU к коллекции,Продуктовый блок,Высокий при текстовом/агрегатном join
PROD-EDGE-018,Продукт/операции,результат кол-я 47 (янв 2026).xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Связь не найдена,Отсутствует/не доказано,exact=0; candidates=0,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Принадлежность SKU к коллекции,Продуктовый блок,Высокий при текстовом/агрегатном join
PROD-EDGE-019,Продукт/операции,результат круиз 09.04.25.xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Подтверждено частично,Частично,exact=3; candidates=30,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Принадлежность SKU к коллекции,Продуктовый блок,Высокий при текстовом/агрегатном join
PROD-EDGE-020,Продукт/операции,результат круиз 14.04.26.xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Подтверждено частично,Частично,exact=1; candidates=4,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Принадлежность SKU к коллекции,Продуктовый блок,Высокий при текстовом/агрегатном join
PROD-EDGE-021,Продукт/операции,результат круиз 22.04.24.xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Только кандидаты,Частично,exact=0; candidates=26,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Принадлежность SKU к коллекции,Продуктовый блок,Высокий при текстовом/агрегатном join
PROD-EDGE-022,Продукт/операции,Себестоимость Жукова.xlsx,MASTER_SKU,Калькуляция → SKU,2024–май 2026,точное совпадение артикула,Частично,Частично,unique=4; ambiguous=4; candidates=46,"cost_version_id, effective_date, variant/color/size, batch/production_order, approval",canonical_sku + cost_version_id + production_order_id,Себестоимость и маржа SKU,Финансы + производство,Высокий при текстовом/агрегатном join
