sales_line_id,channel,period_year,period_month,article_raw,canonical_sku,item_id,color,name_raw,qty,sales_amount_rub,amount_meaning,store,source_file_id,source_row_id,cost_version_id,unit_cost_rub,margin_rub,margin_pct,match_status,cost_owner
SL-db739648b7a372f5,TSUM,2024,,T-2251A/1,T-2251A,НЕ00876473,БЕЛЫЙ,"Платье женское, белое с принто(Белый/M-L)НЕ00876473",1.0,47837.66,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Barvikha,FILE-057,r198,,,,,UNMATCHED,
SL-976537713ac1712f,TSUM,2024,,T-2251A/1,T-2251A,НЕ00876473,БЕЛЫЙ,"Платье женское, белое с принто(Белый/S-M)НЕ00876473",1.0,48028.39,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Barvikha,FILE-057,r199,,,,,UNMATCHED,
SL-7e49b4d9e6c9d084,TSUM,2024,,T-2750A,T-2750A,НЕ00876475,БЕЛЫЙ,"Блуза-топ женская, белая с при(Белый/M-L)НЕ00876475",1.0,20511.79,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Barvikha,FILE-057,r200,,,,,UNMATCHED,
SL-cdb9ca9a2a4c436a,TSUM,2024,,T-2251A,T-2251A,НЕ00876476,СИНИЙ,"Платье женское, синее с принто(Синий/L)НЕ00876476",1.0,48028.39,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Barvikha,FILE-057,r201,,,,,UNMATCHED,
SL-bf262cf0ae1e4bfb,TSUM,2024,,T-2032C/3,T-2032C,НЕ00876482,зеленый,"Блуза женская, зеленая с принт(Зеленый/S-M)НЕ00876482",2.0,75928.55,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Barvikha,FILE-057,r202,,,,,UNMATCHED,
SL-9f553bd0f68088e1,TSUM,2024,,T-2754,T-2754,НЕ00876483,Черный,"Платье женское, черное с принт(Черный/M-L)НЕ00876483",1.0,49329.03,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Barvikha,FILE-057,r203,CV-8113ccdecf64328b,12427.0,36902.03,74.81,MATCHED,MERKUSHINA
SL-8ff6801a4381ee2b,TSUM,2024,,T-2754,T-2754,НЕ00876483,Черный,"Платье женское, черное с принт(Черный/S-M)НЕ00876483",1.0,49329.03,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Barvikha,FILE-057,r204,CV-8113ccdecf64328b,12427.0,36902.03,74.81,MATCHED,MERKUSHINA
SL-ea4f336b41dbbcc5,TSUM,2024,,T-2475B/3,T-2475B,НЕ00876485,СИНИЙ,Рубашка женская свободного сил(Синий/NS)НЕ00876485,2.0,60227.14,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Barvikha,FILE-057,r205,,,,,UNMATCHED,
SL-5fd7735919e4a10d,TSUM,2024,,T-2495A,T-2495A,НЕ00877290,СИНИЙ,"Платье женское, синее с принто(Синий/S-M)НЕ00877290",1.0,89613.48,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Barvikha,FILE-057,r206,,,,,UNMATCHED,
SL-ccc1b73685880233,TSUM,2024,,T-2560A/1,T-2560A,НЕ00876463,БЕЛЫЙ,"Пальто-халат женское, белое с(Белый/M-L)НЕ00876463",1.0,66222.15,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",Bridal,FILE-057,r208,,,,,UNMATCHED,
SL-54690c3e9013fe25,TSUM,2024,,0-2499,0-2499,НЕ00831079,РОЗОВЫЙ,"Платье женское, розовое с прин(Розовый/S-M)НЕ00831079",1.0,40037.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r210,,,,,UNMATCHED,
SL-4bc8a36a4944f98e,TSUM,2024,,0-2493,0-2493,НЕ00831093,БЕЛЫЙ,"Платье женское, белое с принто(Белый/M-L)НЕ00831093",1.0,40037.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r211,,,,,UNMATCHED,
SL-f3f25371c9e378f1,TSUM,2024,,0-2492,0-2492,НЕ00831094,Черный,"Платье женское, черное с 3D пр(Черный/M-L)НЕ00831094",1.0,80074.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r212,,,,,UNMATCHED,
SL-82ffad68b23c5875,TSUM,2024,,0-2481D,0-2481D,НЕ00831100,БЕЛЫЙ,Брюки женские(Белый/S-M)НЕ00831100,1.0,27259.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r213,,,,,UNMATCHED,
SL-cb6c86769561468a,TSUM,2024,,0-2489,0-2489,НЕ00831110,СИНИЙ,"Куртка женская, синяя, из дени(Синий/S-M)НЕ00831110",1.0,65593.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r214,,,,,UNMATCHED,
SL-c922cdd871c683e6,TSUM,2024,,0-2458,0-2458,НЕ00849672,Черный,"Блуза-боди женская, черная, из(Черный/S-M)НЕ00849672",1.0,34043.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r215,,,,,UNMATCHED,
SL-5eea786e0d1938b0,TSUM,2024,,0-2468А,0-2468A,НЕ00849674,Черный,"Платье женское, черное в белый(Черный/M-L)НЕ00849674",1.0,109565.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r216,,,,,UNMATCHED,
SL-24b9c2afd4622f20,TSUM,2024,,0-2683,0-2683,НЕ00865008,Черный,"Платье женское, из шелка в бел(Черный/S-M)НЕ00865008",1.0,114562.68,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r217,,,,,UNMATCHED,
SL-75992e076f6400c7,TSUM,2024,,0-2815,0-2815,НЕ00866518,Черный,Платье женское(Черный/S-M)НЕ00866518,1.0,74348.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r218,,,,,UNMATCHED,
SL-a0c7957d5ba893ec,TSUM,2024,,0-2658,0-2658,НЕ00866519,Черный,"Платье женское, черное, из бар(Черный/M-L)НЕ00866519",1.0,49655.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r219,,,,,UNMATCHED,
SL-b7e6f829291b3fee,TSUM,2024,,0-2817,0-2817,НЕ00866884,БЕЛЫЙ,Блуза женская(Белый/M-L)НЕ00866884,1.0,52500.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r220,,,,,UNMATCHED,
SL-e4560be63d64cb48,TSUM,2024,,0-2671,0-2671,НЕ00866890,Черный,"Блуза женская, из шифона, с кр(Черный/M-L)НЕ00866890",1.0,40065.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r221,,,,,UNMATCHED,
SL-753f1187267233bb,TSUM,2024,,0-2671,0-2671,НЕ00866890,Черный,"Блуза женская, из шифона, с кр(Черный/S-M)НЕ00866890",1.0,40065.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r222,,,,,UNMATCHED,
SL-d06948ddbeb32061,TSUM,2024,,0-2814,0-2814,НЕ00866891,Красный,"Платье женское, красное, из дю(Красный/S-M)НЕ00866891",2.0,313914.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r223,,,,,UNMATCHED,
SL-19475508833cc6e0,TSUM,2024,,0-2689,0-2689,НЕ00866894,Черный,Юбка женская(Черный/M-L)НЕ00866894,1.0,66087.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r224,,,,,UNMATCHED,
SL-dcfd49810ed19089,TSUM,2024,,T-2546/1,T-2546,НЕ00876449,серый,"Пальто-халат женское, серое с(Серый/L)НЕ00876449",1.0,78800.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r225,,,,,UNMATCHED,
SL-a243cc75846ee719,TSUM,2024,,T-2540,T-2540,НЕ00876450,Черный,"Блуза женская, черная с принто(Черный/L)НЕ00876450",1.0,75522.65,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r226,,,,,UNMATCHED,
SL-132144c56778e896,TSUM,2024,,T-2540,T-2540,НЕ00876450,Черный,"Блуза женская, черная с принто(Черный/S-M)НЕ00876450",1.0,78800.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r227,,,,,UNMATCHED,
SL-222408f4aedfcc37,TSUM,2024,,T-2420A/7,T-2420A,НЕ00876452,Черный,"Блуза женская, черная с принто(Черный/M-L)НЕ00876452",1.0,66800.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r228,,,,,UNMATCHED,
SL-1febb1a8b06932d3,TSUM,2024,,T-2420A/7,T-2420A,НЕ00876452,Черный,"Блуза женская, черная с принто(Черный/S-M)НЕ00876452",1.0,66800.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r229,,,,,UNMATCHED,
SL-a2a126a893b5745f,TSUM,2024,,T-2754A,T-2754A,НЕ00876453,БЕЛЫЙ,"Платье женское, белое с принто(Белый/M-L)НЕ00876453",1.0,48438.72,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r230,CV-ebd04cd95ff4da3e,13974.42,34464.3,71.15,MATCHED,MERKUSHINA
SL-33b97beadb7b5be1,TSUM,2024,,T-2754A,T-2754A,НЕ00876453,БЕЛЫЙ,"Платье женское, белое с принто(Белый/S-M)НЕ00876453",1.0,49300.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r231,CV-ebd04cd95ff4da3e,13974.42,35325.58,71.65,MATCHED,MERKUSHINA
SL-1f6cd8609cf310d8,TSUM,2024,,T-2752,T-2752,НЕ00876458,Черный,"Блуза женская, черная с принто(Черный/M-L)НЕ00876458",1.0,66800.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r232,,,,,UNMATCHED,
SL-13afab0a84599bfd,TSUM,2024,,T-2560A/1,T-2560A,НЕ00876463,БЕЛЫЙ,"Пальто-халат женское, белое с(Белый/M-L)НЕ00876463",1.0,66800.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r233,,,,,UNMATCHED,
SL-537e4a892dc9392a,TSUM,2024,,T-2750B,T-2750B,НЕ00876465,серый,"Блуза-топ женская, серая, из ш(Серый/M-L)НЕ00876465",1.0,20500.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r234,CV-98101a4547510f16,5350.27,15149.73,73.9,MATCHED,MERKUSHINA
SL-8a3bcc8672532ccd,TSUM,2024,,T-2750B,T-2750B,НЕ00876465,серый,"Блуза-топ женская, серая, из ш(Серый/S-M)НЕ00876465",1.0,20500.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r235,CV-98101a4547510f16,5350.27,15149.73,73.9,MATCHED,MERKUSHINA
SL-bda3f1d78419f207,TSUM,2024,,T-2547/1,T-2547,НЕ00876466,серый,"Брюки женские, серые с принтом(Серый/S-M)НЕ00876466",1.0,48000.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r236,,,,,UNMATCHED,
SL-2e8240933679876c,TSUM,2024,,T-2541,T-2541,НЕ00876469,Черный,"Брюки женские, черные с принто(Черный/S-M)НЕ00876469",1.0,48000.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r237,CV-6452e36061ecce6a,14130.0,33870.0,70.56,MATCHED,ZHUKOVA
SL-12ef6a3215f71313,TSUM,2024,,T-2475B/2,T-2475B,НЕ00876470,РОЗОВЫЙ,Рубашка женская свободного сил(Розовый/NS)НЕ00876470,1.0,30000.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r238,,,,,UNMATCHED,
SL-6b68922c0a3c1370,TSUM,2024,,T-2475B/1,T-2475B,НЕ00876471,БЕЛЫЙ,Рубашка женская свободного сил(Белый/NS)НЕ00876471,1.0,30000.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r239,,,,,UNMATCHED,
SL-32ff0332b5c0717a,TSUM,2024,,T-2251A/1,T-2251A,НЕ00876473,БЕЛЫЙ,"Платье женское, белое с принто(Белый/L)НЕ00876473",1.0,48000.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r240,,,,,UNMATCHED,
SL-1324f2452d6c80e7,TSUM,2024,,T-2573/1,T-2573,НЕ00876474,СИНИЙ,"Шорты женские, синие с принтом(Синий/M-L)НЕ00876474",1.0,14000.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r241,,,,,UNMATCHED,
SL-4b58f27692f9830b,TSUM,2024,,T-2401B/7,T-2401B,НЕ00876477,Черный,"Брюки женские, черные с принто(Черный/M-L)НЕ00876477",2.0,96000.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r242,,,,,UNMATCHED,
SL-cb2a4446e710977b,TSUM,2024,,T-2401B/7,T-2401B,НЕ00876477,Черный,"Брюки женские, черные с принто(Черный/S-M)НЕ00876477",1.0,48000.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r243,,,,,UNMATCHED,
SL-e5bac386a1fc371e,TSUM,2024,,T-2495B,T-2495B,НЕ00876479,Черный,"Платье женское, черное с принт(Черный/M-L)НЕ00876479",1.0,112500.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r244,,,,,UNMATCHED,
SL-e6f9a827136ca976,TSUM,2024,,T-2495B,T-2495B,НЕ00876479,Черный,"Платье женское, черное с принт(Черный/S-M)НЕ00876479",1.0,112500.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r245,,,,,UNMATCHED,
SL-1827bd8540b342db,TSUM,2024,,T-2572/1,T-2572,НЕ00876480,СИНИЙ,"Блуза женская, синяя с принтом(Синий/M-L)НЕ00876480",1.0,50800.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r246,,,,,UNMATCHED,
SL-4c87b3060cff1619,TSUM,2024,,T-2037C/3,T-2037C,НЕ00876481,зеленый,"Брюки-капри женские, зеленые с(Зеленый/S-M)НЕ00876481",1.0,26800.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r247,,,,,UNMATCHED,
SL-75bf9d130a14a107,TSUM,2024,,T-2032C/3,T-2032C,НЕ00876482,зеленый,"Блуза женская, зеленая с принт(Зеленый/S-M)НЕ00876482",1.0,38800.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r248,,,,,UNMATCHED,
SL-4cf9f4352581fd15,TSUM,2024,,T-2754,T-2754,НЕ00876483,Черный,"Платье женское, черное с принт(Черный/M-L)НЕ00876483",2.0,98600.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r249,CV-8113ccdecf64328b,12427.0,73746.0,74.79,MATCHED,MERKUSHINA
SL-e28c51b8617d1ac9,TSUM,2024,,T-2546,T-2546,НЕ00876484,Черный,"Пальто-халат женское, черное с(Черный/M-L)НЕ00876484",1.0,78800.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r250,,,,,UNMATCHED,
SL-2da99d2b7c5da5af,TSUM,2024,,T-2495A,T-2495A,НЕ00877290,СИНИЙ,"Платье женское, синее с принто(Синий/M-L)НЕ00877290",1.0,90000.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r251,,,,,UNMATCHED,
SL-d631d0e0b9cff564,TSUM,2024,,T-2495A,T-2495A,НЕ00877290,СИНИЙ,"Платье женское, синее с принто(Синий/S-M)НЕ00877290",2.0,180000.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r252,,,,,UNMATCHED,
SL-95f1131daa00b830,TSUM,2024,,0-2669A,0-2669A,НЕ00879853,Черный,"Платье женское, черное, из бар(Черный/S-M)НЕ00879853",1.0,102180.02,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r253,,,,,UNMATCHED,
SL-bc611ed5d0f81178,TSUM,2024,,T-2756C,T-2756C,НЕ00890938,Черный,"Свитер женский, черный, из каш(Черный/S-M)НЕ00890938",1.0,52600.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r254,,,,,UNMATCHED,
SL-9556ed41c1ee411f,TSUM,2024,,T-2707,T-2707,НЕ00890939,СИНИЙ,"Жакет женский, синий, из шелко(Синий/M-L)НЕ00890939",1.0,107600.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r255,,,,,UNMATCHED,
SL-f9b5dbdfa3b7bb1e,TSUM,2024,,T-1960/1,T-1960,НЕ00890940,Черный,"Блуза женская, черная, из шифо(Черный/XL)НЕ00890940",1.0,42216.56,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r256,CV-31d4b0b9159c30c4,12587.0,29629.56,70.18,MATCHED,ZHUKOVA
SL-1124919117e8fe60,TSUM,2024,,T-2756B,T-2756B,НЕ00890942,БЕЛЫЙ,"Свитер женский, белый, из каше(Белый/S-M)НЕ00890942",1.0,91100.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r257,,,,,UNMATCHED,
SL-f7742002f86b96fd,TSUM,2024,,T-2708,T-2708,НЕ00890943,СИНИЙ,"Брюки женские, синие, из шелко(Синий/M-L)НЕ00890943",1.0,49600.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r258,,,,,UNMATCHED,
SL-a07c7188db3f7fd9,TSUM,2024,,T-2702,T-2702,НЕ00890944,Черный,"Платье женское, черное, из дже(Черный/S-M)НЕ00890944",1.0,66100.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r259,,,,,UNMATCHED,
SL-7d4523156e7319de,TSUM,2024,,T-2757,T-2757,НЕ00890945,Коричневый,"Брюки женские, коричневые, из(Коричневый/M-L)НЕ00890945",1.0,61100.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r260,,,,,UNMATCHED,
SL-a35358210753d198,TSUM,2024,,T-2756D,T-2756D,НЕ00890946,фуксия,"Свитер женский, фуксия, из каш(Фуксия/M-L)НЕ00890946",1.0,62044.85,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r261,,,,,UNMATCHED,
SL-75b358b7ac11f450,TSUM,2024,,T-2756D,T-2756D,НЕ00890946,фуксия,"Свитер женский, фуксия, из каш(Фуксия/S-M)НЕ00890946",1.0,61100.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r262,,,,,UNMATCHED,
SL-84506df15c65d6b0,TSUM,2024,,T-2704,T-2704,НЕ00890953,Черный,"Платье женское, черное, из кре(Черный/S-M)НЕ00890953",1.0,99600.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r263,,,,,UNMATCHED,
SL-36082b168a65c2a6,TSUM,2024,,T-2703,T-2703,НЕ00892066,Черный,Блуза женская(Черный/M-L)НЕ00892066,2.0,106105.34,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",DLT,FILE-057,r264,CV-bc48d74829029943,22134.83,61835.67,58.28,MATCHED,MERKUSHINA
SL-2232cdd57d77b779,TSUM,2024,,0-2320А,0-2320A,НЕ00788215,БЕЛЫЙ,"Юбка женская, с черным принтом(Белый/S)НЕ00788215",1.0,17378.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r266,,,,,UNMATCHED,
SL-4b7498bc9b45188c,TSUM,2024,,0-2415,0-2415,НЕ00815806,ТЕМНО-СЕРЫЙ,Блуза-боди женская декорирован(Т-серый/S-M)НЕ00815806,0.0,0.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r267,,,,,UNMATCHED,
SL-85f3e50f34464009,TSUM,2024,,0-2478,0-2478,НЕ00830858,БЕЛЫЙ,"Рубашка женская, из хлопка, с(Белый/S-M)НЕ00830858",1.0,22319.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r268,,,,,UNMATCHED,
SL-949047b635ae6b1a,TSUM,2024,,0-2479А,0-2479A,НЕ00830861,Черный,"Рубашка пижамная женская, черн(Разноцв/S-M)НЕ00830861",1.0,42337.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r269,,,,,UNMATCHED,
SL-fe1f4ffc0ee613ea,TSUM,2024,,0-2475С,0-2475C,НЕ00830864,БЕЛЫЙ,Рубашка женская свободного сил(Белый/NS)НЕ00830864,1.0,22319.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r270,,,,,UNMATCHED,
SL-b8f8612dd1ce403b,TSUM,2024,,0-2482A,0-2482A,НЕ00830866,Черный,"Брюки женские, чёрные с принто(Черный/S-M)НЕ00830866",1.0,27259.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r271,,,,,UNMATCHED,
SL-9617dde5439acb0a,TSUM,2024,,0-2246B,0-2246B,НЕ00830951,РОЗОВЫЙ,Платье женское(Розовый/S-M)НЕ00830951,1.0,42337.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r272,,,,,UNMATCHED,
SL-0df2de459be77093,TSUM,2024,,0-2499,0-2499,НЕ00831079,РОЗОВЫЙ,"Платье женское, розовое с прин(Розовый/M-L)НЕ00831079",1.0,40037.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r273,,,,,UNMATCHED,
SL-2a31e7f75293aa80,TSUM,2024,,0-2499,0-2499,НЕ00831079,РОЗОВЫЙ,"Платье женское, розовое с прин(Розовый/S-M)НЕ00831079",1.0,40037.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r274,,,,,UNMATCHED,
SL-a2d8c9c4f24a7dce,TSUM,2024,,0-2480А,0-2480A,НЕ00831084,БЕЛЫЙ,"Блуза женская, белая с принтом(Белый/S-M)НЕ00831084",1.0,48981.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r275,,,,,UNMATCHED,
SL-6d969fd737ac420b,TSUM,2024,,0-2490,0-2490,НЕ00831087,СИНИЙ,"Юбка женская, синяя, из денима(Синий/M-L)НЕ00831087",1.0,17293.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r276,,,,,UNMATCHED,
SL-1861a15dc44d5cef,TSUM,2024,,0-2456А,0-2456A,НЕ00849675,Черный,Платье женское(Черный/M-L)НЕ00849675,1.0,107391.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r277,,,,,UNMATCHED,
SL-d358b952a5fab29c,TSUM,2024,,0-2676,0-2676,НЕ00865006,Черный,"Брюки женские, черные, из барх(Черный/M-L)НЕ00865006",1.0,49565.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r278,,,,,UNMATCHED,
SL-9d570124b01c33e5,TSUM,2024,,0-2675,0-2675,НЕ00865007,Черный,Жакет женский(Черный/M-L)НЕ00865007,1.0,99130.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r279,,,,,UNMATCHED,
SL-2d75af74966bc0c1,TSUM,2024,,0-2815,0-2815,НЕ00866518,Черный,Платье женское(Черный/M-L)НЕ00866518,1.0,74348.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r280,,,,,UNMATCHED,
SL-9b0a8234d096e377,TSUM,2024,,0-2658,0-2658,НЕ00866519,Черный,"Платье женское, черное, из бар(Черный/M-L)НЕ00866519",1.0,49655.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r281,,,,,UNMATCHED,
SL-19a05945471092c7,TSUM,2024,,0-2658,0-2658,НЕ00866519,Черный,"Платье женское, черное, из бар(Черный/S-M)НЕ00866519",1.0,49655.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r282,,,,,UNMATCHED,
SL-528625e353d655fd,TSUM,2024,,0-2666,0-2666,НЕ00866883,СЕРЕБРО,Юбка женская(Серебряный/M-L)НЕ00866883,1.0,66087.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r283,,,,,UNMATCHED,
SL-4c7652b8fa321db6,TSUM,2024,,0-2658А,0-2658A,НЕ00866888,СЕРЕБРО,"Платье женское, из паейток, с(Серебряный/S-M)НЕ00866888",1.0,81370.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r284,,,,,UNMATCHED,
SL-377c364bd50ff0a0,TSUM,2024,,0-2671,0-2671,НЕ00866890,Черный,"Блуза женская, из шифона, с кр(Черный/S-M)НЕ00866890",0.0,0.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r285,,,,,UNMATCHED,
SL-cda4666fe73403ab,TSUM,2024,,0-2668,0-2668,НЕ00866893,Черный,"Платье женское, черное, длинно(Черный/M-L)НЕ00866893",1.0,90870.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r286,,,,,UNMATCHED,
SL-d67df8ce57951220,TSUM,2024,,0-2689,0-2689,НЕ00866894,Черный,Юбка женская(Черный/M-L)НЕ00866894,1.0,66087.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r287,,,,,UNMATCHED,
SL-1690c0d053464132,TSUM,2024,,0-2689,0-2689,НЕ00866894,Черный,Юбка женская(Черный/S-M)НЕ00866894,1.0,66087.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r288,,,,,UNMATCHED,
SL-94f67fc778febe66,TSUM,2024,,0-2673,0-2673,НЕ00866898,Черный,"Блуза женская,из бархата стрей(Черный/S-M)НЕ00866898",1.0,66087.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r289,CV-9a26e7fd523a44fd,16500.39,49586.61,75.03,MATCHED,MERKUSHINA
SL-ba1892f32b5dbe99,TSUM,2024,,T-2751,T-2751,НЕ00876451,СИНИЙ,"Юбка женская, синяя с принтом(Синий/M-L)НЕ00876451",2.0,53600.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r290,,,,,UNMATCHED,
SL-5a5b3059b2c18f05,TSUM,2024,,T-2420A/7,T-2420A,НЕ00876452,Черный,"Блуза женская, черная с принто(Черный/M-L)НЕ00876452",1.0,66800.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r291,,,,,UNMATCHED,
SL-52fd132b0a42113b,TSUM,2024,,T-2420A/7,T-2420A,НЕ00876452,Черный,"Блуза женская, черная с принто(Черный/S-M)НЕ00876452",1.0,66800.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",eShop,FILE-057,r292,,,,,UNMATCHED,
