canonical_sku,period_year,qty,sales_amount_rub,unit_cost_rub,cogs_rub,margin_rub,margin_pct,cost_version_id,cost_owner,sales_line_id
T-2973,2025,1.0,32869.998,7499.25,7499.25,25370.75,77.19,CV-b43490f2ff5ea49e,MERKUSHINA,SL-b119946d5916c220
T-2973B,2025,1.0,32869.998,6757.474999999999,6757.47,26112.52,79.44,CV-b389209735ee51e2,MERKUSHINA,SL-4f15a2863af2a8a1
T-2973A,2025,1.0,32869.998,7609.196666666667,7609.2,25260.8,76.85,CV-d2025eb05102bf77,MERKUSHINA,SL-17b4ded9d2ae7a49
T-2873,2025,1.0,54783.0045,11138.726999999999,11138.73,43644.28,79.67,CV-cb65303d29531c59,MERKUSHINA,SL-5a062349c5abeb25
T-2923,2025,1.0,57977.997,15498.524285714286,15498.52,42479.47,73.27,CV-9c01fe23c1cfba8a,MERKUSHINA,SL-9b643ad5f56788e1
T-2923,2025,1.0,57977.997,15498.524285714286,15498.52,42479.47,73.27,CV-9c01fe23c1cfba8a,MERKUSHINA,SL-53ea884ee881366c
T-2865A,2025,1.0,135587.004,35609.58375,35609.58,99977.42,73.74,CV-318f00aa42aab4b6,MERKUSHINA,SL-ff25851767b48f35
T-2865A,2025,1.0,135587.004,35609.58375,35609.58,99977.42,73.74,CV-318f00aa42aab4b6,MERKUSHINA,SL-32dedc6a3ec357de
T-2928,2025,1.0,76238.9985,19862.02857142857,19862.03,56376.97,73.95,CV-97723a173ac7e1e9,MERKUSHINA,SL-3847fe84b801c54e
T-1984P,2025,1.0,15599.997,3645.3725,3645.37,11954.62,76.63,CV-f0b4f1878740fabf,MERKUSHINA,SL-73b5772c4b6e2cfc
T-2872,2025,1.0,76238.9985,15559.527,15559.53,60679.47,79.59,CV-8086297a77c9a7ca,MERKUSHINA,SL-ee3e765e6a6f1c48
T-2788,2025,1.0,89934.999,38600.976,38600.98,51334.02,57.08,CV-d5058f88a2f18461,MERKUSHINA,SL-f8dfd421251d15e3
T-3108,2025,1.0,44283.0045,11253.76375,11253.76,33029.24,74.59,CV-f769c83e50862899,MERKUSHINA,SL-62b34e1d5ab26702
T-2604,2025,1.0,36199.9995,5744.823,5744.82,30455.18,84.13,CV-81fe8cc869a99a86,MERKUSHINA,SL-4a549b18547c2188
T-2604,2025,1.0,36199.9995,5744.823,5744.82,30455.18,84.13,CV-81fe8cc869a99a86,MERKUSHINA,SL-4ee915b5261ed5ae
T-2381,2025,1.0,22100.001,5370.067777777777,5370.07,16729.93,75.7,CV-15b95167298bbc28,MERKUSHINA,SL-5c02274f15cf1a09
T-3014A,2025,1.0,98999.9955,16680.0,16680.0,82320.0,83.15,CV-a98653ae4b3fa3d8,MERKUSHINA,SL-bcd9eb686a59679e
T-3014B,2025,1.0,98999.9955,56550.0,56550.0,42450.0,42.88,CV-a73f663d10840f6a,MERKUSHINA,SL-accef310cf4cc463
T-2541,2025,1.0,50400.0,14130.0,14130.0,36270.0,71.96,CV-6452e36061ecce6a,ZHUKOVA,SL-994e1a678f557291
T-2750B,2025,1.0,21000.0,5350.272727272727,5350.27,15649.73,74.52,CV-98101a4547510f16,MERKUSHINA,SL-cb21f8e0c8ba13f7
T-2754,2025,1.0,51765.0,12427.0,12427.0,39338.0,75.99,CV-8113ccdecf64328b,MERKUSHINA,SL-3f5cce9d2e0bd39b
T-2754,2025,1.0,51765.0,12427.0,12427.0,39338.0,75.99,CV-8113ccdecf64328b,MERKUSHINA,SL-8bf3a7af108df7d8
T-1960,2025,1.0,42105.0,12587.0,12587.0,29518.0,70.11,CV-31d4b0b9159c30c4,ZHUKOVA,SL-72ee248709d9f8a7
T-1960,2025,1.0,42105.0,12587.0,12587.0,29518.0,70.11,CV-31d4b0b9159c30c4,ZHUKOVA,SL-c83258d70e33407f
T-1960,2025,2.0,84210.0,12587.0,25174.0,59036.0,70.11,CV-31d4b0b9159c30c4,ZHUKOVA,SL-372062a67261c4f7
T-2381,2025,1.0,21000.0,5370.067777777777,5370.07,15629.93,74.43,CV-15b95167298bbc28,MERKUSHINA,SL-cd83ea92e11a611f
T-2381,2025,2.0,42000.0,5370.067777777777,10740.14,31259.86,74.43,CV-15b95167298bbc28,MERKUSHINA,SL-eaf66087b8c6a944
T-2381,2025,1.0,21000.0,5370.067777777777,5370.07,15629.93,74.43,CV-15b95167298bbc28,MERKUSHINA,SL-56f846e115bb87e7
T-2359,2025,1.0,20000.001,6005.702222222222,6005.7,13994.3,69.97,CV-ad40dd546c016603,MERKUSHINA,SL-83bfe969bc2a7abb
T-2359,2025,2.0,40000.002,6005.702222222222,12011.4,27988.6,69.97,CV-ad40dd546c016603,MERKUSHINA,SL-55c0114481919626
T-2359,2025,1.0,20000.001,6005.702222222222,6005.7,13994.3,69.97,CV-ad40dd546c016603,MERKUSHINA,SL-fd05fe566e476450
T-1444A,2025,1.0,27199.998,7298.82375,7298.82,19901.17,73.17,CV-4c1d30852ba664fd,MERKUSHINA,SL-9a561d5f2a171028
T-1444A,2025,2.0,54399.996,7298.82375,14597.65,39802.35,73.17,CV-4c1d30852ba664fd,MERKUSHINA,SL-4bf0c96ed74f728f
T-2472,2025,1.0,21000.0,7185.633333333333,7185.63,13814.37,65.78,CV-e66f275349def41d,MERKUSHINA,SL-ce407ad8786c3bbc
T-2472,2025,2.0,42000.0,7185.633333333333,14371.27,27628.73,65.78,CV-e66f275349def41d,MERKUSHINA,SL-ede0aa5599adcf62
T-2359A,2025,1.0,24999.996,7465.469090909091,7465.47,17534.53,70.14,CV-883229fb4ff5fabf,MERKUSHINA,SL-75df2817f5443086
T-2359A,2025,2.0,49999.992,7465.469090909091,14930.94,35069.05,70.14,CV-883229fb4ff5fabf,MERKUSHINA,SL-73144a561f7c2c9a
T-1418,2025,2.0,52800.006,6445.52,12891.04,39908.97,75.59,CV-81f7fe11b3c74f86,MERKUSHINA,SL-4a589b4d8d1c8c2a
T-1418,2025,4.0,105600.012,6445.52,25782.08,79817.93,75.59,CV-81f7fe11b3c74f86,MERKUSHINA,SL-4a9dfcc19d3bf15d
T-1418,2025,1.0,26400.003,6445.52,6445.52,19954.48,75.59,CV-81f7fe11b3c74f86,MERKUSHINA,SL-329b21b53064d995
T-2470,2025,2.0,45999.996,7329.383333333333,14658.77,31341.23,68.13,CV-a852d3e21511801d,MERKUSHINA,SL-c606360bab459525
T-2470,2025,4.0,91999.992,7329.383333333333,29317.53,62682.46,68.13,CV-a852d3e21511801d,MERKUSHINA,SL-5d72e1b12d0ac2d5
T-1416,2025,1.0,17000.004,5425.780769230769,5425.78,11574.22,68.08,CV-d8ff60c4383cc0d8,MERKUSHINA,SL-0a8a87ad5cf05e68
T-1416,2025,2.0,34000.008,5425.780769230769,10851.56,23148.45,68.08,CV-d8ff60c4383cc0d8,MERKUSHINA,SL-45c687244f1cc7d4
T-1416,2025,3.0,51000.012,5425.780769230769,16277.34,34722.67,68.08,CV-d8ff60c4383cc0d8,MERKUSHINA,SL-07c53a72bfd50c05
T-2750C,2025,1.0,21000.0,5400.703,5400.7,15599.3,74.28,CV-e492aca3d0c5ac46,MERKUSHINA,SL-2f7fa66fdc7afd62
T-2750C,2025,1.0,0.0,5400.703,5400.7,-5400.7,,CV-e492aca3d0c5ac46,MERKUSHINA,SL-cbb6fbaae8488cef
T-2909,2025,1.0,44283.0045,7074.664,7074.66,37208.34,84.02,CV-daeea2b77df224ec,MERKUSHINA,SL-5ec03a5c24519694
T-2909,2025,1.0,44283.0045,7074.664,7074.66,37208.34,84.02,CV-daeea2b77df224ec,MERKUSHINA,SL-07778fa6803c930c
T-2806,2025,1.0,54783.0045,7593.298333333334,7593.3,47189.71,86.14,CV-b1c5ec83461aa1fa,MERKUSHINA,SL-7986da2690657e16
T-2804,2025,1.0,76238.9985,17754.438000000002,17754.44,58484.56,76.71,CV-8243bd83839bd62c,MERKUSHINA,SL-81c00ce0542c0d8e
T-2974A,2025,1.0,67108.9965,8933.607,8933.61,58175.39,86.69,CV-768590f71e3983bc,MERKUSHINA,SL-374161ca301049cc
T-2921,2025,3.0,64371.006,5813.02125,17439.06,46931.94,72.91,CV-36f1d6e620b9667b,MERKUSHINA,SL-63b2b1f592046161
T-2862,2025,1.0,44283.0045,9433.607,9433.61,34849.4,78.7,CV-e1fc5f6411514ae6,MERKUSHINA,SL-10d03d351f0b4bfe
T-2894,2025,1.0,0.0,17957.345999999998,17957.35,-17957.35,,CV-9680e13b675a544a,MERKUSHINA,SL-0f785273712ac5f1
T-2871A,2025,1.0,44283.0045,5535.4525,5535.45,38747.55,87.5,CV-6532ca9b42173557,MERKUSHINA,SL-1aaed9f731324847
T-2871,2025,1.0,0.0,6005.504,6005.5,-6005.5,,CV-12bf4709e9e78c85,MERKUSHINA,SL-3d3148cc22f990c2
T-2911,2025,1.0,57977.997,19554.75,19554.75,38423.25,66.27,CV-2842e34b4170ab60,MERKUSHINA,SL-5f031eaa99d75931
T-2973B,2025,1.0,32869.998,6757.474999999999,6757.47,26112.52,79.44,CV-b389209735ee51e2,MERKUSHINA,SL-ded78b705faf38ba
T-2924,2025,1.0,0.0,18770.374285714286,18770.37,-18770.37,,CV-9d09f1c64acf1b7a,MERKUSHINA,SL-3a5b479aade9f52d
T-2973A,2025,1.0,32869.998,7609.196666666667,7609.2,25260.8,76.85,CV-d2025eb05102bf77,MERKUSHINA,SL-c093a1dbb584c151
T-2873,2025,1.0,54783.0045,11138.726999999999,11138.73,43644.28,79.67,CV-cb65303d29531c59,MERKUSHINA,SL-883136c3dfef70dc
T-2923,2025,1.0,57977.997,15498.524285714286,15498.52,42479.47,73.27,CV-9c01fe23c1cfba8a,MERKUSHINA,SL-9cf6a62e3467db94
T-2865A,2025,1.0,135587.004,35609.58375,35609.58,99977.42,73.74,CV-318f00aa42aab4b6,MERKUSHINA,SL-4d6d3d7a606b182f
T-2861,2025,1.0,26022.003,3548.6688888888893,3548.67,22473.33,86.36,CV-2eedaab074bd1933,MERKUSHINA,SL-c0fdbdda59ae6696
T-2861,2025,2.0,52044.006,3548.6688888888893,7097.34,44946.67,86.36,CV-2eedaab074bd1933,MERKUSHINA,SL-3ae1e2cd08f9281e
T-2792,2025,1.0,118696.0005,38483.43666666667,38483.44,80212.56,67.58,CV-e17f2cabf753f35b,MERKUSHINA,SL-d5ddf740a2c67764
T-2792,2025,1.0,118696.0005,38483.43666666667,38483.44,80212.56,67.58,CV-e17f2cabf753f35b,MERKUSHINA,SL-3aa9580a75319e98
T-2910,2025,2.0,115955.994,15849.928333333333,31699.86,84256.14,72.66,CV-30dc1a0767b2c268,MERKUSHINA,SL-eaad3f3ccc4493ed
T-2910,2025,1.0,57977.997,15849.928333333333,15849.93,42128.07,72.66,CV-30dc1a0767b2c268,MERKUSHINA,SL-7b705ef0dc0ccb93
T-1984P,2025,2.0,31199.994,3645.3725,7290.74,23909.25,76.63,CV-f0b4f1878740fabf,MERKUSHINA,SL-e3e7a9a3790f559a
T-1984P,2025,1.0,15599.997,3645.3725,3645.37,11954.62,76.63,CV-f0b4f1878740fabf,MERKUSHINA,SL-516422dbc8e3b77d
T-2872,2025,1.0,76238.9985,15559.527,15559.53,60679.47,79.59,CV-8086297a77c9a7ca,MERKUSHINA,SL-bdc18ca5e195cd27
T-2788,2025,1.0,89934.999,38600.976,38600.98,51334.02,57.08,CV-d5058f88a2f18461,MERKUSHINA,SL-2e10b7187f704b6d
T-3023,2025,1.0,160700.001,29317.065,29317.06,131382.94,81.76,CV-e8876ed9a8449317,MERKUSHINA,SL-aba60bb1a008018b
T-3023,2025,1.0,160700.001,29317.065,29317.06,131382.94,81.76,CV-e8876ed9a8449317,MERKUSHINA,SL-559da44f55b55165
T-2985,2025,1.0,70350.0,25659.64,25659.64,44690.36,63.53,CV-25a5603ab51c4fa6,MERKUSHINA,SL-fee1ff09952739d7
T-2985,2025,1.0,70350.0,25659.64,25659.64,44690.36,63.53,CV-25a5603ab51c4fa6,MERKUSHINA,SL-1d3657b8bfd43ae6
T-2985,2025,1.0,70350.0,25659.64,25659.64,44690.36,63.53,CV-25a5603ab51c4fa6,MERKUSHINA,SL-7781bcf59e81c1df
T-2604,2025,1.0,36199.9995,5744.823,5744.82,30455.18,84.13,CV-81fe8cc869a99a86,MERKUSHINA,SL-6645aa14a6c42729
T-2988,2025,1.0,60299.9985,15850.285,15850.28,44449.71,73.71,CV-38b8caf780b66541,MERKUSHINA,SL-f7a5d7d1badcd3bd
T-2985,2025,1.0,70350.0,25659.64,25659.64,44690.36,63.53,CV-25a5603ab51c4fa6,MERKUSHINA,SL-87a68003c8c9429b
T-2472,2025,1.0,21000.0,7185.633333333333,7185.63,13814.37,65.78,CV-e66f275349def41d,MERKUSHINA,SL-8250a4297bed8cd3
T-2984,2025,1.0,231000.0,77050.55799999999,77050.56,153949.44,66.64,CV-0204ac74839eac3f,MERKUSHINA,SL-055bd20524204a60
T-3187A,2025,1.0,55250.0025,22462.05,22462.05,32787.95,59.34,CV-ef35f6b857d8b3cd,MERKUSHINA,SL-203ec2537690a4e0
T-3186,2025,1.0,52200.0045,7200.685,7200.69,44999.32,86.21,CV-75562f6092bb2db2,MERKUSHINA,SL-7b3733604f1576ed
T-3091D,2025,1.0,42200.004,10879.685714285713,10879.69,31320.32,74.22,CV-228527a2e28c206d,MERKUSHINA,SL-e5cb850e03371ce9
T-3092A,2025,1.0,113050.0035,28040.441250000003,28040.44,85009.56,75.2,CV-fe65ec683c31a92e,MERKUSHINA,SL-8b5f01ddd2f03e7d
T-3092A,2025,1.0,113050.0035,28040.441250000003,28040.44,85009.56,75.2,CV-fe65ec683c31a92e,MERKUSHINA,SL-6c533f3a2e911996
T-3049,2025,1.0,72650.004,17038.755,17038.76,55611.25,76.55,CV-f5d578c2a293eb31,MERKUSHINA,SL-cc5f075e1eb25e7e
T-1960,2026,1.0,42105.0,12587.0,12587.0,29518.0,70.11,CV-31d4b0b9159c30c4,ZHUKOVA,SL-d7cb2f48b99b67b0
T-2381,2026,2.0,42000.0,5370.067777777777,10740.14,31259.86,74.43,CV-15b95167298bbc28,MERKUSHINA,SL-766ae33bf5eea353
T-2381,2026,1.0,21000.0,5370.067777777777,5370.07,15629.93,74.43,CV-15b95167298bbc28,MERKUSHINA,SL-09e43d349f43adc1
T-2359A,2026,1.0,24999.996,7465.469090909091,7465.47,17534.53,70.14,CV-883229fb4ff5fabf,MERKUSHINA,SL-0e1a8423e9ccc62d
T-1418,2026,1.0,26400.003,6445.52,6445.52,19954.48,75.59,CV-81f7fe11b3c74f86,MERKUSHINA,SL-fd9dd9c0ab2438f1
T-2885,2026,1.0,78303.85,11300.345,11300.34,67003.51,85.57,CV-3132d70548827b2b,MERKUSHINA,SL-47fcba4a0e786198
T-2806,2026,1.0,54783.0045,7593.298333333334,7593.3,47189.71,86.14,CV-b1c5ec83461aa1fa,MERKUSHINA,SL-445c90c440fc3d46
T-2921,2026,1.0,21457.002,5813.02125,5813.02,15643.98,72.91,CV-36f1d6e620b9667b,MERKUSHINA,SL-0cd30e8d68a4862e
T-2924,2026,1.0,57977.997,18770.374285714286,18770.37,39207.62,67.63,CV-9d09f1c64acf1b7a,MERKUSHINA,SL-220523fc87ffa098
T-2973A,2026,1.0,32869.998,7609.196666666667,7609.2,25260.8,76.85,CV-d2025eb05102bf77,MERKUSHINA,SL-df15f1659a8359b6
T-2873,2026,2.0,109566.009,11138.726999999999,22277.45,87288.56,79.67,CV-cb65303d29531c59,MERKUSHINA,SL-2a8dea8a2f25d823
T-2805,2026,1.0,76238.9985,13194.784,13194.78,63044.21,82.69,CV-22dc9cd75e6bf919,MERKUSHINA,SL-f67f5633f346c01c
T-2805,2026,1.0,76238.9985,13194.784,13194.78,63044.21,82.69,CV-22dc9cd75e6bf919,MERKUSHINA,SL-fadb9da6fe5f9d1f
T-1984P,2026,1.0,15902.85,3645.3725,3645.37,12257.48,77.08,CV-f0b4f1878740fabf,MERKUSHINA,SL-f485d01df2bf1623
T-2872,2026,2.0,152477.997,15559.527,31119.05,121358.94,79.59,CV-8086297a77c9a7ca,MERKUSHINA,SL-c9ae257cf5ab3e45
T-2604,2026,1.0,36199.9995,5744.823,5744.82,30455.18,84.13,CV-81fe8cc869a99a86,MERKUSHINA,SL-2e17bc0b2e6dbda4
T-2988,2026,1.0,60299.9985,15850.285,15850.28,44449.71,73.71,CV-38b8caf780b66541,MERKUSHINA,SL-62ad8b619a09de99
T-3062,2026,1.0,22100.001,6547.767692307693,6547.77,15552.23,70.37,CV-5085823621dc7e2f,MERKUSHINA,SL-20aaae67b36b60c1
T-3062,2026,2.0,44200.002,6547.767692307693,13095.54,31104.47,70.37,CV-5085823621dc7e2f,MERKUSHINA,SL-a882fbbe94c5b823
T-3062,2026,1.0,22100.001,6547.767692307693,6547.77,15552.23,70.37,CV-5085823621dc7e2f,MERKUSHINA,SL-90117da5e39a7cf1
T-2985,2026,2.0,140700.0,25659.64,51319.28,89380.72,63.53,CV-25a5603ab51c4fa6,MERKUSHINA,SL-669a96594e8fb943
T-2359,2026,1.0,19123.88,6005.702222222222,6005.7,13118.18,68.6,CV-ad40dd546c016603,MERKUSHINA,SL-794f30d62954e098
T-2472,2026,1.0,20304.62,7185.633333333333,7185.63,13118.99,64.61,CV-e66f275349def41d,MERKUSHINA,SL-572bd40a8f05e85f
T-3001,2026,1.0,190826.0025,46130.81,46130.81,144695.19,75.83,CV-7de5e1408d461859,MERKUSHINA,SL-7348e0b983a9d003
T-2987,2026,1.0,180899.9955,34385.90666666666,34385.91,146514.09,80.99,CV-34ee12d922842361,MERKUSHINA,SL-a3595a77557d61e8
T-3187,2026,1.0,55250.0025,23815.215714285714,23815.22,31434.79,56.9,CV-744f562467d73279,MERKUSHINA,SL-53d2d21042e09302
T-3187,2026,1.0,55250.0025,23815.215714285714,23815.22,31434.79,56.9,CV-744f562467d73279,MERKUSHINA,SL-59fc00d24af99cd1
T-3088,2026,1.0,139150.0005,28417.9,28417.9,110732.1,79.58,CV-4d10f7fa0dcdd406,MERKUSHINA,SL-ebbd9f5a467f60b5
T-3187A,2026,1.0,55250.0025,22462.05,22462.05,32787.95,59.34,CV-ef35f6b857d8b3cd,MERKUSHINA,SL-2339c82963b1c381
T-3186,2026,2.0,104400.009,7200.685,14401.37,89998.64,86.21,CV-75562f6092bb2db2,MERKUSHINA,SL-f8bce9cc7cfebac2
T-3092A,2026,1.0,113050.0035,28040.441250000003,28040.44,85009.56,75.2,CV-fe65ec683c31a92e,MERKUSHINA,SL-c50d2aae711e2494
T-2985,2026,1.0,70350.0,25659.64,25659.64,44690.36,63.53,CV-25a5603ab51c4fa6,MERKUSHINA,SL-e7ac600827b12fd3
T-3001,2026,1.0,190826.0025,46130.81,46130.81,144695.19,75.83,CV-7de5e1408d461859,MERKUSHINA,SL-386ac33ddeec70de
T-3109,2026,1.0,42200.004,12262.853333333333,12262.85,29937.15,70.94,CV-74d77877b1c0407b,MERKUSHINA,SL-74edd6d42afb99e1
T-3109,2026,1.0,42200.004,12262.853333333333,12262.85,29937.15,70.94,CV-74d77877b1c0407b,MERKUSHINA,SL-7a9db3d75bb26033
T-3136A,2026,1.0,52200.0045,9877.135555555556,9877.14,42322.87,81.08,CV-0a9c3dddd42d0944,MERKUSHINA,SL-8693dbf9f37cc4b8
T-3069A,2026,3.0,61349.9985,6972.917692307693,20918.75,40431.25,65.9,CV-807dd46c1e25a455,MERKUSHINA,SL-1355bcaf369839aa
T-3069A,2026,1.0,20449.9995,6972.917692307693,6972.92,13477.08,65.9,CV-807dd46c1e25a455,MERKUSHINA,SL-3d9bf6642975ddac
T-3140A,2026,2.0,276338.81,38216.72363636363,76433.45,199905.36,72.34,CV-bc3eb191d8750a94,MERKUSHINA,SL-d0e1fa4bfddaf8b4
T-3140A,2026,1.0,139200.0015,38216.72363636363,38216.72,100983.28,72.55,CV-bc3eb191d8750a94,MERKUSHINA,SL-8c48b802f5c5dc24
T-3140A,2026,1.0,139200.0015,38216.72363636363,38216.72,100983.28,72.55,CV-bc3eb191d8750a94,MERKUSHINA,SL-956c32b408887970
T-3109B,2026,2.0,84400.008,11940.092222222222,23880.18,60519.82,71.71,CV-e395ca42c7764c81,MERKUSHINA,SL-c584654656d965cd
T-3109B,2026,1.0,42200.004,11940.092222222222,11940.09,30259.91,71.71,CV-e395ca42c7764c81,MERKUSHINA,SL-7a6680700aa286c2
T-3109B,2026,1.0,44841.29,11940.092222222222,11940.09,32901.2,73.37,CV-e395ca42c7764c81,MERKUSHINA,SL-351373ea53951169
T-3110,2026,2.0,104400.009,6351.564444444444,12703.13,91696.88,87.83,CV-51f5a062b033fb6d,MERKUSHINA,SL-a902a565a9a46acd
T-3110B,2026,1.0,52200.0045,9753.846666666666,9753.85,42446.16,81.31,CV-b866d036fc6eaff7,MERKUSHINA,SL-b360fb1abb496a6e
T-3110B,2026,1.0,52200.0045,9753.846666666666,9753.85,42446.16,81.31,CV-b866d036fc6eaff7,MERKUSHINA,SL-aa767fba633f0cd3
T-3110B,2026,1.0,54006.36,9753.846666666666,9753.85,44252.51,81.94,CV-b866d036fc6eaff7,MERKUSHINA,SL-7eb360861075856e
T-3140,2026,1.0,139200.0015,42834.92307692308,42834.92,96365.08,69.23,CV-d172602246deddca,MERKUSHINA,SL-22db9676cb62bb46
T-3140,2026,3.0,417600.0045,42834.92307692308,128504.77,289095.24,69.23,CV-d172602246deddca,MERKUSHINA,SL-52592e843fe8887f
T-3137A,2026,1.0,85700.0025,15937.339166666668,15937.34,69762.66,81.4,CV-7526412fbdc189db,MERKUSHINA,SL-dd7cc9310191bbd0
T-3120A,2026,1.0,69599.9955,18821.58625,18821.59,50778.41,72.96,CV-b0869efaf6f4edab,MERKUSHINA,SL-34e85863fbc633f2
T-3152B,2026,2.0,109911.7725,11809.259999999998,23618.52,86293.25,78.51,CV-4129ea675117142f,MERKUSHINA,SL-03baf78a7fe8b7f0
T-3069B,2026,1.0,20449.9995,5346.6,5346.6,15103.4,73.86,CV-4c8f25bb5b6644d1,MERKUSHINA,SL-7c19966c55e1aa8d
T-3179A,2026,3.0,48299.9895,3412.96,10238.88,38061.11,78.8,CV-0357b6a534067ad2,MERKUSHINA,SL-b4b33523d160c0c2
T-3179A,2026,1.0,16099.9965,3412.96,3412.96,12687.04,78.8,CV-0357b6a534067ad2,MERKUSHINA,SL-459b73932232f932
T-3179,2026,1.0,16099.9965,5060.348888888889,5060.35,11039.65,68.57,CV-19766869011bb8da,MERKUSHINA,SL-aa054fd51f388707
T-3168A,2026,3.0,113550.003,8722.758461538462,26168.28,87381.73,76.95,CV-2998d7ac89cf1f32,MERKUSHINA,SL-eb71add5131b1de9
T-3178,2026,1.0,6550.005,1653.2153846153847,1653.22,4896.79,74.76,CV-ca33d19b12707eb8,MERKUSHINA,SL-fe6cd4c2bed2b226
T-3178,2026,3.0,19650.015,1653.2153846153847,4959.65,14690.37,74.76,CV-ca33d19b12707eb8,MERKUSHINA,SL-5c43d3668e0581a0
T-3156,2026,1.0,29149.995,5434.256666666666,5434.26,23715.74,81.36,CV-d0c48f57af6c5311,MERKUSHINA,SL-233fdf96ff8e4efb
T-3152A,2026,2.0,113733.6625,10439.331666666665,20878.66,92855.0,81.64,CV-91082a663288bfc5,MERKUSHINA,SL-efce18a406492ea3
T-3168,2026,4.0,151400.004,8823.176153846154,35292.7,116107.3,76.69,CV-2b0cdb2c99f8fbe1,MERKUSHINA,SL-91c116c7625d9223
T-3156D,2026,1.0,29149.995,5381.25625,5381.26,23768.74,81.54,CV-005705dea4b7b0d6,MERKUSHINA,SL-7365ebdf083a5b8c
T-3156D,2026,2.0,56591.38,5381.25625,10762.51,45828.87,80.98,CV-005705dea4b7b0d6,MERKUSHINA,SL-e14fbf6c30eeab74
T-3133A,2026,2.0,73505.82,7155.86125,14311.72,59194.1,80.53,CV-0f28a0c6544544e8,MERKUSHINA,SL-dc6e600f735b5737
T-3122,2026,2.0,127899.996,13701.001428571428,27402.0,100497.99,78.58,CV-c4c9272772182c3f,MERKUSHINA,SL-2a5cb071a45c9cb6
T-3122,2026,2.0,127899.996,13701.001428571428,27402.0,100497.99,78.58,CV-c4c9272772182c3f,MERKUSHINA,SL-7128020125bdcf03
T-3122,2026,1.0,63949.998,13701.001428571428,13701.0,50249.0,78.58,CV-c4c9272772182c3f,MERKUSHINA,SL-db2665ec7806acc7
T-3152,2026,2.0,112376.3825,10386.397500000001,20772.8,91603.59,81.51,CV-bd1a1b96c8559d82,MERKUSHINA,SL-0b0030002cd8a7f7
T-3118A,2026,4.0,290600.016,18242.58,72970.32,217629.7,74.89,CV-a405377fa75c69b1,MERKUSHINA,SL-1c4eecd64b631c81
T-3168B,2026,2.0,75700.002,8033.761,16067.52,59632.48,78.77,CV-3b8657eb9fc8ede9,MERKUSHINA,SL-5312845c7a06367a
T-3001,2026,1.0,190826.0025,46130.81,46130.81,144695.19,75.83,CV-7de5e1408d461859,MERKUSHINA,SL-8005e331bfa05297
T-3136A,2026,1.0,52200.0045,9877.135555555556,9877.14,42322.87,81.08,CV-0a9c3dddd42d0944,MERKUSHINA,SL-089d267b07ed2029
T-2750B,2026,1.0,21000.0,5350.272727272727,5350.27,15649.73,74.52,CV-98101a4547510f16,MERKUSHINA,SL-391b5a1d3f0dd944
T-1444A,2026,1.0,27199.998,7298.82375,7298.82,19901.17,73.17,CV-4c1d30852ba664fd,MERKUSHINA,SL-fe1ce5d3878589cd
T-2470,2026,1.0,22999.998,7329.383333333333,7329.38,15670.61,68.13,CV-a852d3e21511801d,MERKUSHINA,SL-5b82893b6c7aec72
T-2750C,2026,1.0,21000.0,5400.703,5400.7,15599.3,74.28,CV-e492aca3d0c5ac46,MERKUSHINA,SL-1d97fc7f8a7868ae
T-2909,2026,-1.0,-44283.0045,7074.664,-7074.66,-37208.34,84.02,CV-daeea2b77df224ec,MERKUSHINA,SL-05158f331e13bd51
T-2806,2026,1.0,54783.0045,7593.298333333334,7593.3,47189.71,86.14,CV-b1c5ec83461aa1fa,MERKUSHINA,SL-7f5d1172f0cfd567
T-2806,2026,1.0,54783.0045,7593.298333333334,7593.3,47189.71,86.14,CV-b1c5ec83461aa1fa,MERKUSHINA,SL-74dee20c17e8a914
T-2921,2026,1.0,0.0,5813.02125,5813.02,-5813.02,,CV-36f1d6e620b9667b,MERKUSHINA,SL-e52e61b7c9cf3c9f
T-2871,2026,1.0,44283.0045,6005.504,6005.5,38277.5,86.44,CV-12bf4709e9e78c85,MERKUSHINA,SL-a1e8c1039a4a8da4
T-2973,2026,1.0,32869.998,7499.25,7499.25,25370.75,77.19,CV-b43490f2ff5ea49e,MERKUSHINA,SL-c452949dcb37a720
T-2911,2026,1.0,57977.997,19554.75,19554.75,38423.25,66.27,CV-2842e34b4170ab60,MERKUSHINA,SL-43f3cc0f29568726
T-2911,2026,1.0,57977.997,19554.75,19554.75,38423.25,66.27,CV-2842e34b4170ab60,MERKUSHINA,SL-8764a0fbf265f67d
T-2973A,2026,1.0,32869.998,7609.196666666667,7609.2,25260.8,76.85,CV-d2025eb05102bf77,MERKUSHINA,SL-3b9fe6da96ac5ef9
T-2973A,2026,1.0,32869.998,7609.196666666667,7609.2,25260.8,76.85,CV-d2025eb05102bf77,MERKUSHINA,SL-83e89f0e51c9f8b4
T-2873,2026,1.0,54783.0045,11138.726999999999,11138.73,43644.28,79.67,CV-cb65303d29531c59,MERKUSHINA,SL-7a8252d3e9d3c731
T-2873C,2026,1.0,54783.0045,11468.264285714286,11468.26,43314.74,79.07,CV-ea1a547774dcd79d,MERKUSHINA,SL-94d2a185050fa797
T-2861,2026,1.0,26022.003,3548.6688888888893,3548.67,22473.33,86.36,CV-2eedaab074bd1933,MERKUSHINA,SL-c3bb050396cabe86
