cost_version_id,canonical_sku,article_raw,name,direction,color,size,qty,material_cost,labor_cost,unit_cost_rub,order_cost_rub,cost_date,cost_year,owner_file,channel_hint,collection,completeness,source_file_id,source_sheet,source_row_id
CV-ba377c35a3547c77,ПAПAЙЯ,ПАПАЙЯ,ВЫШИВКА,МД КРУИЗ,,,1.0,,24600.0,24600.0,24600.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2157
CV-4336f0471b08cf6f,0-3179,0-3179,ФУТБОЛКА,МД КРУИЗ 2,,,10.0,974.0,330.0,1304.0,13040.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2165
CV-ae7123cda4b384f5,ПAПAЙЯ,ПАПАЙЯ,ВЫШИВКА,МД КРУИЗ 2,,,1.0,,23700.0,23700.0,23700.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2173
CV-6ee9afe1097c88dc,0-3141A,0-3141А,КАФТАН,МД КРУИЗ 2,,,3.0,15629.0,9800.0,25429.0,76287.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2181
CV-85bb13175bd932e1,0-3229,0-3229,ЖАКЕТ,МД КАП ОС25,,,1.0,9787.0,28918.0,38705.0,38705.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2189
CV-344fef179c831f70,0-3167,0-3167/1,ЖИЛЕТ,МД ЗАКАЗ,БЕЛЫЙ,S,1.0,19227.0,9750.0,28977.0,28977.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2197
CV-6a43cea97e3928ee,0-3167,0-3167/1,ЖИЛЕТ,МД ЗАКАЗ,БЕЛЫЙ,S,1.0,19227.0,9750.0,28977.0,28977.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2205
CV-afb20ba44871a9b3,0-3160,0-3160,ПЛАТЬЕ,МД ЗАКАЗ,БЕЛЫЙ,S,1.0,2377.0,5800.0,8177.0,8177.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2213
CV-31c4a02e3e5a30f8,KP-109,КР-109,ХАЛАТ,МД ЗАКАЗ,СИНИЙ,L,1.0,6180.0,10400.0,16580.0,16580.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2221
CV-ee308f193e3427bd,0-3168,0-3168,РУБАШКА,МД КРУИЗ 2,,,4.0,,5500.0,5500.0,22000.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2229
CV-62f21eedf8edac67,ПEPЦЫ,ПЕРЦЫ,ВЫШИВКА,МД КРУИЗ 2,,,1.0,,30900.0,30900.0,30900.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2237
CV-a486fae2ef3f3446,0-2983,0-2983,ПЛАТЬЕ,МД ЗАКАЗ,ЧЕРНЫЙ,,1.0,7720.0,28100.0,35820.0,35820.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2245
CV-447d579b57929c33,0-2854,0-2854,КАФТАН,МД КРУИЗ 2,,,5.0,8600.0,9700.0,18300.0,91500.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2253
CV-82cbcba18a4ff459,0-3168,0-3168,РУБАШКА,МД КРУИЗ 2,,,10.0,,5500.0,5500.0,55000.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2261
CV-ba79d0ca12181bfe,ПEPЦЫ,ПЕРЦЫ,ВЫШИВКА,МД КРУИЗ 2,,,41.0,,900.0,900.0,36900.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2269
CV-c61b893e1d297223,0-3165,0-3165,ПОЯС,МД ЗАКАЗ,РОЗОВЫЙ,,1.0,,2350.0,2350.0,2350.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2277
CV-5e926d099162c6b4,0-3154C,0-3154С,БЛУЗА,МД ЗАКАЗ,ГОЛУБОЙ,S,1.0,2468.0,9600.0,12068.0,12068.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2285
CV-1b7a79b5996630b2,0-3156C,0-3156С,БРЮКИ,МД ЗАКАЗ,ГОЛУБОЙ,S,1.0,2935.0,4900.0,7835.0,7835.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2293
CV-730702bcae792479,41-16,41-16,ПЛАТЬЕ,МД ЗАКАЗ,ЧЕРНЫЙ,,1.0,2625.0,17075.0,19700.0,19700.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2309
CV-a46be250f3911cc1,0-3167,0-3167/2,ЖИЛЕТ,МД ЗАКАЗ,ЧЕРНЫЙ,,1.0,19227.0,8625.0,27852.0,27852.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2317
CV-17ba59b794bf120f,0-2548,0-2548,КАФТАН,МД ЗАКАЗ,ЧЕРНЫЙ,,1.0,4712.0,7350.0,12062.0,12062.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2325
CV-c049bf8a8ddc4956,"0-3116,17","0-3116,17",КОСТЮМ,МД ПЕРЕДЕЛКА,ЧЕРНЫЙ,,1.0,,3100.0,3100.0,3100.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2333
CV-3f55efbc3bad24a7,0-3152,0-3152,КАФТАН,МД ПЕРЕДЕЛКА,,,1.0,,1400.0,1400.0,1400.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2341
CV-560af976db09e118,0-3110B,0-3110В,БРЮКИ,МД ЗАКАЗ,БЕЛЫЙ,,1.0,4303.0,7125.0,11428.0,11428.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2349
CV-8b440bfa2bbef2a6,ПEPЦЫ,ПЕРЦЫ,ВЫШИВКА,МД КРУИЗ 2,,,6.0,,1500.0,1500.0,9000.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2365
CV-4bc2f91de2e28050,0-1486C,0-1486С,ЮБКА,ИМ ЗАКАЗ,ЧЕРНЫЙ,L,1.0,8165.0,16150.0,24315.0,24315.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2373
CV-d0ee0ba9c75f7af4,0-3223Д,0-3223Д,СВИТЕР,МД КАП ОС25,ЧЕРНЫЙ,,1.0,10800.0,24500.0,35300.0,35300.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2381
CV-57f1a80dc9b0539a,46-21,46-21,ПЛАТЬЕ,МД КУТЮР,БЕЛЫЙ,,1.0,11465.0,49525.0,60990.0,60990.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2389
CV-a288c2b3779cfa52,0-1416,0-1416,ДЖОГГЕРЫ,ИМ ЗАКАЗ,ЧЕРНЫЙ,L,1.0,1544.0,5350.0,6894.0,6894.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2397
CV-47d9f536a449cce8,0-3031A,0-3031А,ДЖОГГЕРЫ,ИМ ЗАКАЗ,СИНИЙ,L,1.0,1206.0,5125.0,6331.0,6331.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2405
CV-0044d90684c5cdf2,0-3030A,0-3030А,БЛУЗА,ИМ ЗАКАЗ,СИНИЙ,L,1.0,2070.0,7700.0,9770.0,9770.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2413
CV-b80ecc5b5358082b,0-3117A,0-3117А,ШОРТЫ,ИМ КАПСУЛА,БЕЛЫЙ,S,1.0,776.0,4775.0,5551.0,5551.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2421
CV-3354da980e469fd1,0-3182A,0-3182A,СВИТШОТ,ИМ КАПСУЛА,БЕЛЫЙ,,1.0,4422.0,8800.0,13222.0,13222.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2429
CV-d7d9f4b9c82086ba,0-3183A,0-3183А,ЮБКА,ИМ КАПСУЛА,БЕЛЫЙ,,1.0,8452.0,20504.0,28956.0,28956.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2437
CV-9d24e42bd8e8d4ba,0-3221E,0-3221Е,СВИТЕР,МД КАП ОС25,СЕРЫЙ,,1.0,13260.0,0.0,13260.0,13260.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2445
CV-f5a208bf0febbb67,0-2560,0-2560,КИМОНО,МД ЗАКАЗ,ЧЕРНЫЙ,L,1.0,8230.0,8350.0,16580.0,16580.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2453
CV-e4155b0e2a635f5c,0-3222E,0-3222Е,СВИТЕР,МД КАП ОС25,БЕЛЫЙ,,1.0,16327.0,14300.0,30627.0,30627.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2461
CV-3331a0b7e15c962d,0-2319,0-2319,КУРТКА,ИМ ЗАКАЗ,,,1.0,,4180.0,4180.0,4180.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2469
CV-08d71f17f3e66a7e,0-3222,0-3222,СВИТЕР,МД КАП ОС25,,,2.0,,12750.0,12750.0,25500.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2477
CV-9518e01ee987c7fa,0-3222F,0-3222F,СВИТЕР,МД КАП ОС25,БЕЛЫЙ,,1.0,16327.0,0.0,16327.0,16327.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2485
CV-2b1d5d2390db3418,0-3036,0-3036,ЮБКА,ИМ ТИРАЖ,ЧЕРНЫЙ,S L,2.0,2055.0,5175.0,7230.0,14460.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2493
CV-bb89436f72fc9ffe,0-2873,0-2873,БРЮКИ,МД ЗАКАЗ,БЕЛЫЙ,,1.0,4303.0,5700.0,10003.0,10003.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2501
CV-5c67ad93a570d944,0-3189,0-3189,ДУБЛЕНКА,МД КАП ОС25,РЫЖИЙ,,1.0,81276.0,19250.0,100526.0,100526.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2509
CV-76a9fe150660818a,0-3193,0-3193,КУРТКА,МД КАП ОС25,ФИОЛЕТ,,1.0,24847.0,21150.0,45997.0,45997.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2517
CV-ca48b68587463379,46-21,46-21,НАКИДКА,МД КУТЮР,БКЛЫЙ,,1.0,8749.0,37100.0,45849.0,45849.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2525
CV-3e3c7781517b163e,T-2234A,Т-2234А,ПЛАТЬЕ,ИМ ЗАКАЗ,БЕЛЫЙ,М,1.0,5777.0,7850.0,13627.0,13627.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2533
CV-5ccb0da806ecc958,0-3190,0-3190,ПАЛЬТО,МД КАП ОС25,НОРКА,,1.0,,3200.0,3200.0,3200.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2541
CV-30af7166a10fd51f,0-3191,0-3191,БЛУЗОН,МД КАП ОС25,КОЖА,,1.0,19395.0,14425.0,33820.0,33820.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2549
CV-af0992d095434e51,0-3138,0-3138,ЮБКА,ИМ КАПСУЛА,,,1.0,,1000.0,1000.0,1000.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2557
CV-5813cd86f3709e83,0-3210,0-3210,ПЛАТЬЕ,ИМ КАПСУЛА,ЛЕКАЛА,,1.0,,2100.0,2100.0,2100.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2565
CV-5f7bced79305ce5a,0-3185,0-3185,БЛУЗА,ИМ КАПСУЛА,ЛЕКАЛА,,1.0,,1200.0,1200.0,1200.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2573
CV-88ace013b427ad35,0-3182,0-3182,СВИТШОТ,ИМ КАПСУЛА,ЛЕКАЛА,,1.0,,1600.0,1600.0,1600.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2581
CV-a5a606d2490da382,0-3188,0-3188,ДУБЛЕНКА,МД КАП ОС25,ЧЕРНЫЙ,,1.0,,21900.0,127309.0,127309.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2589
CV-76f323f9c0030d8e,0-3201,0-3201,ДУБЛЕНКА,МД КАП ОС25,,,1.0,,9550.0,9550.0,9550.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2597
CV-e9acef39063a620d,0-3232,0-3232,БЛУЗА,МД КАП ОС25,ЧЕРНЫЙ,,1.0,8968.0,23050.0,32018.0,32018.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2605
CV-da12ece6da11c733,0-3233,0-3233,ЮБКА,МД КАП ОС25,ЧЕРНЫЙ,,1.0,8023.0,16850.0,24873.0,24873.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2613
CV-182bcb27c295c217,0-3231,0-3231,КУРТКА,МД КАП ОС25,ЧЕРНЫЙ,,1.0,16002.0,39833.0,55835.0,55835.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2621
CV-8d6c6a71c4e3a3cf,0-3227,0-3227,ЮБКА,МД КАП ОС25,СЕРЫЙ,,2.0,8200.0,5987.5,14187.5,28375.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2629
CV-eafd26b3087d6fbf,0-3025,0-3025,БЛУЗОН,ИМ ЗАКАЗ,ЧЕРНЫЙ,L,1.0,2190.0,9525.0,11715.0,11715.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2637
CV-fc70157472734abe,0-3205,0-3205,КУРТКА,МД КАП ОС25,ЧЕРНЫЙ,,1.0,46422.0,33600.0,80022.0,80022.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2645
CV-df87c7f7929d6f13,0-3204,0-3204,КУРТКА,МД КАП ОС25,МАКЕТ,,1.0,47652.0,88850.0,136502.0,136502.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2653
CV-d3dd5cb2b601e154,0-3112,0-3112,ЮБКА,МД ЗАКАЗ,БЕЛЫЙ,,1.0,2747.0,7975.0,10722.0,10722.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2693
CV-47162a518cd98548,0-3097,0-3097,ПАЛЬТО,МД ЗАКАЗ,ЧЕРНЫЙ,,1.0,,5600.0,5600.0,5600.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2701
CV-acdfe2f703171b23,0-2854A,0-2854А,КАФТАН,ИМ ЗАКАЗ,ГОРТЕНЗИЯ,,1.0,8600.0,14500.0,23100.0,23100.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2717
CV-07ee4158b7e1c31f,0-2854A,0-2854А,КАФТАН,ИМ ЗАКАЗ,ГОРТЕНЗИЯ,,1.0,8600.0,13500.0,22100.0,22100.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2725
CV-d9827656ee034456,0-3195,0-3195,КУРТКА,МД КАП ОС25,СЕРЫЙ,,1.0,10019.0,17150.0,27169.0,27169.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2733
CV-5920b52bb39390ee,0-3207,0-3207,ЮБКА,МД КАП ОС25,ЖЕЛТЫЙ,,1.0,10802.0,9800.0,20602.0,20602.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2741
CV-f12153bdd55033a6,0-3206,0-3206,ЖАКЕТ,МД КАП ОС25,ЖЕЛТЫЙ,,1.0,11209.0,35385.0,46594.0,46594.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2749
CV-41658f92549de46f,0-3200,0-3200,ПАЛЬТО,МД КАП ОС25,ЧЕРНЫЙ,,1.0,58622.0,29750.0,88372.0,88372.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2757
CV-3dfc74bdd3b6b2bb,0-3225,0-3225,БРЮКИ,МД КАП ОС25,БЕЛЫЙ,,1.0,7843.0,10375.0,18218.0,18218.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2765
CV-b54ee3a11f683661,0-3274,0-3274,ЖАКЕТ,МД КАП ОС25,ЧЕРНЫЙ,,1.0,13390.0,23300.0,36690.0,36690.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2773
CV-51bee96883b9897f,0-3223,0-3223,СВИТЕР,МД КАП ОС25,ЧЕРНЫЙ,,1.0,,2000.0,2000.0,2000.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2781
CV-8c5c1ac8c5368bf3,ЮЛИЯ,ЮЛИЯ,КЕЙП,СОБСТВЕННИК,БЕЛЫЙ,,1.0,,5000.0,5000.0,5000.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2789
CV-50a4812faeecffd6,0-3112,0-3112,ЮБКА,МД ЗАКАЗ,БЕЛЫЙ,,1.0,2747.0,7975.0,10722.0,10722.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2797
CV-d6247cba270aa1eb,0-3160,0-3160,ПЛАТЬЕ,МД ЗАКАЗ,БЕЛЫЙ,,1.0,,4500.0,4500.0,4500.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2805
CV-db5d911d9306e17e,0-3222Д,0-3222Д/1,СВИТЕР,МД КАП ОС25,ЧЕРНЫЙ,,1.0,,5500.0,5500.0,5500.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2813
CV-56492d605eb75952,0-3222Д,0-3222Д,СВИТЕР,МД КАП ОС25,ЧЕРНЫЙ,,1.0,,5500.0,5500.0,5500.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2821
CV-671a528c4e9371af,ЮЛИЯ,ЮЛИЯ,ПАЛАНТИН,СОБСТВЕННИК,БЕЛЫЙ,,1.0,,1500.0,1500.0,1500.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2829
CV-fe12914574c52b0c,0-3185,0-3185,БЛУЗА,ИМ ЗАКАЗ,ЧЕРНЫЙ,,1.0,6195.0,9668.0,15863.0,15863.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2837
CV-017f507e19f8e906,0-3038,0-3038,ПЛАТЬЕ,ИМ ЗАКАЗ,ЧЕРНЫЙ,,1.0,5440.0,8250.0,13690.0,13690.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2845
CV-1e5a3196c06f058f,46-21,46-21,НАКИДКА,МД КУТЮР,,,1.0,,1500.0,1500.0,1500.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2853
CV-9e2057b23b335fed,46-21,46-21,ПЛАТЬЕ,МД КУТЮР,,,1.0,,2100.0,2100.0,2100.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2861
CV-d75ad2515661dcd6,0-3234,0-3234,ПЛАТЬЕ,МД КАП ОС25,,,1.0,7735.0,24000.0,31735.0,31735.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2869
CV-68aba1e3789ace04,0-2781,0-2781,ЮБКА,ПЛОЩАДКИ,,,1.0,,1000.0,1000.0,1000.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2877
CV-269ac0bbe82e560d,0-3198,0-3198,ПАЛЬТО,МД КАП ОС25,РОЗОВЫЙ,,1.0,16305.0,24800.0,41105.0,41105.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2885
CV-ba7a7c7d5c5c118d,0-3196,0-3196,КУРТКА,МД КАП ОС25,СЕРЫЙ,,1.0,11250.0,24000.0,35250.0,35250.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2893
CV-620d82b0969cf9eb,0-3197,0-3197,ЮБКА,МД КАП ОС25,СЕРЫЙ,,1.0,6957.0,15000.0,21957.0,21957.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2901
CV-4e47bbb6a7112540,0-3257,0-3257,ЮБКА,МД КАП ОС25,ЧЕРНЫЙ,,1.0,3708.0,10550.0,14258.0,14258.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2909
CV-544a2beea6a26369,0-3258,0-3258,ЮБКА,МД КАП ОС25,РОЗОВЫЙ,,1.0,10395.0,22900.0,33295.0,33295.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2917
CV-ea19f09bd2f921a2,0-2854A,0-2854А,КАФТАН,ИМ ЗАКАЗ,ГОРТЕНЗИЯ,,1.0,8600.0,13500.0,22100.0,22100.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2925
CV-4fae37d18ea7d9d3,0-3226,0-3226,ЮБКА,МД КАП ОС25,СЕРЫЙ,,1.0,10091.0,10700.0,20791.0,20791.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2941
CV-9a2405a365f44237,0-3276,0-3276,БЛУЗОН,МД КАП ОС25,РОЗОВЫЙ,,1.0,10363.0,29300.0,39663.0,39663.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2949
CV-e3d50fc42cf0bef9,0-3203,0-3203,КУРТКА,МД КАП ОС25,ЧЕРНЫЙ,,1.0,40918.0,8200.0,49118.0,49118.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2957
CV-1a6abc6fdc115dca,0-3192,0-3192,КЕЙП,МД КАП ОС25,,,1.0,31487.0,19000.0,50487.0,50487.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2965
CV-d5895c9b8718c5c3,0-3199,0-3199,ПАЛЬТО,МД КАП ОС25,,,1.0,158577.0,26650.0,185227.0,185227.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2973
CV-12833387a8d6ec87,0-3198A,0-3198А,ПАЛЬТО,МД КАП ОС25,СИНИЙ,,1.0,21060.0,28300.0,49360.0,49360.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2981
CV-b42f666a292f50d3,0-3202,0-3202,КУРТКА,МД КАП ОС25,СЕРЫЙ,,1.0,18737.0,19500.0,38237.0,38237.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2989
CV-c7f715126671938e,"0-3262,64","0-3262,64","СТОЙКА,МАНЖЕТЫ",МД КАП ОС25,КОЖА,"ЧЕРНЫЙ,БЕЛЫЙ",2.0,10877.0,4675.0,15552.0,31104.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r2997
CV-9849277ad36878f5,0-3265,0-3265,ПЛАТОК,МД КАП ОС25,ШЕЛК,,2.0,747.0,1862.5,2609.5,5219.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3005
CV-d0616d74ae4ce51e,0-3266,0-3266,ШАРФИК,МД КАП ОС25,МЕХ,,1.0,7697.0,15550.0,23247.0,23247.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3013
CV-98ab0cfb8e23d55d,0-3259,0-3259,ПЛАТОК,МД КАП ОС25,ШЕЛК,,1.0,872.0,1500.0,2372.0,2372.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3021
CV-b87f332b8bcff639,0-3260,0-3260,ТОП,МД КАП ОС25,ШЕЛК,,1.0,4147.0,6550.0,10697.0,10697.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3029
CV-0eed5496a880b428,0-3261,0-3261,ГАРЖЕТКА,МД КАП ОС25,МЕХ,,1.0,8710.0,5800.0,14510.0,14510.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3037
CV-e890b3e3a558c601,0-3278,0-3278,БЛУЗОН,МД КАП ОС25,СИНИЙ,,1.0,5320.0,25150.0,30470.0,30470.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3045
CV-7979e519f9035cca,0-3278A,0-3278А,БЛУЗОН,МД КАП ОС25,ЗЕЛЕН,,1.0,,23350.0,23350.0,23350.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3053
CV-f185ab3e73c9583a,0-3228,0-3228,ЮБКА,МД КАП ОС25,ЧЕРНЫЙ,,1.0,727.0,4275.0,5002.0,5002.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3061
CV-7b3e687cf622501e,0-3275,0-3275,БРЮКИ,МД КАП ОС25,ЧЕРНЫЙ,,1.0,16559.0,11800.0,28359.0,28359.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3069
CV-27adcbe208dff9b3,0-3224,0-3224,ЖАКЕТ,МД КАП ОС25,ЧЕРНЫЙ,,1.0,3563.0,16250.0,19813.0,19813.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3077
CV-3c047cc6c516de7f,0-3267B,0-3267В,ПАЛАНТИН,МД КАП ОС25,МЕХ,,1.0,8987.0,8000.0,16987.0,16987.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3085
CV-6d20f71eeb33ab55,0-3267,0-3267,ПАЛАНТИН,МД КАП ОС25,ЧЕРНЫЙ,,1.0,8039.0,5500.0,13539.0,13539.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3093
CV-ab0791bb52ea608c,0-3270,0-3270,ПЛАТЬЕ,МД КАП ОС25,ТВИД,,1.0,,17700.0,17700.0,17700.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3101
CV-a728698800ff0383,0-3273,0-3273,ПЛАТЬЕ,МД КАП ОС25,ТВИД,,1.0,12010.0,9800.0,21810.0,21810.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3109
CV-ec6d9bbcb7a47204,0-3185,0-3185,БЛУЗА,ИМ ЗАКАЗ,ЧЕРНЫЙ,L,1.0,6195.0,14568.0,20763.0,20763.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3117
CV-223ae4e43bb59711,0-3182,0-3182,БЛУЗОН,ИМ ЗАКАЗ,СЕРЫЙ,S,2.0,4422.0,10050.0,14472.0,28944.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3125
CV-20eaf2e3a5581f82,0-3183,0-3183,ЮБКА,ИМ ЗАКАЗ,СЕРЫЙ,"М,L",2.0,8442.0,13077.0,21519.0,43038.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3133
CV-28fc040ec6461b26,0-2050M,0-2050М,ШОРТЫ,ИМ ЗАКАЗ,КАПЛИ,,2.0,2050.0,2900.0,4950.0,9900.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3141
CV-036d9b241aa3f50c,0-2050F,0-2050F,ШОРТЫ,ИМ ЗАКАЗ,БЕЛЫЙ,,1.0,975.0,2900.0,3875.0,3875.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3149
CV-68e8e88eb6333fb8,0-2931A,0-2931А,ПЛАТЬЕ,ИМ ЗАКАЗ,ГОЛУБОЙ,,1.0,7150.0,19250.0,26400.0,26400.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3157
CV-6c34769d12c31662,0-3031A,0-3031А,ДЖОГГЕРЫ,ИМ ЗАКАЗ,СИНИЙ,,1.0,1206.0,0.0,1206.0,1206.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3165
CV-128296404498502b,0-3279,0-3279,МАНЖЕТЫ,МД КАП 25,БЕЛЫЙ,,1.0,441.0,2850.0,3291.0,3291.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3173
CV-b868d2fc48e74469,0-2029,0-2029,ШОРТЫ,ИМ ЗАКАЗ,БЕЛЫЙ,,1.0,1050.0,3350.0,4400.0,4400.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3181
CV-e8768aa0257cf1e2,0-3191A,0-3191А,БЛУЗА,МД КАП 25,ЧЕРНЫЙ,,1.0,18802.0,12000.0,30802.0,30802.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3189
CV-8b0aa75f0c091b40,0-3031A,0-3031А,БРЮКИ,ИМ ЗАКАЗ,СИНИЙ,,1.0,1206.0,6125.0,7331.0,7331.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3197
CV-d256233c2c2cc39d,0-3198B.C,0-3198В.С,ПАЛЬТО,МД ТИРАЖ,"ПЕСТР,СЕРЫЙ",,2.0,33411.0,16500.0,49911.0,99822.0,,2025,ZHUKOVA,,,FULL,FILE-081,2025,r3205
