budget_line_id,budget_version,period_month,section,article_name,plan_eur,fact_eur,var_eur,currency,source_file_id,source_row_id
BL-f01b5892f0e09af2,BUD-2026,2026-10,Расходы,"Заработная плата, в том числе:",83284.08,,,EUR,FILE-012,r23
BL-f2294857b7e608f2,BUD-2026,2026-11,Расходы,"Заработная плата, в том числе:",90983.15,,,EUR,FILE-012,r23
BL-b15cc2bbe0985795,BUD-2026,2026-12,Расходы,"Заработная плата, в том числе:",181966.31,,,EUR,FILE-012,r23
BL-5231cde694f2057a,BUD-2026,2026-01,Расходы,карты,15000.0,11733.62,-3266.38,EUR,FILE-012,r24
BL-a68557909dbf66f2,BUD-2026,2026-02,Расходы,карты,33200.0,31567.0,-1633.0,EUR,FILE-012,r24
BL-7b24197a1554adc6,BUD-2026,2026-03,Расходы,карты,33200.0,29437.0,-3763.0,EUR,FILE-012,r24
BL-57805055ab6e61e9,BUD-2026,2026-04,Расходы,карты,33200.0,31076.0,-2124.0,EUR,FILE-012,r24
BL-33316782978eb379,BUD-2026,2026-05,Расходы,карты,33200.0,32784.0,-416.0,EUR,FILE-012,r24
BL-f48fbe906e81b9bf,BUD-2026,2026-06,Расходы,карты,33200.0,,,EUR,FILE-012,r24
BL-34182190417799ee,BUD-2026,2026-07,Расходы,карты,33200.0,,,EUR,FILE-012,r24
BL-1028d3e6d0282375,BUD-2026,2026-08,Расходы,карты,33200.0,,,EUR,FILE-012,r24
BL-3452b40869339590,BUD-2026,2026-09,Расходы,карты,33200.0,,,EUR,FILE-012,r24
BL-c6e233748c676383,BUD-2026,2026-10,Расходы,карты,33200.0,,,EUR,FILE-012,r24
BL-21a782ee20178cf9,BUD-2026,2026-11,Расходы,карты,33200.0,,,EUR,FILE-012,r24
BL-42fce41f25ef7174,BUD-2026,2026-12,Расходы,карты,60000.0,,,EUR,FILE-012,r24
BL-08ef27c205ba936b,BUD-2026,2026-01,Расходы,наличные,5000.0,7945.0,2945.0,EUR,FILE-012,r25
BL-b84d6a3a8362eb43,BUD-2026,2026-02,Расходы,наличные,65000.0,64312.0,-688.0,EUR,FILE-012,r25
BL-4682241db556cd03,BUD-2026,2026-03,Расходы,наличные,65000.0,52641.0,-12359.0,EUR,FILE-012,r25
BL-a0b66f4ae8b2f189,BUD-2026,2026-04,Расходы,наличные,65000.0,59115.0,-5885.0,EUR,FILE-012,r25
BL-8410dc70ddc9cf9e,BUD-2026,2026-05,Расходы,наличные,65000.0,51865.0,-13135.0,EUR,FILE-012,r25
BL-634402d1c3ca14b2,BUD-2026,2026-06,Расходы,наличные,65000.0,,,EUR,FILE-012,r25
BL-ac444b3db9659122,BUD-2026,2026-07,Расходы,наличные,65000.0,,,EUR,FILE-012,r25
BL-85a79f300eb438e7,BUD-2026,2026-08,Расходы,наличные,65000.0,,,EUR,FILE-012,r25
BL-a4604a8b5ef88cd8,BUD-2026,2026-09,Расходы,наличные,65000.0,,,EUR,FILE-012,r25
BL-4dd11512c7f67861,BUD-2026,2026-10,Расходы,наличные,65000.0,,,EUR,FILE-012,r25
BL-a0caa2d4a2c295ab,BUD-2026,2026-11,Расходы,наличные,65000.0,,,EUR,FILE-012,r25
BL-b526273db5911a5c,BUD-2026,2026-12,Расходы,наличные,130000.0,,,EUR,FILE-012,r25
BL-064ea9e55fa127c9,BUD-2026,2026-01,Расходы,"Налоги с зарплаты (НДФЛ, страх.взн)",2000.0,8407.0,6407.0,EUR,FILE-012,r26
BL-fb214dc98fd530fe,BUD-2026,2026-02,Расходы,"Налоги с зарплаты (НДФЛ, страх.взн)",11500.0,4759.0,-6741.0,EUR,FILE-012,r26
BL-223671da7122b49c,BUD-2026,2026-03,Расходы,"Налоги с зарплаты (НДФЛ, страх.взн)",11500.0,17707.0,6207.0,EUR,FILE-012,r26
BL-8c5902a09f5e5f9b,BUD-2026,2026-04,Расходы,"Налоги с зарплаты (НДФЛ, страх.взн)",11500.0,11622.0,122.0,EUR,FILE-012,r26
BL-01b54287d83710c0,BUD-2026,2026-05,Расходы,"Налоги с зарплаты (НДФЛ, страх.взн)",11500.0,11655.0,155.0,EUR,FILE-012,r26
BL-0e852fd51f43b431,BUD-2026,2026-06,Расходы,"Налоги с зарплаты (НДФЛ, страх.взн)",11500.0,,,EUR,FILE-012,r26
BL-1ecd2f243bbebe74,BUD-2026,2026-07,Расходы,"Налоги с зарплаты (НДФЛ, страх.взн)",11500.0,,,EUR,FILE-012,r26
BL-266f261768f5650a,BUD-2026,2026-08,Расходы,"Налоги с зарплаты (НДФЛ, страх.взн)",11500.0,,,EUR,FILE-012,r26
BL-510aa5ad62e853c1,BUD-2026,2026-09,Расходы,"Налоги с зарплаты (НДФЛ, страх.взн)",11500.0,,,EUR,FILE-012,r26
BL-18252cda9042744c,BUD-2026,2026-10,Расходы,"Налоги с зарплаты (НДФЛ, страх.взн)",11500.0,,,EUR,FILE-012,r26
BL-f7bade1f86dbbe29,BUD-2026,2026-11,Расходы,"Налоги с зарплаты (НДФЛ, страх.взн)",11500.0,,,EUR,FILE-012,r26
BL-6042013decdd5b34,BUD-2026,2026-12,Расходы,"Налоги с зарплаты (НДФЛ, страх.взн)",12000.0,,,EUR,FILE-012,r26
BL-b16ff5b6a367607b,BUD-2026,2026-01,Расходы,Налоги с доходов,5000.0,8776.0,3776.0,EUR,FILE-012,r27
BL-94f27257e6a6cb65,BUD-2026,2026-02,Расходы,Налоги с доходов,5000.0,0.0,-5000.0,EUR,FILE-012,r27
BL-6fc447162465f06a,BUD-2026,2026-03,Расходы,Налоги с доходов,5000.0,14304.0,9304.0,EUR,FILE-012,r27
BL-92a3ad0e40526dc0,BUD-2026,2026-04,Расходы,Налоги с доходов,46000.0,29145.0,-16855.0,EUR,FILE-012,r27
BL-01710bf2672acee8,BUD-2026,2026-05,Расходы,Налоги с доходов,13000.0,4810.0,-8190.0,EUR,FILE-012,r27
BL-b49930ced6b20244,BUD-2026,2026-06,Расходы,Налоги с доходов,13000.0,,,EUR,FILE-012,r27
BL-691759e86cbfdce6,BUD-2026,2026-07,Расходы,Налоги с доходов,37400.0,,,EUR,FILE-012,r27
BL-76203211777aa2ee,BUD-2026,2026-08,Расходы,Налоги с доходов,12400.0,,,EUR,FILE-012,r27
BL-5e8cadc0ed9497d1,BUD-2026,2026-09,Расходы,Налоги с доходов,12400.0,,,EUR,FILE-012,r27
BL-d4ce2db01e8dcd61,BUD-2026,2026-10,Расходы,Налоги с доходов,31000.0,,,EUR,FILE-012,r27
BL-01384bc9de6c2393,BUD-2026,2026-11,Расходы,Налоги с доходов,11000.0,,,EUR,FILE-012,r27
BL-2f4a4f259e811547,BUD-2026,2026-12,Расходы,Налоги с доходов,11000.0,,,EUR,FILE-012,r27
BL-1afae94618d92e3a,BUD-2026,2026-01,Расходы,Производственные расходы,1200.0,231.0,-969.0,EUR,FILE-012,r28
BL-231e45e3609bfa33,BUD-2026,2026-02,Расходы,Производственные расходы,1200.0,173.0,-1027.0,EUR,FILE-012,r28
BL-5a6dad0af104b30e,BUD-2026,2026-03,Расходы,Производственные расходы,1200.0,204.0,-996.0,EUR,FILE-012,r28
BL-7b4dd81629189852,BUD-2026,2026-04,Расходы,Производственные расходы,400.0,793.0,393.0,EUR,FILE-012,r28
BL-96375b9ab1cea1cc,BUD-2026,2026-05,Расходы,Производственные расходы,400.0,330.0,-70.0,EUR,FILE-012,r28
BL-67fd1bb6e4242ba8,BUD-2026,2026-06,Расходы,Производственные расходы,400.0,,,EUR,FILE-012,r28
BL-a8a5e06a039b849d,BUD-2026,2026-07,Расходы,Производственные расходы,400.0,,,EUR,FILE-012,r28
BL-b38d3e4f4974be32,BUD-2026,2026-08,Расходы,Производственные расходы,400.0,,,EUR,FILE-012,r28
BL-6bd3c440b09873a3,BUD-2026,2026-09,Расходы,Производственные расходы,400.0,,,EUR,FILE-012,r28
BL-78c587075b923e49,BUD-2026,2026-10,Расходы,Производственные расходы,400.0,,,EUR,FILE-012,r28
BL-1c430cf16588604f,BUD-2026,2026-11,Расходы,Производственные расходы,400.0,,,EUR,FILE-012,r28
BL-7b0e74e499d62baf,BUD-2026,2026-12,Расходы,Производственные расходы,400.0,,,EUR,FILE-012,r28
BL-d18813f2f6c2ff7f,BUD-2026,2026-01,Расходы,Офисные расходы,1000.0,627.0,-373.0,EUR,FILE-012,r29
BL-1db3deae2da64ea7,BUD-2026,2026-02,Расходы,Офисные расходы,3000.0,1220.0,-1780.0,EUR,FILE-012,r29
BL-51081f2205d6a245,BUD-2026,2026-03,Расходы,Офисные расходы,2000.0,1908.0,-92.0,EUR,FILE-012,r29
BL-96f0f7972ace4f69,BUD-2026,2026-04,Расходы,Офисные расходы,2000.0,10462.0,8462.0,EUR,FILE-012,r29
BL-f29b08439b26a9cb,BUD-2026,2026-05,Расходы,Офисные расходы,2000.0,1117.0,-883.0,EUR,FILE-012,r29
BL-4d7079f681b93aef,BUD-2026,2026-06,Расходы,Офисные расходы,2000.0,,,EUR,FILE-012,r29
BL-7de81dae54feaaf4,BUD-2026,2026-07,Расходы,Офисные расходы,2000.0,,,EUR,FILE-012,r29
BL-0a460a50e744a8e1,BUD-2026,2026-08,Расходы,Офисные расходы,1000.0,,,EUR,FILE-012,r29
BL-8fe432424f747429,BUD-2026,2026-09,Расходы,Офисные расходы,1500.0,,,EUR,FILE-012,r29
BL-438f76415083b7c6,BUD-2026,2026-10,Расходы,Офисные расходы,2500.0,,,EUR,FILE-012,r29
BL-b22d6b82a9b7ac8f,BUD-2026,2026-11,Расходы,Офисные расходы,2500.0,,,EUR,FILE-012,r29
BL-72038c3eb4cc37ae,BUD-2026,2026-12,Расходы,Офисные расходы,2500.0,,,EUR,FILE-012,r29
BL-ad0e7f3f1c335b1d,BUD-2026,2026-01,Расходы,"Мероприяти, съемки, подарки, стилисты и пр.",17500.0,100616.0,83116.0,EUR,FILE-012,r30
BL-cab30d80507c4c04,BUD-2026,2026-02,Расходы,"Мероприяти, съемки, подарки, стилисты и пр.",4500.0,59329.0,54829.0,EUR,FILE-012,r30
BL-85d1b732e76beaf4,BUD-2026,2026-03,Расходы,"Мероприяти, съемки, подарки, стилисты и пр.",15500.0,10513.0,-4987.0,EUR,FILE-012,r30
BL-d58d66206244b31b,BUD-2026,2026-04,Расходы,"Мероприяти, съемки, подарки, стилисты и пр.",59500.0,13527.0,-45973.0,EUR,FILE-012,r30
BL-f94d1d0b4123ef52,BUD-2026,2026-05,Расходы,"Мероприяти, съемки, подарки, стилисты и пр.",34500.0,35958.0,1458.0,EUR,FILE-012,r30
BL-94fb28cc8caf64b7,BUD-2026,2026-06,Расходы,"Мероприяти, съемки, подарки, стилисты и пр.",34500.0,,,EUR,FILE-012,r30
BL-579ded9df20dd612,BUD-2026,2026-07,Расходы,"Мероприяти, съемки, подарки, стилисты и пр.",17500.0,,,EUR,FILE-012,r30
BL-20e02816ab528765,BUD-2026,2026-08,Расходы,"Мероприяти, съемки, подарки, стилисты и пр.",12500.0,,,EUR,FILE-012,r30
BL-5db1512791c76966,BUD-2026,2026-09,Расходы,"Мероприяти, съемки, подарки, стилисты и пр.",4500.0,,,EUR,FILE-012,r30
BL-2dbe2e9a2fb07ded,BUD-2026,2026-10,Расходы,"Мероприяти, съемки, подарки, стилисты и пр.",54500.0,,,EUR,FILE-012,r30
BL-4d0c9bcdf123529d,BUD-2026,2026-11,Расходы,"Мероприяти, съемки, подарки, стилисты и пр.",7500.0,,,EUR,FILE-012,r30
BL-42c351fd4faf55c2,BUD-2026,2026-12,Расходы,"Мероприяти, съемки, подарки, стилисты и пр.",12500.0,,,EUR,FILE-012,r30
BL-492d5da27c09c00e,BUD-2026,2026-01,Расходы,Транспортные расходы,2000.0,969.0,-1031.0,EUR,FILE-012,r31
BL-d6a01527e089e1f2,BUD-2026,2026-02,Расходы,Транспортные расходы,2000.0,1413.0,-587.0,EUR,FILE-012,r31
BL-fd28efcfd1e5c68a,BUD-2026,2026-03,Расходы,Транспортные расходы,2000.0,2599.0,599.0,EUR,FILE-012,r31
BL-b1847f10dc0c24e3,BUD-2026,2026-04,Расходы,Транспортные расходы,2000.0,2859.0,859.0,EUR,FILE-012,r31
BL-7e28200f832caf1b,BUD-2026,2026-05,Расходы,Транспортные расходы,2000.0,3114.0,1114.0,EUR,FILE-012,r31
BL-a00461c3121c4f44,BUD-2026,2026-06,Расходы,Транспортные расходы,2000.0,,,EUR,FILE-012,r31
BL-7ba995366decd214,BUD-2026,2026-07,Расходы,Транспортные расходы,2000.0,,,EUR,FILE-012,r31
BL-cf0fbb2da03d77da,BUD-2026,2026-08,Расходы,Транспортные расходы,2000.0,,,EUR,FILE-012,r31
BL-2ac41ad57f281077,BUD-2026,2026-09,Расходы,Транспортные расходы,2000.0,,,EUR,FILE-012,r31
BL-34bb8392a9b5a336,BUD-2026,2026-10,Расходы,Транспортные расходы,2000.0,,,EUR,FILE-012,r31
BL-7b4027b857c038bf,BUD-2026,2026-11,Расходы,Транспортные расходы,2000.0,,,EUR,FILE-012,r31
BL-4edf741fcff34688,BUD-2026,2026-12,Расходы,Транспортные расходы,2000.0,,,EUR,FILE-012,r31
BL-55dc9e46900b0b1b,BUD-2026,2026-01,Расходы,Командировочные расходы,5000.0,7306.0,2306.0,EUR,FILE-012,r32
BL-f389c527899fb7e7,BUD-2026,2026-02,Расходы,Командировочные расходы,5000.0,3000.0,-2000.0,EUR,FILE-012,r32
BL-28d6d23f837ebdb2,BUD-2026,2026-03,Расходы,Командировочные расходы,2500.0,1200.0,-1300.0,EUR,FILE-012,r32
BL-25c86436d91c296f,BUD-2026,2026-04,Расходы,Командировочные расходы,2500.0,6559.0,4059.0,EUR,FILE-012,r32
BL-253d6b78b4c7015d,BUD-2026,2026-05,Расходы,Командировочные расходы,5000.0,11897.0,6897.0,EUR,FILE-012,r32
BL-6d84d34b4311cc8f,BUD-2026,2026-06,Расходы,Командировочные расходы,5000.0,,,EUR,FILE-012,r32
BL-cf175270a5151914,BUD-2026,2026-07,Расходы,Командировочные расходы,5000.0,,,EUR,FILE-012,r32
BL-9308ff2872739253,BUD-2026,2026-08,Расходы,Командировочные расходы,2000.0,,,EUR,FILE-012,r32
BL-40c95ea8ecbe7808,BUD-2026,2026-09,Расходы,Командировочные расходы,2000.0,,,EUR,FILE-012,r32
BL-bf4839c662137125,BUD-2026,2026-10,Расходы,Командировочные расходы,2000.0,,,EUR,FILE-012,r32
BL-284e091e8251d1aa,BUD-2026,2026-11,Расходы,Командировочные расходы,2000.0,,,EUR,FILE-012,r32
BL-d564c6f7830d7033,BUD-2026,2026-12,Расходы,Командировочные расходы,2000.0,,,EUR,FILE-012,r32
BL-dc9ded4fa5c5c09b,BUD-2026,2026-02,Расходы,Агентское вознаграждение,0.0,900.0,900.0,EUR,FILE-012,r33
BL-31acfb4cd7c84aa5,BUD-2026,2026-03,Расходы,Агентское вознаграждение,9000.0,0.0,-9000.0,EUR,FILE-012,r33
BL-16da68c9d1d3cdfb,BUD-2026,2026-06,Расходы,Агентское вознаграждение,9000.0,,,EUR,FILE-012,r33
BL-8f655215725607ad,BUD-2026,2026-09,Расходы,Агентское вознаграждение,9000.0,,,EUR,FILE-012,r33
BL-9d673b23660fdb7d,BUD-2026,2026-12,Расходы,Агентское вознаграждение,9000.0,,,EUR,FILE-012,r33
BL-174de98d3b1d7591,BUD-2026,2026-01,Расходы,Услуги банка (вкл. эквайринг),1000.0,757.0,-243.0,EUR,FILE-012,r34
BL-cc17c5fefbec95e9,BUD-2026,2026-02,Расходы,Услуги банка (вкл. эквайринг),1400.0,901.0,-499.0,EUR,FILE-012,r34
BL-dfbe685e6562b741,BUD-2026,2026-03,Расходы,Услуги банка (вкл. эквайринг),1400.0,1701.0,301.0,EUR,FILE-012,r34
BL-2e4695335c7b649d,BUD-2026,2026-04,Расходы,Услуги банка (вкл. эквайринг),1400.0,2198.0,798.0,EUR,FILE-012,r34
BL-16f99172f8aa1558,BUD-2026,2026-05,Расходы,Услуги банка (вкл. эквайринг),1400.0,1032.0,-368.0,EUR,FILE-012,r34
BL-d5daaa9bed09f450,BUD-2026,2026-06,Расходы,Услуги банка (вкл. эквайринг),1400.0,,,EUR,FILE-012,r34
BL-9b362c47552d049e,BUD-2026,2026-07,Расходы,Услуги банка (вкл. эквайринг),1000.0,,,EUR,FILE-012,r34
BL-095b1b0e7ea41435,BUD-2026,2026-08,Расходы,Услуги банка (вкл. эквайринг),1000.0,,,EUR,FILE-012,r34
BL-a50ebff35fffb172,BUD-2026,2026-09,Расходы,Услуги банка (вкл. эквайринг),1500.0,,,EUR,FILE-012,r34
BL-58dae691f9ab44c0,BUD-2026,2026-10,Расходы,Услуги банка (вкл. эквайринг),1500.0,,,EUR,FILE-012,r34
BL-4d0f539c6b0fdb77,BUD-2026,2026-11,Расходы,Услуги банка (вкл. эквайринг),2000.0,,,EUR,FILE-012,r34
BL-14349685765d0955,BUD-2026,2026-12,Расходы,Услуги банка (вкл. эквайринг),2000.0,,,EUR,FILE-012,r34
BL-560180310048d0d7,BUD-2026,2026-01,Расходы,Сайт/соцсети,1500.0,0.0,-1500.0,EUR,FILE-012,r35
BL-f2cfae5d08b1c58a,BUD-2026,2026-02,Расходы,Сайт/соцсети,1500.0,272.0,-1228.0,EUR,FILE-012,r35
BL-98a2d999e0815abb,BUD-2026,2026-03,Расходы,Сайт/соцсети,1500.0,495.0,-1005.0,EUR,FILE-012,r35
BL-a0a20cb5bff93ef5,BUD-2026,2026-04,Расходы,Сайт/соцсети,1500.0,245.0,-1255.0,EUR,FILE-012,r35
BL-5b46311eae8379ad,BUD-2026,2026-05,Расходы,Сайт/соцсети,1500.0,,,EUR,FILE-012,r35
BL-d5a39a8a13cf53c8,BUD-2026,2026-06,Расходы,Сайт/соцсети,1500.0,,,EUR,FILE-012,r35
BL-105f801952e7bc22,BUD-2026,2026-07,Расходы,Сайт/соцсети,1500.0,,,EUR,FILE-012,r35
BL-002c1687625b49f1,BUD-2026,2026-08,Расходы,Сайт/соцсети,1500.0,,,EUR,FILE-012,r35
BL-21f912cf79466788,BUD-2026,2026-09,Расходы,Сайт/соцсети,1500.0,,,EUR,FILE-012,r35
BL-a6c1f6b0fd96aa26,BUD-2026,2026-10,Расходы,Сайт/соцсети,1500.0,,,EUR,FILE-012,r35
BL-6d9c302c5f95a500,BUD-2026,2026-11,Расходы,Сайт/соцсети,1500.0,,,EUR,FILE-012,r35
BL-c296331fb7b0594c,BUD-2026,2026-12,Расходы,Сайт/соцсети,1500.0,,,EUR,FILE-012,r35
BL-b543b792a8f9db72,BUD-2026,2026-01,Расходы,Юридические услуги,500.0,720.0,220.0,EUR,FILE-012,r36
BL-8184bb54de9ad4c7,BUD-2026,2026-02,Расходы,Юридические услуги,3000.0,0.0,-3000.0,EUR,FILE-012,r36
BL-c886575b28a41f97,BUD-2026,2026-03,Расходы,Юридические услуги,500.0,0.0,-500.0,EUR,FILE-012,r36
BL-24d5bc9e62349a7a,BUD-2026,2026-06,Расходы,Юридические услуги,500.0,,,EUR,FILE-012,r36
BL-2798b61e977ac684,BUD-2026,2026-07,Расходы,Юридические услуги,500.0,,,EUR,FILE-012,r36
BL-e6b43cb2ef8ca52b,BUD-2026,2026-09,Расходы,Юридические услуги,500.0,,,EUR,FILE-012,r36
BL-5d37fe7bfbb278a4,BUD-2026,2026-10,Расходы,Юридические услуги,500.0,,,EUR,FILE-012,r36
BL-ccd11e69f1197eed,BUD-2026,2026-12,Расходы,Юридические услуги,1000.0,,,EUR,FILE-012,r36
BL-1b0c183f4bf00546,BUD-2026,2026-02,Расходы,Резервный фонд,1500.0,0.0,-1500.0,EUR,FILE-012,r37
BL-d69824ce2ad38d65,BUD-2026,2026-03,Расходы,Резервный фонд,1000.0,0.0,-1000.0,EUR,FILE-012,r37
BL-be78c8e14cca949e,BUD-2026,2026-04,Расходы,Резервный фонд,1500.0,0.0,-1500.0,EUR,FILE-012,r37
BL-bd83464a057468f4,BUD-2026,2026-07,Расходы,Резервный фонд,1500.0,,,EUR,FILE-012,r37
BL-8703de7576a0f147,BUD-2026,2026-09,Расходы,Резервный фонд,1500.0,,,EUR,FILE-012,r37
BL-1b0e0474d12248d0,BUD-2026,2026-10,Расходы,Резервный фонд,1000.0,,,EUR,FILE-012,r37
BL-9cd2be9532d957a4,BUD-2026,2026-11,Расходы,Резервный фонд,1000.0,,,EUR,FILE-012,r37
BL-ccc94333a53973ad,BUD-2026,2026-12,Расходы,Резервный фонд,1000.0,,,EUR,FILE-012,r37
BL-082dcf293372abed,BUD-2026,2026-01,Расходы,Благотворительность,,300.0,,EUR,FILE-012,r38
BL-2e3c199169ee7c6c,BUD-2026,2026-05,Расходы,Благотворительность,,200.0,,EUR,FILE-012,r38
BL-d501b0f45e92ac2d,BUD-2026,2026-01,Расходы,Внебюджетные расходы,300000.0,0.0,-300000.0,EUR,FILE-012,r39
BL-3bf9f3fe2d21aa2d,BUD-2026,2026-07,Расходы,Внебюджетные расходы,300000.0,,,EUR,FILE-012,r39
BL-13f3cf0fff0028e3,BUD-2025H2,2025-07,,Аренда помещений (вкл. страхование),8600.0,8435.0,-165.0,EUR,FILE-011,r4
BL-c30a7c44c87a7200,BUD-2025H2,2025-08,,Аренда помещений (вкл. страхование),8600.0,8547.0,-53.0,EUR,FILE-011,r4
BL-e8ecb4fec82075eb,BUD-2025H2,2025-09,,Аренда помещений (вкл. страхование),8600.0,8473.0,-127.0,EUR,FILE-011,r4
BL-d417a223072b4750,BUD-2025H2,2025-10,,Аренда помещений (вкл. страхование),8600.0,8466.0,-134.0,EUR,FILE-011,r4
BL-aecf1c77640c4474,BUD-2025H2,2025-11,,Аренда помещений (вкл. страхование),8600.0,8676.0,76.0,EUR,FILE-011,r4
BL-e32cfc3b0c85582f,BUD-2025H2,2025-12,,Аренда помещений (вкл. страхование),9740.0,10308.0,568.0,EUR,FILE-011,r4
BL-4266d898f121fb80,BUD-2025H2,2025-07,,"Расходы на помещения (ремонт, коммуналка)",1800.0,3893.0,2093.0,EUR,FILE-011,r5
BL-2d41bf0ba8c20f19,BUD-2025H2,2025-08,,"Расходы на помещения (ремонт, коммуналка)",4200.0,3529.0,-671.0,EUR,FILE-011,r5
BL-b4f4e2d209dda98b,BUD-2025H2,2025-09,,"Расходы на помещения (ремонт, коммуналка)",3700.0,3447.0,-253.0,EUR,FILE-011,r5
BL-9e75e76f58ef41c6,BUD-2025H2,2025-10,,"Расходы на помещения (ремонт, коммуналка)",3200.0,3655.0,455.0,EUR,FILE-011,r5
BL-6f5ffbf28957aa46,BUD-2025H2,2025-11,,"Расходы на помещения (ремонт, коммуналка)",3900.0,3923.0,23.0,EUR,FILE-011,r5
BL-bbc9160f1c77bae1,BUD-2025H2,2025-12,,"Расходы на помещения (ремонт, коммуналка)",4000.0,7276.0,3276.0,EUR,FILE-011,r5
BL-7d879558b16b8e00,BUD-2025H2,2025-07,,Производство продукции (аутсорсинг),12000.0,12722.0,722.0,EUR,FILE-011,r6
BL-ae1517db9161292e,BUD-2025H2,2025-08,,Производство продукции (аутсорсинг),20000.0,9682.0,-10318.0,EUR,FILE-011,r6
BL-58b01fd13ecd5448,BUD-2025H2,2025-09,,Производство продукции (аутсорсинг),20000.0,6612.0,-13388.0,EUR,FILE-011,r6
BL-cc43312284441ac1,BUD-2025H2,2025-10,,Производство продукции (аутсорсинг),10000.0,13712.0,3712.0,EUR,FILE-011,r6
BL-aa0fa844721f6308,BUD-2025H2,2025-11,,Производство продукции (аутсорсинг),20000.0,14080.0,-5920.0,EUR,FILE-011,r6
BL-8bcc222894fd9a3b,BUD-2025H2,2025-12,,Производство продукции (аутсорсинг),20000.0,18813.0,-1187.0,EUR,FILE-011,r6
BL-de60ff8f64cbbbdb,BUD-2025H2,2025-07,,Производство продукции (за рубежом),,465.0,,EUR,FILE-011,r7
BL-2e12ef8135b2b48f,BUD-2025H2,2025-08,,Производство продукции (за рубежом),,880.0,,EUR,FILE-011,r7
BL-ab0340e4a3246b2e,BUD-2025H2,2025-11,,Производство продукции (за рубежом),9000.0,6000.0,-3000.0,EUR,FILE-011,r7
BL-9cea39d1ac8a1a07,BUD-2025H2,2025-12,,Производство продукции (за рубежом),3000.0,6825.0,3825.0,EUR,FILE-011,r7
BL-6cc3bcd1d65af417,BUD-2025H2,2025-07,,"Материалы (ткани, фурнитура)",15000.0,9029.0,-5971.0,EUR,FILE-011,r8
BL-232ab57810a22537,BUD-2025H2,2025-08,,"Материалы (ткани, фурнитура)",10000.0,5636.0,-4364.0,EUR,FILE-011,r8
BL-fa1f9c8f3dfa68ab,BUD-2025H2,2025-09,,"Материалы (ткани, фурнитура)",20000.0,10825.0,-9175.0,EUR,FILE-011,r8
BL-dca711c5e0ec4588,BUD-2025H2,2025-10,,"Материалы (ткани, фурнитура)",15000.0,13219.0,-1781.0,EUR,FILE-011,r8
BL-40ccb8ee4f148ccb,BUD-2025H2,2025-11,,"Материалы (ткани, фурнитура)",10000.0,9122.0,-878.0,EUR,FILE-011,r8
BL-719a8e0561d87904,BUD-2025H2,2025-12,,"Материалы (ткани, фурнитура)",15000.0,7806.0,-7194.0,EUR,FILE-011,r8
BL-0e2ac97030d8e427,BUD-2025H2,2025-07,,"Расходы на товар (кофры, коробки, бумага, вешалки)",529.81,605.0,75.19,EUR,FILE-011,r9
BL-4a2984277b910379,BUD-2025H2,2025-08,,"Расходы на товар (кофры, коробки, бумага, вешалки)",123.32,45.0,-78.32,EUR,FILE-011,r9
BL-cbce535da64ca30d,BUD-2025H2,2025-09,,"Расходы на товар (кофры, коробки, бумага, вешалки)",166.65,200.0,33.35,EUR,FILE-011,r9
BL-d0ff4c7d5387f551,BUD-2025H2,2025-10,,"Расходы на товар (кофры, коробки, бумага, вешалки)",424.88,3140.0,2715.12,EUR,FILE-011,r9
BL-5502f2b14625994c,BUD-2025H2,2025-11,,"Расходы на товар (кофры, коробки, бумага, вешалки)",3059.88,976.0,-2083.88,EUR,FILE-011,r9
BL-28a0d299de936e89,BUD-2025H2,2025-12,,"Расходы на товар (кофры, коробки, бумага, вешалки)",223.85,0.0,-223.85,EUR,FILE-011,r9
BL-a41e95196de1776a,BUD-2025H2,2025-07,,Заработная плата,80000.0,112251.0,32251.0,EUR,FILE-011,r10
BL-54934ef8ca4e33d0,BUD-2025H2,2025-08,,Заработная плата,80000.0,84457.0,4457.0,EUR,FILE-011,r10
BL-e40ed9466ff82823,BUD-2025H2,2025-09,,Заработная плата,85000.0,66130.0,-18870.0,EUR,FILE-011,r10
BL-625d9c218ae3c0b7,BUD-2025H2,2025-10,,Заработная плата,85000.0,83284.0,-1716.0,EUR,FILE-011,r10
BL-3c53809878da8fe1,BUD-2025H2,2025-11,,Заработная плата,85000.0,90983.0,5983.0,EUR,FILE-011,r10
BL-7445f80630e8fa81,BUD-2025H2,2025-12,,Заработная плата,190000.0,184369.0,-5631.0,EUR,FILE-011,r10
BL-1e5badadbb721639,BUD-2025H2,2025-07,,"Налоги с зарплаты (НДФЛ, страх.взн)",10000.0,9328.0,-672.0,EUR,FILE-011,r11
BL-01ca269c72c40b2e,BUD-2025H2,2025-08,,"Налоги с зарплаты (НДФЛ, страх.взн)",11200.0,9362.0,-1838.0,EUR,FILE-011,r11
BL-bd42267a816d8f1d,BUD-2025H2,2025-09,,"Налоги с зарплаты (НДФЛ, страх.взн)",11200.0,7784.0,-3416.0,EUR,FILE-011,r11
BL-1270eaad0996f957,BUD-2025H2,2025-10,,"Налоги с зарплаты (НДФЛ, страх.взн)",11200.0,9019.0,-2181.0,EUR,FILE-011,r11
BL-ce5fb8b1924797e0,BUD-2025H2,2025-11,,"Налоги с зарплаты (НДФЛ, страх.взн)",11200.0,10835.0,-365.0,EUR,FILE-011,r11
