bank_payment_id,period_month,payment_date,amount,counterparty_raw,purpose,source_file_id
86ab93993dfc369d,2024-12,2024-12-24,11.97,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
3250d362694404a7,2024-12,2024-12-24,203.88,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
c2af3614555aeb5c,2024-12,2024-12-28,4136.0,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
04b425df3e8ebd81,2025-01,2025-01-27,60370.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ янв) НДС не облагается,FILE-010
43111db30abe0411,2025-01,2025-01-31,125112.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ 2-я половина янв) НДС не облагается,FILE-010
4437fc3fab553209,2025-02,2025-02-04,4202.95,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
4fc327240f3c4ffe,2025-02,2025-02-14,38000.0,Казначейство России (ФНС России),Единый налоговый платеж (отриц.остаток ЕНС) НДС не облагается,FILE-010
023e82b03627f954,2025-02,2025-02-28,282007.11,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ февр, страх.вз. янв) НДС не облагается",FILE-010
cd69a142987e2f66,2025-03,2025-03-03,3871.2,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
279746d490306947,2025-03,2025-03-27,344646.92,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ март, страх.вз. февр) НДС не облагается",FILE-010
667ec5845caaf87a,2025-03,2025-03-30,41500.0,Межрегиональное операционное УФК (Федеральная служба по интеллектуальной собственности),Пошлина по п. 2.1. и по п.2.4. Прил. №1 к Положению о пошлинах НДС не облагается,FILE-010
faf37f9220adb07a,2025-04,2025-04-03,3963.81,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
237daf750faab817,2025-04,2025-04-23,2000000.0,Казначейство России (ФНС России),Единый налоговый платеж (УСН) НДС не облагается,FILE-010
e43076eb7d4178a8,2025-04,2025-04-30,4616.0,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
99ec6c4a520ed586,2025-04,2025-04-30,90012.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ) НДС не облагается,FILE-010
e636d9416f80bc36,2025-05,2025-05-23,312354.64,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ за май, страх. взн за апрель) НДС не облагается",FILE-010
75f63f5ca42c7890,2025-06,2025-06-02,4544.03,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
c50935406c0e2a2b,2025-06,2025-06-02,13370.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за май) НДС не облагается,FILE-010
6617d698d5dae714,2025-06,2025-06-04,0.01,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
c925b2de44a2138b,2025-06,2025-06-24,382846.23,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ за июнь, страх. взн за май) НДС не облагается",FILE-010
9d7813f27990cdbe,2025-07,2025-07-10,4355.97,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
5a896c0f4c5b4f91,2025-07,2025-07-17,173000.0,Казначейство России (ФНС России),Единый налоговый платеж (страх взносы 1% за 2024 г) НДС не облагается,FILE-010
c23fead50094287d,2025-07,2025-07-31,26490.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за июль) НДС не облагается,FILE-010
58cbafeb05dddce9,2025-08,2025-08-28,476381.56,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ за август, страх.взн за июль) НДС не облагается",FILE-010
a08e83f56a01af4d,2025-09,2025-09-07,6250.73,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
3ce80845e805a52e,2025-09,2025-09-07,6541.78,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
06e4c919559f8468,2025-09,2025-09-23,444549.67,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ за сентябрь, страх.взн за август) НДС не облагается",FILE-010
838f0476cc2922dc,2025-09,2025-09-26,489523.12,Казначейство России (ФНС России),Единый налоговый платеж (1/3 НДС за 2 кв 2025) НДС не облагается,FILE-010
9bf2485cec971fcb,2025-10,2025-10-21,0.01,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
47c5106e269b2aaf,2025-10,2025-10-21,6342.21,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
3693aca642ed9132,2025-10,2025-10-22,209472.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за октябрь) НДС не облагается,FILE-010
54456cdca9999e02,2025-10,2025-10-23,291718.81,Казначейство России (ФНС России),Единый налоговый платеж (страх.взносы за сентябрь) НДС не облагается,FILE-010
f60c138a6cecf0b2,2025-11,2025-11-11,669.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за октябрь) НДС не облагается,FILE-010
e07dba7b5c043758,2025-11,2025-11-26,679049.15,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ за ноябрь, страх.взносы за октябрь) НДС не облагается",FILE-010
e5ec50402ab17567,2025-12,2025-12-05,53658.0,Казначейство России (ФНС России),Единый налоговый платеж (страх.взносы за себя за 2025 г.) НДС не облагается,FILE-010
e9794c7efd373048,2025-12,2025-12-30,168108.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за декабрь) НДС не облагается,FILE-010
694054450be4b0c4,2026-01,2026-01-19,23819.46,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
c4ffe3143b3f9346,2026-01,2026-01-22,550932.67,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за январь 2026 и страх.взносы за декабрь 2025) НДС не облагается,FILE-010
7021cfa07b4d2af3,2026-02,2026-02-20,13636.0,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
16d1ff3745e1301b,2026-02,2026-02-24,6462.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за февраль 2026) НДС не облагается,FILE-010
81aa02cba5902a99,2026-02,2026-02-24,455846.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за февраль 2026) НДС не облагается,FILE-010
77fab7c785055571,2026-03,2026-03-03,550000.0,Казначейство России (ФНС России),Единый налоговый платеж (НДС 1/3 за 4 кв.2025) НДС не облагается,FILE-010
d593c4c216a7de5f,2026-03,2026-03-05,421.01,УФК по г.Москве (ОСФР ПО Г. МОСКВЕ И МОСКОВСКОЙ ОБЛАСТИ),Требование об уплате пени за несвоевременную уплату страховых взносов НДС не облагается,FILE-010
477bfe73b1acd68a,2026-03,2026-03-06,9287.21,Казначейство России (ФНС России),Единый налоговый платеж (НДС 1/3 за 4 кв.2025) НДС не облагается,FILE-010
af92a3cb72e9a557,2026-03,2026-03-07,4.64,Казначейство России (ФНС России),Единый налоговый платеж (пени) НДС не облагается,FILE-010
4c18df6aff9a4bb1,2026-03,2026-03-13,501.44,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),пени по страховым взносам в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессио,FILE-010
4781cdcda5f13277,2026-04,2026-04-06,27942.03,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
f789c64f86eefc12,2026-04,2026-04-13,5000.0,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),"Закон ФЗ-255, штраф за нарушение срока предоставления сведений НДС не облагается",FILE-010
60108c42c886361a,2026-04,2026-04-16,451534.0,Казначейство России (ФНС России),ЕНП (НДФЛ за апрель 2026) НДС не облагается,FILE-010
63ab6ed20a4c2638,2026-04,2026-04-17,673498.36,Казначейство России (ФНС России),ЕНП (страх.взносы за март 2026) НДС не облагается,FILE-010
0b3008264c5df0a2,2026-04,2026-04-23,481001.0,Казначейство России (ФНС России),ЕНП (НДС 1/3 за 1 кв. 2026) НДС не облагается,FILE-010
af18c0bcfb3b227a,2026-04,2026-04-23,865801.5,Казначейство России (ФНС России),ЕНП (УСН за 1 кв. 2026) НДС не облагается,FILE-010
70e2d71d4b84d7d0,2026-04,2026-04-30,4267.0,Казначейство России (ФНС России),ЕНП (НДФЛ за апрель 2026) НДС не облагается,FILE-010
05b5fcd1aa8c5d24,2026-05,2026-05-04,223.0,Казначейство России (ФНС России),ЕНП (НДФЛ за апрель 2026) НДС не облагается,FILE-010
6f5e6e42abb20496,2026-05,2026-05-04,14130.28,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
7f46a037aa86830a,2026-06,2026-06-01,23988.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за май 2026) НДС не облагается,FILE-010
0df73badbd05de58,2026-06,2026-06-05,14950.41,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
8de4ec31f16f45c5,2026-06,2026-06-11,76500.0,Межрегиональное операционное УФК (Федеральная служба по интеллектуальной собственности),Пошлина за государственную регистрацию товарного знака по заявлению на ЕПГУ 7510254893 НДС не облагается,FILE-010
