canonical_sku,name,class,priority,stock_qty_end,stock_im_qty,stock_tsum_qty,stock_b2b_qty,warehouses,sales_qty,sales_revenue_rub,sales_lines_n,sales_channels,im_sales_qty,im_sales_rev_rub,tsum_sales_qty,tsum_sales_rev_rub,b2b_sales_qty,sellthrough_proxy,align_flags,do_not_auto_accept,so_t
0-2235A,"Платье женское, черное, из батиста, с принтом ""арабеска""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад производства (Жукова),1.0,56050.0,1,IM,1.0,56050.0,0.0,0.0,0.0,1.0,,YES,N
0-2244,"Рубашка женская, черная с принтом ""девочки"", из шелка",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Aldo Coppola|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2245,"Брюки женские, черные с принтом ""девочки"", из шелка",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Aldo Coppola|Склад ИМ|Склад оптовых продаж,1.0,87300.0,2,IM,1.0,87300.0,0.0,0.0,0.0,0.5,IM_ALIGNED,YES,N
0-2246B,"Платье женское, розовое с принтом ""желто-черные Y"", из батиста, с поясом",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Остатки ЦУМ|Подарки|Склад ИМ|Склад оптовых продаж,4.0,177402.03,2,B2B|TSUM,0.0,0.0,2.0,132948.03,2.0,0.8,,YES,N
0-2276B,"Юбка женская, серая с принтом ""дефиле"", из хлопка, с декором ""розовый бант""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад ИМ,2.0,78000.0,3,IM,2.0,78000.0,0.0,0.0,0.0,1.0,,YES,N
0-2276C,"Юбка женская, розовая с принтом ""дефиле"", из хлопка",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,1.0,35100.0,1,IM,1.0,35100.0,0.0,0.0,0.0,1.0,,YES,N
0-2280,"Рубашка женская, белая с принтом ""пляж"", из хлопка, с отделкой черным кантом",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,1.0,57000.0,1,IM,1.0,57000.0,0.0,0.0,0.0,1.0,,YES,N
0-2286,"Шорты женские, синие с принтом ""микс"", из батиста",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,1.0,28980.0,1,IM,1.0,28980.0,0.0,0.0,0.0,1.0,,YES,N
0-2290,"Юбка женская, белая с принтом ""пляж"", из хлопка",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,2.0,88350.0,2,IM,2.0,88350.0,0.0,0.0,0.0,0.6667,,YES,N
0-2291,"Блуза женская, белая с принтом ""пляж"", из хлопка",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,1.0,31350.0,1,IM,1.0,31350.0,0.0,0.0,0.0,0.5,,YES,N
0-2320A,"Юбка женская, белая, из фатина, с декором принт ""черные камешки""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,17378.0,1,B2B,0.0,0.0,0.0,0.0,1.0,1.0,,YES,N
0-2321,"Платье женское ""ТЕРРА"", розовое, из шерстяного крепа, с вышивкой",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.),0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2323B,"Юбка женская, белая, из шерстяного крепа, с вышивкой",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.),0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2324,"Пальто женское, серое, из шелкового бархата, с расшитыми розовыми цветами на рукавах",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Подарки|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2325,"Пальто женское ""ТЕРРА"", серое, из шерстяного крепа, с вышивкой",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.),0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2325A,"Пальто женское ""ТЕРРА"", белое, из шерстяного крепа, с вышивкой",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.),0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2325B,"Пальто женское ""ТЕРРА"", розовое, из шерстяного крепа, с вышивкой",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.),0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2325E,"Пальто женское ""ТЕРРА"", темно-розовое, из шерстяного крепа, с вышивкой",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.),0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2326,"Юбка женская ""ТЕРРА"", серая, из шерстяного крепа, прямого силуэта",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.),0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2326B,"Юбка женская ""ТЕРРА"", розовая, из шерстяного крепа, с вышивкой",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.),0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2328,"Юбка женская, серая, из шерсти, с аппликационной вышивкой ""Хризантемы""",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Салон (Лена М.),2.0,300080.0,4,IM,2.0,300080.0,0.0,0.0,0.0,0.6667,,YES,N
0-2328B,"Юбка женская, красная, из шерсти, с аппликационной вышивкой ""Хризантемы""",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.),0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2330,"Платье женское, розовое с принтом ""многоцветные разводы"", из шелка",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,1.0,100000.0,2,IM,1.0,100000.0,0.0,0.0,0.0,1.0,,YES,N
0-2336B,"Брюки женские, черные, из джерси, без подкладки",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,1.0,48240.0,1,IM,1.0,48240.0,0.0,0.0,0.0,1.0,,YES,N
0-2340A,"Пальто женское, черное, из шерстяного крепа, с белой кожаной аппликацией",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.),0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2347,"Пальто женское ""ДИАГОНАЛЬ"", черное, из шерсти, с отделкой кожей",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2352,"Пальто женское, коричневое, из пальтовой ткани, декорировано бахромой",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,2.0,117458.0,2,B2B|IM,1.0,88110.0,0.0,0.0,1.0,1.0,,YES,N
0-2353,"Юбка женская, коричневая, из пальтовой ткани, с отделкой бахромой по низу юбки",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж|Склад производства (Жукова),1.0,16391.0,1,B2B,0.0,0.0,0.0,0.0,1.0,1.0,,YES,N
0-2356,"Юбка женская, черная, из костюмной ткани, декорирована бахромой по низу",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,2.0,53050.0,3,IM,2.0,53050.0,0.0,0.0,0.0,1.0,,YES,N
0-2359,"Свитшот женский, черный, из футера, с декором принт ""сердце, Yanina""",STOCK_NO_SALES,HIGH,10.0,4.0,0.0,0.0,Подарки|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж|Склад производства (Жукова),0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2359A,"Свитшот женский, черный, из футера, с декором принт ""дерево, птица, Yanina""",STOCK_AND_SALES,LOW,4.0,2.0,0.0,0.0,Подарки|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж|Склад производства (Жукова),70.0,1531286.0,59,B2B|IM,33.0,969195.0,0.0,0.0,37.0,0.9459,IM_ALIGNED,YES,N
0-2362,"Юбка женская, коричневая, из шерсти, со складками и отделкой из коричневой тафты по борту",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,18985.0,1,B2B,0.0,0.0,0.0,0.0,1.0,1.0,,YES,N
0-2364A,"Блуза женская, черная, из бархата, с объемными, декорированными белыми бантами по низу рукавами",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,4.0,73875.0,5,IM,4.0,73875.0,0.0,0.0,0.0,1.0,,YES,N
0-2364B,"Блуза женская, черная, из крепа, с объемным рукавом, декорирована бантом по низу рукавов",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Остатки ЦУМ|Подарки|Склад ИМ|Склад производства (Жукова),1.0,15760.0,1,IM,1.0,15760.0,0.0,0.0,0.0,1.0,,YES,N
0-2365,"Юбка женская, черная, из фатина, с декором принт ""черные цветы"" по передней половине юбки",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,1.0,18950.0,1,IM,1.0,18950.0,0.0,0.0,0.0,1.0,,YES,N
0-2367,"Платье женское, многоцветное, из шелка, декорировано серыми перьями страуса по рукавам",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,1.0,76140.0,1,IM,1.0,76140.0,0.0,0.0,0.0,1.0,,YES,N
0-2368,"Пальто женское, черное, из костюмной ткани, декорировано бахромой",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад производства (Жукова),1.0,168435.0,2,IM,1.0,168435.0,0.0,0.0,0.0,1.0,,YES,N
0-2384,"Брюки женские, черные, из шелкового бархата, с отделкой белым кантом по бокам",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Остатки ЦУМ|Склад ИМ|Склад оптовых продаж,1.0,66447.0,2,IM,1.0,66447.0,0.0,0.0,0.0,1.0,,YES,N
0-2393,"Платье женское, черное, из шелка, с бахромой и кокеткой расшитой бисером",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Остатки ЦУМ|Подарки|Склад ИМ|Склад оптовых продаж|Склад производства (Жукова),3.0,1016600.0,6,IM,3.0,1016600.0,0.0,0.0,0.0,1.0,,YES,N
0-2396,"Платье женское, черное, из крепа, с декором ""Листья"" на манжетах",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Остатки ЦУМ|Салон (Лена М.)|Склад ИМ,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2397,"Платье женское, черное, из стрейч бархата, с разрезом и декором из страз",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Остатки ЦУМ|Подарки|Склад ИМ|Склад оптовых продаж,1.0,199500.0,1,TSUM,0.0,0.0,1.0,199500.0,0.0,0.5,IM_STOCK_SOLD_ELSEWHERE,YES,N
0-2397B,,SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,,1.0,238050.0,1,TSUM,0.0,0.0,1.0,238050.0,0.0,1.0,,YES,N
0-2400,"Платье женское, черное, из стрейч бархата, с вышивкой ""Цветы""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Остатки ЦУМ|Подарки|Склад ИМ|Склад оптовых продаж,1.0,244800.0,1,IM,1.0,244800.0,0.0,0.0,0.0,1.0,,YES,N
0-2404,"Платье женское, черное, с принтом ""девочки"", из шелка, на тонких бретелях",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Aldo Coppola|Остатки ЦУМ|Склад ИМ|Склад оптовых продаж,4.0,291060.0,6,IM,4.0,291060.0,0.0,0.0,0.0,1.0,,YES,N
0-2406,"Юбка женская, черная, из бархата, средней длины, с поясом",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Остатки ЦУМ|Подарки|Склад ИМ|Склад оптовых продаж,6.0,436984.0,11,IM,6.0,436984.0,0.0,0.0,0.0,1.0,,YES,N
0-2409,"Платье женское, черное, из шерсти, с декором из сетки и перьев",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Остатки ЦУМ|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2419A,"Брюки женские, черные, из шелкового бархата, с отделкой белым кантом",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2420A,"Жакет женский, черный, из шелкового бархата, с вышивкой ""Птицы"" на карманах",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2421,"Платье женское, розовое, из шелкового бархата, с воротником и манжетами из пайеток",STOCK_NO_SALES,HIGH,4.0,1.0,0.0,2.0,Остатки ЦУМ|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2431A,"Шорты женские, черные, из стрейч бархата, с вышивкой ""Yanina""",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад производства (Жукова),2.0,42750.0,2,IM,2.0,42750.0,0.0,0.0,0.0,0.6667,,YES,N
0-2431B,"Шорты женские, черные с принтом ""цветы, грибы"", из хлопка",STOCK_AND_SALES,LOW,4.0,4.0,0.0,0.0,Aldo Coppola|Подарки|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж|Склад производства (Жукова),10.0,74143.0,6,B2B|IM,2.0,33790.0,0.0,0.0,8.0,0.7143,IM_ALIGNED,YES,N
0-2436A,"Платье женское, зеленое, из шифона, с расшивкой бисером, корсетное",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2437,"Платье вечернее женское, серебряное, из пайеточной ткани, с расшивкой пайетками по горловине",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2455A,"Юбка женская, черная, из фатина, с декором принт ""дерево, птицы, Yanina""",STOCK_AND_SALES,LOW,3.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,17.0,541438.97,11,B2B|IM|TSUM,2.0,56640.0,3.0,272287.97,12.0,0.85,,YES,N
0-2456A,"Платье женское, черное, из крепа, короткое, с вышивкой ""Дерево, птица, Yanina""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Остатки ЦУМ|Подарки|Склад ИМ|Склад оптовых продаж,2.0,441508.84,2,TSUM,0.0,0.0,2.0,441508.84,0.0,1.0,,YES,N
0-2457A,"Платье женское, черное, из шерстяного крепа, с вышивкой ""Дерево, птица, Yanina""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,2.0,352000.0,4,IM,2.0,352000.0,0.0,0.0,0.0,1.0,,YES,N
0-2458,"Блуза-боди женская, черная, из стрейч бархата, с белым воротником",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Остатки ЦУМ|Склад ИМ|Склад оптовых продаж,3.0,146386.0,2,B2B|TSUM,0.0,0.0,1.0,78300.0,2.0,1.0,,YES,N
0-2459A,"Юбка женская, белая, из фатина, с декором принт ""птицы""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,4.0,55480.0,2,B2B,0.0,0.0,0.0,0.0,4.0,1.0,,YES,N
0-2460A,"Блуза женская, черная, из батиста, декорирована расшивкой кристаллами по воротнику",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Aldo Coppola|Подарки|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,3.0,343308.0,6,IM,3.0,343308.0,0.0,0.0,0.0,0.75,IM_ALIGNED,YES,N
0-2461,"Платье женское, черное, из искусственного шелка, с вышивкой ""Дерево, птица"", с рукавом ""фонарик""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,2.0,388800.0,2,IM|TSUM,1.0,172800.0,1.0,216000.0,0.0,1.0,,YES,N
0-2462A,"Жакет женский, черный, из стрейч бархата, с вышивкой ""Птицы и Yanina"" и отделкой белым кантом",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Остатки ЦУМ|Склад ИМ,4.0,321300.0,7,IM|TSUM,3.0,195300.0,1.0,126000.0,0.0,1.0,,YES,N
0-2463A,"Брюки женские, черные, из стрейч бархата, с вышивкой ""Yanina""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,1.0,48015.0,1,IM,1.0,48015.0,0.0,0.0,0.0,1.0,,YES,N
0-2464,"Пальто женское, черное, из стрейч-бархата, с вышивкой ""Дерево, птицы, Yanina""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад ИМ,1.0,86496.64,1,TSUM,0.0,0.0,1.0,86496.64,0.0,1.0,,YES,N
0-2465A,"Блуза женская, белая, из хлопка, с вышивкой ""Дерево, птицы, Yanina"", с длинным рукавом",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Склад ИМ,1.0,31825.0,2,IM,1.0,31825.0,0.0,0.0,0.0,0.5,IM_ALIGNED,YES,N
0-2468A,"Платье женское, черное в белый горох, из шелка, со съемным воротником и белыми манжетами",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Остатки ЦУМ|Подарки|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,2.0,504000.0,2,TSUM,0.0,0.0,2.0,504000.0,0.0,0.6667,,YES,N
0-2469A,"Платье женское, черное в белый горох, из шифона, длинное, декорировано брошью ""Белый цветок""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Остатки ЦУМ|Подарки|Склад ИМ|Склад оптовых продаж,3.0,558350.17,3,TSUM,0.0,0.0,3.0,558350.17,0.0,1.0,,YES,N
0-2470,"Юбка женская, черная, из футера, с декором принт ""дерево, Yanina"", с отделкой ""лампас""",STOCK_AND_SALES,LOW,6.0,4.0,0.0,0.0,Подарки|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж|Склад производства (Жукова),33.0,925960.0,37,B2B|IM,22.0,726975.0,0.0,0.0,11.0,0.8462,IM_ALIGNED,YES,N
0-2471,"Свитшот женский, черный, из футера, с декором принт ""дерево, птица, Yanina"" и отделкой ""лампас""",STOCK_AND_SALES,LOW,2.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,4.0,150680.0,7,IM,4.0,150680.0,0.0,0.0,0.0,0.6667,,YES,N
0-2472,"Брюки женские, черные, из футера, с декором принт ""дерево, Yanina"", отделкой ""лампас""",STOCK_AND_SALES,LOW,11.0,4.0,0.0,3.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж|Склад производства (Жукова),25.0,624198.0,22,B2B|IM,12.0,381435.0,0.0,0.0,13.0,0.6944,IM_ALIGNED,YES,N
0-2473,"Блуза женская, черная, из футера, с декором принт ""птицы"" и белой отделкой",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж|Склад производства (Жукова),10.0,600750.0,14,IM,10.0,600750.0,0.0,0.0,0.0,1.0,,YES,N
0-2475A,"Рубашка женская свободного силуэта, белая, из шелка, с вышивкой на кармане YC",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Остатки ЦУМ|Подарки|Склад ИМ|Склад оптовых продаж|Склад производства (Захарова),1.0,60260.0,1,TSUM,0.0,0.0,1.0,60260.0,0.0,0.5,,YES,N
0-2475B,"Рубашка женская свободного силуэта, серая, из батиста, с вышивкой на кармане YC",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Остатки ЦУМ|Подарки|Склад ИМ|Склад оптовых продаж,4.0,198073.53,5,IM|TSUM,1.0,33695.0,3.0,164378.53,0.0,1.0,,YES,N
0-2476,"Рубашка женская, белая с принтом ""девочки"", из шелка, с отделкой черным кантом, короткий рукав",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Остатки ЦУМ|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2477,"Рубашка женская, белая с принтом ""девочки"", из шелка, с отделкой черным кантом, с длинными рукавами",STOCK_NO_SALES,MED,2.0,2.0,0.0,0.0,Остатки ЦУМ|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2477A,"Рубашка женская, черная с принтом ""девочки"", из шелка, с отделкой белым кантом, длинный рукав",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Остатки ЦУМ|Склад ИМ,2.0,285171.0,2,IM|TSUM,1.0,135171.0,1.0,150000.0,0.0,1.0,,YES,N
0-2478,"Рубашка женская, белая, из хлопка, с отделкой ""YANINA"" спереди",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Остатки ЦУМ|Подарки|Склад ИМ|Склад оптовых продаж,3.0,147219.97,3,IM|TSUM,1.0,51220.0,2.0,95999.97,0.0,0.75,,YES,N
0-2479A,"Рубашка женская, чёрная с принтом ""белые Y"", из батиста, с отделкой ""лампас"", с поясом",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Остатки ЦУМ|Подарки|Склад ИМ|Склад оптовых продаж,4.0,371504.0,6,IM|TSUM,3.0,257194.0,1.0,114310.0,0.0,0.8,IM_ALIGNED,YES,N
0-2480,"Блуза женская, белая с принтом ""оранжевые Y"", из шёлка, с отделкой ""лампас""",STOCK_AND_SALES,LOW,3.0,2.0,0.0,0.0,Aldo Coppola|Остатки ЦУМ|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,6.0,457489.51,9,IM|TSUM,5.0,325239.51,1.0,132250.0,0.0,0.6667,IM_ALIGNED,YES,N
0-2480B,"Блуза женская, белая с принтом ""оранжевые Y"", из батиста, с отделкой ""лампас""",STOCK_NO_SALES,HIGH,5.0,4.0,0.0,0.0,Остатки ЦУМ|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2480C,"Блуза женская, розовая с принтом ""цветы и грибы"", из батиста, с отделкой ""Лампас""",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Aldo Coppola|Салон (Лена М.)|Склад ИМ,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2481,"Брюки женские, белые с принтом ""черные Y и девочки"", из шёлка, с отделкой чёрным кантом",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Остатки ЦУМ|Склад ИМ,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2481A,"Брюки женские, чёрные с принтом ""белые Y и девочки"", из шёлка, с отделкой белым кантом",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Остатки ЦУМ|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2481B,"Брюки женские, белые с принтом ""оранжевые Y"", из шёлка, с оранжевым кантом",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Aldo Coppola|Остатки ЦУМ|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,8.0,491353.74,14,IM|TSUM,6.0,330353.74,2.0,161000.0,0.0,0.8889,,YES,N
0-2481C,"Брюки женские, белые с принтом ""серые Y"", из шёлка, с отделкой черным кантом",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Остатки ЦУМ|Склад ИМ,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2481D,"Брюки женские, белые с принтом ""оранжево-черные Y"", из батиста, с оранжевым кантом",STOCK_NO_SALES,HIGH,4.0,3.0,0.0,0.0,Остатки ЦУМ|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2481E,"Брюки женские, розовые с принтом "" цветы и грибы"" из батиста, с отделкой ""Лампас""",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Aldo Coppola|Салон (Лена М.)|Склад ИМ,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2481F,"Брюки женские, красные с принтом "" цветы и грибы"" из батиста, с отделкой ""Лампас""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Aldo Coppola|Салон (Лена М.)|Склад ИМ,1.0,21400.0,2,IM,1.0,21400.0,0.0,0.0,0.0,1.0,,YES,N
0-2482A,"Брюки женские, чёрные с принтом ""белые Y"", из батиста, с отделкой ""лампас"" по низу",STOCK_AND_SALES,LOW,2.0,0.0,0.0,1.0,Остатки ЦУМ|Подарки|Склад ИМ|Склад оптовых продаж|Склад производства (Захарова),3.0,167099.0,3,IM|TSUM,1.0,66240.0,2.0,100859.0,0.0,0.6,,YES,N
0-2483,"Брюки женские, чёрные с принтом ""девочки"", из шёлка, с отделкой ""лампас""",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Остатки ЦУМ|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2485A,"Шорты женские, чёрные с принтом ""белые Y и девочки"", из батиста, с отделкой ""лампас"" по низу",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Aldo Coppola|Остатки ЦУМ|Подарки|Склад ИМ|Склад оптовых продаж,1.0,28980.0,1,IM,1.0,28980.0,0.0,0.0,0.0,1.0,,YES,N
0-2487,"Пальто-халат женское, белое с принтом ""оранжевые буквы Y"", из шелка, с отделкой ""лампас"", длинное",STOCK_NO_SALES,HIGH,3.0,1.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,4,IM,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2487A,"Пальто-халат женское, белое с принтом ""Y"", из шелка, длинное",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад оптовых продаж,1.0,145040.0,1,TSUM,0.0,0.0,1.0,145040.0,0.0,1.0,,YES,N
