stock_cost_id,article_raw,canonical_sku,warehouse,name,open_qty,open_cost_rub,in_qty,in_cost_rub,out_qty,out_cost_rub,unit_cost_rub,unit_cost_source,source_file_id,source_row_id
SC-47f3da18f6a0dd15,T-3014C,T-3014C,ДЕМИ (Основное подразделение),"Свитер женский, черный, из кашемира, с расшивкой камнями на рукавах",,,1,16680,1,16680,16680.0,IN,FILE-099,r1059
SC-d35cb1d33730e4c1,T-3017,T-3017,ДЕМИ (Основное подразделение),"Свитер женский, розовый, из кашемира, с вышивкой ""Гортензии""",,,5,41673.6,,,8334.72,IN,FILE-099,r1061
SC-2a1020a68ee487f2,T-3023,T-3023,ДЕМИ (Основное подразделение),"Юбка женская, коричневая с принтом ""леопард"", из джерси",,,3,87951.21,3,87951.21,29317.07,IN,FILE-099,r1063
SC-dabcc09254a8cc7a,T-3049,T-3049,ДЕМИ (Основное подразделение),"Платье женское, черное, из шелкового бархата, с кружевом и аппликацией ""Цветы""",,,4,68155.04,4,68155.04,17038.76,IN,FILE-099,r1065
SC-253b2b2245a3ddaa,T-3062,T-3062,ДЕМИ (Основное подразделение),"Куртка-бомбер женская, черная, из стрейч бархата, с вышивкой ""Мушка""",,,12,78573.24,7,45834.39,6547.77,IN,FILE-099,r1067
SC-0cb8c1cc688c96c8,T-3069A,T-3069A,ДЕМИ (Основное подразделение),"Блуза-топ женская, черная, из шелка, без рукавов",,,10,69729.2,6,41837.52,6972.92,IN,FILE-099,r1069
SC-d0ee96340fc54b18,T-3069B,T-3069B,ДЕМИ (Основное подразделение),"Блуза-топ женская, белая, из шелка, на тонких бретелях c вытачками",,,8,42772.8,1,5346.6,5346.6,IN,FILE-099,r1071
SC-f98026e50e7c0389,T-3079,T-3079,ДЕМИ (Основное подразделение),"Блуза-топ женская, голубая, из шелка, на тонких бретелях с вытачками",,,3,102590.13,3,102590.13,34196.71,IN,FILE-099,r1073
SC-72382c3df76a527a,T-3086,T-3086,ДЕМИ (Основное подразделение),"Платье женское, черное, из стрейч бархата, длинное",,,3,80784.3,,,26928.1,IN,FILE-099,r1075
SC-63c910c200816352,T-3088,T-3088,ДЕМИ (Основное подразделение),"Кейп-накидка женская, черная, из шелкового бархата, с вышивкой ""Цветы""",,,4,113671.6,2,56835.8,28417.9,IN,FILE-099,r1077
SC-23d4667766cc40c4,T-3090,T-3090,ДЕМИ (Основное подразделение),"Кейп-накидка женская, черная, из шелкового бархата, с завязкой на вортнике, длинная",,,4,264735.96,2,132367.98,66183.99,IN,FILE-099,r1079
SC-100d2518cdd3453f,T-3091D,T-3091D,ДЕМИ (Основное подразделение),"Кейп-накидка женская, черная, из тафты, с вышивкой и бахромой",,,6,65277.14,2,21758.38,10879.52,IN,FILE-099,r1081
SC-9e623a2bd93891a7,T-3092A,T-3092A,ДЕМИ (Основное подразделение),"Блуза-топ женская, черная, из бисерной ткани",,,7,196283.08,6,168242.64,28040.44,IN,FILE-099,r1083
SC-241904c928feb91f,T-3092B,T-3092B,ДЕМИ (Основное подразделение),"Кейп-накидка женская, черная, из х/б бархата, с вышивкой ""Цветы"" и бахромой",,,8,329789.36,,,41223.67,IN,FILE-099,r1085
SC-f8f0c545a712610b,T-3102,T-3102,ДЕМИ (Основное подразделение),"Кейп-накидка женская, голубая, из стрейч бархата, с вышивкой ""Цветы"" и бахромой",,,2,74897.04,,,37448.52,IN,FILE-099,r1087
SC-1c7642cc450cd62d,T-3108,T-3108,ДЕМИ (Основное подразделение),"Пальто женское, темно-синее, из шелкового бархата, с декором ""Перья"" на рукавах",,,7,78776.32,1,11253.76,11253.76,IN,FILE-099,r1089
SC-9611a5ee106ff2f5,T-3109,T-3109,ДЕМИ (Основное подразделение),"Брюки женские, белые, из хлопка, прямого кроя",,,8,98102.8,2,24525.7,12262.85,IN,FILE-099,r1091
SC-9422ddd4a3308425,T-3109B,T-3109B,ДЕМИ (Основное подразделение),"Жилет женский, голубой с принтом ""крупный микс"", из шифона",,,8,95527.92,7,83586.93,11940.99,IN,FILE-099,r1093
SC-70b298bb1472bde0,T-3110,T-3110,ДЕМИ (Основное подразделение),"Жилет женский, белый с принтом ""крупный микс"", из шифона",,,8,50812.48,3,19054.68,6351.56,IN,FILE-099,r1095
SC-523e36afa946132a,T-3110B,T-3110B,ДЕМИ (Основное подразделение),"Брюки женские, голубые с принтом ""крупный микс"", из шелка",,,8,78030.8,4,39015.4,9753.85,IN,FILE-099,r1097
SC-6c81d9d8107cd7dc,T-3118A,T-3118A,ДЕМИ (Основное подразделение),"Брюки женские, белые с принтом ""крупный микс"", из шелка",,,4,63749.36,4,63749.36,15937.34,IN,FILE-099,r1099
SC-1fd64bf66a639862,T-3120A,T-3120A,ДЕМИ (Основное подразделение),"Платье-кафтан, женское, синее с принтом ""белые Y, грибы"", из шелка, декорировано брошью ""Попугай""",,,6,112929.54,1,18821.59,18821.59,IN,FILE-099,r1101
SC-e5cbe8b7224d346c,T-3122,T-3122,ДЕМИ (Основное подразделение),"Платье женское, синее с принтом "" маленькие девочки"", из шелка, длина миди",,,6,82206,5,68505,13701.0,IN,FILE-099,r1103
SC-67fe1469d909b528,T-3133A,T-3133A,ДЕМИ (Основное подразделение),"Блуза женская, синяя с принтом ""маленькие девочки"", из шелка, с декором ""Попугай""",,,7,50091.02,2,14311.72,7155.86,IN,FILE-099,r1105
SC-09588ba4c221c955,T-3133C,T-3133C,ДЕМИ (Основное подразделение),"Платье женское, черное с принтом ""зеленый горох"", из батиста, длина мини",,,6,39136.62,,,6522.77,IN,FILE-099,r1107
SC-16b73f680bbf8b2f,T-3134C,T-3134C,ДЕМИ (Основное подразделение),"Платье женское, голубое с принтом ""белый горох"", из батиста, длина мини",,,6,16377,,,2729.5,IN,FILE-099,r1109
SC-1bd65241e171f368,T-3136A,T-3136A,ДЕМИ (Основное подразделение),"Шорты женские, голубые с принтом ""белый горох"", из батиста",,,16,158034.24,3,29631.42,9877.14,IN,FILE-099,r1111
SC-e26ef960eecda77e,T-3137A,T-3137A,ДЕМИ (Основное подразделение),"Брюки женские, черные с принтом ""белые ласточки"", из шелка, с отделкой ""лампас",,,10,159373.4,3,47812.02,15937.34,IN,FILE-099,r1113
SC-4f3b067b979fc606,T-3140,T-3140,ДЕМИ (Основное подразделение),"Пальто-халат женское, черное с принтом ""белые ласточки"", из шелка, с рукавами ""кимоно"" и поясом",,,12,514019.04,5,214174.6,42834.92,IN,FILE-099,r1115
SC-5f1bbdbfa4a0a4e5,T-3140A,T-3140A,ДЕМИ (Основное подразделение),"Платье женское, черное с принтом ""белые листья"" из шифона, декорировано объемной вышивкой",,,10,382167.2,5,191083.6,38216.72,IN,FILE-099,r1117
SC-ce7eb6ada7dbec10,T-3152,T-3152,ДЕМИ (Основное подразделение),"Платье женское, белое с принтом ""черные листья"", из шифона, декорировано объемной вышивкой",,,5,51932,2,20772.8,10386.4,IN,FILE-099,r1119
SC-28929014281f9ab5,T-3152A,T-3152A,ДЕМИ (Основное подразделение),"Платье-кафтан женское, розовое с принтом ""зеленый горох"", из батиста, с вышивкой",,,10,104393.3,2,20878.66,10439.33,IN,FILE-099,r1121
SC-5170951c7124d8eb,T-3152B,T-3152B,ДЕМИ (Основное подразделение),"Платье-кафтан, женское, белое с принтом ""перцы"", из батиста, с вышивкой",,,12,129042.24,2,21507.04,10753.52,IN,FILE-099,r1123
SC-ff5217fdf7240eb1,T-3156,T-3156,ДЕМИ (Основное подразделение),"Платье-кафтан женское, голубое с принтом ""папайя"", из батиста, с вышивкой",,,10,54342.6,1,5434.26,5434.26,IN,FILE-099,r1125
SC-794db08e12f8183a,T-3156D,T-3156D,ДЕМИ (Основное подразделение),"Брюки-капри женские, белые с принтом ""зеленый горох"", из батиста, с отделкой бело-зеленой каймой",,,7,37668.82,3,16143.78,5381.26,IN,FILE-099,r1127
SC-d94a56dbd9ae3997,T-3168,T-3168,ДЕМИ (Основное подразделение),"Брюки-капри женские, черные с принтом ""зеленый горох"", из батиста, с отделкой черно-зеленой каймой",,,10,88231.8,5,44115.9,8823.18,IN,FILE-099,r1129
SC-4d06473c9b4039b8,T-3168A,T-3168A,ДЕМИ (Основное подразделение),"Рубашка женская, белая с принтом ""перец"", из батиста, удлиненная",,,10,87227.6,3,26168.28,8722.76,IN,FILE-099,r1131
SC-b5c547e638716703,T-3168B,T-3168B,ДЕМИ (Основное подразделение),"Рубашка женская, белая с принтом ""зеленый горох"", из батиста, удлиненная",,,7,56236.32,3,24101.28,8033.76,IN,FILE-099,r1133
SC-5838338e65661121,T-3178,T-3178,ДЕМИ (Основное подразделение),"Рубашка женская, розовая с принтом ""зеленый горох"", из батиста, удлиненная",,,20,330644,10,165322,16532.2,IN,FILE-099,r1135
SC-5164e7dbc64a03a3,T-3179,T-3179,ДЕМИ (Основное подразделение),"Майка женская, белая, из трикотажа, с вышивкой ""Перец""",,,12,60724.2,4,20241.4,5060.35,IN,FILE-099,r1137
SC-9048ea8763a51bb2,T-3179A,T-3179A,ДЕМИ (Основное подразделение),"Футболка женская, черная, из трикотажа, декорирована вышивкой ""Папайя""",,,10,34129.6,6,20477.76,3412.96,IN,FILE-099,r1139
SC-8feaa2b785a8f3cc,T-3186,T-3186,ДЕМИ (Основное подразделение),"Футболка женская, белая, из трикотажа, декорирована вышивкой ""Горох",,,6,43204.14,5,36003.45,7200.69,IN,FILE-099,r1141
SC-03865fc2cf0c16e3,T-3187,T-3187,ДЕМИ (Основное подразделение),"Юбка женская, черная, из стрейч бархата, длинная",,,6,142891.32,3,71445.66,23815.22,IN,FILE-099,r1143
SC-7fd028690c5e9381,T-3187A,T-3187A,ДЕМИ (Основное подразделение),"Платье женское, голубое, из стрейч бархата, длина миди",,,4,89848.2,4,89848.2,22462.05,IN,FILE-099,r1145
SC-2b3dd56a248b970f,0-1868B,0-1868B,ДЕМИ (Основное подразделение),ООО «Ресурсный центр Фейшен ХАБ»,,,,,,,,,FILE-099,r1148
SC-f953846490420d0e,0-1869B,0-1869B,ДЕМИ (Основное подразделение),"Рубашка женская, черная с принтом ""цветные капли"", из батиста, с рукавом ""кимоно""",,,,,,,,,FILE-099,r1150
SC-448f1f4d19d6cfc6,0-2028,0-2028,ДЕМИ (Основное подразделение),"Брюки женские, черные с принтом ""цветные капли"", из батиста, расклешенные к низу",,,,,,,,,FILE-099,r1152
SC-b873eedb8740f5ed,0-2028А,0-2028A,ДЕМИ (Основное подразделение),"Пальто-халат женское, черное с принтом ""белые Y"", из шелка, с рукавом ""кимоно""",,,,,,,,,FILE-099,r1154
SC-c506b2525b6501e7,0-2032B,0-2032B,ДЕМИ (Основное подразделение),"Пальто-халат женское, белое с принтом ""черные Y"", из шелка, с рукавом ""кимоно""",,,,,,,,,FILE-099,r1156
SC-20da14fed49a26cb,0-2032D/A,0-2032D/A,ДЕМИ (Основное подразделение),"Рубашка женская, черная с принтом ""цветные капли"", из батиста, декорирована тесьмой",,,,,,,,,FILE-099,r1158
SC-981e4c2ff46f601e,0-2032M,0-2032M,ДЕМИ (Основное подразделение),"Рубашка женская, черная с принтом ""грибы"", из батиста, декорирована тесьмой",,,,,,,,,FILE-099,r1160
SC-99b05d9cce589d9d,0-2032M/2,0-2032M,ДЕМИ (Основное подразделение),"Рубашка женская, белая с принтом ""белые Y и балерины"", из батиста, с отделкой черным кантом",,,,,,,,,FILE-099,r1162
SC-650fae584188ccdc,0-2032M/3,0-2032M,ДЕМИ (Основное подразделение),"Блуза женская, белая с принтом ""грибы"", из батиста",,,,,,,,,FILE-099,r1164
SC-657e0dfbf9affb96,0-2037M/2,0-2037M,ДЕМИ (Основное подразделение),"Блуза женская, черная с принтом ""грибы"", из батиста",,,,,,,,,FILE-099,r1166
SC-ecedbe860dad775b,0-2037M/3,0-2037M,ДЕМИ (Основное подразделение),"Брюки женские, белые с принтом ""грибы"", из батиста",,,,,,,,,FILE-099,r1168
SC-0caea67ffc43e1c7,0-2037В,0-2037B,ДЕМИ (Основное подразделение),"Брюки женские, черные с принтом ""грибы"", из батиста",,,,,,,,,FILE-099,r1170
SC-0859c25671c04e9f,0-2050,0-2050,ДЕМИ (Основное подразделение),"Брюки женские, черные с принтом ""цветные капли"", из батиста, с отделкой ""лампас""",,,,,,,,,FILE-099,r1172
SC-90c6856dcbed61bb,0-2050B,0-2050B,ДЕМИ (Основное подразделение),"Шорты женские, белые с принтом ""Y"", из шелка, с черным кантом",,,,,,,,,FILE-099,r1174
SC-45b3083df730ebb0,0-2050C/1,0-2050C,ДЕМИ (Основное подразделение),"Шорты женские, синие с принтом ""цветные капли"", из батиста",,,,,,,,,FILE-099,r1176
SC-dd3c4a1c3b43354e,0-2050M,0-2050M,ДЕМИ (Основное подразделение),"Шорты женские, черные с принтом ""грибы"", из батиста",,,,,,,,,FILE-099,r1178
SC-b1cf42109cf13193,0-2050M/2,0-2050M,ДЕМИ (Основное подразделение),"Шорты женские, белые с принтом ""балерины"", из батиста, с отделкой черным кантом",,,,,,,,,FILE-099,r1180
SC-d36c9049205a4898,0-2050M/3,0-2050M,ДЕМИ (Основное подразделение),"Шорты женские, белые с принтом ""черные Y и грибы"", из батиста, с отделкой черным кантом",,,,,,,,,FILE-099,r1182
SC-2a9bf493538d1f9b,0-2053,0-2053,ДЕМИ (Основное подразделение),"Шорты женские, черные с принтом ""белые Y и грибы"", из батиста, с отделкой белым кантом",,,,,,,,,FILE-099,r1184
SC-849f0f083b4aaef5,0-2431B/2,0-2431B,ДЕМИ (Основное подразделение),"Платье женское, черное с принтом ""цветные капли"", из батиста, декорировано тесьмой",,,,,,,,,FILE-099,r1186
SC-99ddb689050d8a9b,0-2460A/1,0-2460A,ДЕМИ (Основное подразделение),"Шорты женские, белые с принтом ""цветы, грибы"", из хлопка",,,,,,,,,FILE-099,r1188
SC-ca59fadc53aa09e1,0-2478,0-2478,ДЕМИ (Основное подразделение),"Блуза женская, белая, из батиста, декорирована расшивкой кристаллами по воротнику",,,,,,,,,FILE-099,r1190
SC-033c8131aa023b67,0-2479A,0-2479A,ДЕМИ (Основное подразделение),"Рубашка женская, белая, из хлопка, с отделкой ""YANINA"" спереди",,,,,,,,,FILE-099,r1192
SC-b37a3b3ccaaa3169,0-2480,0-2480,ДЕМИ (Основное подразделение),"Рубашка женская, чёрная с принтом ""белые Y"", из батиста, с отделкой ""лампас"", с поясом",,,,,,,,,FILE-099,r1194
SC-6e1a1471f044d963,0-2481B,0-2481B,ДЕМИ (Основное подразделение),"Блуза женская, белая с принтом ""оранжевые Y"", из шёлка, с отделкой ""лампас""",,,,,,,,,FILE-099,r1196
SC-c93028e044c344e9,0-2482A,0-2482A,ДЕМИ (Основное подразделение),"Брюки женские, белые с принтом ""оранжевые Y"", из шёлка, с оранжевым кантом",,,,,,,,,FILE-099,r1198
SC-4b9b4ab54ebfa6d5,0-2493,0-2493,ДЕМИ (Основное подразделение),"Брюки женские, чёрные с принтом ""белые Y"", из батиста, с отделкой ""лампас"" по низу",,,,,,,,,FILE-099,r1200
SC-283e96881208fa18,0-2494,0-2494,ДЕМИ (Основное подразделение),"Платье женское, белое с принтом ""оранжево-черные Y"", из батиста, с широкими бретелями-завязками",,,,,,,,,FILE-099,r1202
SC-d80bb7b7bd7b251a,0-2494A,0-2494A,ДЕМИ (Основное подразделение),"Платье женское, белое с принтом ""оранжево-черные Y"", из батиста, с поясом",,,,,,,,,FILE-099,r1204
SC-c17fe03e8d779456,0-2495,0-2495,ДЕМИ (Основное подразделение),"Платье женское, чёрное с принтом ""белые Y"", из батиста, с отделкой ""лампас"" на рукавах, с поясом",,,,,,,,,FILE-099,r1206
SC-a860370da779bc71,0-2498,0-2498,ДЕМИ (Основное подразделение),"Платье женское, чёрное с принтом ""хаотичные буквы Y"", из шёлка, длинное",,,,,,,,,FILE-099,r1208
SC-350f9697ed8a9c8e,0-2500,0-2500,ДЕМИ (Основное подразделение),"Платье женское, розовое с принтом ""пион"", из штапеля, без рукавов",,,,,,,,,FILE-099,r1210
SC-2bfddf1a8e01cbf3,0-2500A,0-2500A,ДЕМИ (Основное подразделение),"Платье-кафтан женское, серое с большим цветком, из штапеля, рукав декорирован пайетками",,,,,,,,,FILE-099,r1212
SC-f177a5a8b09bbc81,0-2503,0-2503,ДЕМИ (Основное подразделение),"Платье-кафтан женское, розовое с принтом ""пион"", из батиста, рукав декорирован пайетками",,,,,,,,,FILE-099,r1214
SC-3b9257f9eb70b770,0-2545/1,0-2545,ДЕМИ (Основное подразделение),"Юбка женская, черная с принтом ""девочки"", из хлопка, с лампасами ""YANINA""",,,,,,,,,FILE-099,r1216
SC-f085b55f6df41cd4,0-2545/3,0-2545,ДЕМИ (Основное подразделение),"Футболка женская, красная с принтом ""грибы"", из трикотажа",,,,,,,,,FILE-099,r1218
SC-f01a066744aeaafd,0-2545/4,0-2545,ДЕМИ (Основное подразделение),"Футболка женская, розовая с принтом ""грибы"", из трикотажа",,,,,,,,,FILE-099,r1220
SC-72df987bcc7fcfd7,0-2560B/2,0-2560B,ДЕМИ (Основное подразделение),"Футболка женская, зеленая с принтом ""грибы"", из трикотажа",,,,,,,,,FILE-099,r1222
SC-552d82e6c5ad6d77,0-2560D,0-2560D,ДЕМИ (Основное подразделение),"Пальто-халат женское, синее с принтом ""цветные капли"", из хлопка",,,,,,,,,FILE-099,r1224
SC-395e6a8227e2de52,0-2613,0-2613,ДЕМИ (Основное подразделение),"Пальто-халат женское, белое с принтом ""балерины"", из батиста, с отделкой черным кантом",,,,,,,,,FILE-099,r1226
SC-544b0ffc47d00e7a,T-2495A,T-2495A,ДЕМИ (Основное подразделение),"Рубашка женская, белая с принтом ""грибы"", из батиста",,,,,,,,,FILE-099,r1228
SC-6a0a644b45c1d9b7,T-2495B,T-2495B,ДЕМИ (Основное подразделение),"Платье женское, синее с принтом ""белые Y и девочки"", из шелкового шифона",,,,,,,,,FILE-099,r1230
SC-69e255a3d12983ab,T-2540,T-2540,ДЕМИ (Основное подразделение),"Платье женское, черное с принтом ""белые балерины"", из шелка, длина миди",,,,,,,,,FILE-099,r1232
SC-c900156b075a8a0f,T-2541,T-2541,ДЕМИ (Основное подразделение),"Блуза женская, черная с принтом ""большие синие капли"", из шелка",,,,,,,,,FILE-099,r1234
SC-a8784b318959c701,T-2546,T-2546,ДЕМИ (Основное подразделение),"Брюки женские, черные с принтом ""большие синие капли"", из шелка",,,,,,,,,FILE-099,r1236
SC-d4df0b4875a5e26b,T-2546/1,T-2546,ДЕМИ (Основное подразделение),"Пальто-халат женское, черное с принтом ""пион"", из шелка",,,,,,,,,FILE-099,r1238
SC-f2de033d82f06b6b,T-2556B,T-2556B,ДЕМИ (Основное подразделение),"Пальто-халат женское, серое с принтом ""пион"", из шелка",,,,,,,,,FILE-099,r1240
SC-5f32cc69ef52cd39,T-2560A/1,T-2560A,ДЕМИ (Основное подразделение),"Брюки женские, черные с принтом ""белые Y и девочки"", из шелка, с отделкой ""лампас""",,,,,,,,,FILE-099,r1242
SC-005eb4f467369291,T-2560B/3,T-2560B,ДЕМИ (Основное подразделение),"Пальто-халат женское, белое с принтом ""оранжевые Y"", из шелка",,,,,,,,,FILE-099,r1244
SC-c0fd5c1ab5e0b058,T-2752,T-2752,ДЕМИ (Основное подразделение),"Пальто-халат женское, зеленое с принтом ""капли"", из батиста",,,,,,,,,FILE-099,r1246
SC-2c9e99c530bb0a39,T-2753,T-2753,ДЕМИ (Основное подразделение),"Блуза женская, черная с принтом "" белые Y и девочки"", из шелка, с отделкой ""лампас""",,,,,,,,,FILE-099,r1248
SC-0ae56fa8c99d1ab9,T-2754,T-2754,ДЕМИ (Основное подразделение),"Блуза женская, синяя с принтом ""белые Y и девочки"", из хлопка, со съемным бантом",,,,,,,,,FILE-099,r1250
SC-b2505021919d6a18,T-2754A,T-2754A,ДЕМИ (Основное подразделение),"Платье женское, черное с принтом ""белые балерины"", из шелка, на бретелях",,,,,,,,,FILE-099,r1252
SC-2f9e2837e6d52012,0-1187D,0-1187D,Остатки ЦУМ (Основное подразделение),"Платье женское, белое с принтом ""черные балерины"", из шелка, на бретелях",,,,,,,,,FILE-099,r1255
SC-e46093ff279c17c4,0-1187E,0-1187E,Остатки ЦУМ (Основное подразделение),"Блуза женская, черная в белый горох, из шелка, с отделкой белым кантом",,,,,,,,,FILE-099,r1257
SC-84a8fa092c11e553,0-2125,0-2125,Остатки ЦУМ (Основное подразделение),"Брюки женские, черные, из шелка, с белым кантом",,,,,,,,,FILE-099,r1259
SC-b27b08eb0a1e90b2,0-2246B,0-2246B,Остатки ЦУМ (Основное подразделение),"Платье женское, черное в белый горох, из шелка, декорировано белой брошью ""Цветок""",,,,,,,,,FILE-099,r1261
SC-bfa52e66d7dc3931,0-2364В,0-2364B,Остатки ЦУМ (Основное подразделение),"Платье женское, розовое с принтом ""желто-черные Y"", из батиста, с поясом",,,,,,,,,FILE-099,r1263
SC-b8e92617ea706f02,0-2384,0-2384,Остатки ЦУМ (Основное подразделение),"Блуза женская, черная, из крепа, с объемным рукавом, декорирована бантом по низу рукавов",,,,,,,,,FILE-099,r1265
SC-e9e1f304b183963a,0-2393,0-2393,Остатки ЦУМ (Основное подразделение),"Брюки женские, черные, из шелкового бархата, с отделкой белым кантом по бокам",,,,,,,,,FILE-099,r1267
SC-353f99697897abe1,0-2396,0-2396,Остатки ЦУМ (Основное подразделение),"Платье женское, черное, из шелка, с бахромой и кокеткой расшитой бисером",,,,,,,,,FILE-099,r1269
SC-20138be91dee4d72,0-2397,0-2397,Остатки ЦУМ (Основное подразделение),"Платье женское, черное, из крепа, с декором ""Листья"" на манжетах",,,,,,,,,FILE-099,r1271
SC-5c846a92b6385482,0-2400,0-2400,Остатки ЦУМ (Основное подразделение),"Платье женское, черное, из стрейч бархата, с разрезом и декором из страз",,,,,,,,,FILE-099,r1273
SC-08ac8528264d419c,0-2404,0-2404,Остатки ЦУМ (Основное подразделение),"Платье женское, черное, из стрейч бархата, с вышивкой ""Цветы""",,,,,,,,,FILE-099,r1275
SC-7853b2ea9b3529af,0-2406,0-2406,Остатки ЦУМ (Основное подразделение),"Платье женское, черное, с принтом ""девочки"", из шелка, на тонких бретелях",,,,,,,,,FILE-099,r1277
SC-a8515dfc9ecb2ff2,0-2409,0-2409,Остатки ЦУМ (Основное подразделение),"Юбка женская, черная, из бархата, средней длины, с поясом",,,,,,,,,FILE-099,r1279
SC-c72f7ac7e94f6e05,0-2421,0-2421,Остатки ЦУМ (Основное подразделение),"Платье женское, черное, из шерсти, с декором из сетки и перьев",,,,,,,,,FILE-099,r1281
SC-ee0dcb365b133543,0-2456А,0-2456A,Остатки ЦУМ (Основное подразделение),"Платье женское, розовое, из шелкового бархата, с воротником и манжетами из пайеток",,,,,,,,,FILE-099,r1283
SC-fb4eb54e36519c8b,0-2458,0-2458,Остатки ЦУМ (Основное подразделение),"Платье женское, черное, из крепа, короткое, с вышивкой ""Дерево, птица, Yanina""",,,,,,,,,FILE-099,r1285
SC-0b8f03e586445d0d,0-2460,0-2460,Остатки ЦУМ (Основное подразделение),"Блуза-боди женская, черная, из стрейч бархата, с белым воротником",,,,,,,,,FILE-099,r1287
SC-421139c6779e7298,0-2462A,0-2462A,Остатки ЦУМ (Основное подразделение),"Жакет женский, черный, из стрейч бархата, с вышивкой ""Птицы""",,,,,,,,,FILE-099,r1289
SC-5f11f0f273c56c87,0-2468А,0-2468A,Остатки ЦУМ (Основное подразделение),"Жакет женский, черный, из стрейч бархата, с вышивкой ""Птицы и Yanina"" и отделкой белым кантом",,,,,,,,,FILE-099,r1291
SC-5f058c8a0eb074a3,0-2469A,0-2469A,Остатки ЦУМ (Основное подразделение),"Платье женское, черное в белый горох, из шелка, со съемным воротником и белыми манжетами",,,,,,,,,FILE-099,r1293
SC-870932214d83d027,0-2474A,0-2474A,Остатки ЦУМ (Основное подразделение),"Платье женское, черное в белый горох, из шифона, длинное, декорировано брошью ""Белый цветок""",,,,,,,,,FILE-099,r1295
SC-7fd5f0bc3d84775a,0-2475А,0-2475A,Остатки ЦУМ (Основное подразделение),"Блуза женская, чёрная с принтом ""девочки"", из батиста, с отделкой ""лампас""",,,,,,,,,FILE-099,r1297
SC-47baa2d86d47baa7,0-2475В,0-2475B,Остатки ЦУМ (Основное подразделение),"Рубашка женская свободного силуэта, белая, из шелка, с вышивкой на кармане YC",,,,,,,,,FILE-099,r1299
SC-77bae86ca672dee6,0-2476,0-2476,Остатки ЦУМ (Основное подразделение),"Рубашка женская свободного силуэта, серая, из батиста, с вышивкой на кармане YC",,,,,,,,,FILE-099,r1301
SC-21d70bf25c62ca82,0-2477,0-2477,Остатки ЦУМ (Основное подразделение),"Рубашка женская, белая с принтом ""девочки"", из шелка, с отделкой черным кантом, короткий рукав",,,,,,,,,FILE-099,r1303
SC-a723516e93f528ca,0-2477A,0-2477A,Остатки ЦУМ (Основное подразделение),"Рубашка женская, белая с принтом ""девочки"", из шелка, с отделкой черным кантом, с длинными рукавами",,,,,,,,,FILE-099,r1305
SC-be720f9d19d0d091,0-2478,0-2478,Остатки ЦУМ (Основное подразделение),"Рубашка женская, черная с принтом ""девочки"", из шелка, с отделкой белым кантом, длинный рукав",,,,,,,,,FILE-099,r1307
SC-0d0bf04bb43cafab,0-2479A,0-2479A,Остатки ЦУМ (Основное подразделение),"Рубашка женская, белая, из хлопка, с отделкой ""YANINA"" спереди",,,,,,,,,FILE-099,r1309
SC-783407e30d068f85,0-2480,0-2480,Остатки ЦУМ (Основное подразделение),"Рубашка женская, чёрная с принтом ""белые Y"", из батиста, с отделкой ""лампас"", с поясом",,,,,,,,,FILE-099,r1311
SC-e3c4d969b901972f,0-2480B,0-2480B,Остатки ЦУМ (Основное подразделение),"Блуза женская, белая с принтом ""оранжевые Y"", из шёлка, с отделкой ""лампас""",,,,,,,,,FILE-099,r1313
SC-2b1dd4accbf4f5e5,0-2481,0-2481,Остатки ЦУМ (Основное подразделение),"Блуза женская, белая с принтом ""оранжевые Y"", из батиста, с отделкой ""лампас""",,,,,,,,,FILE-099,r1315
SC-16699fd5c3036ba4,0-2481A,0-2481A,Остатки ЦУМ (Основное подразделение),"Брюки женские, белые с принтом ""черные Y и девочки"", из шёлка, с отделкой чёрным кантом",,,,,,,,,FILE-099,r1317
SC-698d2abc625973b5,0-2481B,0-2481B,Остатки ЦУМ (Основное подразделение),"Брюки женские, чёрные с принтом ""белые Y и девочки"", из шёлка, с отделкой белым кантом",,,,,,,,,FILE-099,r1319
SC-8e2be7e64fd6480c,0-2481C,0-2481C,Остатки ЦУМ (Основное подразделение),"Брюки женские, белые с принтом ""оранжевые Y"", из шёлка, с оранжевым кантом",,,,,,,,,FILE-099,r1321
SC-f0bdc4e35d77f432,0-2481D,0-2481D,Остатки ЦУМ (Основное подразделение),"Брюки женские, белые с принтом ""серые Y"", из шёлка, с отделкой черным кантом",,,,,,,,,FILE-099,r1323
SC-5ed64df6a2b384bc,0-2482A,0-2482A,Остатки ЦУМ (Основное подразделение),"Брюки женские, белые с принтом ""оранжево-черные Y"", из батиста, с оранжевым кантом",,,,,,,,,FILE-099,r1325
SC-8187c1259af19610,0-2483,0-2483,Остатки ЦУМ (Основное подразделение),"Брюки женские, чёрные с принтом ""белые Y"", из батиста, с отделкой ""лампас"" по низу",,,,,,,,,FILE-099,r1327
SC-5796808850aa602e,0-2485A,0-2485A,Остатки ЦУМ (Основное подразделение),"Брюки женские, чёрные с принтом ""девочки"", из шёлка, с отделкой ""лампас""",,,,,,,,,FILE-099,r1329
SC-ade91d3d76bafa2b,0-2488,0-2488,Остатки ЦУМ (Основное подразделение),"Шорты женские, чёрные с принтом ""белые Y и девочки"", из батиста, с отделкой ""лампас"" по низу",,,,,,,,,FILE-099,r1331
