material_movement_id,material_id,name,article_hint,qty_in,qty_out,qty_end,value_unit,snapshot_date,warehouse,movement_type,source_file_id,source_row_id
MAT-af7078a29497ec96,MAT-af7078a29497ec96,"Мех, норка черная не стриженная 27-013",27-013,25600.0,12800.0,12800.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r2818
MAT-fa6fb5e605529961,MAT-fa6fb5e605529961,"Мех, норка черная стриженная 27-001",27-001,365233.44,303377.8,61855.64,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r2826
MAT-8715c50bc1201494,MAT-8715c50bc1201494,"Мех, песец 27-006",27-006,64300.0,64300.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r2868
MAT-82279562f866c386,MAT-82279562f866c386,"Мех, разноцветный 25-007",25-007,2200.0,,2200.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r2892
MAT-dc179378cb64094d,MAT-dc179378cb64094d,"Мех, синий, длинный ворс 25-002",25-002,15400.0,,15400.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r2896
MAT-f096666740e71a8a,MAT-f096666740e71a8a,"Мех, синий, очень длинный ворс 25-006",25-006,2200.0,,2200.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r2900
MAT-a68ab7374a969b32,MAT-a68ab7374a969b32,"Мех, чернобурка  27-008",27-008,144000.0,144000.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r2904
MAT-1d34dc5c8e0ee146,MAT-1d34dc5c8e0ee146,"Мех, черный, длинный ворс 25-005",25-005,1980.0,,1980.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r2932
MAT-17b7a57ccb0fa08a,MAT-17b7a57ccb0fa08a,"Мех, черный, короткий ворс 25-001",25-001,4840.0,,4840.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r2936
MAT-857280c5027377c0,MAT-857280c5027377c0,"Органза жатая, белый 21-015",21-015,3400.0,,3400.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r2940
MAT-f64d67705620305e,MAT-f64d67705620305e,"Органза плотная, черный 21-016",21-016,49820.0,37600.0,12220.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r2944
MAT-252a9d23e505d2c4,MAT-252a9d23e505d2c4,"Органза, бело-черный 21-009",21-009,37500.0,,37500.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r2952
MAT-3da110aaab9118b9,MAT-3da110aaab9118b9,"Органза, белый 21-008",21-008,25000.0,,25000.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r2956
MAT-981f17540c3dc148,MAT-981f17540c3dc148,"Органза, белый 21-023",21-023,1650.0,1515.0,135.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r2960
MAT-8b0bbaa0d6b4a6ab,MAT-8b0bbaa0d6b4a6ab,"Органза, белый 21-031",21-031,2240.0,1120.0,1120.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r2974
MAT-99a74ef95a601444,MAT-99a74ef95a601444,"Органза, белый, принт черные полоски 21-011",21-011,33750.0,,33750.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r2980
MAT-b3c56f901f7e7c1c,MAT-b3c56f901f7e7c1c,"Органза, голубой 21-027",21-027,4275.0,4275.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r2984
MAT-c0fb38abdea1760d,MAT-c0fb38abdea1760d,"Органза, графит 21-030",21-030,10400.0,,10400.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r2990
MAT-8e38c888e7b4039b,MAT-8e38c888e7b4039b,"Органза, желтый 21-025",21-025,7125.0,,7125.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r2994
MAT-71f4c8f98b2ed58a,MAT-71f4c8f98b2ed58a,"Органза, зеленый 21-017",21-017,52700.0,,52700.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r2998
MAT-8b86124af393be50,MAT-8b86124af393be50,"Органза, зеленый 21-018",21-018,50320.0,1530.0,48790.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3002
MAT-d11906b017e62977,MAT-d11906b017e62977,"Органза, красная принт черные полоски 21-012",21-012,40750.0,,40750.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3008
MAT-378e4d111e4fc9ca,MAT-378e4d111e4fc9ca,"Органза, красный 21-004",21-004,4200.0,,4200.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3012
MAT-728dbca529f3a0d1,MAT-728dbca529f3a0d1,"Органза, красный 21-028",21-028,4410.0,,4410.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3016
MAT-62007405eb6d6834,MAT-62007405eb6d6834,"Органза, оранжевый 21-006",21-006,6900.0,,6900.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3020
MAT-273fb0c2c030bde7,MAT-273fb0c2c030bde7,"Органза, розовая 21-029",21-029,4960.0,480.0,4480.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3024
MAT-e9774eace62eed70,MAT-e9774eace62eed70,"Органза, розовая 21-033",21-033,2223.0,2223.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3030
MAT-78e0f3ee460307ca,MAT-78e0f3ee460307ca,"Органза, розовый 21-005",21-005,7425.0,100.0,7325.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3036
MAT-724a2d5acf4d8c1e,MAT-724a2d5acf4d8c1e,"Органза, с блеском белый 21-032",21-032,1100.0,1100.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3042
MAT-fa7af4dfb79e755c,MAT-fa7af4dfb79e755c,"Органза, серый 21-024",21-024,1680.0,1680.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3048
MAT-fa82845527bb9e14,MAT-fa82845527bb9e14,"Органза, синий 21-001",21-001,5000.0,500.0,4500.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3054
MAT-8ddd0925131561d9,MAT-8ddd0925131561d9,"Органза, фиолетовый 21-003",21-003,16160.0,,16160.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3060
MAT-a74ed55d5bdf1a34,MAT-a74ed55d5bdf1a34,"Органза, фуксия 21-002",21-002,6640.0,,6640.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3064
MAT-4a635943a1826618,MAT-4a635943a1826618,"Органза, фуксия 21-019",21-019,3500.0,,3500.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3068
MAT-b37cf538b40a58dd,MAT-b37cf538b40a58dd,"Органза, черно-белая полоска 21-007",21-007,16875.0,,16875.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3072
MAT-281c7cb955beeff7,MAT-281c7cb955beeff7,"Органза, черный 21-026",21-026,24205.04,13572.32,10632.72,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3076
MAT-357ddf8e05e7c970,MAT-357ddf8e05e7c970,"Органза, черный, принт белые бантики 21-013",21-013,31500.0,,31500.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3118
MAT-1b6eb55c1c3ff806,MAT-1b6eb55c1c3ff806,"Органза, черный, принт полоски 21-010",21-010,17000.0,8750.0,8250.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3122
MAT-364ef0210371c7df,MAT-364ef0210371c7df,"Органза, черный, принт черные бантики 21-014",21-014,10000.0,,10000.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3128
MAT-449621c7cd44f8d8,MAT-449621c7cd44f8d8,"Парча, бежевый 15-001",15-001,5300.0,,5300.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3132
MAT-949d4a05120fbad6,MAT-949d4a05120fbad6,"Парча, бежевый 15-021",15-021,14800.0,,14800.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3136
MAT-811878f2790f49cb,MAT-811878f2790f49cb,"Парча, белый 15-022",15-022,17000.0,,17000.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3140
MAT-055993520a8fb829,MAT-055993520a8fb829,"Парча, бордовый 15-002",15-002,6200.0,,6200.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3144
MAT-6991246253b3fe1e,MAT-6991246253b3fe1e,"Парча, бордовый 15-013",15-013,23400.0,,23400.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3148
MAT-fc12f49a6ca3db19,MAT-fc12f49a6ca3db19,"Парча, бронзовый 15-009",15-009,8000.0,,8000.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3152
MAT-d6535fb02d6d35ea,MAT-d6535fb02d6d35ea,"Парча, зеленый 15-005",15-005,9400.0,,9400.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3156
MAT-3c463318118057b3,MAT-3c463318118057b3,"Парча, золотой 15-011",15-011,7500.0,,7500.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3160
MAT-7a1283c605e2eb46,MAT-7a1283c605e2eb46,"Парча, коричневый 15-029",15-029,11000.0,,11000.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3164
MAT-9770255d66c7702c,MAT-9770255d66c7702c,"Парча, коричневый 15-030",15-030,24000.0,,24000.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3168
MAT-7829baa5f157776b,MAT-7829baa5f157776b,"Парча, красный 15-007",15-007,17200.0,,17200.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3172
MAT-b9949a2fb730baa5,MAT-b9949a2fb730baa5,"Парча, оранжевая 15-003",15-003,11000.0,,11000.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3176
MAT-8f06137911072c08,MAT-8f06137911072c08,"Парча, принт акварель 15-010",15-010,21600.0,,21600.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3180
MAT-d285bf5837313c22,MAT-d285bf5837313c22,"Парча, розовый 15-012",15-012,15000.0,,15000.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3184
MAT-cdade2667a742c24,MAT-cdade2667a742c24,"Парча, серебряный 15-016",15-016,4400.0,,4400.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3188
MAT-106d2277754da598,MAT-106d2277754da598,"Парча, серебряный 15-017",15-017,13000.0,,13000.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3192
MAT-c27eadbc03c77019,MAT-c27eadbc03c77019,"Парча, синий 15-006",15-006,3000.0,,3000.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3196
MAT-bfcdcaa8835957da,MAT-bfcdcaa8835957da,"Парча, синий 15-027",15-027,22000.0,,22000.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3200
MAT-6c6ff2edace7a329,MAT-6c6ff2edace7a329,"Парча, темно-серебряный 15-015",15-015,3300.0,,3300.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3204
MAT-04a27ddcc20597e0,MAT-04a27ddcc20597e0,"Парча, черная цветы 15-026",15-026,19000.0,,19000.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3208
MAT-b69b840712bd203a,MAT-b69b840712bd203a,"Парча, черный 15-008",15-008,5400.0,,5400.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3212
MAT-32da53ae74190827,MAT-32da53ae74190827,"Парча, черный 15-014",15-014,7400.0,,7400.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3216
MAT-12c1ac5cc504e8ad,MAT-12c1ac5cc504e8ad,"Парча, черный 15-028",15-028,21400.0,,21400.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3220
MAT-8828f16748057ad6,MAT-8828f16748057ad6,"Парча, черный с белым 15-023",15-023,16000.0,,16000.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3224
MAT-1c8d1ca0d3c86dea,MAT-1c8d1ca0d3c86dea,Плащевка авторская с буквой 24-009,24-009,11430.0,,11430.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3234
MAT-c79622b4aab61f1c,MAT-c79622b4aab61f1c,Плащевка бежевая 24-008,24-008,4860.0,,4860.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3238
MAT-027af4a56a0fcebb,MAT-027af4a56a0fcebb,Плащевка белая 24-007,24-007,7740.0,270.0,7470.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3242
MAT-0965581298648244,MAT-0965581298648244,Плащевка коричневая 24-002,24-002,7200.0,,7200.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3250
MAT-c11c3e53f433be18,MAT-c11c3e53f433be18,Плащевка серая тонкая 24-005,24-005,84150.0,,84150.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3254
MAT-1eddee09e2b203f8,MAT-1eddee09e2b203f8,Плащевка темно-серая 24-001,24-001,13500.0,,13500.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3258
MAT-ac809858e7977dab,MAT-ac809858e7977dab,Плащевка черная 24-003,24-003,6750.0,,6750.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3262
MAT-1375f8efb5ad2f25,MAT-1375f8efb5ad2f25,Плащевка черная 24-010 с водоотталкивающей пропиткой,24-010,6000.0,6000.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3266
MAT-1ac390d79550e047,MAT-1ac390d79550e047,Плащевка черная плотная 24-004,24-004,7200.0,,7200.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3272
MAT-3012cafb58c0ba7b,MAT-3012cafb58c0ba7b,Плащевка черная тонкая 24-006,24-006,81000.0,,81000.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3276
MAT-0a9c5a2f2c3a2779,MAT-0a9c5a2f2c3a2779,Подкатник белый 150 см 28-016,28-016,18800.0,940.0,17860.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3280
MAT-2ff195ac370ba6a2,MAT-2ff195ac370ba6a2,Сетка трикотажная фиолетовая 22-063,22-063,1300.0,,1300.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3444
MAT-5607ca0d56051433,MAT-5607ca0d56051433,"Сетка, бежевый 22-033",22-033,30630.57,24237.65,6392.92,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3498
MAT-5e8d47f1dd9278b1,MAT-5e8d47f1dd9278b1,"Сетка, бежевый 22-054",22-054,3690.0,2118.13,1571.87,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3542
MAT-e417329548653297,MAT-e417329548653297,"Сетка, бежевый 22-057",22-057,3300.0,3300.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3550
MAT-80a005e32270da38,MAT-80a005e32270da38,"Сетка, бежевый, средней жесткости с блеском  22-023",22-023,2400.0,,2400.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3562
MAT-b5963413b473a2fa,MAT-b5963413b473a2fa,"Сетка, белая блестящая 22-029",22-029,5400.0,,5400.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3574
MAT-8f37cbed04a9e24a,MAT-8f37cbed04a9e24a,"Сетка, белая горошек 0,5 белый 22-006",22-006,7250.0,,7250.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3578
MAT-b104b140d9d7fb29,MAT-b104b140d9d7fb29,"Сетка, белая горошек белый 1см 22-009",22-009,5250.0,,5250.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3582
MAT-5c738346223d369f,MAT-5c738346223d369f,"Сетка, белая гофра 22-010",22-010,9500.0,,9500.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3586
MAT-cf70893671bf2f25,MAT-cf70893671bf2f25,"Сетка, белая пшенка белая 22-003",22-003,1650.0,,1650.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3590
MAT-6df5834b776637b6,MAT-6df5834b776637b6,"Сетка, белая с золотом 22-002",22-002,2200.0,,2200.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3594
MAT-61304fe6c3980636,MAT-61304fe6c3980636,"Сетка, белый 22-031",22-031,10990.0,7910.0,3080.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3598
MAT-84867c392d1659ae,MAT-84867c392d1659ae,"Сетка, бирюзовый 22-043",22-043,4320.0,100.0,4220.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3636
MAT-fb7f6a0e0c5fd5ec,MAT-fb7f6a0e0c5fd5ec,"Сетка, бордовый 22-046",22-046,3070.0,3070.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3642
MAT-101c2864570c5f92,MAT-101c2864570c5f92,"Сетка, голубая, 22-039",22-039,4900.0,210.0,4690.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3648
MAT-1bc3b270e0ea41c0,MAT-1bc3b270e0ea41c0,"Сетка, голубой 22-040",22-040,6250.0,100.0,6150.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3658
MAT-4625e9ffa115cd65,MAT-4625e9ffa115cd65,"Сетка, желтая 22-035",22-035,5700.0,110.0,5590.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3664
MAT-f5c02216eaeaea87,MAT-f5c02216eaeaea87,"Сетка, зеленый 22-044",22-044,10880.0,6170.64,4709.36,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3672
MAT-ea301a970bb6f9a2,MAT-ea301a970bb6f9a2,"Сетка, зеленый, средней жесткости 22-026",22-026,7200.0,,7200.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3688
MAT-de4f2591348b050f,MAT-de4f2591348b050f,"Сетка, коралловый 22-037",22-037,3880.0,1550.0,2330.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3692
MAT-49660842bd436729,MAT-49660842bd436729,"Сетка, коричневая 22-024",22-024,5550.0,300.0,5250.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3700
MAT-151269d90dd99c02,MAT-151269d90dd99c02,"Сетка, красный 22-045",22-045,3470.0,360.0,3110.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3706
MAT-ef443cb36738290d,MAT-ef443cb36738290d,"Сетка, красный, средней жесткости 22-025",22-025,1290.0,,1290.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3716
MAT-9b1b174c224f26e1,MAT-9b1b174c224f26e1,"Сетка, молочный 22-052",22-052,6850.0,847.03,6002.97,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3720
MAT-d21d2372c02267f9,MAT-d21d2372c02267f9,"Сетка, оранжевый 22-036",22-036,4100.0,,4100.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3732
MAT-84241855acd1f71f,MAT-84241855acd1f71f,"Сетка, пудровый 22-047",22-047,2600.0,2600.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3736
MAT-cb377a4dcc3b4bc0,MAT-cb377a4dcc3b4bc0,"Сетка, розовый 22-030",22-030,9300.0,150.0,9150.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3742
MAT-38fff971d309d981,MAT-38fff971d309d981,"Сетка, розовый 22-050",22-050,2450.0,705.0,1745.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3748
MAT-038cd3717904feed,MAT-038cd3717904feed,"Сетка, розовый 22-053",22-053,4780.0,4780.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3760
MAT-4de41c5c8e1cc603,MAT-4de41c5c8e1cc603,"Сетка, салатовый 22-034",22-034,4690.0,100.0,4590.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3772
MAT-5a1dc24f10a3546e,MAT-5a1dc24f10a3546e,"Сетка, салатовый, средней жесткости 22-027",22-027,900.0,,900.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3782
MAT-5a683a01b4fe31d9,MAT-5a683a01b4fe31d9,"Сетка, серо-фиолетовый 22-051",22-051,2650.0,600.0,2050.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3786
MAT-7d84e5bce0320b8d,MAT-7d84e5bce0320b8d,"Сетка, серый 22-056",22-056,3440.0,3440.0,,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3794
MAT-fb67a3962849e176,MAT-fb67a3962849e176,"Сетка, серый 22-062",22-062,5500.0,1540.0,3960.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3824
MAT-ce06ca392fa61bf5,MAT-ce06ca392fa61bf5,"Сетка, синий 22-042",22-042,900.0,670.0,230.0,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3832
MAT-a68178bfe3bf6ff3,MAT-a68178bfe3bf6ff3,"Сетка, телесная 22-060 цвет №9",22-060,4500.0,3937.5,562.5,AMBIGUOUS_QTY_OR_AMOUNT,2026-07-24,Основной склад,FABRIC_MOVEMENT_H4,FILE-097,r3848
