stock_wh_id,article_raw,canonical_sku,name,warehouse,qty_begin,qty_in,qty_out,qty_end,source_file_id,source_row_id
SW-eb60c0de3d70bbda,0-1976,0-1976,"Платье женское, черное, из кружевной ткани и фатина, декорировано по горловине вышитыми цветами",Склад ИМ (Основное подразделение),2.0,1.0,2.0,1.0,FILE-098,r952
SW-4b7ecfaf17a44830,0-1976,0-1976,"Платье женское, черное, из кружевной ткани и фатина, декорировано по горловине вышитыми цветами",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r952
SW-426e22dfe6a4790f,0-1981А,0-1981A,"Свитшот женский, белый, из футера и пайеточной ткани, с вышитой буквой Y",Склад ИМ (Основное подразделение),2.0,,2.0,,FILE-098,r958
SW-91eea39d7b4423a1,0-1983,0-1983,"Футболка женская, белая, из трикотажа, с длинным рукавом",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r961
SW-c2a90f8e73c1617b,0-1983,0-1983,"Футболка женская, белая, из трикотажа, с длинным рукавом",Склад ИМ (Основное подразделение),2.0,,2.0,,FILE-098,r961
SW-3c7de46e82857681,0-1984E,0-1984E,"Футболка женская, белая, из трикотажа, COUTURE",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r965
SW-d2be8002c63f62c9,0-1984E,0-1984E,"Футболка женская, белая, из трикотажа, COUTURE",Склад ИМ (Основное подразделение),1.0,,1.0,,FILE-098,r965
SW-375ab5c0f64b662d,0-1984F,0-1984F,"Футболка женская, черная с принтом ""цветные капли"", из хлопка",Aldo Coppola (Основное подразделение),,1.0,1.0,,FILE-098,r968
SW-bc7ab2b9f2f64252,0-1984F,0-1984F,"Футболка женская, черная с принтом ""цветные капли"", из хлопка",Подарки (Основное подразделение),,2.0,2.0,,FILE-098,r968
SW-50ae7f5a160bc217,0-1984F,0-1984F,"Футболка женская, черная с принтом ""цветные капли"", из хлопка",Склад ИМ (Основное подразделение),2.0,2.0,4.0,,FILE-098,r968
SW-0693890a79723cc0,0-1984F,0-1984F,"Футболка женская, черная с принтом ""цветные капли"", из хлопка",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r968
SW-28b66d93e977676b,0-1984g,0-1984G,"Футболка женская, белая с принтом ""цветные капли"", из хлопка",Склад ИМ (Основное подразделение),1.0,,1.0,,FILE-098,r978
SW-df8edf3d45ea132b,0-1984h,0-1984H,"Футболка женская, белая, из хлопка, с принтом ""БАЛЕРИНА""",Склад ИМ (Основное подразделение),1.0,,1.0,,FILE-098,r980
SW-246ce02ed4324529,0-1984i,0-1984I,"Футболка женская, черная, из хлопка, с принтом ""БАЛЕРИНА""",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r982
SW-8e6c101ad44fef56,0-1984i,0-1984I,"Футболка женская, черная, из хлопка, с принтом ""БАЛЕРИНА""",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r982
SW-05d4e3e6db11c6c9,0-1984i,0-1984I,"Футболка женская, черная, из хлопка, с принтом ""БАЛЕРИНА""",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r982
SW-c2f8876f6c02ddc5,0-1984P,0-1984P,"Футболка женская, белая, из трикотажа, с декором принт ""дерево, птица, Yanina""",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r987
SW-668c1e7e818f369a,0-1984P,0-1984P,"Футболка женская, белая, из трикотажа, с декором принт ""дерево, птица, Yanina""",Салон (Лена М.) (Основное подразделение),,1.0,,1.0,FILE-098,r987
SW-8daeee2333192c69,0-1984P,0-1984P,"Футболка женская, белая, из трикотажа, с декором принт ""дерево, птица, Yanina""",Склад ИМ (Основное подразделение),7.0,7.0,9.0,5.0,FILE-098,r987
SW-9426f3f9f9563726,0-1984P,0-1984P,"Футболка женская, белая, из трикотажа, с декором принт ""дерево, птица, Yanina""",Склад оптовых продаж (Основное подразделение),,24.0,24.0,,FILE-098,r987
SW-a8e90a04ad2bb56e,0-1996В,0-1996B,"Платье женское, розовое, из штапеля, с бантами по пройме",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r1013
SW-fb9dac4400a2fcfb,0-1996В,0-1996B,"Платье женское, розовое, из штапеля, с бантами по пройме",Склад ИМ (Основное подразделение),1.0,,1.0,,FILE-098,r1013
SW-05bf814ee7566094,0-1996С,0-1996C,"Платье женское, голубое, из штапеля, с бантами из проймы",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r1016
SW-420ba9dd645a6d85,0-1996С,0-1996C,"Платье женское, голубое, из штапеля, с бантами из проймы",Склад ИМ (Основное подразделение),1.0,,1.0,,FILE-098,r1016
SW-66335818b3142f1c,0-1998С,0-1998C,"Пальто-халат женское, многоцветное, из шелка, с отделкой из черного шелка по рукавам",Склад ИМ (Основное подразделение),1.0,,1.0,,FILE-098,r1019
SW-244c6808b78c9843,0-2007А,0-2007A,"Брюки женские, черные, из бархата, с резинкой-тесьмой",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r1021
SW-22a12089e02bd18f,0-2007А,0-2007A,"Брюки женские, черные, из бархата, с резинкой-тесьмой",Склад ИМ (Основное подразделение),1.0,13.0,14.0,,FILE-098,r1021
SW-b9714b10e18cad0d,0-2007А,0-2007A,"Брюки женские, черные, из бархата, с резинкой-тесьмой",Склад оптовых продаж (Основное подразделение),,5.0,5.0,,FILE-098,r1021
SW-322e3cba5cf7584e,0-2007А,0-2007A,"Брюки женские, черные, из бархата, с резинкой-тесьмой",Склад производства (Жукова) (Основное подразделение),,8.0,8.0,,FILE-098,r1021
SW-9bd7f461445bd82f,0-2013,0-2013,"Платье женское, терракотовое, из шелковой тафты, с оборками и поясом",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r1051
SW-a33ec1820b244cd7,0-2013,0-2013,"Платье женское, терракотовое, из шелковой тафты, с оборками и поясом",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r1051
SW-ea150c5d625c9762,0-2017,0-2017,"Платье женское, разноцветное, из штапеля, отрезное по линии талии",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r1055
SW-d9989a8dc28371bb,0-2017,0-2017,"Платье женское, разноцветное, из штапеля, отрезное по линии талии",Склад ИМ (Основное подразделение),1.0,,1.0,,FILE-098,r1055
SW-8af961797dd88b4d,0-2027F,0-2027F,"Платье-кафтан женское, белое с принтом ""цветы и грибы"", из шифона, с окантовкой",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r1058
SW-bf5e44e7451f76c5,0-2027F,0-2027F,"Платье-кафтан женское, белое с принтом ""цветы и грибы"", из шифона, с окантовкой",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r1058
SW-722570df17d8081d,0-2027F/1,0-2027F,"Платье женское, белое, из хлопка, на тонких бретелях",Подарки (Основное подразделение),,1.0,,1.0,FILE-098,r1062
SW-6f0e42081fa23920,0-2027F/1,0-2027F,"Платье женское, белое, из хлопка, на тонких бретелях",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r1062
SW-2f0239088c78fd29,0-2027F/1,0-2027F,"Платье женское, белое, из хлопка, на тонких бретелях",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r1062
SW-2c3eff34d1063687,0-2027X,0-2027X,"Платье-кафтан женское, голубое с принтом ""грибы и цветы""",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r1066
SW-931cd5d0c7d3fc34,0-2027X/1,0-2027X,"Платье-кафтан женское, черное с принтом ""грибы и цветы"", из шелка",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r1069
SW-eda55ab98aa656d6,0-2027X/1,0-2027X,"Платье-кафтан женское, черное с принтом ""грибы и цветы"", из шелка",Склад производства (Жукова) (Основное подразделение),,1.0,1.0,,FILE-098,r1069
SW-3514c1fc232e7132,0-2027Е,0-2027E,"Платье-кафтан женское, желтое, из шифона, декорировано расшитой тесьмой",Салон (Лена М.) (Основное подразделение),,1.0,,1.0,FILE-098,r1073
SW-a1513d828ff57cac,0-2027Е,0-2027E,"Платье-кафтан женское, желтое, из шифона, декорировано расшитой тесьмой",Склад ИМ (Основное подразделение),1.0,,1.0,,FILE-098,r1073
SW-54b61529e12f1b90,0-2027К,0-2027K,"Платье-кафтан женское, красное с принтом ""цветы и грибы"", из шелка, декорировано тесьмой ""кристалл""",Склад ИМ (Основное подразделение),1.0,,1.0,,FILE-098,r1075
SW-14d317595a55aacf,0-2028,0-2028,"Пальто-халат женское, черное с принтом ""белые Y"", из шелка, с рукавом ""кимоно""",Подарки (Основное подразделение),,2.0,1.0,1.0,FILE-098,r1077
SW-d769f498fb0cc8cc,0-2028,0-2028,"Пальто-халат женское, черное с принтом ""белые Y"", из шелка, с рукавом ""кимоно""",Склад ИМ (Основное подразделение),2.0,5.0,7.0,,FILE-098,r1077
SW-4ac7cef9f685043f,0-2028,0-2028,"Пальто-халат женское, черное с принтом ""белые Y"", из шелка, с рукавом ""кимоно""",Склад оптовых продаж (Основное подразделение),,4.0,4.0,,FILE-098,r1077
SW-bfb4154d947ec36f,0-2028А,0-2028A,"Пальто-халат женское, белое с принтом ""черные Y"", из шелка, с рукавом ""кимоно""",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r1093
SW-12b8af1473ff4008,0-2028А,0-2028A,"Пальто-халат женское, белое с принтом ""черные Y"", из шелка, с рукавом ""кимоно""",Склад ИМ (Основное подразделение),3.0,4.0,7.0,,FILE-098,r1093
SW-38fea29a0ef797ee,0-2028А,0-2028A,"Пальто-халат женское, белое с принтом ""черные Y"", из шелка, с рукавом ""кимоно""",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r1093
SW-35625f3a6d46274b,0-2029,0-2029,"Шорты женские, черные с принтом ""белые Y"", из шелка, с отделкой ""лампас""",Склад ИМ (Основное подразделение),2.0,2.0,2.0,2.0,FILE-098,r1104
SW-d3e74053e8df3113,0-2029,0-2029,"Шорты женские, черные с принтом ""белые Y"", из шелка, с отделкой ""лампас""",Склад оптовых продаж (Основное подразделение),,4.0,4.0,,FILE-098,r1104
SW-df3a464b70bae242,0-2031,0-2031,"Платье-парео женское, черное с принтом ""арабеска"", из батиста",Склад ИМ (Основное подразделение),2.0,,2.0,,FILE-098,r1114
SW-0954381e1ff229a0,0-2032,0-2032,"Рубашка женская, черная с принтом ""белые Y"", из шелка, декорирована белой тесьмой",Салон (Лена М.) (Основное подразделение),,1.0,1.0,,FILE-098,r1117
SW-11a3bd7a66f26c9c,0-2032,0-2032,"Рубашка женская, черная с принтом ""белые Y"", из шелка, декорирована белой тесьмой",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r1117
SW-14ef938d597d91d0,0-2032,0-2032,"Рубашка женская, черная с принтом ""белые Y"", из шелка, декорирована белой тесьмой",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r1117
SW-b91035301664434d,0-2032B,0-2032B,"Рубашка женская, черная с принтом ""цветные капли"", из батиста, декорирована тесьмой",Склад ИМ (Основное подразделение),4.0,4.0,8.0,,FILE-098,r1123
SW-a7f1054f35dad480,0-2032B,0-2032B,"Рубашка женская, черная с принтом ""цветные капли"", из батиста, декорирована тесьмой",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r1123
SW-bad894908d3a3a42,0-2032B,0-2032B,"Рубашка женская, черная с принтом ""цветные капли"", из батиста, декорирована тесьмой",Склад производства (Жукова) (Основное подразделение),,2.0,2.0,,FILE-098,r1123
SW-9141718548f5f2ea,0-2032C/1,0-2032C,"Блуза женская, белая с принтом ""цветные капли"", из батиста, декорирована тесьмой",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r1138
SW-99787630e41ca1c3,0-2032C/1,0-2032C,"Блуза женская, белая с принтом ""цветные капли"", из батиста, декорирована тесьмой",Склад производства (Жукова) (Основное подразделение),,1.0,1.0,,FILE-098,r1138
SW-c950d0b2dc8f0b48,0-2032D/A,0-2032D/A,"Рубашка женская, черная с принтом ""грибы"", из батиста, декорирована тесьмой",Склад ИМ (Основное подразделение),2.0,1.0,1.0,2.0,FILE-098,r1142
SW-c5ca60e191ee6a4b,0-2032D/A,0-2032D/A,"Рубашка женская, черная с принтом ""грибы"", из батиста, декорирована тесьмой",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r1142
SW-bd16999bc756030c,0-2032D/B,0-2032D/B,"Блуза женская, белая с принтом ""цветы"", из батиста, декорирована каймой,",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r1147
SW-3ad4664a96c755aa,0-2032D/B,0-2032D/B,"Блуза женская, белая с принтом ""цветы"", из батиста, декорирована каймой,",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r1147
SW-15f5ee6a7059824b,0-2032M,0-2032M,"Рубашка женская, белая с принтом ""белые Y и балерины"", из батиста, с отделкой черным кантом",Склад ИМ (Основное подразделение),1.0,1.0,1.0,1.0,FILE-098,r1151
SW-5a6074924e74ef46,0-2032M,0-2032M,"Рубашка женская, белая с принтом ""белые Y и балерины"", из батиста, с отделкой черным кантом",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r1151
SW-21134720a9559068,0-2032M/1,0-2032M,"Рубашка женская, черная с принтом ""белые Y и балерины"", из батиста, с отделкой белым кантом",Склад ИМ (Основное подразделение),1.0,,1.0,,FILE-098,r1156
SW-ab3ca6573b87b040,0-2032M/2,0-2032M,"Блуза женская, белая с принтом ""грибы"", из батиста",Склад ИМ (Основное подразделение),1.0,1.0,1.0,1.0,FILE-098,r1158
SW-aa4e957f046e0a13,0-2032M/2,0-2032M,"Блуза женская, белая с принтом ""грибы"", из батиста",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r1158
SW-98d7b84f9b59dd82,0-2032M/3,0-2032M,"Блуза женская, черная с принтом ""грибы"", из батиста",Склад ИМ (Основное подразделение),1.0,1.0,2.0,,FILE-098,r1163
SW-dc209c34cedf2166,0-2032M/3,0-2032M,"Блуза женская, черная с принтом ""грибы"", из батиста",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r1163
SW-a90a3d789fc75440,0-2032N/1,0-2032N,"Рубашка женская, голубая с принтом ""девочки"", из вискозы",Aldo Coppola (Основное подразделение),,1.0,1.0,,FILE-098,r1169
SW-9184044a74af14c8,0-2032N/1,0-2032N,"Рубашка женская, голубая с принтом ""девочки"", из вискозы",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r1169
SW-b5cdca1b0815199b,0-2032N/3,0-2032N,"Рубашка женская, розовая с принтом ""девочки"", из вискозы",Aldo Coppola (Основное подразделение),,1.0,1.0,,FILE-098,r1173
SW-e9173431e1627d03,0-2032N/3,0-2032N,"Рубашка женская, розовая с принтом ""девочки"", из вискозы",Склад ИМ (Основное подразделение),,1.0,,1.0,FILE-098,r1173
SW-e006ef0cd9d29b74,0-2032N/3,0-2032N,"Рубашка женская, розовая с принтом ""девочки"", из вискозы",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r1173
SW-68291750179c1742,0-2037,0-2037,"Брюки женские, черные с принтом ""белые Y"", из шелка, с отделкой ""лампас""",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r1177
SW-be1fa10b3a72b061,0-2037,0-2037,"Брюки женские, черные с принтом ""белые Y"", из шелка, с отделкой ""лампас""",Салон (Лена М.) (Основное подразделение),,1.0,1.0,,FILE-098,r1177
SW-d6d633f744df20cb,0-2037,0-2037,"Брюки женские, черные с принтом ""белые Y"", из шелка, с отделкой ""лампас""",Склад ИМ (Основное подразделение),1.0,3.0,4.0,,FILE-098,r1177
SW-eee389c2c985bdd7,0-2037,0-2037,"Брюки женские, черные с принтом ""белые Y"", из шелка, с отделкой ""лампас""",Склад оптовых продаж (Основное подразделение),,3.0,3.0,,FILE-098,r1177
SW-0710e6841224fd76,0-2037C/1,0-2037C,"Брюки женские, белые с принтом ""цветные капли"", из батиста",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r1191
SW-9f6d3f01acc2f48f,0-2037C/1,0-2037C,"Брюки женские, белые с принтом ""цветные капли"", из батиста",Склад производства (Жукова) (Основное подразделение),,1.0,1.0,,FILE-098,r1191
SW-38daac45ed5fb67a,0-2037M,0-2037M,"Брюки женские, черные с принтом ""белые Y и балерины"", из батиста",Склад ИМ (Основное подразделение),2.0,3.0,3.0,2.0,FILE-098,r1195
SW-96bb58b45661fab3,0-2037M,0-2037M,"Брюки женские, черные с принтом ""белые Y и балерины"", из батиста",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r1195
SW-ff9b0c2715f83ac1,0-2037M,0-2037M,"Брюки женские, черные с принтом ""белые Y и балерины"", из батиста",Склад производства (Жукова) (Основное подразделение),,1.0,1.0,,FILE-098,r1195
SW-7a7b3b993f1bcd98,0-2037M/2,0-2037M,"Брюки женские, белые с принтом ""грибы"", из батиста",Склад ИМ (Основное подразделение),1.0,1.0,1.0,1.0,FILE-098,r1204
SW-17a7a6602a4f3834,0-2037M/2,0-2037M,"Брюки женские, белые с принтом ""грибы"", из батиста",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r1204
SW-e849b744ee54a9dd,0-2037M/3,0-2037M,"Брюки женские, черные с принтом ""грибы"", из батиста",Склад ИМ (Основное подразделение),1.0,1.0,2.0,,FILE-098,r1209
SW-1aa0bacca672fce9,0-2037M/3,0-2037M,"Брюки женские, черные с принтом ""грибы"", из батиста",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r1209
SW-cc1b95f0db24fe83,0-2037N/1,0-2037N,"Брюки женские, голубые с принтом ""девочки"", из вискозы",Aldo Coppola (Основное подразделение),,1.0,1.0,,FILE-098,r1215
SW-3a7ee74e9cc5f396,0-2037N/1,0-2037N,"Брюки женские, голубые с принтом ""девочки"", из вискозы",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r1215
SW-a1b76825de2c463f,0-2037N/3,0-2037N,"Брюки женские, розовые с принтом ""девочки"", из вискозы",Aldo Coppola (Основное подразделение),,1.0,1.0,,FILE-098,r1219
SW-ff6daaaeb42266fc,0-2037N/3,0-2037N,"Брюки женские, розовые с принтом ""девочки"", из вискозы",Склад ИМ (Основное подразделение),,1.0,,1.0,FILE-098,r1219
SW-3a3b205285523a1d,0-2037N/3,0-2037N,"Брюки женские, розовые с принтом ""девочки"", из вискозы",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r1219
SW-7ef227839254d5a3,0-2037В,0-2037B,"Брюки женские, черные с принтом ""цветные капли"", из батиста, с отделкой ""лампас""",Склад ИМ (Основное подразделение),6.0,2.0,5.0,3.0,FILE-098,r1223
SW-d592093a378d99f9,0-2037В,0-2037B,"Брюки женские, черные с принтом ""цветные капли"", из батиста, с отделкой ""лампас""",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r1223
SW-6a7da57fd1302580,0-2050,0-2050,"Шорты женские, белые с принтом ""Y"", из шелка, с черным кантом",Склад ИМ (Основное подразделение),3.0,1.0,3.0,1.0,FILE-098,r1233
SW-c2cbe6dc4b507b9e,0-2050,0-2050,"Шорты женские, белые с принтом ""Y"", из шелка, с черным кантом",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r1233
SW-6447d5da18f01f3b,0-2050/4,0-2050,"Шорты женские, белые с принтом ""цветы"", из батиста, декорированы каймой",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r1240
SW-5a44beac7034af2d,0-2050/4,0-2050,"Шорты женские, белые с принтом ""цветы"", из батиста, декорированы каймой",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r1240
SW-af045f6e183d052b,0-2050A,0-2050A,"Шорты женские, черные с принтом ""цветные капли"", из батиста",Склад ИМ (Основное подразделение),2.0,,2.0,,FILE-098,r1244
SW-093c81dda9b7f8a5,0-2050B,0-2050B,"Шорты женские, синие с принтом ""цветные капли"", из батиста",Склад ИМ (Основное подразделение),,2.0,2.0,,FILE-098,r1247
SW-2607f8e870515154,0-2050B,0-2050B,"Шорты женские, синие с принтом ""цветные капли"", из батиста",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r1247
SW-bd593d6e95d498ed,0-2050B/1,0-2050B,"Шорты женские, белые с принтом ""цветные капли"", из батиста",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r1254
SW-99ef549a5a52ac5d,0-2050B/1,0-2050B,"Шорты женские, белые с принтом ""цветные капли"", из батиста",Склад производства (Жукова) (Основное подразделение),,1.0,1.0,,FILE-098,r1254
SW-8a330952799791fc,0-2050B/2,0-2050B,"Шорты женские, белые с принтом ""капли Гжель"", из батиста",Подарки (Основное подразделение),,1.0,,1.0,FILE-098,r1258
SW-020457541358c0bc,0-2050B/2,0-2050B,"Шорты женские, белые с принтом ""капли Гжель"", из батиста",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r1258
SW-d8ed54e054ba122a,0-2050B/2,0-2050B,"Шорты женские, белые с принтом ""капли Гжель"", из батиста",Склад производства (Захарова) (Основное подразделение),,1.0,1.0,,FILE-098,r1258
SW-c2668b6bcaf95199,0-2050C/1,0-2050C,"Шорты женские, черные с принтом ""грибы"", из батиста",Склад ИМ (Основное подразделение),,2.0,1.0,1.0,FILE-098,r1262
SW-cc15eaf3f6cde47b,0-2050C/1,0-2050C,"Шорты женские, черные с принтом ""грибы"", из батиста",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r1262
SW-d2bad79676e08720,0-2050F,0-2050F,"Шорты женские, белые, из хлопка",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r1268
SW-d53194a3fba54392,0-2050F,0-2050F,"Шорты женские, белые, из хлопка",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r1268
SW-0b165652d6d3fd39,0-2050M,0-2050M,"Шорты женские, белые с принтом ""балерины"", из батиста, с отделкой черным кантом",Склад ИМ (Основное подразделение),,2.0,1.0,1.0,FILE-098,r1272
SW-2c825372621e4843,0-2050M,0-2050M,"Шорты женские, белые с принтом ""балерины"", из батиста, с отделкой черным кантом",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r1272
SW-532f601ce7502cae,0-2050M/1,0-2050M,"Шорты женские, черные с принтом ""балерины"", из батиста, с отделкой белым кантом",Склад ИМ (Основное подразделение),2.0,,1.0,1.0,FILE-098,r1278
SW-9cdc96466d58111c,0-2050M/2,0-2050M,"Шорты женские, белые с принтом ""черные Y и грибы"", из батиста, с отделкой черным кантом",Склад ИМ (Основное подразделение),1.0,1.0,1.0,1.0,FILE-098,r1280
SW-d6d327ff38e25bab,0-2050M/2,0-2050M,"Шорты женские, белые с принтом ""черные Y и грибы"", из батиста, с отделкой черным кантом",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r1280
SW-7528a7b9a8b85c50,0-2050M/3,0-2050M,"Шорты женские, черные с принтом ""белые Y и грибы"", из батиста, с отделкой белым кантом",Склад ИМ (Основное подразделение),,2.0,2.0,,FILE-098,r1285
SW-cd3420aa5b48d675,0-2050M/3,0-2050M,"Шорты женские, черные с принтом ""белые Y и грибы"", из батиста, с отделкой белым кантом",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r1285
SW-6f29b05d0307024e,0-2053,0-2053,"Платье женское, черное с принтом ""цветные капли"", из батиста, декорировано тесьмой",Aldo Coppola (Основное подразделение),,1.0,1.0,,FILE-098,r1292
SW-a8664ab8af364ebd,0-2053,0-2053,"Платье женское, черное с принтом ""цветные капли"", из батиста, декорировано тесьмой",Подарки (Основное подразделение),,2.0,2.0,,FILE-098,r1292
SW-d0dd746ce0c640ad,0-2053,0-2053,"Платье женское, черное с принтом ""цветные капли"", из батиста, декорировано тесьмой",Склад ИМ (Основное подразделение),3.0,2.0,5.0,,FILE-098,r1292
SW-b7e45f09acf04673,0-2053,0-2053,"Платье женское, черное с принтом ""цветные капли"", из батиста, декорировано тесьмой",Склад оптовых продаж (Основное подразделение),,3.0,3.0,,FILE-098,r1292
SW-4f3013a9c4f2caef,0-2058,0-2058,"Платье женское, многоцветное, из батиста",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r1305
SW-391fb342e81028e1,0-2058,0-2058,"Платье женское, многоцветное, из батиста",Склад ИМ (Основное подразделение),1.0,,1.0,,FILE-098,r1305
SW-6af2ad3995368aae,0-2058А,0-2058A,"Платье женское, многоцветное, из батиста, на бретелях",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r1308
SW-3e565292be5da938,0-2058А,0-2058A,"Платье женское, многоцветное, из батиста, на бретелях",Склад ИМ (Основное подразделение),1.0,,1.0,,FILE-098,r1308
SW-96aefb11f0abdb7a,0-2061A,0-2061A,"Парео женское, черное с принтом ""арабеска"", из батиста",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r1311
SW-d576b34da5e53bba,0-2061A,0-2061A,"Парео женское, черное с принтом ""арабеска"", из батиста",Склад ИМ (Основное подразделение),,2.0,2.0,,FILE-098,r1311
SW-4b7a4678c59e7b5b,0-2065,0-2065,"Платье женское, белое, из хлопка, с вышивкой ""Артишок""",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r1316
SW-e134af12cbec7eed,0-2065,0-2065,"Платье женское, белое, из хлопка, с вышивкой ""Артишок""",Склад ИМ (Основное подразделение),1.0,,1.0,,FILE-098,r1316
SW-c1fae96d5598db44,0-2066А,0-2066A,"Платье женское, голубое, из штапеля, с вышивкой ""Артишок"", короткое",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r1319
SW-174b4f5969071cb1,0-2066А,0-2066A,"Платье женское, голубое, из штапеля, с вышивкой ""Артишок"", короткое",Склад ИМ (Основное подразделение),1.0,,1.0,,FILE-098,r1319
SW-c28113558f61295d,0-2073B,0-2073B,"Пальто женское, темно-синее, из шерсти, со съемным меховым воротником",Салон (Лена М.) (Основное подразделение),,1.0,,1.0,FILE-098,r1322
SW-3cde0fd9904508b0,0-2073B,0-2073B,"Пальто женское, темно-синее, из шерсти, со съемным меховым воротником",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r1322
SW-988a85aa99b74444,0-2079,0-2079,"Дубленка женская, светло-серая, из овчины, декорирована аппликацией из кожи",Салон (Лена М.) (Основное подразделение),,1.0,,1.0,FILE-098,r1327
SW-6357aad5af8875f0,0-2079,0-2079,"Дубленка женская, светло-серая, из овчины, декорирована аппликацией из кожи",Склад оптовых продаж (Основное подразделение),,2.0,2.0,,FILE-098,r1327
SW-d458f866b107a609,0-2080,0-2080,"Шорты женские, черные, из шерсти, с карманами",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r1332
SW-3d1853ad24f4133d,0-2080,0-2080,"Шорты женские, черные, из шерсти, с карманами",Склад ИМ (Основное подразделение),1.0,,1.0,,FILE-098,r1332
SW-ee610d04f15ea0f3,0-2081,0-2081,"Комбинезон женский, черный, из крепа, со съемным белым воротником, короткий",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r1335
SW-9be82870bf8d66a7,0-2081,0-2081,"Комбинезон женский, черный, из крепа, со съемным белым воротником, короткий",Склад ИМ (Основное подразделение),1.0,,1.0,,FILE-098,r1335
SW-621695591b82e80f,0-2082,0-2082,"Платье женское, черное, из трикотажа, без рукавов",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r1338
SW-a5839af7462b1737,0-2082,0-2082,"Платье женское, черное, из трикотажа, без рукавов",Склад ИМ (Основное подразделение),1.0,,1.0,,FILE-098,r1338
SW-967895a3eec3887f,0-2083,0-2083,"Блуза женская, черная, из трикотажа, с отделкой кружевом",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r1341
